Gender,Age,Occupation,ZIP-code,260,1097,2628,2174,2797,1073,2100,2968,2105,2193
F,25,0,6,3,0,4,5,4,3,0,3,0,0
M,18,20,6,2,3,5,4,4,4,0,2,2,1
M,56,7,6,2,4,0,4,0,4,0,2,0,0
M,18,8,6,3,4,5,5,5,0,0,3,4,0
M,25,3,6,2,5,4,4,3,4,0,0,4,4
M,56,5,6,5,5,0,5,3,2,0,3,0,0
M,18,17,6,2,1,3,2,4,4,1,2,4,1
F,25,13,6,1,3,4,4,5,3,1,5,1,1
M,56,11,6,2,1,4,3,3,2,2,4,1,3
M,18,0,6,2,2,3,3,2,4,2,0,3,4
M,18,0,6,2,2,3,3,2,4,2,0,3,4
M,18,0,6,2,2,3,3,2,4,2,0,3,4
M,25,0,6,4,4,4,4,2,1,2,2,4,0
M,25,0,6,4,4,4,4,2,1,2,2,4,0
M,25,0,6,4,4,4,4,2,1,2,2,4,0
M,25,9,6,2,2,2,5,3,4,3,2,1,2
M,25,9,6,2,2,2,5,3,4,3,2,1,2
M,35,14,6,3,3,0,3,3,0,3,1,0,0
M,18,9,6,4,3,3,5,2,3,3,5,4,2
M,18,9,6,4,3,3,5,2,3,3,5,4,2
M,45,0,6,3,5,2,5,4,4,3,3,2,0
M,45,0,6,3,5,2,5,4,4,3,3,2,0
F,56,2,6,5,0,3,5,3,2,4,3,4,1
M,45,14,6,4,0,1,5,5,3,4,0,5,0
M,35,0,6,2,4,0,5,4,4,4,3,2,0
M,50,10,6,3,0,0,5,3,0,5,0,0,4
F,35,5,10,2,0,3,5,5,2,0,3,0,4
M,50,17,10,5,0,3,5,0,3,0,0,0,3
F,45,0,10,2,1,2,0,5,2,0,5,2,0
F,56,17,10,5,1,1,3,3,4,0,2,4,3
F,35,20,10,5,2,2,5,2,1,0,2,1,5
F,50,5,10,5,4,3,1,0,4,0,4,2,4
M,35,6,10,3,4,5,2,0,4,0,4,0,1
M,50,14,10,1,5,3,5,2,1,0,3,2,3
F,35,18,10,0,1,1,3,0,0,1,5,1,1
M,35,17,10,3,0,5,5,4,4,2,5,0,4
F,25,17,10,2,4,4,4,1,2,2,3,1,4
F,18,3,10,3,5,0,5,4,5,3,4,5,4
F,45,20,10,4,0,5,5,4,5,4,2,0,3
M,25,3,10,3,4,3,1,0,4,4,4,2,0
M,25,1,10,0,5,3,5,4,5,4,5,0,3
M,50,0,10,1,3,0,3,1,0,5,3,5,1
M,45,9,12,5,1,5,2,4,4,0,0,5,3
F,18,6,12,2,2,1,1,0,5,0,2,2,1
M,18,13,12,1,3,0,5,5,3,0,5,5,0
M,18,2,12,2,4,3,0,2,2,0,3,3,0
M,18,5,12,0,4,4,1,2,1,0,3,5,3
M,45,14,12,4,5,4,1,4,0,0,0,5,0
M,35,10,12,2,5,3,3,4,5,0,5,2,0
F,45,15,12,1,1,5,0,4,0,1,3,1,3
M,1,5,12,5,3,3,1,4,0,2,3,0,0
M,50,1,12,1,4,3,0,4,2,2,2,0,5
M,45,5,12,5,4,3,5,3,0,2,4,0,1
M,25,17,12,1,2,5,2,4,2,3,1,2,4
M,25,17,12,1,2,5,2,4,2,3,1,2,4
M,50,5,12,5,3,2,5,2,1,3,5,5,4
F,56,14,12,2,4,5,1,5,3,3,0,2,3
F,18,5,12,1,4,4,4,5,3,3,5,2,5
F,18,1,12,5,3,2,1,4,4,4,0,5,1
M,56,10,12,2,5,4,5,0,2,4,5,2,3
F,50,5,12,5,5,0,2,4,4,5,5,0,0
M,50,17,13,0,1,0,5,3,5,0,3,3,0
F,45,5,13,4,2,1,0,1,5,0,2,5,3
M,18,16,13,5,3,0,5,4,0,0,0,1,3
M,50,5,13,5,4,0,4,0,5,0,2,1,1
M,35,5,13,4,4,2,5,0,5,0,5,3,4
M,25,12,13,4,1,5,4,4,1,1,0,2,1
M,50,8,13,4,1,0,5,0,5,1,5,1,4
M,25,0,13,5,5,0,4,0,5,1,0,1,4
M,25,18,13,4,3,2,4,0,5,2,4,2,0
F,1,4,13,5,5,5,4,4,0,2,0,2,3
F,18,5,13,0,3,2,4,1,5,3,1,2,3
F,25,14,13,1,4,2,0,1,1,3,0,3,3
M,45,14,13,5,0,0,4,0,5,4,0,1,1
M,25,17,13,3,4,0,4,2,5,4,3,1,2
M,25,17,13,3,4,0,4,2,5,4,3,1,2
F,25,3,13,1,1,3,4,4,4,5,4,1,0
