Gender,Age,Occupation,ZIP-code,247,1920,2017,2087
M,25,0,836,0,0,0,2
M,56,6,334,5,2,5,3
M,18,0,912,2,0,0,0
M,50,18,950,5,0,0,2
F,45,20,680,5,4,0,4
M,45,18,596,0,0,0,0
M,35,17,443,0,0,5,2
M,50,19,109,0,0,0,0
M,25,13,224,0,0,0,0
F,56,16,700,2,0,0,5
F,1,5,314,2,1,0,5
M,35,0,76,0,0,1,0
M,50,6,863,0,5,0,0
M,45,2,939,0,1,0,4
M,35,6,838,2,4,3,5
F,35,7,297,3,0,0,4
M,35,3,627,0,0,0,0
F,56,13,302,0,2,5,0
F,35,0,560,1,2,0,5
M,25,9,970,3,4,0,2
F,45,18,427,0,3,1,0
F,45,14,80,4,4,5,0
F,25,12,371,3,4,4,5
M,56,19,37,3,0,4,3
F,18,11,539,0,0,0,0
F,35,0,15,0,0,1,4
M,50,15,294,0,0,3,0
M,50,9,240,0,0,0,0
F,56,8,463,0,3,3,3
M,50,3,833,0,0,0,0
F,56,9,26,0,0,0,3
M,25,19,778,0,1,0,3
M,25,19,959,0,0,4,0
M,18,1,433,0,0,0,4
M,35,19,85,0,0,0,0
F,56,0,549,0,0,0,0
F,25,8,912,0,0,5,3
F,25,14,931,1,5,2,0
M,45,11,63,0,0,3,0
M,18,1,773,0,0,0,0
F,35,9,161,0,2,4,5
F,18,17,987,2,4,5,1
M,18,6,121,4,0,4,4
M,56,14,833,0,0,1,0
F,25,18,206,0,5,3,3
F,50,3,76,4,0,0,0
F,25,13,280,2,4,0,0
F,56,14,880,0,0,0,0
F,35,16,820,2,0,0,2
F,25,17,977,0,0,0,0
M,45,13,22,3,4,4,5
F,56,5,488,0,0,0,0
F,18,7,442,0,0,3,0
M,45,20,165,5,0,5,4
F,25,4,631,0,0,0,0
M,56,2,581,0,5,0,4
F,56,2,161,0,0,0,2
M,25,9,152,0,1,0,0
M,50,12,554,0,2,5,0
F,56,6,105,0,1,4,2
M,25,12,531,3,0,2,0
M,56,13,105,0,0,1,4
M,1,13,60,4,1,0,0
M,25,11,371,4,0,1,4
F,50,6,775,1,3,5,3
F,56,14,973,0,0,0,3
M,35,6,811,0,0,1,0
F,56,7,780,4,4,4,1
M,1,10,803,4,0,1,3
M,18,19,118,3,3,0,4
M,1,6,618,4,3,0,1
M,25,3,975,0,0,3,0
M,35,13,544,3,5,0,5
F,56,13,66,2,1,3,3
M,25,17,878,0,0,4,2
F,56,17,473,0,0,0,0
F,25,19,926,0,0,4,2
M,56,6,64,0,0,0,0
M,50,9,530,4,4,3,0
M,50,16,926,0,1,0,0
F,35,9,923,0,0,4,0
M,56,9,175,4,2,0,3
F,56,2,497,5,0,0,5
F,25,12,229,4,4,1,0
M,1,8,313,0,4,4,5
M,35,5,793,0,0,3,0
M,18,7,752,5,2,3,3
F,35,7,953,5,0,0,3
F,56,7,104,1,3,0,0
M,18,19,45,4,0,3,2
M,56,8,108,0,0,0,0
F,1,7,173,0,0,1,0
F,50,1,302,0,0,0,2
M,35,11,112,0,0,3,0
M,35,10,704,4,2,5,5
M,45,4,19,2,4,5,4
M,25,19,88,3,4,0,2
M,56,19,616,0,0,0,3
