Gender,Age,Occupation,ZIP-code,260,1097,1750,2021,2093,2105,2628,2968
F,1,9,76,2,1,0,4,1,3,5,0
F,18,7,54,0,2,1,1,4,1,2,2
M,45,19,524,0,4,3,2,4,1,2,0
M,1,6,602,0,5,0,3,5,3,5,5
M,25,20,943,4,3,4,2,3,5,1,5
M,18,0,104,4,5,5,1,3,3,2,4
F,50,12,974,2,5,5,1,3,2,5,4
M,35,4,980,4,1,0,4,2,3,3,3
M,35,4,977,3,3,5,5,1,5,3,5
F,18,2,871,2,1,5,2,2,2,1,0
M,45,2,333,3,3,1,1,2,1,0,2
F,18,11,666,1,0,3,4,4,4,1,1
F,18,17,196,1,4,2,1,2,0,4,1
M,45,0,928,5,5,2,1,3,5,1,3
F,18,4,436,1,2,0,4,4,5,0,1
M,18,9,958,1,5,5,3,1,2,1,4
M,25,16,224,3,4,1,0,0,4,0,0
M,50,16,168,0,5,0,1,0,4,3,1
F,25,6,191,4,5,2,1,2,4,5,5
F,18,11,211,1,5,5,2,1,1,2,4
F,35,8,300,4,0,2,0,1,1,5,1
M,1,10,26,5,2,3,2,1,3,2,5
M,18,8,956,2,0,1,2,5,5,5,3
M,1,2,77,0,2,5,5,3,2,5,1
F,56,13,285,0,3,0,5,2,5,4,5
M,25,9,773,3,0,0,3,0,5,1,4
F,18,7,37,5,5,0,2,1,3,4,4
F,45,19,870,4,2,0,3,2,1,5,0
F,25,2,685,2,2,1,5,3,5,1,4
F,1,3,432,1,4,2,0,1,5,5,2
M,1,5,430,2,5,3,2,4,2,2,3
M,35,4,943,3,1,4,1,4,4,4,1
M,25,9,590,4,5,1,3,0,0,0,0
F,35,11,197,5,0,0,5,4,5,5,3
F,18,11,196,0,5,5,5,5,5,0,0
M,45,10,985,1,0,0,4,2,2,5,4
M,18,0,597,3,1,0,1,3,0,1,2
F,18,4,843,0,4,1,0,0,3,0,0
F,1,9,930,0,1,5,4,1,4,3,0
F,25,5,372,0,2,3,1,5,3,3,4
F,1,12,358,1,1,4,3,1,0,0,5
F,25,8,236,4,0,1,3,2,4,1,2
M,45,17,666,3,0,0,2,0,2,0,2
M,25,1,520,1,3,1,3,2,0,0,2
F,45,18,773,0,2,1,2,0,5,1,2
F,25,9,337,1,1,0,5,2,3,5,1
M,50,4,320,1,3,4,4,5,4,2,3
M,35,0,465,2,2,4,5,0,4,5,1
M,1,7,622,1,5,4,2,0,2,0,5
M,25,14,801,3,3,4,5,5,0,1,2
M,35,17,977,4,4,5,4,2,5,5,5
F,50,8,981,5,4,4,1,0,3,1,4
F,25,3,992,5,5,3,0,5,1,5,0
M,18,10,206,4,0,4,2,5,0,2,0
M,25,20,61,4,0,5,4,1,1,2,1
M,18,14,80,0,0,2,3,5,3,0,4
M,25,17,22,5,1,3,0,4,4,2,0
F,25,2,333,3,0,1,0,3,1,2,1
M,45,4,26,5,4,3,5,2,1,5,2
M,18,4,813,5,5,3,5,0,5,2,4
M,25,6,115,4,4,3,4,5,4,5,4
M,50,5,85,4,3,2,5,2,3,2,5
M,35,1,88,5,1,4,5,2,5,1,5
F,45,1,803,2,5,0,1,5,2,1,3
F,18,13,672,4,0,4,4,1,2,1,4
F,1,15,970,4,4,3,2,5,2,5,3
M,56,4,838,2,5,2,1,3,3,2,5
F,25,1,421,3,0,0,0,2,3,0,4
M,18,13,279,4,0,1,4,0,4,3,0
F,25,1,933,2,2,3,1,5,1,3,3
M,35,6,951,4,5,3,5,3,3,0,0
F,45,2,531,5,4,5,4,4,2,2,4
F,1,0,934,3,2,4,4,1,1,4,2
F,45,4,60,5,5,5,5,3,2,5,4
M,18,0,447,3,4,2,3,0,5,3,5
M,56,4,927,5,4,1,1,3,1,3,4
F,50,9,937,5,1,4,3,4,4,2,0
M,50,20,501,3,5,0,3,0,2,4,5
M,25,15,447,2,3,1,2,3,5,4,0
F,1,2,580,3,1,0,3,3,1,5,5
M,18,2,744,3,0,0,5,2,1,4,3
M,45,17,18,1,2,2,4,5,1,2,3
M,25,11,804,4,1,4,3,5,0,5,5
F,25,6,60,0,5,1,0,1,1,1,5
M,25,1,84,5,5,0,0,4,3,1,1
M,1,16,983,2,2,3,3,0,5,4,2
M,35,15,906,5,5,1,0,5,3,3,2
F,18,6,285,3,1,0,0,4,4,4,2
M,45,10,534,1,3,4,1,5,1,5,4
M,25,4,741,3,3,0,0,3,4,0,3
F,1,17,170,2,1,4,0,2,2,1,0
M,18,2,701,5,3,4,4,0,2,4,5
M,25,16,421,0,3,2,4,2,2,4,0
F,56,0,618,0,2,3,1,2,2,2,4
M,1,7,912,4,0,3,3,2,2,0,4
F,1,7,847,4,1,2,0,1,0,1,3
F,35,6,985,2,1,3,0,4,0,2,5
M,25,3,547,3,4,5,0,5,4,4,5
F,1,20,940,1,3,4,4,0,5,5,4
F,45,7,939,4,2,1,0,1,5,5,1
M,1,12,988,3,4,1,3,3,1,5,1
F,25,11,372,0,1,5,2,0,2,4,2
M,56,7,986,2,4,4,1,2,0,3,3
M,18,5,847,2,3,0,1,0,2,3,0
M,45,14,22,1,2,0,4,4,2,5,4
F,18,10,18,0,0,5,3,4,0,2,3
M,45,16,285,0,1,4,4,5,1,0,0
F,56,7,123,4,4,4,5,5,4,2,2
F,45,5,558,5,0,1,5,5,4,1,3
F,35,15,132,0,4,4,1,0,2,1,4
M,25,8,906,2,4,4,1,1,3,4,0
F,25,15,700,2,4,5,5,5,5,0,5
F,25,5,447,0,1,1,3,2,3,0,3
M,45,14,345,0,5,4,5,4,2,3,0
F,1,17,319,2,3,5,4,5,2,1,4
F,56,9,171,1,4,1,0,4,1,1,2
F,56,7,758,4,0,2,4,5,5,0,5
M,25,3,977,4,1,1,1,5,4,4,0
M,50,19,142,0,5,5,4,3,5,5,2
M,1,5,986,4,2,4,5,1,5,1,5
M,45,12,220,3,1,4,4,1,3,4,4
F,25,17,200,3,2,5,3,0,3,2,1
M,35,0,296,0,1,3,2,2,3,4,3
F,18,18,370,3,3,5,5,4,4,5,1
F,1,4,10,3,3,1,4,5,5,5,2
M,45,4,56,5,1,5,2,5,1,5,5
M,35,13,430,3,2,1,0,2,3,4,3
M,35,1,928,5,0,0,0,2,3,2,0
M,1,0,524,3,3,5,4,5,2,4,3
M,1,5,520,0,0,2,2,5,4,3,2
M,1,7,16,3,5,4,4,3,2,4,2
M,50,12,142,0,2,3,0,3,3,0,4
M,25,18,933,0,5,1,3,1,5,3,2
F,25,5,231,1,0,5,4,0,1,4,2
F,25,15,194,3,4,2,3,2,2,2,4
M,25,8,430,5,3,4,2,5,5,4,0
F,1,2,853,3,2,1,1,3,5,0,3
F,1,4,942,0,1,5,4,0,1,2,0
