Gender,Age,Occupation,ZIP-code,247,1920,2017,2087
F,50,16,191,0,2,0,0
M,1,5,974,0,0,0,4
F,56,0,108,1,3,2,5
M,18,6,64,1,1,4,3
F,45,9,27,0,2,3,0
M,50,2,609,3,4,2,2
M,18,17,15,3,0,1,0
F,25,20,805,0,5,0,0
F,25,10,417,0,0,1,0
M,50,2,70,0,1,0,0
F,25,15,457,2,4,0,5
M,18,7,830,0,5,3,0
M,50,2,945,3,3,0,0
M,50,17,280,5,0,0,3
M,25,12,360,0,0,0,3
M,25,7,65,5,2,0,4
M,18,0,168,0,3,0,4
F,45,20,122,2,4,2,3
F,45,17,765,0,5,3,3
F,25,12,741,0,3,5,0
M,50,0,197,3,0,2,0
M,50,20,740,2,5,4,1
F,18,0,405,0,0,3,0
M,18,0,836,4,0,4,0
F,35,0,596,4,1,0,1
F,1,0,42,5,0,5,0
F,1,17,17,2,0,5,4
F,1,15,326,0,0,0,4
F,50,4,402,2,0,0,2
M,45,5,925,4,3,0,3
F,50,14,16,0,1,5,0
F,35,9,148,4,0,0,0
M,25,16,481,0,0,0,0
F,56,9,434,0,1,0,0
F,1,15,118,0,0,0,5
M,1,14,662,1,4,4,5
M,50,7,274,2,2,4,3
M,18,4,433,2,0,0,3
F,45,15,815,4,3,1,5
M,50,4,949,0,2,4,4
M,56,2,307,1,3,0,3
M,18,15,951,0,5,1,0
F,25,2,946,0,0,0,0
F,56,8,81,2,5,4,2
M,45,18,606,1,0,0,2
M,18,4,549,0,3,3,1
M,50,14,424,5,4,2,0
M,18,9,820,4,0,2,0
M,45,0,551,0,0,4,0
F,45,0,524,0,0,3,1
F,56,6,50,5,2,4,5
M,1,2,190,4,4,4,0
M,1,18,100,5,0,2,0
F,18,3,222,3,1,5,5
M,50,15,13,2,1,0,5
F,35,19,68,0,3,4,0
M,18,2,103,0,3,0,3
F,18,0,945,1,2,4,1
M,25,19,132,1,3,5,0
F,25,5,435,5,5,5,4
F,18,2,940,0,3,0,0
M,50,18,312,0,3,5,3
M,18,2,144,0,0,5,5
M,50,0,527,4,5,4,4
M,50,11,535,0,1,5,5
M,35,11,70,0,0,0,0
M,35,8,320,0,3,3,3
M,1,10,279,3,0,3,4
M,25,17,801,4,1,0,0
M,18,14,17,4,4,4,1
M,18,9,100,4,5,2,0
F,18,14,983,0,3,0,5
M,25,7,945,0,0,0,5
M,18,15,972,5,5,0,3
M,45,7,434,4,0,2,0
M,56,2,338,0,4,0,0
M,56,20,531,0,0,0,0
F,56,7,772,5,2,0,0
