Gender,Age,Occupation,ZIP-code,673,1881,1920,2087,2138
F,18,17,193,1,1,1,2,2
F,18,16,48,1,4,3,4,1
F,18,17,26,5,4,0,0,5
F,18,10,88,1,1,0,5,0
M,25,13,85,1,1,0,5,0
F,45,20,598,5,3,0,0,0
M,1,6,613,3,3,0,3,0
M,50,16,937,5,0,3,1,1
M,25,15,290,0,5,0,0,4
F,50,8,502,0,2,2,4,3
F,35,12,606,1,2,0,5,2
F,56,14,553,2,4,2,0,2
F,50,14,460,3,5,0,3,2
M,25,9,802,5,1,1,5,4
M,50,13,337,0,3,4,3,3
M,25,7,212,0,3,5,2,2
F,50,2,226,0,3,4,4,0
F,35,11,211,0,4,5,0,0
M,35,4,361,0,5,0,4,0
M,35,11,196,3,0,0,0,0
M,25,12,69,1,3,0,3,0
M,1,11,431,0,1,1,1,3
M,18,3,940,1,1,0,0,2
M,56,17,450,0,2,0,5,0
F,50,6,584,1,3,4,0,0
F,25,1,70,0,5,0,0,2
M,45,12,226,5,4,0,5,0
M,50,14,972,5,1,0,0,0
M,25,12,761,2,5,4,0,5
M,56,19,453,2,1,0,4,1
M,50,3,82,5,1,3,4,0
M,25,14,458,1,4,0,1,0
M,50,17,83,0,2,3,3,2
F,1,0,560,0,1,4,5,3
F,45,7,307,0,4,0,0,1
M,50,20,813,0,4,0,5,0
M,18,13,801,0,0,0,0,0
M,25,9,820,3,5,0,4,4
F,25,2,731,2,5,0,0,5
M,25,13,982,3,5,0,0,0
M,18,14,913,0,0,0,1,5
M,56,16,113,2,0,3,0,4
M,18,14,231,3,2,5,3,0
M,35,16,193,5,1,0,0,2
M,56,6,799,2,3,5,4,3
M,50,17,211,0,3,0,0,0
M,1,19,85,1,4,0,0,0
M,18,6,878,0,2,2,5,2
M,25,15,571,3,5,2,3,1
M,25,0,727,5,3,0,0,3
F,1,2,325,2,5,3,3,3
F,1,20,655,5,3,3,5,0
F,45,5,302,1,3,0,0,0
F,25,9,171,2,1,0,2,2
F,18,16,379,0,2,4,1,0
F,56,12,802,4,4,3,1,5
F,35,17,236,3,3,5,0,2
F,1,2,708,0,4,1,1,0
M,56,3,905,5,4,0,3,0
M,25,2,89,2,4,0,2,0
M,35,0,685,0,0,0,0,0
M,50,3,863,0,1,0,0,2
M,25,14,18,3,2,1,0,5
F,45,12,972,1,4,2,0,4
M,25,2,751,2,0,0,3,0
M,56,17,927,0,4,4,4,4
F,35,17,287,0,4,0,0,0
F,18,10,797,0,3,0,4,0
M,18,13,466,3,2,0,5,1
F,56,0,765,2,5,3,5,2
F,25,7,345,5,4,2,5,0
M,35,14,320,2,4,0,5,0
F,18,13,109,1,3,4,3,0
M,25,12,325,0,2,0,0,3
M,18,7,132,5,3,0,0,3
M,45,5,577,0,1,4,4,0
F,45,5,168,5,4,5,0,0
M,18,15,85,0,3,0,2,0
M,25,20,85,0,5,0,0,5
M,18,3,15,3,1,0,4,1
F,25,4,983,3,2,3,2,3
M,18,4,452,0,1,0,0,0
F,25,1,761,0,2,2,4,3
F,35,15,609,0,4,4,1,0
F,56,0,109,5,0,0,3,5
F,18,20,68,0,0,5,3,0
M,56,3,70,1,3,0,1,0
F,18,14,805,0,5,0,0,0
F,35,5,430,5,2,0,0,0
F,25,13,981,2,0,3,0,3
M,50,1,547,0,1,0,0,0
M,25,19,433,1,5,2,4,0
M,25,7,424,3,0,0,4,2
M,50,4,89,1,1,2,3,0
F,56,14,130,4,0,3,5,3
M,25,7,530,2,5,0,0,0
M,56,6,474,0,3,2,0,0
M,35,5,168,4,0,4,3,4
M,56,8,563,2,4,0,0,3
M,25,1,465,1,5,0,0,0
F,50,5,913,0,0,4,5,2
F,35,6,701,5,5,2,0,1
F,50,12,975,0,3,0,2,0
M,25,9,871,0,3,3,5,0
M,1,10,933,0,1,0,4,3
F,56,9,934,2,5,5,5,1
M,25,0,704,0,1,0,0,2
M,45,5,913,5,5,4,1,3
M,56,12,114,5,2,3,3,3
F,56,14,19,0,4,0,0,2
M,25,0,959,0,0,0,0,0
M,25,5,69,4,2,0,0,0
F,50,3,173,0,5,4,3,4
M,1,20,986,0,3,0,0,3
F,56,4,74,0,3,0,0,3
M,35,15,56,0,3,0,0,0
F,50,18,958,5,2,2,4,0
F,1,5,493,5,2,3,2,0
F,1,17,957,2,3,0,4,3
F,35,18,958,0,4,0,2,4
F,25,2,484,4,3,3,0,0
F,45,17,489,3,4,4,5,0
M,45,4,115,1,1,0,4,3
M,56,2,815,1,2,0,4,0
F,35,3,744,0,5,0,3,0
F,1,10,613,0,1,1,4,3
M,25,8,115,0,0,0,0,5
M,18,14,178,0,4,4,0,2
F,1,14,977,1,0,1,5,3
M,25,8,330,0,0,0,3,4
F,1,11,440,2,4,4,1,0
F,1,2,900,0,5,0,0,5
F,45,9,87,0,3,4,3,2
M,18,20,991,0,5,0,2,4
M,56,17,27,4,1,3,1,0
F,1,1,954,0,3,0,3,0
F,25,13,220,0,5,0,3,1
M,18,14,49,1,5,0,0,0
M,35,4,461,0,4,0,4,4
M,25,9,843,2,1,0,3,4
M,18,4,352,0,0,0,3,5
M,45,6,488,2,2,1,4,0
M,25,13,144,0,0,0,0,2
M,50,6,224,3,4,0,2,5
M,25,19,833,0,5,0,0,1
F,25,17,29,0,2,0,3,0
M,25,20,852,3,0,0,0,2
F,1,15,105,0,5,0,0,3
F,18,2,144,0,0,5,0,1
F,18,17,120,0,2,0,0,0
F,50,8,376,2,0,2,2,1
M,45,6,853,0,0,0,3,0
M,18,15,600,0,2,5,1,1
F,25,16,930,2,5,0,0,3
F,1,8,601,5,2,0,5,2
F,50,3,777,3,4,0,5,0
F,35,13,79,3,5,0,0,0
F,1,14,560,0,4,0,5,0
M,1,15,850,3,4,4,5,5
M,1,7,782,2,0,1,4,5
F,18,3,582,5,5,0,0,0
M,25,7,381,0,0,0,0,0
M,50,7,376,0,5,2,5,0
M,18,11,604,0,3,4,4,2
F,18,9,655,1,0,0,1,3
F,18,9,544,0,4,5,0,2
M,18,15,361,1,4,0,4,3
M,1,17,301,1,0,0,5,0
M,45,6,33,5,5,1,4,2
F,25,18,333,0,2,3,2,0
M,25,10,446,3,3,0,4,4
F,35,19,215,0,5,1,0,3
F,56,5,945,0,3,1,2,4
M,25,10,555,4,4,0,0,3
M,56,5,804,0,0,4,0,1
M,25,1,465,0,4,0,4,0
M,25,1,474,3,4,0,3,4
F,18,1,891,2,2,0,4,2
F,56,7,946,0,1,0,4,0
M,35,4,495,5,1,0,2,0
F,56,14,13,0,1,4,1,3
M,50,15,60,0,0,4,2,2
M,56,6,410,1,3,3,1,0
F,35,9,633,2,1,4,4,0
F,45,15,70,1,2,0,4,1
M,18,5,631,2,2,0,0,5
F,25,9,104,1,3,0,4,2
M,25,13,54,1,2,0,0,1
M,25,17,226,4,4,0,0,1
F,35,19,793,1,2,0,0,0
F,25,13,430,0,4,0,5,3
F,35,16,820,2,0,3,0,0
M,25,12,584,0,2,0,0,0
F,25,15,493,0,1,3,2,0
F,25,14,104,0,0,4,4,0
M,1,13,708,3,5,0,1,4
M,45,8,985,0,1,5,0,0
M,50,7,84,0,4,0,0,3
M,18,6,547,5,4,0,4,4
M,18,3,991,1,0,1,5,0
M,25,0,215,0,4,0,0,0
F,25,14,273,0,5,0,3,0
M,25,1,780,5,2,0,0,3
M,25,7,843,0,5,0,0,1
F,45,8,435,5,2,1,1,0
M,56,13,777,4,4,0,5,0
M,45,6,582,0,2,0,4,1
M,25,7,482,0,3,0,3,0
M,25,1,920,5,4,0,0,0
F,25,20,931,0,0,0,0,5
F,1,4,923,4,0,4,4,0
F,25,18,735,0,1,0,0,1
M,35,20,334,1,2,0,0,0
M,25,8,604,2,0,0,4,4
M,25,9,427,0,3,0,4,0
M,18,9,641,4,0,0,4,4
F,25,3,290,5,5,0,3,0
M,35,13,931,0,0,0,0,3
F,35,17,327,1,5,5,4,4
M,18,15,29,2,0,0,1,0
M,56,12,334,0,3,0,0,2
M,45,4,83,3,5,1,0,0
F,56,7,915,5,1,5,4,1
M,25,13,925,0,2,1,3,0
F,25,6,262,0,2,0,4,3
F,45,2,77,1,1,0,3,0
F,35,12,23,0,0,0,0,1
F,18,4,939,0,1,2,0,1
M,25,16,530,2,3,0,3,2
F,25,3,173,3,1,0,0,0
F,25,6,209,3,5,2,4,4
F,1,1,943,1,1,1,4,0
M,56,16,294,1,4,5,0,0
M,56,9,840,5,5,2,1,2
M,1,9,16,1,0,0,3,4
M,25,6,362,0,0,0,4,1
F,45,8,613,5,3,5,5,4
F,18,15,928,0,4,4,4,4
F,56,4,914,3,5,0,0,0
F,35,6,743,4,3,0,3,1
M,25,14,460,0,5,0,0,1
F,25,2,81,3,2,0,4,1
F,56,8,937,0,3,4,3,3
M,25,19,109,5,4,0,4,1
F,25,17,402,0,3,0,4,0
M,35,0,224,0,2,0,0,3
F,50,8,140,0,4,4,0,4
F,18,4,427,5,2,3,0,1
F,18,15,473,0,0,0,4,1
F,25,17,843,0,4,2,3,2
F,1,14,726,5,5,4,4,0
F,35,0,658,0,0,0,0,0
M,50,13,56,4,5,3,4,3
F,25,17,495,0,4,5,0,1
M,50,4,618,5,1,2,4,0
F,25,4,235,5,4,1,0,3
M,50,1,524,5,3,0,3,2
M,25,9,74,2,1,4,3,0
M,35,7,919,3,2,0,0,0
F,1,9,793,5,0,0,4,0
F,45,3,560,2,2,4,5,4
F,45,1,987,2,1,1,4,0
M,25,19,605,2,3,0,5,0
F,56,20,115,0,5,0,5,0
M,25,8,485,0,1,0,1,1
F,25,4,430,3,5,0,3,0
F,45,2,605,1,5,1,4,1
M,1,1,346,0,1,0,0,1
M,18,0,740,0,0,4,0,2
F,18,5,871,1,0,4,2,5
M,25,1,27,2,0,0,0,3
M,25,19,993,5,1,0,0,0
M,50,13,60,0,2,5,4,1
M,1,2,42,5,4,0,1,0
M,25,12,15,5,0,0,0,4
F,25,14,132,0,3,0,2,0
M,18,5,481,3,1,2,0,0
F,35,6,22,3,4,2,4,3
M,45,4,840,3,2,5,4,4
M,25,13,292,1,4,0,0,1
M,35,0,674,0,1,0,0,0
M,45,3,970,1,4,1,0,1
M,45,8,900,5,2,1,0,0
F,56,5,920,0,2,4,4,0
M,25,0,180,0,4,0,0,0
M,35,2,726,1,3,0,5,0
M,50,10,56,3,2,5,0,4
F,50,17,596,5,5,0,0,0
F,56,5,535,0,2,0,3,1
M,25,7,294,1,3,0,4,5
F,18,2,244,0,1,0,0,2
F,25,12,186,1,4,0,0,0
M,25,2,551,4,0,0,3,0
M,35,4,731,0,0,0,0,3
M,56,16,62,2,3,3,5,4
M,25,5,856,1,1,0,3,0
M,50,7,815,0,2,5,0,0
M,18,17,326,5,3,0,3,1
F,18,5,454,0,3,0,4,2
F,56,3,173,3,0,1,4,5
