Gender,Age,Occupation,ZIP-code,2,56,260,653,673,1009,1073,1525,1750,1881,1967,2043,2093,2105,2143,2193,2399,2628,2968,3479,3489,3877,3889
F,45,12,253,0.0,3.0,1.0,0.0,4.0,5.0,2.0,2.0,1.0,4.0,2.0,1.0,4.0,1.0,1.0,3.0,2.0,5.0,2.0,0.0,4.0,3.0,3.0
M,25,14,563,1.0,4.0,3.0,0.0,2.0,1.0,2.0,2.0,1.0,1.0,3.0,0.0,4.0,0.0,1.0,0.0,4.0,5.0,0.0,0.0,4.0,5.0,0.0
F,1,8,198,4.0,0.0,5.0,2.0,0.0,0.0,2.0,1.0,0.0,0.0,4.0,5.0,0.0,3.0,3.0,5.0,5.0,0.0,0.0,0.0,4.0,2.0,0.0
M,35,9,843,0.0,0.0,4.0,5.0,4.0,2.0,0.0,3.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,3.0,2.0,4.0,3.0,2.0,0.0,1.0
M,56,9,967,5.0,3.0,3.0,0.0,0.0,4.0,1.0,0.0,0.0,5.0,4.0,4.0,5.0,2.0,5.0,5.0,3.0,0.0,0.0,2.0,1.0,2.0,3.0
M,18,3,990,0.0,3.0,4.0,1.0,4.0,2.0,4.0,5.0,0.0,4.0,0.0,0.0,0.0,4.0,3.0,4.0,0.0,5.0,1.0,0.0,3.0,1.0,4.0
M,56,8,925,5.0,1.0,2.0,5.0,1.0,4.0,1.0,5.0,3.0,2.0,4.0,3.0,2.0,5.0,0.0,5.0,4.0,2.0,2.0,4.0,0.0,4.0,3.0
M,45,5,323,5.0,4.0,5.0,3.0,5.0,0.0,1.0,0.0,5.0,1.0,5.0,0.0,0.0,3.0,5.0,3.0,1.0,2.0,2.0,4.0,4.0,3.0,1.0
F,25,20,336,0.0,2.0,5.0,4.0,0.0,3.0,5.0,3.0,5.0,4.0,4.0,2.0,2.0,3.0,2.0,0.0,2.0,2.0,2.0,0.0,5.0,3.0,0.0
M,50,1,307,1.0,0.0,5.0,5.0,2.0,4.0,1.0,0.0,0.0,1.0,4.0,1.0,2.0,4.0,2.0,1.0,4.0,5.0,0.0,1.0,3.0,0.0,5.0
M,50,20,803,1.0,1.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,5.0,3.0,5.0,4.0,5.0,1.0,0.0
M,45,8,56,0.0,3.0,2.0,4.0,0.0,2.0,2.0,0.0,0.0,2.0,3.0,4.0,5.0,0.0,0.0,0.0,5.0,0.0,5.0,4.0,0.0,1.0,0.0
F,50,18,40,5.0,2.0,2.0,5.0,0.0,5.0,1.0,0.0,1.0,1.0,3.0,1.0,2.0,2.0,2.0,1.0,1.0,5.0,0.0,5.0,2.0,0.0,1.0
M,56,1,923,5.0,4.0,0.0,3.0,1.0,0.0,4.0,5.0,1.0,0.0,1.0,0.0,0.0,5.0,5.0,1.0,1.0,1.0,3.0,4.0,3.0,3.0,5.0
F,35,18,437,0.0,2.0,3.0,0.0,5.0,4.0,5.0,0.0,1.0,1.0,5.0,0.0,4.0,1.0,1.0,3.0,1.0,5.0,2.0,0.0,3.0,3.0,1.0
