Gender,Age,Occupation,ZIP-code,260,1097,1750,2021,2093,2105,2628,2968
M,25,4,12,1,3,0,0,0,1,2,1
M,50,12,282,5,0,0,5,0,4,5,3
M,35,18,983,3,1,0,0,4,2,2,0
M,25,19,433,4,5,1,2,1,4,3,0
M,18,12,800,5,0,5,3,0,0,4,4
M,56,0,813,4,5,2,5,5,0,3,4
M,56,1,244,4,2,0,2,1,0,0,2
F,1,19,554,0,4,1,2,4,5,5,3
M,50,18,240,3,5,3,2,0,1,2,0
M,50,3,895,5,3,2,3,0,1,1,0
F,1,12,900,1,3,4,5,3,0,2,1
F,45,17,853,5,2,4,3,0,3,0,2
M,35,8,584,4,3,0,0,1,0,3,3
M,25,20,402,1,1,4,5,0,4,0,1
M,56,6,236,5,0,4,0,0,2,5,1
M,35,9,497,0,2,3,2,0,4,1,0
M,50,17,498,5,2,4,3,3,5,5,1
M,1,15,465,1,5,0,2,2,3,4,3
M,45,3,321,4,1,2,0,1,2,1,4
M,45,1,933,4,5,2,1,0,4,3,3
M,18,6,957,5,2,0,0,0,1,3,2
M,35,1,708,2,3,0,0,0,1,2,0
F,56,12,613,5,2,5,4,3,5,0,5
F,1,13,988,4,1,1,5,2,0,5,3
M,35,12,465,3,3,1,4,1,1,0,0
M,35,17,77,5,5,0,2,4,2,4,5
M,45,0,969,5,1,0,0,2,1,0,5
M,56,16,623,5,2,5,3,5,0,2,1
M,56,15,68,3,0,4,5,0,4,4,1
M,18,13,442,4,1,3,0,5,3,1,0
M,45,15,131,5,4,0,1,0,2,0,2
F,50,10,301,4,4,1,4,0,0,0,5
M,45,18,488,5,2,0,5,2,0,5,4
M,1,19,276,3,0,0,4,2,0,4,4
F,18,2,396,5,4,0,0,3,2,5,0
M,45,12,302,2,4,5,5,0,1,2,1
M,25,15,701,3,0,0,0,5,3,2,1
M,18,16,708,5,2,0,0,0,3,1,1
M,18,4,928,1,4,4,1,3,2,4,5
M,50,17,726,5,5,0,4,4,2,5,3
M,25,3,982,5,1,0,4,5,2,3,0
M,50,3,27,1,0,0,2,0,1,4,1
F,45,11,193,5,0,2,1,4,5,4,4
M,45,12,520,5,4,0,5,1,4,0,4
F,56,20,224,4,5,1,2,5,3,0,0
M,1,14,920,5,5,0,0,5,0,0,1
F,50,0,88,3,0,3,5,0,0,3,2
M,45,5,965,1,1,0,0,3,0,0,4
