Gender,Age,Occupation,ZIP-code,247,1920,2017,2087
M,50,14,549,0,3,1,1
M,45,5,460,0,0,0,0
F,18,20,346,0,1,3,4
F,25,9,970,0,3,0,3
F,56,10,489,2,2,3,4
M,18,15,596,0,3,4,4
F,1,7,181,5,4,5,2
M,35,10,88,0,1,3,2
M,56,16,240,1,0,0,4
M,25,12,396,0,0,0,0
M,56,7,775,4,1,3,5
M,18,1,623,0,4,0,1
M,25,2,720,4,4,1,1
F,1,20,560,0,0,0,4
M,45,18,820,0,4,4,0
F,45,15,232,2,0,0,4
F,1,14,914,4,3,3,4
F,45,12,80,5,2,1,4
M,50,15,522,0,4,4,1
M,56,16,627,0,4,3,2
M,1,14,215,5,0,0,0
M,35,2,875,3,3,3,0
M,45,8,286,0,0,0,5
M,18,11,173,5,4,2,3
M,35,2,180,5,5,0,0
M,25,17,480,4,0,0,0
F,18,5,282,3,3,0,2
M,18,5,906,5,4,4,0
M,35,14,618,0,0,0,0
F,50,12,501,2,2,0,4
F,1,2,610,0,5,0,2
M,50,17,181,0,3,4,1
M,25,9,427,2,3,1,1
M,25,3,181,4,4,0,2
M,50,15,658,0,0,0,3
M,18,15,616,0,0,0,0
M,35,8,326,0,4,3,0
M,1,3,323,2,4,0,3
F,35,15,525,3,0,3,1
M,50,15,765,0,3,4,5
M,25,10,530,4,0,0,0
F,45,8,301,3,0,1,4
M,56,9,287,2,4,1,1
F,56,19,786,5,4,2,3
M,18,17,41,0,0,0,0
M,45,19,878,0,4,4,1
M,35,17,24,2,2,3,4
F,45,15,610,2,0,0,0
M,56,4,958,0,0,0,0
M,1,19,547,3,3,0,4
M,45,18,406,0,4,5,2
F,25,7,406,2,3,5,3
M,18,13,446,2,2,2,4
M,50,6,148,0,3,4,3
M,18,9,90,3,0,0,0
F,56,20,436,0,0,1,5
M,50,18,13,0,1,5,4
F,45,5,908,0,2,1,0
M,56,8,972,4,4,3,0
M,25,2,601,0,4,0,1
M,18,0,157,5,1,0,0
M,1,17,442,0,3,1,2
M,18,7,522,3,2,5,4
M,50,4,42,1,5,0,3
M,25,12,297,0,0,0,0
M,18,7,338,0,0,0,0
M,45,5,77,1,3,5,5
M,25,0,847,3,1,5,2
M,18,0,928,0,0,0,0
M,18,20,758,2,0,0,0
F,35,5,378,0,4,5,2
F,25,18,22,0,0,0,0
M,35,15,132,0,0,0,0
M,50,2,191,3,4,2,3
F,50,0,930,1,1,0,1
M,25,3,209,5,0,0,0
M,50,9,328,4,1,1,3
F,35,14,616,0,4,0,0
F,56,14,765,3,0,0,0
M,25,17,131,0,0,0,0
F,50,16,550,2,0,4,5
F,45,7,582,0,4,3,3
F,35,8,131,4,4,1,2
F,18,11,24,0,5,1,4
F,1,16,286,0,0,2,4
M,35,12,330,1,5,2,3
M,25,2,493,1,3,5,4
M,50,10,230,1,0,2,4
F,35,6,563,4,0,1,4
M,50,13,128,2,2,3,1
M,1,15,336,1,1,3,4
M,18,11,522,0,0,5,4
F,25,16,493,0,0,2,3
M,50,20,485,0,3,0,0
M,18,10,970,5,0,0,0
F,50,2,123,3,4,2,2
M,56,1,956,0,5,2,4
M,45,7,551,5,1,5,3
M,56,14,582,0,4,2,3
M,1,5,815,2,0,2,0
F,25,20,655,4,1,0,2
M,1,4,975,1,0,0,0
M,25,4,598,2,0,0,0
F,25,4,53,3,0,0,0
F,56,20,805,0,3,1,3
M,45,14,20,0,1,4,5
M,45,9,64,0,4,3,3
M,25,0,287,2,0,0,0
M,1,8,770,0,0,0,2
M,50,12,285,0,2,0,4
M,1,0,495,5,0,0,0
F,25,3,752,3,3,5,0
M,56,2,523,0,0,5,4
M,25,14,120,0,3,0,4
M,18,4,49,5,2,2,1
M,18,2,148,0,0,0,0
F,1,14,957,5,0,0,4
F,45,17,230,0,2,0,5
M,25,1,127,1,2,5,3
M,50,13,329,2,3,5,2
M,56,12,756,1,5,0,0
M,1,15,744,4,0,0,0
M,56,13,597,4,3,4,1
F,35,10,170,1,0,5,3
