Gender,Age,Occupation,ZIP-code,673,810,1073,1126,1702,2100,2174,2253,2797,3393,3466
M,50,15,378,4,1,5,1,5,4,3,2,2,2,0
F,18,15,834,1,0,2,4,5,1,1,0,0,0,0
M,45,12,19,3,3,5,0,0,5,4,0,5,4,0
M,1,15,547,2,3,1,5,5,0,2,0,1,1,5
M,35,13,285,1,3,5,1,1,4,2,0,3,0,4
M,50,5,623,5,0,5,4,0,0,0,0,5,2,2
F,18,4,984,0,3,0,4,1,5,1,4,4,1,0
M,25,15,81,0,0,4,0,3,0,3,1,0,0,3
F,50,20,6,1,4,3,0,3,1,3,5,0,0,1
F,50,3,54,3,2,5,5,0,2,4,0,1,3,2
M,1,15,336,0,4,3,4,0,0,1,0,5,4,4
M,25,20,630,0,0,5,0,5,0,3,3,2,1,3
M,25,19,132,3,3,2,2,3,4,0,5,3,0,0
F,50,7,534,3,0,0,3,2,3,0,4,0,4,3
M,1,15,346,0,3,0,4,4,0,1,4,4,0,0
M,25,5,652,2,0,1,0,0,3,3,0,4,1,0
M,18,1,782,0,0,0,0,0,4,4,4,5,0,0
M,56,6,952,2,0,0,0,4,0,4,4,2,2,0
F,25,9,277,0,0,0,0,0,0,4,4,5,5,0
F,56,9,801,1,0,3,0,4,0,1,5,0,0,4
F,18,4,752,1,3,1,4,4,4,3,0,2,4,0
M,56,4,841,0,3,0,5,1,1,0,5,3,0,4
M,56,12,114,0,0,2,0,3,5,0,5,5,1,4
M,1,7,907,0,0,2,3,0,2,3,4,3,1,4
F,56,20,89,5,0,1,1,5,0,1,0,5,2,2
M,18,15,613,0,2,4,0,0,0,5,1,1,4,0
M,56,0,319,2,3,5,4,0,3,2,1,2,5,0
M,45,9,27,2,0,1,0,3,3,3,1,3,0,0
F,35,18,495,1,3,4,0,1,4,4,0,2,4,3
F,1,20,640,0,0,1,1,2,0,0,3,4,2,3
M,45,1,261,3,4,2,3,2,4,2,3,0,0,0
M,35,20,871,2,4,0,3,4,1,4,5,0,0,3
M,35,9,902,0,2,0,0,3,4,2,1,1,0,0
F,35,14,554,0,2,5,0,0,5,1,2,5,0,0
M,50,13,83,0,4,0,0,4,5,0,5,1,0,0
M,1,7,465,0,4,1,5,0,0,1,0,4,2,1
M,25,0,245,0,4,5,0,0,4,5,5,3,3,0
M,25,11,820,0,1,3,3,2,1,0,0,1,0,0
M,18,19,440,2,0,0,4,2,4,4,4,2,4,3
