Gender,Age,Occupation,ZIP-code,260,1097,2628,2174,2797,1073,2100,2968,2105,2193
M,25,17,547,3,4,3,3,0,5,3,4,4,3
M,1,6,991,1,5,4,5,3,1,2,5,4,5
F,25,3,616,1,4,3,0,1,5,0,5,4,0
M,45,19,63,5,1,5,3,3,5,4,1,2,0
M,18,20,360,5,2,1,4,4,2,2,3,1,0
F,1,8,981,5,0,5,2,5,1,4,0,4,0
F,25,16,33,3,4,4,3,4,5,3,0,0,1
F,1,2,114,1,4,3,0,3,0,0,2,0,5
M,56,19,454,5,3,4,0,5,5,1,3,4,1
F,25,4,346,5,5,4,2,4,5,0,0,2,0
M,25,14,980,5,4,0,2,3,4,0,3,0,0
M,25,8,123,5,4,4,1,2,1,0,5,4,5
M,25,0,123,0,0,1,5,0,1,0,2,0,3
F,56,7,933,4,0,2,2,3,5,0,0,0,4
M,45,2,333,5,1,3,4,5,5,5,1,0,0
M,35,1,417,5,2,3,3,4,0,3,0,4,0
F,25,16,265,4,2,2,4,4,0,3,1,4,4
M,45,18,170,5,2,1,5,4,5,5,0,0,1
M,18,0,284,3,3,2,4,5,1,4,5,0,4
M,18,4,435,2,3,1,4,3,4,4,1,4,1
M,18,7,345,3,5,5,3,4,0,4,3,4,4
M,35,15,253,5,4,4,5,4,3,5,0,2,0
M,1,16,42,5,5,2,2,0,4,5,2,2,3
M,56,20,454,1,1,2,0,4,5,1,0,3,5
M,25,19,186,3,1,0,4,3,2,2,3,4,4
M,1,11,301,0,2,2,0,2,3,5,1,0,0
M,25,5,801,5,5,0,0,4,2,4,3,2,1
M,35,12,376,0,5,0,1,0,5,2,2,1,2
M,45,17,309,0,2,5,1,4,0,0,2,2,2
M,35,2,945,1,4,3,1,3,4,5,3,5,3
M,1,8,417,5,0,0,1,4,2,3,2,4,0
M,35,4,417,5,2,4,4,4,4,0,0,2,0
M,56,4,104,2,2,4,4,1,1,0,0,2,0
M,25,12,161,5,4,3,4,5,5,3,0,2,0
M,18,20,655,5,4,5,1,4,0,2,0,0,4
M,45,0,180,1,1,0,4,4,4,0,5,1,4
M,50,5,612,4,1,0,3,2,2,1,4,1,1
F,18,20,325,5,4,4,0,3,0,1,1,5,0
F,18,17,373,3,3,0,3,3,0,3,0,5,5
F,35,17,793,5,3,3,1,1,4,0,0,3,1
M,1,20,76,5,5,1,4,2,3,0,2,0,5
M,35,18,77,5,3,4,4,4,2,3,1,1,2
F,50,5,452,4,5,4,0,5,3,4,0,2,2
M,56,9,490,2,5,3,3,5,1,0,0,0,3
M,35,17,488,0,2,4,3,0,4,0,0,5,3
M,1,18,495,0,5,0,4,2,3,3,5,5,3
