Gender,Age,Occupation,ZIP-code,247,885,1097,1654,2086,2138,2872
F,25,15,330,0,1,5,5,5,5,1
M,35,13,306,5,0,3,1,5,3,3
F,18,19,633,0,2,4,1,2,1,5
F,50,13,261,0,0,5,3,2,0,0
M,25,12,773,3,0,0,0,2,1,0
F,1,4,497,4,2,4,1,0,0,0
M,25,9,272,2,2,2,1,4,1,4
M,45,6,560,0,2,5,5,0,0,1
F,25,4,78,5,0,0,0,5,0,2
F,18,16,215,0,0,4,3,0,1,0
F,18,0,280,4,0,4,3,0,0,4
F,18,19,988,0,4,4,4,2,2,0
M,25,1,880,0,1,4,0,0,0,5
F,18,6,141,2,3,4,2,0,4,0
F,35,18,462,0,2,3,0,3,2,5
M,18,17,601,0,4,1,0,2,4,4
M,18,8,582,4,2,5,3,5,0,5
F,45,12,577,0,2,5,2,3,4,3
M,56,0,503,2,0,3,0,5,5,3
M,35,1,16,3,2,1,0,0,4,0
F,18,13,502,0,3,4,4,0,1,2
M,1,18,731,0,5,4,0,5,1,0
M,25,11,741,0,0,5,0,4,0,0
M,35,1,437,3,0,5,0,3,0,0
M,35,1,870,0,3,5,0,0,5,2
M,50,12,128,3,0,3,5,2,4,1
M,1,5,105,0,5,2,0,0,0,1
M,35,14,900,5,4,1,5,0,4,2
F,25,1,370,0,1,4,0,0,0,4
M,45,0,207,2,3,2,5,2,2,0
F,50,17,804,3,0,5,2,4,4,2
F,35,20,168,0,4,1,2,5,5,1
M,45,6,320,5,1,0,1,3,4,5
F,50,8,840,0,0,4,4,0,0,2
F,35,2,79,3,0,0,0,4,0,0
F,45,7,60,2,2,3,1,0,4,1
M,45,20,727,3,3,4,2,4,4,3
M,18,16,813,0,3,5,1,5,0,5
M,18,4,235,0,3,2,0,3,0,1
M,45,17,780,3,0,4,0,0,5,0
M,45,11,840,4,1,3,0,0,0,3
M,25,15,65,3,1,4,0,5,0,0
M,56,9,902,2,0,4,1,2,0,4
M,50,2,197,0,1,1,1,2,3,4
M,18,18,85,2,2,3,0,5,1,0
F,25,19,752,0,2,2,5,2,0,3
M,25,8,143,0,2,0,0,2,0,0
M,56,2,281,0,0,1,1,4,1,5
F,25,20,933,0,0,2,2,3,4,1
M,1,20,857,0,2,3,2,0,1,2
M,45,12,813,0,2,4,2,3,4,0
M,1,16,800,0,1,4,0,0,0,4
F,35,2,230,5,0,3,0,5,0,5
M,35,8,207,5,2,2,5,3,4,4
M,18,1,951,3,0,5,0,0,5,5
F,25,19,460,0,1,3,0,0,0,0
F,45,11,875,4,0,4,5,5,1,2
M,25,2,229,4,0,0,1,2,0,0
M,18,4,441,1,3,3,5,0,4,3
F,35,8,969,2,0,2,0,3,2,4
M,45,8,735,0,5,5,0,0,4,0
M,50,1,234,0,0,4,0,3,0,5
F,25,15,378,4,5,3,0,0,2,2
M,35,10,826,5,1,4,1,3,3,3
F,35,18,797,0,1,4,0,0,1,4
M,25,4,602,3,2,5,0,3,2,4
F,18,13,280,1,0,0,1,2,0,5
F,18,11,934,0,5,1,0,5,4,1
F,35,10,604,5,1,5,1,2,3,2
F,35,1,77,5,5,0,0,2,0,0
M,25,8,800,3,5,4,1,2,4,5
M,35,5,857,4,1,1,1,2,0,3
M,1,0,294,1,5,3,2,2,0,3
F,18,16,19,0,3,0,0,3,2,0
F,25,6,280,4,0,2,5,3,0,5
F,25,11,871,0,0,3,3,0,0,0
M,56,8,605,3,0,0,0,2,0,3
F,25,7,197,5,0,1,2,4,4,1
M,25,4,123,0,0,2,0,3,0,0
M,45,4,539,1,5,1,0,3,1,5
F,50,4,82,2,1,3,4,3,5,5
M,50,2,433,0,4,2,1,0,0,5
M,35,9,501,0,4,5,0,2,2,3
F,50,12,782,1,0,4,1,2,0,4
F,25,17,547,0,2,4,0,0,0,0
F,35,4,50,3,4,4,0,0,0,0
F,50,1,465,4,0,2,0,0,0,3
F,25,0,115,0,1,3,5,3,5,4
F,1,17,377,0,2,1,3,5,5,2
F,1,1,465,0,1,4,2,5,0,0
M,35,20,326,3,2,5,2,0,0,5
M,50,9,421,0,5,1,1,5,4,1
M,18,5,325,0,0,3,0,2,1,1
F,35,16,200,4,2,4,3,5,2,5
M,18,12,180,4,2,4,2,0,4,4
F,25,16,110,0,2,5,3,0,4,4
M,25,13,98,4,5,0,4,0,2,3
M,18,12,488,0,5,3,5,0,0,4
M,50,7,26,3,0,1,0,2,0,3
M,35,8,294,0,3,4,1,3,0,5
M,56,3,29,0,3,5,2,2,3,0
M,25,2,597,0,1,4,0,3,3,0
F,25,6,453,0,0,3,1,0,5,0
F,25,8,875,0,1,2,5,3,3,1
M,25,14,502,0,4,4,3,5,1,3
M,35,0,914,3,2,4,5,3,0,5
M,50,16,523,0,1,3,0,5,3,5
M,25,7,245,3,5,4,0,0,0,1
F,25,17,209,3,4,5,3,2,0,1
M,35,13,741,0,0,3,2,3,0,0
M,50,4,953,2,0,3,0,5,0,4
F,45,17,950,4,0,3,0,5,1,0
M,45,0,280,0,0,2,4,3,1,4
M,50,3,297,0,4,2,3,4,4,4
M,50,14,765,0,1,0,1,2,0,0
M,18,0,381,0,0,5,3,4,4,0
F,35,7,485,0,2,3,0,2,4,2
F,35,7,85,3,4,2,0,0,0,0
M,56,6,480,3,0,3,3,0,0,1
M,18,11,917,0,0,2,2,0,1,2
F,18,13,76,3,1,2,1,4,2,2
F,50,15,773,1,0,0,0,5,5,0
F,50,3,276,0,2,2,4,0,0,5
M,18,2,244,0,2,4,1,3,0,0
F,25,7,616,5,2,0,0,0,5,5
M,18,15,42,0,3,5,1,0,3,0
M,50,7,331,1,0,2,0,3,0,0
F,35,4,282,3,0,1,3,0,4,0
F,25,12,815,4,0,2,5,4,0,5
M,1,13,680,1,2,3,1,0,4,4
F,45,5,123,3,1,0,2,0,2,0
F,18,11,701,0,1,1,0,3,0,2
M,25,10,535,0,0,4,0,0,3,5
F,25,4,972,0,1,4,0,0,0,5
M,25,12,701,1,0,4,0,0,4,3
M,45,5,666,1,0,2,5,3,0,4
M,25,19,923,5,3,4,2,0,4,1
F,45,7,765,1,5,2,3,0,3,1
M,18,16,604,0,0,3,1,3,4,4
M,45,15,109,0,0,3,2,2,0,3
