Gender,Age,Occupation,ZIP-code,673,810,1073,1126,1702,2100,2174,2253,2797,3393,3466
F,50,6,300,1,0,2,0,0,0,1,3,4,2,2
M,35,0,253,3,1,2,5,1,4,5,0,4,1,3
F,35,12,223,5,0,0,3,0,5,3,0,0,0,1
F,35,20,911,3,2,3,5,1,0,4,5,1,5,3
F,1,14,277,3,3,2,4,0,3,2,2,0,0,4
F,45,3,118,5,3,2,3,2,0,1,2,0,3,3
M,25,17,610,5,0,2,4,2,3,0,4,4,0,4
F,35,2,947,1,1,1,2,2,0,5,2,0,0,4
F,35,20,90,2,2,5,2,0,2,2,2,4,3,0
M,50,0,751,1,2,4,1,0,0,1,5,0,0,3
F,45,3,56,1,0,2,1,0,3,2,3,2,0,5
F,25,18,804,0,1,0,0,5,0,4,3,4,0,5
M,45,16,198,3,3,4,1,5,2,5,2,0,5,1
F,35,0,488,3,0,0,5,1,2,0,1,0,5,5
M,35,4,452,0,3,2,0,1,2,1,1,2,2,2
F,1,19,157,0,4,2,4,0,1,3,5,2,4,0
M,25,0,17,0,0,0,0,0,3,2,0,0,0,4
M,56,14,301,4,1,2,1,1,5,1,2,0,2,5
M,25,1,852,5,2,4,0,0,5,5,3,3,0,0
M,35,14,431,3,0,0,1,2,3,1,3,4,3,3
M,35,11,253,3,1,4,3,1,5,2,1,4,0,5
M,18,9,700,3,4,1,0,4,3,1,2,3,4,0
M,56,17,402,5,0,4,3,5,5,0,3,4,5,2
M,50,1,440,4,0,4,2,0,0,0,5,5,2,5
M,45,4,878,0,1,2,5,4,0,0,0,0,5,2
M,18,12,301,0,4,5,5,0,4,0,2,0,0,0
M,35,14,950,3,0,2,5,3,2,1,3,1,0,2
M,35,0,178,3,3,1,3,5,4,0,4,0,3,0
M,50,0,82,3,1,5,3,1,0,1,3,4,4,0
F,50,3,756,0,0,0,4,3,2,4,3,0,4,4
F,25,4,454,3,3,5,3,4,3,5,3,4,2,3
M,18,13,986,3,4,4,2,0,2,1,3,2,1,0
F,45,0,530,3,3,5,1,2,4,0,5,0,3,0
M,35,15,705,0,2,1,1,2,2,2,4,0,4,2
M,25,0,966,5,4,0,0,0,2,0,3,4,4,0
F,18,14,596,2,1,5,5,4,2,0,5,4,0,4
F,50,0,549,1,0,4,4,0,4,0,5,5,4,4
F,35,1,782,1,0,5,3,1,0,4,4,3,0,0
M,35,0,524,0,0,5,3,2,0,0,1,2,1,4
F,18,7,911,3,3,0,2,1,0,5,5,2,0,0
M,18,12,114,2,3,0,0,2,0,1,5,5,0,4
M,50,8,547,5,0,5,4,2,5,0,0,4,0,0
F,45,3,209,1,2,2,5,4,2,1,0,4,2,1
M,50,11,550,0,1,5,5,0,3,1,1,2,3,3
M,25,20,641,1,0,0,3,0,0,4,2,0,0,4
F,35,4,229,2,2,4,5,0,2,3,2,0,2,2
M,50,9,850,0,0,2,5,0,4,3,1,0,0,0
F,45,0,557,0,0,4,0,0,4,2,1,0,0,2
M,1,3,944,4,1,2,2,4,2,1,0,3,2,3
F,50,1,328,3,0,2,1,4,0,3,2,4,4,0
F,35,7,837,5,0,0,1,5,3,4,2,0,2,0
F,45,19,988,5,2,0,0,2,3,2,1,3,5,5
M,45,6,603,2,3,0,2,0,5,3,0,1,5,1
M,35,17,285,1,0,2,2,0,0,1,2,5,4,0
M,50,19,461,4,3,3,1,2,3,1,2,4,0,0
M,18,1,468,4,0,1,3,0,3,1,1,0,0,0
M,25,0,33,0,1,4,2,2,0,2,3,4,3,0
F,50,9,433,3,1,1,0,5,1,3,3,1,0,4
M,18,16,181,1,0,0,0,1,4,5,2,5,0,0
M,18,5,629,3,0,4,3,5,2,4,1,0,1,0
M,35,4,68,1,0,0,2,1,5,5,3,0,3,4
F,56,3,64,0,4,0,4,4,4,3,4,0,2,2
F,45,9,843,4,1,0,0,0,0,0,3,4,0,2
F,18,19,523,0,1,1,5,4,5,0,5,2,2,0
F,25,5,951,0,0,0,0,0,0,4,5,4,5,0
M,25,3,910,2,0,5,3,4,2,1,0,4,0,0
F,25,5,924,3,0,3,0,4,3,3,4,4,2,0
F,25,7,61,5,0,3,5,5,3,3,5,4,1,2
F,35,9,482,1,0,5,1,0,0,5,3,5,0,4
M,45,12,212,3,2,2,3,1,4,4,2,2,4,2
M,18,3,63,3,2,5,3,0,0,2,3,4,1,3
M,56,12,224,2,3,4,2,0,0,3,1,0,4,4
M,1,2,200,5,1,5,1,4,1,5,3,5,4,5
M,35,5,554,1,1,2,5,4,3,1,4,2,2,4
F,35,16,522,2,1,5,1,4,2,3,5,3,4,0
F,50,5,265,2,0,1,0,0,5,2,5,3,4,4
