Gender,Age,Occupation,ZIP-code,673,1881,1920,2087,2138
F,1,1,629,4,0,4,4,0
M,18,20,701,2,0,3,4,0
F,56,1,79,2,4,0,5,0
M,56,5,986,1,5,4,0,0
F,18,19,600,5,0,0,3,0
M,56,6,727,5,3,0,3,4
M,18,12,501,5,0,2,2,0
F,18,8,770,0,3,1,0,0
M,45,14,461,1,0,0,3,4
M,1,13,109,1,0,0,0,0
F,50,20,15,4,3,1,4,2
M,45,4,22,1,0,0,2,0
M,18,5,297,0,1,0,2,1
F,18,8,571,0,0,0,3,0
F,50,13,973,4,1,0,0,1
F,18,6,38,2,1,4,5,3
M,35,10,109,1,3,0,0,2
M,56,19,142,2,0,2,5,3
M,1,14,880,3,0,0,2,0
F,1,2,473,0,1,0,0,0
F,25,15,740,0,4,3,0,0
M,50,9,836,1,3,0,2,0
M,56,2,77,0,4,0,0,0
M,45,2,878,5,4,1,4,3
M,50,12,77,5,0,0,0,5
F,35,4,108,5,0,2,1,0
F,35,19,495,3,3,3,4,3
M,18,18,605,5,1,2,5,5
F,25,4,554,0,3,0,0,1
M,56,7,220,0,2,0,2,3
M,56,3,847,5,4,0,0,3
M,18,16,820,5,3,0,5,0
F,35,13,370,0,0,5,3,0
F,18,1,297,0,2,4,3,0
M,35,19,488,1,2,1,1,5
M,50,6,540,3,0,5,5,0
M,18,13,531,3,0,2,4,0
M,18,8,346,3,0,2,1,3
F,56,7,701,0,0,1,0,0
M,35,17,212,3,0,3,5,3
M,50,16,878,5,5,3,4,3
F,35,4,333,4,5,0,0,0
M,1,0,986,3,1,0,3,3
M,45,2,465,0,0,0,4,0
M,18,11,501,0,5,0,3,0
M,56,19,939,0,0,2,0,1
F,25,0,281,1,5,4,3,0
M,45,6,370,3,1,4,0,0
M,45,2,127,0,4,3,0,3
M,25,19,236,0,2,0,0,0
M,50,8,354,2,1,0,2,0
F,50,5,793,3,0,0,0,5
F,50,0,376,3,0,0,4,2
F,50,7,19,2,5,3,4,3
M,35,8,875,2,0,3,0,4
M,18,11,161,0,3,2,2,0
F,45,8,977,0,3,5,4,0
M,56,3,200,0,0,1,0,0
M,18,17,557,0,4,3,2,0
M,50,17,662,5,3,1,5,4
F,25,0,871,0,0,5,5,0
F,1,5,870,0,5,5,0,0
M,1,1,465,0,4,0,0,0
M,35,18,980,0,4,1,4,5
F,56,3,452,2,0,5,0,0
M,50,11,773,1,3,0,0,0
M,1,17,15,5,0,3,0,0
F,1,19,42,1,3,1,3,0
F,25,10,396,1,0,1,1,3
M,25,18,211,2,5,0,1,0
M,1,9,118,5,3,5,4,0
F,35,17,100,0,0,1,1,3
M,25,9,959,0,0,0,0,1
F,35,1,988,0,0,2,0,0
M,45,16,799,5,4,0,3,5
F,1,19,53,0,1,0,0,3
F,1,4,30,1,0,0,4,0
M,56,10,900,0,0,3,0,0
M,1,3,934,0,4,0,5,0
M,56,7,799,0,0,2,4,5
M,35,17,15,4,3,0,2,4
M,50,19,843,0,3,0,0,0
F,50,19,60,5,3,1,5,4
M,35,6,863,0,0,0,0,1
