Gender,Age,Occupation,ZIP-code,247,2100,2143,2872,3479
M,35,19,891,1,1,2,4,3
F,45,6,997,4,5,0,3,4
M,56,17,782,2,5,0,5,1
F,25,14,913,4,4,1,0,0
F,1,19,166,4,4,1,1,4
M,1,5,837,0,0,0,0,4
F,50,9,535,2,0,1,1,3
M,50,8,847,0,3,1,0,0
M,25,0,402,0,4,0,0,0
F,1,0,88,1,0,0,2,0
M,35,17,813,0,2,4,0,5
F,35,8,459,1,0,5,4,1
F,25,7,469,0,4,4,0,0
M,18,5,993,5,0,3,5,1
F,25,0,991,1,0,4,4,0
M,25,9,454,2,2,5,5,0
M,18,1,435,0,2,5,3,3
M,35,3,930,1,5,2,3,3
F,50,4,146,3,0,2,4,5
F,25,19,658,0,4,4,3,0
F,45,4,453,0,2,5,0,2
M,45,3,120,4,2,2,3,2
F,56,16,894,4,4,3,1,4
M,18,8,21,1,0,0,0,1
F,1,4,312,3,0,4,1,2
M,18,0,49,3,0,1,1,0
F,25,9,623,2,0,5,5,0
M,45,3,680,5,3,2,0,1
F,25,2,502,1,4,1,3,0
M,18,16,302,3,5,5,0,2
M,45,19,433,2,1,4,3,4
M,45,3,410,4,0,5,3,0
M,56,19,992,1,3,2,4,5
M,25,6,196,1,3,3,0,1
F,56,14,13,0,3,4,1,1
F,45,5,672,5,2,1,2,5
F,18,13,535,2,2,1,5,1
F,35,16,234,0,0,4,4,0
F,1,2,275,5,0,3,3,3
M,45,11,535,2,4,4,1,1
M,18,0,800,1,0,5,2,0
F,56,7,609,2,0,4,1,0
F,56,9,337,2,0,4,4,4
M,25,14,265,2,3,3,0,4
F,45,9,967,0,3,1,5,0
F,45,6,77,0,5,2,4,5
M,18,4,520,2,4,1,4,5
M,25,8,501,0,0,3,4,0
F,25,9,152,1,3,2,3,4
F,45,16,495,2,4,0,4,0
F,50,0,210,5,1,3,3,5
F,45,16,346,0,1,4,0,0
M,45,8,277,4,4,4,1,0
M,18,14,191,3,3,3,4,0
F,25,14,641,4,0,3,5,0
M,1,9,551,1,2,3,0,0
M,18,0,700,4,1,0,4,2
M,25,7,122,5,3,5,0,1
M,18,11,794,1,3,3,0,1
M,35,4,540,2,0,4,0,1
M,18,9,986,4,0,0,3,5
M,1,14,773,5,3,1,5,5
M,25,14,358,5,1,2,3,3
M,1,12,985,3,0,4,5,0
F,56,14,493,2,3,4,3,0
M,18,3,62,1,5,2,5,5
M,18,14,206,5,4,5,0,3
F,45,5,198,0,3,1,3,3
M,45,13,980,0,2,1,0,4
F,45,3,320,1,0,1,2,1
M,25,4,640,0,5,1,4,5
F,1,8,48,3,1,1,4,3
F,1,20,78,0,0,1,1,3
F,35,9,454,0,2,0,3,0
M,18,2,198,0,5,1,0,4
M,18,12,931,4,2,3,2,3
M,35,2,503,4,3,2,1,1
F,35,3,793,4,2,5,0,0
M,35,9,602,3,4,0,3,2
M,35,2,959,0,2,1,0,0
M,56,20,991,0,4,3,0,1
M,56,5,847,0,3,4,4,2
F,35,19,631,4,2,4,0,2
M,45,8,598,0,1,2,4,1
F,18,9,959,2,0,3,5,0
M,35,9,681,4,2,4,0,0
F,50,0,313,2,0,3,0,4
F,25,1,906,1,0,1,0,0
M,45,6,300,1,1,4,4,4
M,56,17,655,1,4,0,5,0
F,56,10,604,0,5,4,2,0
M,45,5,18,3,0,5,5,0
F,25,0,229,5,2,2,0,0
M,50,20,986,0,3,2,0,5
F,18,3,148,5,0,4,2,3
M,50,12,50,2,0,0,1,3
M,45,6,440,4,0,1,1,0
F,50,2,571,1,1,0,4,1
F,50,1,469,0,0,1,0,5
M,25,19,326,3,3,4,0,0
M,18,0,908,0,0,0,4,3
F,35,9,921,0,0,0,2,4
M,25,0,306,0,2,1,0,3
F,25,16,750,4,3,1,3,1
M,56,1,130,3,3,5,4,1
M,56,16,53,3,2,2,0,0
M,45,9,302,5,0,0,3,0
M,1,0,658,2,0,3,0,0
F,50,2,434,3,5,5,0,0
F,45,0,345,5,3,1,1,0
F,25,7,553,2,4,0,0,3
M,56,9,132,0,5,5,4,1
F,35,19,537,2,5,5,4,0
F,50,20,743,2,0,0,4,2
M,56,9,761,0,1,3,3,0
F,45,11,652,2,3,2,1,0
F,18,15,339,2,1,2,5,4
F,45,2,571,3,2,0,1,3
F,25,0,379,5,0,4,1,5
M,1,5,495,5,5,4,0,1
F,50,1,834,1,3,0,1,0
M,25,2,284,0,3,4,0,0
F,18,4,540,4,0,4,1,0
F,1,14,852,1,0,3,2,3
M,25,12,224,5,5,4,0,5
M,25,9,21,2,1,5,5,0
F,56,7,463,4,3,1,0,2
M,45,11,301,0,0,1,2,1
F,25,12,349,2,3,2,1,1
M,35,6,20,1,0,2,5,3
M,18,16,274,0,0,1,0,1
M,25,10,253,1,2,4,3,4
M,25,16,980,5,5,0,5,5
F,56,19,234,5,0,2,4,0
F,25,17,142,3,1,1,3,1
M,25,2,290,3,0,0,4,4
F,18,14,306,4,0,3,0,1
F,50,13,761,5,3,0,1,5
M,45,2,997,0,4,0,2,1
M,56,10,24,1,1,4,2,0
M,25,5,935,1,0,5,1,0
F,25,15,912,1,3,0,2,0
F,1,18,175,2,3,4,3,0
M,1,0,186,1,0,5,0,0
M,45,18,924,1,5,4,4,4
M,25,2,968,0,0,4,2,0
M,25,10,970,4,1,0,0,2
F,35,16,622,1,4,5,0,0
F,56,1,485,4,4,4,0,1
F,50,6,143,0,0,2,3,5
M,18,16,275,5,2,5,0,5
F,25,7,772,0,0,0,0,0
M,18,16,265,4,3,3,5,0
M,25,7,967,1,0,3,3,1
M,1,3,190,3,0,1,3,1
M,50,14,434,2,5,4,0,0
M,45,4,122,5,3,1,4,3
F,18,16,775,3,5,1,4,0
F,45,1,616,0,3,1,3,4
F,18,11,581,2,2,4,4,3
F,18,11,850,1,0,3,2,0
M,18,16,382,3,0,5,3,3
M,56,5,560,5,4,4,1,0
M,35,0,917,5,4,0,5,5
M,25,20,231,5,3,2,1,4
F,18,16,944,2,2,0,0,4
M,25,7,758,5,1,0,4,0
F,25,20,863,1,2,5,3,0
F,35,15,301,0,2,5,0,0
M,35,16,610,2,5,3,5,2
F,25,2,501,1,4,5,1,0
M,56,10,104,0,4,4,2,0
F,35,3,560,5,1,5,2,0
M,1,9,329,0,1,5,3,1
F,45,1,168,3,5,1,3,0
M,45,7,396,4,0,0,3,0
M,45,16,64,4,3,4,0,4
F,25,20,985,2,0,5,2,4
M,25,1,794,2,4,1,1,0
F,35,12,756,1,1,1,0,4
M,18,8,190,0,1,0,0,0
F,25,8,672,1,5,1,4,3
F,45,9,596,0,4,2,1,2
F,25,18,582,4,4,4,2,3
M,25,7,758,0,1,0,0,1
F,50,11,434,1,5,0,4,4
F,56,3,244,1,0,4,3,0
F,25,11,173,2,0,1,4,3
F,25,1,287,1,0,2,4,1
F,56,18,549,0,4,5,4,0
M,35,19,89,1,4,0,0,0
M,25,17,658,0,0,0,0,1
M,45,2,942,0,5,5,5,4
F,25,6,457,1,0,0,2,2
M,45,5,27,4,4,2,0,0
M,25,6,836,1,4,4,4,1
M,56,20,782,0,3,5,1,0
F,25,1,969,4,2,4,0,0
M,35,1,262,4,1,0,0,0
F,18,17,435,3,0,0,5,1
M,50,6,945,2,4,5,4,0
M,1,11,522,5,0,4,3,3
M,25,10,975,2,1,4,5,1
F,45,5,328,4,0,3,3,2
M,35,14,142,0,1,5,0,0
F,45,16,701,0,4,5,5,3
F,18,12,660,2,1,2,4,3
F,45,8,925,5,0,4,1,4
F,18,18,290,0,4,3,5,0
F,56,5,975,0,4,0,3,3
F,25,2,222,3,3,3,3,4
F,1,10,523,1,5,2,4,5
F,45,3,446,0,0,0,0,0
M,18,12,69,5,2,4,2,4
F,45,14,773,3,1,3,5,3
M,45,17,793,0,2,0,0,5
M,45,9,115,0,5,1,0,0
M,56,1,90,1,2,2,0,4
F,1,4,894,5,1,2,4,0
F,56,20,681,5,5,2,1,5
M,18,6,373,1,1,1,4,1
M,25,15,917,0,3,0,4,4
M,45,16,540,0,0,4,1,0
F,35,1,220,0,2,5,0,0
F,25,7,450,3,4,3,3,4
M,45,16,321,2,0,2,3,0
F,18,4,208,1,3,2,0,5
M,25,8,17,0,3,2,0,5
M,35,2,834,1,0,1,4,0
M,56,19,605,0,4,3,0,0
F,56,11,492,2,0,2,5,0
F,45,5,230,1,5,4,5,1
F,25,11,235,2,5,0,1,4
F,25,3,980,0,5,2,2,4
M,56,15,113,4,1,2,2,0
M,56,1,38,2,4,1,3,0
M,35,7,602,0,1,5,3,1
F,18,20,166,4,2,3,0,3
M,56,10,144,3,3,4,1,1
M,25,12,120,2,4,4,0,4
M,56,7,838,1,3,2,0,5
M,56,16,799,4,4,1,4,5
F,45,2,990,2,5,4,4,1
F,56,18,743,2,2,3,4,3
M,56,20,226,0,1,0,0,0
F,1,4,605,4,1,3,5,1
F,18,4,152,0,0,0,5,5
M,25,13,627,2,4,1,0,4
F,35,6,191,2,1,2,0,4
F,18,8,190,5,3,2,0,4
F,25,2,941,4,5,0,3,4
F,18,17,658,1,1,2,0,3
M,45,14,152,5,4,3,0,4
M,50,13,969,4,2,0,4,1
M,25,4,972,2,1,1,0,3
M,18,15,309,4,4,3,2,5
M,25,4,452,5,3,1,0,4
M,25,3,502,0,0,2,4,0
F,50,20,537,0,0,4,5,0
F,25,4,180,3,0,2,1,4
F,35,14,275,5,0,5,1,0
M,35,11,191,5,0,4,5,3
M,1,3,658,4,2,4,4,1
M,50,1,325,2,3,0,0,0
F,35,10,925,0,1,1,0,5
M,45,8,488,4,4,2,0,4
F,45,20,940,3,2,2,5,1
M,25,5,539,0,1,3,0,5
F,25,17,81,5,2,4,1,5
F,18,13,524,0,5,2,4,2
M,35,8,285,5,0,5,5,1
F,25,6,98,2,1,4,0,0
F,18,6,743,2,1,0,0,3
F,56,9,912,0,4,0,4,1
F,45,7,563,0,2,5,3,2
F,45,18,622,3,0,2,2,0
M,35,1,633,3,5,5,0,1
F,25,16,633,5,0,0,0,1
F,56,8,522,1,2,3,2,4
M,1,20,631,0,0,4,4,2
M,45,0,501,2,1,3,1,3
F,25,20,224,1,0,1,0,1
M,35,0,88,1,2,5,0,1
M,18,20,790,0,2,3,1,3
F,18,6,803,0,0,4,0,4
M,25,3,765,1,3,0,5,0
M,18,12,933,0,0,2,0,0
M,56,6,220,4,4,5,4,0
F,45,17,501,3,3,3,1,1
F,25,17,330,5,3,1,0,0
M,18,12,965,0,1,1,0,0
M,25,3,809,0,3,4,4,1
M,25,0,27,3,2,4,1,0
F,56,19,312,0,3,5,1,3
F,45,14,987,4,0,5,1,2
F,56,5,520,1,4,3,3,0
F,50,2,79,3,4,1,4,0
M,1,15,974,3,2,0,0,1
M,18,19,224,4,0,5,0,5
F,18,5,973,1,2,2,2,5
F,45,19,30,0,1,5,0,3
F,56,12,280,3,3,0,0,5
F,45,2,493,0,1,4,5,1
M,56,6,503,0,3,2,0,1
M,25,9,6,0,0,0,1,0
F,45,8,81,5,5,5,5,1
F,35,1,474,4,1,5,5,0
M,45,4,127,1,3,2,0,1
F,25,1,971,0,3,1,2,5
M,35,13,900,4,0,4,2,1
M,35,12,482,4,0,0,3,5
F,56,20,630,2,1,5,4,4
F,25,15,600,5,4,2,4,2
M,45,19,790,2,2,3,3,4
F,45,3,471,2,3,1,4,1
M,25,20,764,0,5,4,3,0
M,25,16,837,3,4,3,5,4
M,25,11,98,4,5,4,4,0
F,50,4,334,3,4,4,0,0
F,1,9,908,0,4,3,3,3
M,25,20,492,5,3,0,5,3
F,50,20,140,0,1,3,5,4
F,45,9,90,4,5,4,0,0
M,25,5,325,0,4,5,4,3
M,18,5,730,4,2,2,0,0
M,45,15,454,3,0,5,2,0
F,50,6,770,2,2,1,2,1
F,35,13,990,5,0,2,4,0
M,25,20,105,5,4,0,0,3
M,25,4,905,2,4,0,0,5
M,45,17,100,3,5,0,5,0
F,18,20,914,1,5,0,2,1
M,56,9,90,2,4,3,3,0
M,25,4,486,0,4,0,5,4
F,45,10,78,5,0,1,0,3
M,25,4,436,0,3,4,4,5
F,25,10,559,0,0,3,0,0
M,25,3,571,0,0,3,1,5
M,35,1,30,5,2,1,0,1
M,50,20,968,3,1,2,3,3
F,50,1,584,4,2,3,2,0
M,45,0,977,5,0,0,3,0
F,45,18,841,4,4,5,4,4
M,18,19,18,0,0,0,1,3
M,18,3,843,2,0,1,3,1
F,18,10,31,2,0,4,4,4
F,25,3,402,0,3,0,1,0
M,50,9,641,5,4,0,5,2
M,45,10,826,0,5,0,5,0
M,1,4,244,0,0,5,4,4
M,35,5,937,0,4,0,0,5
F,1,17,193,1,2,4,4,5
