Gender,Age,Occupation,ZIP-code,247,1920,2017,2087
M,18,19,215,3,2,3,0
F,18,19,180,0,1,5,5
M,50,0,45,0,0,0,1
F,25,6,497,1,5,0,0
M,18,5,494,2,0,2,1
M,18,6,681,5,4,0,0
F,1,10,840,5,1,3,5
F,56,18,790,4,0,5,4
M,50,4,483,0,0,1,0
F,56,17,29,4,0,1,4
F,56,17,871,0,4,1,1
M,1,16,285,0,0,4,3
M,35,4,108,3,0,5,0
F,56,9,494,2,3,4,2
F,18,17,658,4,5,5,2
M,25,4,309,3,0,1,4
M,18,13,990,0,4,0,3
F,45,19,41,0,2,2,0
M,35,3,206,0,0,0,1
F,56,12,103,3,1,1,5
F,35,7,841,0,0,1,3
F,25,9,63,3,0,0,1
F,35,1,454,3,5,0,5
M,35,8,285,3,0,0,4
M,45,14,913,0,1,0,4
M,45,12,907,1,4,1,0
F,1,12,212,2,1,0,2
F,45,9,322,0,2,0,4
F,25,15,958,0,0,2,1
M,45,19,986,1,3,1,1
M,35,8,486,1,0,5,4
M,1,14,931,5,0,3,0
F,35,5,165,2,4,2,4
F,18,9,598,1,5,2,5
F,18,6,396,0,0,0,0
M,1,5,488,3,0,1,3
M,45,4,609,0,3,3,1
M,18,20,790,2,0,0,4
M,56,14,486,2,1,2,0
F,35,4,856,3,0,3,0
F,56,20,522,0,0,0,3
F,56,20,130,1,1,2,1
M,35,12,907,2,1,0,1
M,35,0,941,1,4,0,4
M,25,3,775,5,0,0,0
F,56,5,380,0,1,3,4
M,1,5,354,4,5,3,0
M,45,5,581,2,0,1,1
F,25,0,62,0,1,0,0
M,25,17,981,0,1,0,5
M,18,0,627,2,1,1,0
M,25,8,993,1,3,1,5
M,25,9,81,0,0,2,5
M,18,7,826,1,1,0,4
M,45,0,212,4,0,0,3
M,25,11,577,5,0,0,4
F,45,13,338,4,1,5,4
F,50,0,122,1,2,0,5
F,18,10,28,3,5,0,0
M,35,7,79,1,0,0,1
F,18,14,967,1,0,2,5
M,45,20,553,0,5,1,5
F,35,4,379,5,0,0,4
M,45,16,983,2,2,1,3
M,25,4,917,3,1,0,5
F,45,18,297,4,0,5,1
F,56,9,361,3,2,1,1
M,56,3,895,2,3,5,1
F,35,10,220,2,5,0,5
F,56,14,629,0,1,1,1
F,56,2,297,2,4,1,3
F,25,13,484,5,2,4,1
F,25,4,41,5,0,0,5
M,18,3,314,4,3,0,4
F,18,2,435,0,0,4,5
M,45,16,178,0,0,0,4
M,45,16,931,5,2,0,2
M,1,10,501,1,0,0,5
M,25,16,912,2,5,0,0
M,25,0,895,4,1,0,3
M,45,13,951,0,5,0,4
F,56,1,485,5,0,0,0
F,25,12,750,4,0,5,1
M,25,2,319,3,0,1,0
M,25,14,826,3,1,0,0
M,50,16,80,2,3,4,5
F,50,16,453,0,3,0,0
M,56,14,22,3,1,0,0
M,18,10,658,1,0,0,5
M,25,20,813,1,2,0,4
M,18,12,69,0,5,0,4
F,56,8,811,3,4,1,2
M,56,13,292,2,1,5,1
M,56,20,236,2,0,0,0
F,1,0,843,2,1,0,0
M,50,4,609,0,1,0,4
F,18,5,520,0,1,3,4
M,25,3,372,0,1,2,0
F,25,16,65,2,4,1,4
M,35,20,750,3,0,0,3
F,50,20,121,0,4,0,3
F,25,8,136,1,0,4,0
M,25,1,462,0,0,0,1
M,18,12,551,4,0,0,0
M,50,5,459,5,1,5,1
M,18,6,631,0,0,0,5
M,56,0,437,3,0,4,0
M,56,5,198,0,4,1,5
F,1,11,701,1,0,0,2
M,50,12,66,4,2,1,5
M,35,3,986,0,4,3,1
M,18,3,100,1,4,2,3
F,18,9,927,2,1,3,2
M,45,20,469,0,3,0,4
M,1,5,354,1,3,1,5
M,18,1,674,0,0,1,4
F,25,12,230,0,4,1,4
F,35,13,720,0,5,0,0
M,35,2,773,5,0,2,5
F,18,5,378,0,4,5,0
F,35,3,600,5,3,4,4
F,50,20,236,4,5,2,1
M,35,1,165,0,2,0,0
M,18,7,85,0,2,0,1
F,1,1,402,0,1,5,0
F,18,12,265,3,1,3,2
M,18,18,103,1,1,4,2
M,25,12,958,4,1,0,5
F,1,2,501,4,4,0,5
M,18,6,373,3,2,2,0
F,25,9,78,5,0,3,1
F,1,16,466,5,4,1,3
F,35,0,78,0,1,4,4
M,25,16,345,0,1,4,5
M,56,7,485,0,1,1,0
F,45,20,940,3,4,4,3
M,56,2,958,4,2,0,2
F,50,10,674,2,4,0,1
M,35,7,502,3,0,0,1
F,18,1,539,1,3,3,0
F,18,6,223,1,5,0,0
M,45,2,997,2,4,0,0
M,25,12,87,0,0,0,0
M,18,20,88,3,0,0,1
F,18,10,466,5,4,0,3
F,56,13,972,1,1,0,0
F,45,8,376,0,1,0,5
F,25,6,69,0,0,0,2
M,18,7,780,2,0,3,0
F,50,13,120,5,0,1,1
M,50,15,98,0,0,0,3
M,35,0,793,0,0,0,4
M,56,4,750,1,3,0,0
F,35,15,947,3,5,3,3
F,18,9,972,0,1,3,4
F,18,4,235,0,0,0,0
M,50,12,112,5,0,1,0
M,50,14,813,3,0,0,0
M,56,1,38,0,2,5,1
M,35,0,281,3,0,0,1
M,45,5,198,2,2,0,4
M,45,2,843,0,0,3,4
F,35,3,118,0,5,4,0
F,18,2,609,0,0,3,1
M,18,13,127,0,0,0,4
F,35,3,321,4,4,0,4
M,1,14,207,4,1,4,0
F,35,5,430,1,1,0,0
F,25,1,287,0,0,3,0
M,56,10,212,2,4,3,1
F,1,2,722,1,3,2,3
F,25,14,276,1,0,5,4
F,18,9,209,4,1,0,0
M,18,12,815,5,0,1,4
F,18,3,847,2,0,0,0
F,25,5,841,3,0,3,5
M,50,4,787,2,5,1,1
F,35,17,211,1,0,2,0
M,25,5,765,5,1,0,0
M,56,4,485,1,0,0,4
M,56,13,226,1,4,1,1
F,45,14,968,5,5,1,3
F,50,16,494,2,0,4,2
F,45,7,27,5,0,0,0
M,45,8,843,4,1,1,2
F,45,17,949,5,1,4,0
M,25,5,539,0,1,1,1
F,56,3,406,3,3,0,0
M,1,1,560,0,0,1,0
F,50,0,977,4,0,0,5
F,25,9,981,1,1,0,3
M,35,15,534,2,4,0,0
M,18,3,940,1,4,2,0
M,56,17,450,1,1,5,2
F,45,9,105,4,3,2,0
F,25,20,224,2,1,0,1
M,45,6,327,3,1,0,0
M,25,5,940,4,0,1,0
F,25,14,111,0,0,4,2
M,25,15,544,2,4,5,2
M,18,9,923,4,0,0,4
M,18,9,547,2,0,0,0
F,18,16,157,4,0,0,5
M,18,12,452,5,0,0,0
F,56,8,286,4,1,5,0
F,18,5,965,4,0,4,4
F,25,2,70,5,0,3,5
M,25,12,262,0,0,0,0
M,1,0,171,1,0,0,1
M,18,7,555,2,0,4,1
F,1,3,319,0,1,3,4
M,45,14,244,4,5,3,0
M,25,16,540,0,0,1,1
M,25,1,590,5,5,0,3
F,56,3,900,0,5,0,2
F,18,11,534,5,1,0,3
F,45,8,850,0,4,1,0
F,25,19,13,4,1,4,2
M,45,5,405,5,1,3,0
F,18,16,28,0,0,1,5
M,1,9,284,0,1,0,3
F,25,3,744,5,0,5,2
M,25,15,339,5,0,3,2
M,18,3,992,5,5,1,0
M,25,12,79,4,0,0,1
M,1,19,805,4,3,0,5
M,50,20,778,4,3,0,0
M,45,5,10,1,1,0,3
M,25,8,118,5,0,2,4
M,18,14,622,4,3,2,2
F,1,7,132,0,0,0,0
F,25,17,380,4,0,0,1
M,35,0,111,1,0,0,0
F,35,19,31,3,0,2,0
M,18,7,224,5,2,1,1
M,1,0,186,1,0,4,0
F,18,5,48,5,0,5,2
M,25,7,598,5,0,0,5
M,1,8,997,5,3,3,4
M,25,8,69,1,0,5,0
M,50,18,590,1,0,1,3
M,1,4,221,0,1,0,3
F,35,13,563,4,0,2,4
M,25,6,371,5,0,1,1
F,45,7,349,3,0,0,2
F,45,11,292,0,2,0,5
F,35,9,461,0,0,5,0
M,35,0,441,1,0,5,0
M,35,14,309,0,1,0,2
F,18,16,600,2,1,1,0
M,50,4,610,2,0,3,4
F,1,7,23,3,1,0,1
F,25,11,285,3,2,0,1
M,18,9,54,3,2,3,4
F,56,3,760,0,3,3,5
F,25,20,60,1,0,1,0
F,18,2,537,1,0,4,0
F,25,16,680,3,2,0,4
M,18,5,584,0,4,0,3
M,56,0,837,2,1,1,0
F,18,11,454,1,5,5,3
F,56,7,313,0,3,0,0
M,25,0,230,1,0,0,0
F,50,9,120,1,0,1,4
M,1,19,38,0,4,3,5
M,25,5,262,5,1,0,4
M,35,19,433,0,4,0,0
F,50,15,292,5,0,2,5
F,56,2,744,3,3,3,4
M,45,8,168,2,1,3,0
M,25,7,21,2,0,0,0
M,50,12,910,2,0,3,5
M,18,9,465,2,1,0,5
M,18,14,290,4,1,0,5
F,25,9,65,0,3,5,2
M,56,16,314,3,4,2,1
M,1,14,498,0,4,0,0
F,25,6,957,3,0,4,0
F,56,8,804,4,3,1,4
M,45,7,726,0,0,2,4
F,25,13,372,0,0,0,2
M,45,7,427,5,1,0,0
M,18,15,421,0,0,5,1
F,45,13,704,0,2,5,3
F,18,8,337,5,4,0,3
F,1,4,912,0,0,3,4
M,56,17,89,4,3,1,5
M,18,16,799,5,0,0,0
F,1,8,211,0,0,5,2
F,1,19,560,4,1,0,5
M,35,20,56,3,3,4,4
M,35,17,920,0,5,3,4
F,56,1,913,0,5,2,4
M,25,8,328,0,0,0,0
M,18,3,981,2,4,4,0
M,45,5,108,2,1,5,5
M,56,9,761,0,5,3,4
F,18,6,231,1,2,0,1
F,25,7,469,0,0,0,0
M,18,17,802,5,0,0,5
F,25,2,105,4,0,1,1
F,1,9,981,3,5,4,3
M,1,7,488,5,1,4,0
M,25,4,701,4,0,0,0
M,25,19,265,1,0,1,1
M,18,5,312,4,0,0,3
F,1,4,610,5,1,3,5
M,35,19,997,0,4,0,3
F,35,8,306,4,4,3,2
M,50,20,127,3,0,1,3
F,25,9,802,2,1,0,4
M,45,16,878,4,1,3,0
M,25,12,338,0,0,0,0
F,56,12,497,5,0,3,1
F,50,18,921,3,5,4,2
M,25,16,109,4,2,0,3
M,25,20,150,0,0,1,5
F,35,7,782,1,0,0,0
F,56,13,66,0,3,2,5
M,18,19,371,2,5,3,0
M,45,8,301,3,4,5,5
F,18,2,79,2,1,3,3
M,25,12,910,2,0,1,0
M,25,15,935,2,0,0,4
F,18,9,971,2,0,3,3
M,25,2,466,1,0,1,5
F,35,5,910,5,5,0,0
M,35,1,629,3,0,3,1
M,35,0,906,5,5,4,4
M,18,5,245,2,0,3,5
M,50,1,625,2,1,0,0
M,25,6,104,0,1,0,0
M,35,9,338,0,0,5,5
M,50,20,417,4,3,3,4
M,18,9,800,0,3,0,3
F,56,14,705,4,1,1,4
M,18,14,113,5,1,0,3
F,45,15,120,0,1,3,0
F,45,3,805,0,1,0,3
M,25,4,666,3,1,1,0
M,25,20,968,5,1,0,1
M,50,9,623,1,4,0,4
F,25,2,373,0,3,4,4
F,25,12,61,2,0,0,1
M,56,1,468,3,0,2,3
M,18,5,309,1,4,5,3
F,25,10,720,0,0,0,3
F,45,1,741,0,0,0,0
F,1,5,501,0,1,5,5
M,25,19,345,5,0,0,3
M,25,9,104,5,1,1,4
M,56,11,672,2,3,5,1
F,18,6,22,4,0,0,1
F,35,15,354,1,4,1,0
F,18,20,950,4,0,0,1
