Gender,Age,Occupation,ZIP-code,673,810,1073,1126,1702,2100,2174,2253,2797,3393,3466
M,18,13,764,1,2,4,3,0,0,3,4,4,3,0
F,18,7,800,4,0,3,2,3,4,4,0,4,0,0
F,45,15,437,3,0,5,2,0,2,5,0,3,4,2
M,18,3,489,3,1,0,4,2,3,5,1,1,4,1
F,25,0,236,0,2,5,2,2,3,3,2,4,3,3
F,25,4,274,0,0,1,0,4,5,0,0,0,4,1
F,18,4,875,1,1,5,2,0,2,0,0,0,4,0
M,25,5,115,4,2,0,2,3,4,0,3,4,4,4
M,18,20,338,5,1,4,0,3,3,3,0,0,0,0
M,18,0,170,4,3,5,0,1,0,4,3,0,0,0
F,18,19,16,4,4,4,2,5,0,3,2,5,1,2
M,35,8,945,4,4,1,4,1,2,1,2,4,0,2
M,25,12,443,0,0,5,0,1,4,4,2,3,4,0
M,35,14,165,3,1,4,4,0,0,0,1,0,0,0
M,25,7,946,1,4,0,2,0,0,4,1,4,0,0
F,45,13,969,1,1,4,2,0,2,2,5,1,4,0
M,56,5,230,4,0,0,0,2,3,0,1,2,0,0
F,25,4,878,4,0,1,4,3,3,3,4,1,0,2
M,50,1,82,4,3,1,3,0,0,2,0,5,0,0
F,45,3,793,0,3,3,5,0,3,2,5,0,1,3
M,1,14,301,4,2,4,0,1,0,4,0,4,2,1
F,25,9,211,4,0,3,0,0,3,1,3,1,3,0
M,35,8,482,1,2,5,3,0,1,1,3,1,4,5
M,18,19,405,4,1,4,4,0,2,1,0,2,0,0
M,18,4,215,3,1,5,0,2,0,0,0,4,0,0
M,18,9,590,4,2,1,1,1,0,0,1,5,3,0
F,35,1,522,4,2,4,3,0,5,2,2,1,1,5
M,56,12,800,0,1,3,0,0,3,5,2,5,0,0
F,18,12,360,4,3,5,0,0,4,2,1,5,1,5
F,50,7,799,3,1,1,0,1,4,4,1,0,0,3
F,50,13,904,3,0,0,2,5,5,3,3,3,1,1
M,56,0,857,0,2,5,0,5,2,0,1,5,0,0
M,25,0,282,1,2,0,0,0,4,5,0,0,0,0
M,35,1,630,0,0,0,0,4,2,3,2,0,5,2
M,56,0,274,4,1,0,2,4,0,3,2,2,0,0
F,1,6,325,3,1,4,0,2,5,2,5,3,1,1
M,1,14,469,1,2,5,2,3,0,5,0,3,1,0
F,35,11,222,4,0,0,0,0,1,2,0,0,0,2
M,25,10,530,1,0,3,0,5,0,3,2,5,0,4
F,50,4,627,4,0,1,3,0,3,5,0,1,1,1
F,18,4,992,2,2,1,1,5,0,0,3,0,5,3
M,25,15,481,4,0,5,3,5,4,0,0,3,0,0
F,50,17,201,5,1,1,0,0,1,3,3,1,0,1
M,35,0,590,4,3,1,0,3,0,0,1,4,0,1
M,56,1,435,1,0,3,0,0,3,5,0,4,1,0
M,25,9,301,2,0,2,3,0,4,0,1,1,3,0
M,1,2,405,3,2,2,2,1,2,1,3,4,3,0
M,18,9,432,2,0,4,5,0,0,2,0,2,4,3
M,18,13,281,0,0,3,0,1,0,2,1,2,1,4
M,18,4,489,4,1,0,4,0,4,2,4,1,0,0
F,56,14,982,1,2,0,3,1,1,3,1,0,2,5
M,45,3,211,5,2,5,0,2,0,4,1,3,4,4
F,45,17,598,1,0,4,0,0,0,3,0,2,2,0
M,18,15,777,3,3,0,2,2,3,0,0,3,2,0
M,50,16,916,1,0,3,0,0,2,3,2,4,2,2
M,45,7,580,3,2,4,0,3,0,0,3,5,3,5
M,1,19,726,5,2,5,5,5,0,5,2,4,0,0
F,18,17,974,3,1,5,0,0,0,2,0,0,0,3
F,50,18,826,1,0,5,3,5,4,3,3,4,1,3
M,45,17,371,3,3,2,3,0,3,3,0,2,5,4
F,56,6,402,1,0,2,2,4,1,4,0,0,0,3
F,50,3,301,3,0,4,2,4,5,5,5,3,2,2
F,25,2,128,5,4,0,4,1,3,2,5,2,4,0
M,25,11,132,0,0,0,2,4,2,0,0,4,4,0
M,35,4,421,0,0,4,0,4,0,4,1,0,0,5
M,1,9,880,4,0,5,0,1,0,2,0,3,1,1
F,56,11,168,5,0,5,3,0,1,3,0,1,5,4
M,18,15,301,0,4,0,1,0,3,4,1,5,4,0
F,25,5,968,5,0,0,0,4,4,4,2,1,0,0
M,1,10,53,1,3,2,0,0,1,5,0,3,4,3
F,25,3,301,4,0,4,2,2,0,0,2,0,0,3
M,45,2,221,2,1,2,0,1,2,3,0,1,2,0
F,18,9,277,5,2,3,0,0,3,3,3,3,4,2
F,35,6,114,5,0,5,2,5,0,3,0,0,3,5
F,1,2,437,4,2,2,0,0,3,5,2,2,4,2
M,25,4,493,2,1,0,5,1,5,3,5,1,0,1
M,50,4,935,1,1,0,4,5,5,1,3,2,4,2
M,45,17,89,5,1,4,5,4,4,0,3,1,0,2
M,25,5,630,3,0,0,0,2,4,1,5,4,3,0
F,45,9,319,1,0,5,4,0,0,5,0,4,2,0
M,45,20,319,4,1,4,3,2,3,1,0,1,0,0
M,25,20,373,1,2,2,5,3,0,3,5,0,0,2
M,18,14,498,4,2,4,5,0,3,4,3,4,0,4
F,45,2,946,1,3,5,1,2,0,2,5,5,2,5
M,50,16,290,1,4,5,0,3,1,2,5,4,0,1
M,45,2,230,4,4,0,5,0,0,4,3,1,5,5
F,45,17,459,0,2,5,0,2,1,5,0,0,0,3
F,35,20,28,1,3,2,5,3,3,0,0,1,2,1
F,50,12,856,1,0,0,2,2,2,0,2,2,1,5
F,18,7,830,1,0,5,5,0,5,2,0,1,0,0
M,18,10,461,0,0,0,1,0,0,4,1,3,0,0
M,50,5,435,5,2,2,3,1,1,3,1,2,3,0
M,25,8,590,0,2,0,0,5,5,2,5,3,0,0
M,56,0,326,5,3,0,3,4,1,3,2,3,0,1
F,45,14,772,0,2,4,0,1,5,3,2,0,0,0
F,18,4,553,3,0,4,5,0,0,3,2,4,0,3
F,35,0,274,3,1,1,0,0,0,4,0,0,0,0
F,45,20,326,2,2,4,1,4,5,0,3,3,4,3
M,35,17,436,0,0,3,2,4,1,3,3,5,3,5
M,50,20,33,0,3,4,3,1,1,0,2,3,2,4
M,25,0,132,0,1,1,5,2,1,4,5,1,5,2
M,18,16,935,0,0,5,0,5,5,1,1,0,0,1
F,18,14,280,3,0,4,5,4,5,4,0,5,4,4
F,25,17,220,3,1,5,4,3,2,3,5,1,3,1
M,18,4,230,5,0,0,0,0,3,3,0,4,0,0
F,18,8,170,1,3,1,4,0,0,0,5,5,1,1
M,18,2,800,5,0,3,2,0,0,3,0,5,0,5
F,18,9,358,3,4,0,1,0,5,3,0,3,0,5
M,35,2,433,4,0,5,4,0,3,3,0,1,0,0
F,18,10,833,3,0,0,0,0,2,3,2,0,5,0
F,25,0,891,3,1,0,3,1,1,2,5,2,3,0
F,18,0,450,1,0,1,3,4,5,1,0,1,3,0
F,50,19,157,5,0,0,2,0,3,3,1,1,3,0
M,56,4,660,3,0,5,2,5,2,3,0,0,2,0
M,1,12,493,3,3,3,2,3,0,4,0,4,0,0
F,18,0,45,3,0,1,5,0,3,3,5,2,2,4
M,25,4,338,3,2,5,0,0,0,1,0,0,0,0
F,50,14,333,1,4,3,0,1,4,5,1,3,1,1
M,25,14,334,0,0,4,2,5,2,0,5,4,4,0
F,45,20,20,3,0,3,0,3,0,0,0,4,4,3
M,25,15,245,5,0,4,0,2,0,2,2,0,1,0
F,18,13,345,2,0,4,4,0,5,1,0,0,0,3
F,18,8,275,3,4,0,0,2,3,4,0,2,2,3
M,25,14,273,3,0,2,1,0,0,4,1,4,1,0
M,45,4,537,2,2,5,2,5,2,4,4,5,1,2
