Gender,Age,Occupation,ZIP-code,260,1097,2628,2174,2797,1073,2100,2968,2105,2193
M,25,4,12,5,1,0,2,4,5,5,3,0,3
M,50,12,282,5,3,4,0,0,0,5,0,0,1
M,50,18,983,4,5,2,2,0,3,5,2,2,0
M,1,19,466,4,0,2,0,3,5,4,4,4,4
M,18,12,800,1,0,2,0,2,1,0,3,5,3
M,56,2,336,2,5,1,3,4,2,3,2,0,3
M,56,11,244,5,1,4,3,3,1,2,2,0,5
F,35,19,554,5,4,2,4,4,0,4,2,4,4
M,50,18,240,0,0,3,2,4,5,3,1,2,4
M,50,3,895,3,3,1,4,0,1,2,4,0,2
F,1,12,900,3,5,4,2,4,5,0,0,4,2
F,45,17,811,1,3,1,3,1,2,1,1,4,0
M,25,8,584,5,0,1,3,2,3,0,2,5,5
M,25,20,402,5,1,1,0,3,5,0,0,0,5
F,56,6,236,5,3,4,1,0,5,0,0,0,3
F,35,9,497,1,4,0,0,1,1,1,0,4,5
M,50,9,498,5,3,0,2,3,0,5,0,2,3
M,1,13,465,4,1,5,0,2,5,4,2,2,1
M,25,3,376,5,0,3,1,0,0,4,3,1,5
M,45,1,933,5,4,0,2,5,0,0,2,4,1
M,18,5,957,4,0,2,4,0,5,5,4,2,4
M,35,3,436,4,0,5,3,0,0,0,4,1,4
F,35,12,279,1,1,0,2,2,5,5,3,1,3
F,25,1,988,3,2,1,0,4,5,1,1,5,4
M,35,12,465,5,3,1,4,1,2,5,2,2,1
M,35,17,77,3,0,4,3,0,4,2,0,0,0
M,56,0,969,1,5,0,0,0,0,3,1,3,0
M,56,16,623,3,3,1,2,3,0,0,1,5,5
M,50,3,68,5,1,4,0,1,5,4,5,0,1
M,18,13,988,5,3,3,2,4,5,5,2,2,4
M,45,2,131,2,5,0,5,0,5,0,3,5,3
F,50,10,208,1,0,2,0,0,1,5,0,2,0
M,45,18,488,4,2,0,1,5,1,5,2,4,3
M,1,19,276,5,3,4,0,2,5,1,3,0,0
F,45,1,396,0,2,5,2,1,5,0,0,1,3
M,45,12,302,3,2,5,4,4,1,4,2,3,4
M,25,15,701,0,0,5,0,5,0,1,0,0,0
M,18,16,708,0,5,4,0,4,5,1,5,1,0
M,18,4,928,0,4,5,0,5,1,4,0,4,0
M,45,17,954,4,3,4,1,2,5,5,0,0,3
M,25,16,982,5,0,5,4,3,4,2,0,0,5
M,50,3,27,0,1,1,4,1,2,0,3,5,5
M,45,12,193,5,0,5,1,2,0,1,0,0,2
M,45,12,76,2,4,2,4,3,1,2,3,3,0
F,50,20,15,2,5,0,0,4,0,0,5,0,4
M,35,14,625,3,2,2,3,4,1,5,4,2,0
F,50,0,88,5,5,2,0,4,0,5,0,0,2
M,45,20,18,2,0,4,1,1,3,5,0,5,0
M,18,9,970,3,5,5,2,2,0,5,0,0,0
F,50,11,279,4,4,5,4,2,1,0,3,2,0
M,25,8,758,5,0,1,3,3,1,2,0,4,1
F,1,11,62,5,1,5,0,2,5,5,0,3,4
M,1,14,612,2,5,5,0,3,1,4,0,5,3
M,50,8,820,5,0,0,2,0,1,5,0,1,4
F,56,5,820,3,0,1,3,1,4,3,2,2,0
M,56,15,196,1,0,2,2,1,5,3,1,2,0
M,1,19,547,5,1,0,5,1,5,0,1,1,0
M,56,12,559,0,4,3,0,0,0,5,1,0,1
M,25,2,165,5,2,1,2,2,5,5,3,3,5
M,50,2,38,5,5,1,0,0,4,0,2,3,3
M,50,7,336,5,2,3,3,5,0,0,1,0,4
M,18,4,630,1,0,5,5,0,4,0,3,2,2
F,35,18,382,1,4,5,3,0,2,3,4,0,4
M,25,2,981,5,0,4,4,3,5,1,4,5,0
M,25,5,941,5,1,5,3,1,2,4,2,0,0
F,45,2,379,4,2,4,0,3,5,2,3,0,2
M,25,3,463,5,2,0,5,0,2,5,1,1,0
F,35,13,935,3,5,3,2,4,0,4,1,2,3
M,35,17,292,2,5,3,4,4,4,5,0,4,5
M,18,20,560,3,3,4,5,0,0,0,0,4,1
M,50,2,928,5,2,5,2,5,5,4,5,3,5
M,25,15,625,5,5,0,5,0,5,1,4,0,4
M,25,11,146,5,3,0,2,5,0,0,3,0,0
M,25,15,910,5,2,3,5,0,2,3,1,1,0
F,56,1,231,4,2,4,2,1,2,4,4,3,4
M,25,10,462,2,5,4,4,0,0,3,3,4,0
F,1,18,290,1,1,5,1,4,0,5,0,2,1
M,45,7,606,3,0,2,4,3,2,2,5,4,5
M,35,2,912,2,5,2,4,4,3,4,5,0,2
F,50,1,815,5,4,1,3,1,2,0,2,2,2
F,18,17,735,0,4,0,4,0,2,4,0,2,5
F,50,14,166,5,2,4,4,4,1,1,5,2,5
M,35,8,800,2,0,3,0,4,1,5,2,5,3
M,56,4,141,5,5,0,0,0,5,3,5,3,1
F,56,7,911,4,5,0,1,1,0,0,0,1,1
M,45,14,212,1,2,5,5,0,1,2,1,1,2
F,25,5,42,1,2,3,1,3,0,1,2,1,0
M,1,2,741,5,2,3,3,5,1,0,2,2,3
F,35,17,10,1,1,0,4,4,3,2,4,2,3
F,50,14,447,4,4,2,0,4,0,2,3,0,5
M,50,15,495,5,5,4,4,2,5,4,0,0,0
M,1,2,904,5,4,3,2,0,0,0,4,3,5
M,18,6,524,3,3,3,5,3,0,4,0,3,5
