Gender,Age,Occupation,ZIP-code,260,1097,1750,2021,2093,2105,2628,2968
F,1,1,98,4,4,4,3,0,3,4,3
M,18,14,287,5,4,4,4,0,5,1,0
M,25,20,114,5,1,0,4,0,2,4,4
F,18,16,432,0,3,1,4,3,3,0,5
F,18,15,149,5,5,0,4,3,3,2,4
M,45,17,190,4,3,3,5,3,2,0,0
M,35,5,598,5,3,0,0,0,5,0,0
F,45,0,42,5,3,0,4,0,0,4,5
F,45,13,98,5,4,0,0,0,3,5,4
M,45,2,232,4,0,3,3,3,0,0,2
F,1,12,362,5,0,3,3,4,4,1,0
F,25,5,988,3,5,1,1,5,4,3,4
M,45,13,640,4,1,1,5,3,1,0,5
M,45,4,362,1,0,0,2,5,0,4,5
M,18,18,904,1,4,0,0,2,4,4,1
F,25,6,104,1,0,2,1,2,1,5,1
M,1,14,913,4,2,1,5,0,4,2,5
M,45,1,473,1,5,4,0,5,3,0,0
F,56,16,434,5,1,2,3,0,4,4,5
M,18,2,613,0,4,0,0,0,4,4,0
M,35,2,220,1,5,0,3,0,3,0,1
F,56,4,841,2,0,0,0,0,5,3,0
M,25,6,465,5,5,3,0,0,0,4,5
M,45,10,485,1,1,5,4,5,3,0,5
F,50,0,337,4,2,4,1,1,4,4,0
M,50,8,29,0,2,0,2,0,0,0,3
F,1,10,830,5,2,5,2,2,0,1,2
F,50,16,662,2,4,2,2,5,5,3,3
F,18,9,272,1,0,3,5,3,5,0,0
F,25,11,977,4,0,5,0,0,2,2,5
F,56,14,230,4,0,0,1,2,4,0,2
M,35,19,352,4,5,5,1,0,3,0,5
F,56,7,965,5,1,5,0,0,1,5,1
M,18,11,982,5,3,1,2,0,0,2,0
F,45,16,244,5,3,0,1,5,3,0,2
M,25,20,928,0,5,2,0,0,0,3,1
M,25,17,279,2,3,2,2,2,0,0,4
F,18,6,700,3,3,5,3,2,4,1,3
M,45,14,674,4,4,4,2,0,5,5,3
F,45,1,275,4,4,3,1,5,2,3,4
M,25,17,730,0,2,2,4,0,3,1,3
M,1,0,235,5,2,1,4,4,4,4,3
F,50,16,503,1,1,2,5,0,0,5,5
F,25,16,904,5,3,1,0,0,0,4,1
F,18,7,931,4,1,5,3,3,0,1,5
M,1,5,900,0,1,3,3,3,0,1,5
F,35,19,655,1,5,3,5,1,3,0,3
F,25,17,223,5,5,2,1,0,3,0,4
F,25,16,110,5,3,3,1,5,4,5,0
M,1,7,980,2,5,1,4,5,3,5,3
M,25,0,232,2,4,4,3,3,1,2,0
F,1,19,334,2,4,3,4,4,3,3,4
M,45,17,123,4,4,0,2,0,2,4,1
M,50,2,436,1,2,1,5,0,3,4,0
M,25,11,907,4,1,2,5,0,3,2,2
F,18,11,31,3,1,0,1,4,0,1,3
M,18,12,206,4,2,0,3,5,0,5,4
F,25,4,601,1,2,0,2,2,1,0,1
M,45,9,19,2,4,4,3,5,1,0,4
M,45,3,443,5,2,2,0,0,4,3,5
F,56,16,435,3,2,2,1,0,4,2,5
F,35,19,272,0,4,1,0,0,3,3,2
M,18,12,468,5,2,5,2,4,5,3,4
M,1,8,372,3,2,2,3,0,3,3,2
M,50,16,630,0,1,1,4,2,0,3,0
M,50,7,339,5,4,2,0,0,4,2,2
F,1,12,488,2,1,0,0,0,4,5,1
M,45,17,339,2,1,4,0,5,1,0,3
F,50,2,764,1,3,1,3,1,0,5,5
F,45,18,525,3,0,5,0,4,0,0,3
F,50,10,981,4,1,4,3,0,3,1,0
M,1,16,10,1,0,1,0,0,3,0,4
M,1,7,871,3,2,1,1,3,3,0,3
M,35,18,166,0,0,0,4,0,3,2,5
M,25,20,303,5,5,4,0,0,2,3,2
F,18,17,756,1,2,0,2,1,4,2,3
F,35,1,462,1,5,0,0,3,3,4,4
F,35,18,40,2,0,0,1,5,4,2,0
M,35,15,928,1,1,0,3,2,5,3,5
M,25,17,853,4,5,0,0,0,4,3,4
F,25,20,337,3,5,4,5,0,2,3,4
F,18,1,338,2,2,2,4,5,4,4,1
M,25,14,333,2,3,0,0,0,3,1,4
M,50,11,461,3,4,2,0,2,0,3,0
F,35,11,244,5,2,2,4,4,2,1,2
M,18,1,362,4,5,4,0,0,1,0,4
M,25,19,405,3,5,2,0,0,5,1,5
M,35,18,280,1,5,2,4,4,0,2,0
F,45,16,501,5,3,3,0,2,5,3,1
F,45,16,802,2,0,0,3,4,0,4,1
M,56,2,772,4,5,4,2,0,5,0,3
M,18,7,840,3,1,2,2,2,1,1,5
M,18,15,560,0,1,0,0,3,5,4,3
M,25,4,98,5,3,0,5,0,5,2,0
M,25,7,786,4,0,4,0,0,4,2,5
F,25,2,942,5,3,3,3,0,0,2,0
M,18,6,358,4,4,3,3,0,3,0,3
F,1,16,836,2,4,0,2,0,3,2,2
F,18,1,78,5,5,4,0,0,1,3,3
M,50,12,352,0,3,0,0,0,0,0,2
F,45,6,360,5,1,0,1,2,3,2,2
M,56,13,933,5,5,0,2,0,0,4,2
M,18,4,85,5,3,0,4,0,4,2,0
M,35,14,123,5,4,4,5,5,1,5,0
M,25,15,937,4,5,2,0,0,5,4,1
M,45,8,140,1,5,2,1,1,0,0,3
F,50,13,284,2,4,1,3,1,0,5,1
M,1,7,834,1,5,5,0,0,4,1,2
F,18,0,935,5,2,3,1,1,3,0,3
M,56,19,492,5,2,2,2,0,2,2,3
F,45,12,12,3,4,0,4,3,3,5,5
M,18,10,731,1,5,3,0,0,3,1,3
F,45,16,984,1,0,0,4,5,2,4,5
F,18,20,131,5,4,3,2,5,5,0,5
F,50,12,853,2,4,2,3,1,0,2,0
F,25,3,109,4,5,2,1,0,3,4,3
F,25,11,672,3,4,0,1,3,3,0,1
M,25,9,485,0,5,4,4,5,2,5,5
F,18,0,916,5,5,3,0,0,0,2,0
M,25,4,497,1,0,0,0,0,3,3,5
M,25,15,939,0,0,2,5,4,4,2,5
M,25,19,805,1,1,0,0,0,1,4,4
M,35,1,923,1,5,0,0,0,2,2,5
F,25,7,666,1,4,0,0,3,0,0,3
M,50,0,197,4,4,0,2,0,0,1,3
F,25,17,972,5,1,4,4,3,1,4,1
M,25,1,947,5,1,0,1,0,1,4,4
M,45,0,329,4,5,3,4,5,1,5,2
F,35,4,220,3,0,0,0,3,1,0,5
M,35,15,601,0,3,1,3,5,1,0,5
M,56,4,580,3,1,4,5,0,1,5,2
M,18,0,345,1,3,5,3,5,5,2,0
F,25,14,300,0,4,1,1,4,0,4,0
M,50,7,907,5,4,1,1,1,2,2,0
M,18,12,320,1,3,1,5,3,2,2,2
M,18,12,210,5,3,4,0,3,0,2,5
M,25,20,800,1,3,3,4,0,3,2,3
F,18,14,325,4,3,0,3,0,5,5,0
M,35,3,354,5,0,2,0,0,4,0,0
M,35,4,333,2,4,0,4,5,0,3,0
M,1,4,947,5,3,2,4,2,4,0,1
F,50,9,26,4,4,1,2,0,3,4,0
F,25,13,222,0,5,2,0,0,0,5,0
M,18,19,275,2,1,2,5,3,4,5,5
M,56,17,902,0,3,2,2,0,2,5,5
M,25,1,373,0,4,4,2,0,1,0,0
M,25,13,82,2,4,0,0,0,0,2,3
M,56,6,372,5,5,0,0,1,1,3,5
F,50,0,658,3,2,1,4,0,4,4,0
M,1,14,968,4,5,4,0,0,0,5,0
M,35,4,6,1,2,4,4,0,0,3,5
F,56,7,211,3,3,0,3,0,1,3,0
M,35,4,434,2,4,2,1,0,5,2,5
M,45,18,89,4,5,4,1,0,1,0,0
F,18,16,956,1,5,0,1,3,4,4,1
F,45,7,581,5,0,1,2,0,4,3,4
F,25,0,435,5,4,2,0,0,0,3,1
F,25,13,339,5,4,0,2,5,2,1,2
F,45,19,597,4,0,2,2,1,1,1,5
F,45,2,309,2,2,0,2,1,3,4,0
M,35,9,878,5,4,4,0,4,0,0,3
F,35,2,150,5,3,0,0,0,3,0,5
F,45,15,988,2,0,0,0,4,5,4,0
F,35,1,123,5,0,0,0,0,1,3,0
M,35,9,971,4,2,0,4,5,4,4,0
M,1,4,782,5,3,3,1,0,5,4,0
M,25,4,463,5,5,5,2,0,4,1,0
M,25,14,852,2,2,0,4,1,2,2,0
M,45,17,262,3,4,5,4,0,0,4,3
M,50,17,462,5,2,2,2,4,3,5,3
M,35,7,680,1,4,0,4,1,3,4,4
