Gender,Age,Occupation,ZIP-code,2,56,260,653,673,1009,1073,1525,1750,1881,1967,2043,2093,2105,2143,2193,2399,2628,2968,3479,3489,3877,3889
F,25,12,830,2,0,5,0,1,0,4,0,0,0,1,0,3,4,0,0,2,0,3,0,5,0,0
M,1,10,105,5,3,3,4,2,5,1,2,3,0,4,3,3,3,1,4,4,0,1,5,2,2,2
M,18,7,325,0,3,0,1,1,3,0,0,5,3,1,0,3,4,0,1,0,3,0,0,0,0,4
M,56,7,224,1,3,3,4,1,3,3,5,0,5,4,0,0,4,3,0,0,4,3,5,5,5,0
M,56,15,577,1,3,5,4,0,1,2,0,0,5,0,1,0,0,5,4,0,4,5,0,3,3,0
F,1,17,326,3,4,3,0,2,0,1,0,5,2,3,0,3,1,4,1,0,3,4,3,2,3,2
F,50,9,265,5,0,0,0,1,0,0,2,1,5,0,0,3,3,2,3,1,0,5,1,5,1,0
F,50,14,535,0,2,5,2,1,1,1,5,0,2,3,1,3,5,3,4,0,0,1,4,0,2,0
M,50,10,232,5,3,5,2,5,2,3,0,0,5,4,5,3,0,0,3,0,4,0,0,5,2,0
M,18,18,520,3,0,1,1,5,1,2,0,3,2,2,5,5,2,4,1,5,5,3,0,0,4,0
M,45,13,580,5,4,5,4,4,0,3,4,0,1,2,5,0,5,2,3,2,0,0,0,3,3,3
M,50,12,662,4,0,5,1,1,2,1,3,3,5,4,5,3,3,0,2,0,3,5,4,0,0,2
F,18,10,62,0,3,2,2,0,5,0,1,3,5,5,5,5,2,0,3,0,0,1,5,4,5,1
F,18,14,957,4,0,5,2,5,0,1,0,0,3,2,0,5,5,4,4,4,5,4,0,0,0,3
F,35,20,813,5,0,5,0,2,1,0,4,0,0,5,1,5,0,3,2,2,1,4,3,5,5,3
M,50,9,42,0,2,5,5,3,1,2,2,3,4,0,4,2,3,2,0,0,0,4,4,2,2,3
M,1,2,813,0,0,3,0,1,1,1,3,3,0,2,4,0,2,0,5,0,3,5,0,1,5,2
M,50,13,112,3,0,5,0,1,5,0,0,2,5,5,0,0,0,4,0,1,3,3,1,4,0,0
M,45,9,221,0,3,3,0,4,4,5,2,1,5,1,0,0,0,2,0,4,3,0,0,0,0,0
F,25,4,956,3,0,5,0,0,1,5,0,0,0,2,0,0,5,2,0,1,0,0,0,5,0,0
F,35,7,836,5,0,1,0,0,0,0,0,0,4,5,5,0,2,0,0,0,2,5,0,0,4,0
M,50,0,307,5,2,5,3,0,2,5,0,0,1,5,3,2,2,5,5,4,5,1,3,0,2,5
F,45,7,406,5,1,5,2,0,4,1,0,4,1,4,5,5,5,1,4,3,4,2,1,3,2,0
M,45,6,143,4,0,5,2,1,3,2,0,0,4,4,4,5,2,1,1,5,3,0,3,4,2,0
F,25,15,132,3,0,4,4,4,0,4,0,0,5,4,2,5,0,0,1,5,5,4,0,1,2,2
F,18,3,484,4,0,5,1,0,3,1,0,3,2,4,1,3,3,2,5,0,0,5,3,0,1,3
M,35,17,296,5,0,2,0,4,0,0,1,2,1,0,5,5,4,0,1,0,5,3,3,3,2,1
F,1,4,598,4,0,5,1,0,0,5,0,0,3,1,0,2,0,3,0,5,3,5,0,3,0,0
M,25,1,281,5,0,5,3,2,3,5,0,0,1,1,1,0,1,0,4,0,0,3,4,3,2,3
M,45,0,966,3,4,4,1,3,5,0,1,2,3,3,0,0,3,2,2,4,3,1,0,1,4,0
F,1,18,131,0,3,2,5,5,0,4,3,0,5,5,0,1,0,3,1,1,4,1,3,1,2,5
F,56,15,382,5,4,5,0,1,0,5,1,2,5,2,2,2,4,0,5,2,5,1,4,4,3,4
M,18,11,281,1,0,5,4,0,0,5,0,4,0,1,0,4,5,2,0,0,4,3,3,4,2,0
F,50,14,18,3,3,5,0,1,3,5,0,1,1,2,4,0,1,0,0,0,1,0,0,1,0,3
F,25,1,701,0,0,2,1,0,3,0,5,4,2,4,0,5,1,0,1,3,0,3,0,4,5,4
M,56,0,906,4,3,2,0,3,5,1,0,4,2,0,2,4,0,5,3,4,3,4,4,1,2,3
M,56,14,598,0,0,1,0,0,3,0,0,3,1,3,3,3,4,0,4,0,0,1,0,0,0,2
F,50,16,833,2,4,2,1,0,0,5,3,0,3,1,4,0,3,0,4,2,1,4,5,5,5,2
M,45,16,815,2,1,1,0,4,2,3,0,0,3,4,1,4,2,1,1,3,5,1,5,0,1,2
M,25,8,131,5,3,4,1,1,5,0,2,5,5,5,0,0,3,0,3,2,1,3,4,1,1,0
F,18,14,917,3,0,5,3,0,1,2,0,0,5,1,5,2,3,1,2,0,4,2,0,0,2,2
F,50,11,843,4,1,5,0,4,0,1,0,3,5,5,0,0,2,0,4,1,4,3,5,5,0,4
M,50,3,658,0,4,1,1,2,1,0,2,3,0,3,2,5,0,1,2,3,5,4,3,5,5,5
F,45,0,377,2,3,2,1,1,3,0,3,1,2,2,3,0,0,1,5,5,3,0,3,2,2,0
M,18,10,84,0,1,4,3,3,2,0,0,0,1,2,1,0,0,0,5,0,3,2,3,3,0,4
F,25,7,775,3,4,4,2,3,2,2,1,2,3,1,1,0,5,2,4,2,0,3,0,0,0,3
M,18,3,704,1,0,5,4,0,4,4,0,1,5,0,5,5,1,0,0,0,3,0,0,0,0,0
M,18,12,904,0,0,5,4,0,3,0,0,0,3,0,5,0,0,0,0,0,3,1,0,3,0,4
M,56,8,224,4,0,4,4,2,5,5,0,0,2,0,0,0,2,1,4,0,0,5,3,4,4,3
F,35,18,111,0,4,0,0,1,2,0,0,5,4,4,5,0,2,0,0,1,4,1,4,1,0,1
M,35,4,170,3,0,5,2,0,0,5,1,0,3,5,2,3,3,4,0,3,5,0,1,5,5,0
M,50,19,486,4,0,4,4,5,4,2,2,1,0,2,5,1,3,0,1,2,5,2,0,0,0,5
F,50,2,603,3,2,2,5,0,0,1,5,0,0,2,4,4,4,0,3,3,1,0,5,0,0,1
M,35,10,152,3,1,1,5,2,1,5,0,1,3,1,4,1,3,4,1,0,5,1,1,5,0,1
F,45,14,752,4,0,1,5,0,2,3,1,1,1,2,0,4,0,0,5,4,4,0,1,0,1,0
M,35,0,666,1,4,4,3,3,0,2,0,0,0,1,0,0,4,3,3,4,4,0,3,3,4,0
M,25,19,121,3,4,5,3,4,2,1,0,2,2,4,1,4,3,3,5,4,2,5,3,4,4,4
M,25,15,777,4,4,5,3,3,0,4,0,1,2,4,0,0,0,5,3,0,2,0,3,0,2,3
M,25,13,852,0,0,5,2,1,0,0,5,0,2,4,5,3,0,4,3,0,4,1,3,3,2,1
M,18,11,230,3,0,5,0,5,0,0,0,0,3,1,2,5,0,5,0,0,0,1,0,1,2,2
M,1,11,181,3,3,5,4,1,0,2,1,0,1,5,5,3,0,0,1,0,4,4,3,0,3,0
F,50,11,800,2,1,0,5,0,0,0,0,1,3,3,2,0,2,0,0,2,0,3,5,2,4,2
M,1,0,281,1,4,4,0,3,5,3,0,3,2,3,0,2,0,4,5,0,3,1,5,1,1,0
F,56,13,952,2,3,1,4,0,3,4,0,0,0,4,5,0,1,0,1,0,0,0,3,1,3,5
F,35,10,840,5,0,4,4,0,4,5,0,5,4,1,0,0,1,0,0,0,0,2,3,0,0,1
M,18,10,76,0,4,5,2,3,3,5,1,2,0,0,5,0,0,0,5,2,3,3,0,0,3,3
M,50,3,630,3,0,2,3,4,3,1,0,1,2,3,0,4,4,0,2,1,0,4,2,0,5,0
M,50,12,630,3,0,0,4,0,2,0,0,3,5,3,2,0,2,0,2,4,3,1,0,1,1,5
M,45,20,895,4,0,1,3,4,3,4,5,1,5,5,1,3,5,0,5,3,1,1,5,0,3,3
M,25,18,652,4,3,5,4,0,0,0,1,0,5,2,3,0,1,0,4,3,4,0,0,3,0,0
M,25,20,902,4,0,2,5,0,2,5,2,1,4,4,0,0,2,3,2,1,3,5,4,5,3,5
F,18,2,322,0,3,5,4,0,0,0,2,1,4,4,2,0,4,4,0,3,4,5,4,2,0,2
F,25,4,969,0,0,5,0,4,2,0,0,2,4,1,0,2,2,0,1,0,3,4,0,2,0,3
M,56,4,358,0,4,3,0,1,2,0,1,0,5,2,0,0,0,2,5,4,3,0,2,4,4,0
F,25,8,553,4,4,4,0,0,0,3,0,0,2,1,2,3,4,0,0,0,0,1,1,0,0,0
M,50,0,970,0,0,5,1,2,3,5,1,2,3,3,0,3,0,1,1,0,4,0,0,0,5,5
M,35,14,540,0,0,5,1,1,0,5,0,4,1,1,0,0,0,0,4,5,1,5,0,2,4,0
M,50,12,596,5,0,5,1,3,2,1,0,0,1,5,0,2,4,0,0,3,4,2,3,0,0,0
M,25,15,286,2,0,3,0,2,1,1,2,3,5,1,2,2,1,0,4,5,4,1,0,0,0,2
M,56,12,953,3,0,0,5,1,0,2,0,0,2,2,0,0,1,5,0,2,2,0,0,0,2,0
M,25,3,54,1,1,5,4,2,1,5,2,1,1,3,5,4,0,5,2,0,4,3,0,0,3,0
F,18,4,982,1,1,2,0,1,5,4,5,1,2,1,4,5,0,5,0,2,3,4,5,2,0,4
M,25,7,56,5,3,5,3,0,2,1,1,0,0,1,3,0,2,5,0,0,2,4,3,2,5,0
F,45,15,705,1,0,5,2,4,0,0,0,0,2,3,0,0,1,5,1,2,0,1,0,1,5,0
M,50,20,483,2,0,1,3,1,4,0,2,1,4,4,4,0,3,1,4,4,5,5,3,0,5,0
M,50,9,235,0,1,5,0,1,1,3,2,3,4,3,1,5,1,0,1,2,4,0,0,0,4,3
M,56,4,286,4,3,1,5,0,4,4,0,0,1,1,0,0,1,3,1,1,0,5,1,5,0,2
M,18,0,577,4,3,4,0,0,1,0,0,0,3,5,0,0,2,0,0,0,3,0,0,0,0,2
F,1,13,730,0,0,5,0,4,0,0,5,1,3,1,1,0,4,0,2,2,3,0,0,0,0,0
M,25,12,294,5,4,3,3,0,0,0,1,2,2,5,0,0,4,1,3,0,3,5,3,0,4,4
F,56,15,584,3,0,3,3,5,2,4,0,2,2,1,3,0,1,1,2,0,4,2,3,0,0,3
F,25,4,582,1,4,4,0,2,0,2,5,2,0,0,5,0,2,0,5,0,0,5,0,0,0,4
M,45,12,956,0,1,1,0,5,5,0,0,0,4,0,1,5,4,3,5,2,3,5,3,0,1,4
M,56,12,33,3,2,2,3,4,5,5,0,3,2,1,2,0,3,3,4,2,4,3,1,3,0,3
F,50,3,329,2,4,3,4,4,2,0,2,3,0,5,0,3,0,2,3,3,3,3,1,3,1,5
M,35,0,662,5,1,0,1,3,1,3,1,1,1,2,4,0,4,2,1,5,4,2,3,4,5,0
M,50,6,262,3,2,1,1,0,2,1,0,2,0,4,5,0,2,4,4,1,3,1,3,1,1,0
M,18,1,970,4,0,5,4,3,0,3,2,0,0,5,0,0,1,4,3,3,0,4,0,5,5,0
F,50,2,132,5,2,0,3,0,0,2,0,0,1,5,4,0,0,5,0,1,4,0,5,1,2,0
M,1,1,430,0,1,5,0,0,1,0,1,3,1,2,2,0,2,2,0,3,1,5,0,0,2,2
F,1,2,775,0,1,5,0,2,0,3,0,4,2,2,3,1,5,0,5,0,5,3,3,2,1,3
F,35,6,652,0,0,4,0,0,1,4,0,0,1,4,0,0,5,0,0,0,3,3,0,0,1,0
M,56,7,309,4,2,1,4,1,0,0,1,4,4,1,0,0,0,5,5,5,0,0,0,0,2,0
M,45,10,78,5,1,0,0,0,3,1,2,0,3,5,0,3,2,0,3,0,0,2,3,0,2,0
F,50,18,74,2,0,3,4,3,1,5,0,1,3,4,2,0,0,2,5,2,2,1,4,0,5,0
M,25,15,841,0,2,5,2,0,0,5,2,0,4,0,2,0,2,5,4,1,2,3,0,5,5,4
M,25,9,764,0,0,5,2,0,4,5,2,4,5,2,5,3,0,5,3,1,1,1,0,5,3,4
M,18,4,813,4,0,4,0,3,5,0,0,0,2,4,5,0,4,0,0,0,4,2,0,0,0,3
M,25,16,274,3,2,4,0,0,0,2,0,4,1,3,2,0,0,0,1,0,4,2,0,2,0,0
F,25,16,633,0,4,5,0,5,0,0,2,0,5,2,4,4,0,4,5,4,0,3,3,5,0,3
M,1,7,799,0,4,0,4,0,0,5,0,5,3,2,0,4,5,0,0,2,0,0,0,0,0,0
M,25,14,957,5,3,5,0,0,5,0,0,0,0,3,0,0,0,4,0,4,3,3,3,5,0,5
M,25,0,180,4,0,5,5,1,2,4,0,0,2,2,0,0,1,3,1,0,0,1,0,3,0,0
F,56,2,782,0,0,0,0,3,1,3,2,0,5,1,0,2,4,5,0,1,4,0,0,5,0,0
M,1,12,84,4,0,4,0,5,0,0,5,2,3,5,0,0,4,0,1,5,0,3,1,5,3,0
M,35,17,940,4,2,2,2,3,2,1,0,5,3,1,2,4,0,0,0,4,1,2,2,5,1,4
M,56,8,577,0,0,5,0,2,1,2,0,0,3,3,2,5,1,3,0,1,5,2,0,4,4,3
M,1,13,327,5,3,2,3,5,5,0,5,1,5,3,5,4,1,3,4,2,2,3,3,2,3,5
M,56,9,811,1,1,5,4,1,0,3,1,3,1,3,3,5,5,2,2,1,0,1,0,5,5,1
M,35,10,756,0,0,2,0,1,0,5,0,0,2,2,1,0,0,4,1,0,0,1,0,0,0,0
F,56,19,489,2,0,5,2,0,3,2,5,0,0,0,4,1,4,3,5,2,5,0,5,1,5,4
F,1,1,957,3,2,3,0,2,5,2,2,2,4,2,3,5,1,0,3,0,5,4,5,2,5,2
M,50,16,928,0,4,5,0,2,0,0,2,0,1,3,5,0,2,0,4,0,3,0,0,0,0,2
M,50,10,527,0,3,5,3,2,0,2,1,1,5,4,0,3,5,4,5,5,4,2,5,4,4,3
F,1,11,775,1,0,3,0,4,5,0,2,0,0,3,2,0,2,0,0,5,3,0,0,1,2,5
F,50,17,319,1,1,1,0,4,2,0,0,2,4,3,0,0,0,5,3,5,3,0,3,4,4,4
M,50,17,486,1,0,5,0,0,0,4,4,0,2,4,3,2,1,0,0,0,0,1,3,2,1,4
M,25,1,90,0,0,5,4,3,0,4,4,5,5,4,4,1,0,4,4,4,5,3,3,2,5,5
F,25,2,109,0,4,2,0,0,0,5,4,1,3,0,2,4,4,5,0,4,1,0,3,2,3,0
M,45,17,28,5,0,4,5,2,5,0,1,0,4,1,0,5,2,1,2,0,5,1,3,2,0,5
M,35,19,551,0,3,3,0,0,0,0,5,4,3,5,0,0,5,3,4,0,2,4,5,2,0,0
M,25,15,465,3,0,3,2,3,4,1,0,0,3,1,0,4,4,3,4,5,3,0,0,0,2,0
M,18,10,452,1,0,3,0,0,2,0,0,2,0,0,4,3,4,1,0,5,5,0,3,5,0,0
M,25,4,474,1,0,4,1,1,2,2,1,3,2,0,0,3,4,0,3,5,0,3,2,4,3,1
M,25,20,933,0,1,0,0,1,5,5,0,0,5,2,4,0,0,2,5,2,0,2,1,0,3,0
M,18,11,459,4,0,4,4,3,0,2,0,5,3,5,5,5,0,0,3,0,0,0,0,0,2,3
M,25,7,559,0,1,5,1,5,4,0,1,0,4,0,5,0,3,0,4,0,0,5,2,3,0,4
M,35,17,459,0,0,0,0,1,0,2,5,0,4,3,0,3,0,0,0,1,2,2,0,4,0,0
F,18,11,907,0,2,4,1,4,2,3,0,0,4,2,4,5,2,4,1,0,5,2,0,1,2,3
M,1,14,361,5,0,5,1,4,0,1,2,0,4,4,1,1,5,0,0,0,0,1,3,3,2,4
F,1,1,26,3,0,2,1,2,5,1,0,0,1,2,4,5,0,3,5,1,4,0,2,1,1,3
M,18,2,302,5,0,1,4,1,2,3,0,0,5,0,2,5,4,2,4,2,0,1,0,1,3,0
M,1,2,502,0,3,2,5,2,2,1,3,1,1,4,1,4,3,0,2,1,5,4,3,3,5,5
F,50,17,198,0,2,1,0,3,2,5,2,2,1,3,1,2,3,0,5,0,4,1,0,0,4,3
M,25,20,590,0,0,2,1,0,1,1,2,1,4,0,4,0,5,5,0,3,3,2,0,3,2,0
M,18,19,756,4,0,3,1,0,0,4,0,2,2,0,0,0,0,1,0,0,1,0,0,1,0,3
M,25,5,109,3,0,5,3,0,2,5,0,3,4,4,0,0,0,3,3,0,3,0,5,0,2,1
M,18,12,161,3,2,5,2,0,3,3,0,0,1,3,2,0,1,1,3,3,3,2,0,0,0,2
M,18,1,852,3,3,3,3,0,1,5,0,0,2,1,0,1,2,5,0,0,0,0,4,5,0,0
M,35,7,815,0,2,5,0,0,0,5,2,0,2,0,0,2,4,0,0,5,0,3,0,3,5,0
F,45,8,495,2,0,5,1,4,5,0,0,0,5,4,4,0,1,1,0,3,5,2,4,2,2,0
M,45,2,799,1,4,1,0,3,2,1,0,2,5,3,4,1,5,0,4,2,2,3,3,0,1,2
M,35,4,173,2,0,0,2,0,0,0,0,0,5,4,0,0,3,4,3,0,3,3,4,0,3,0
M,18,2,625,4,0,3,3,0,0,2,5,1,3,4,5,3,4,0,0,0,5,3,3,2,3,0
M,25,12,64,0,0,4,5,0,2,5,1,2,3,1,1,5,4,1,4,2,4,3,3,4,3,5
M,25,15,338,3,0,4,1,0,3,4,5,0,1,3,5,0,5,3,3,0,4,3,5,1,2,0
M,18,6,701,0,1,4,5,5,3,1,0,0,1,2,0,0,5,0,0,4,0,4,0,5,0,0
M,25,15,80,5,0,3,2,0,3,5,2,0,5,1,5,3,0,0,2,0,0,0,1,1,2,0
F,35,0,970,1,0,0,0,2,1,5,0,0,2,0,4,4,1,0,0,0,0,3,3,2,0,0
M,56,15,82,0,4,5,2,0,3,2,1,4,1,0,2,4,4,2,2,0,2,0,3,0,2,4
F,25,17,111,0,4,1,2,4,3,2,0,5,1,5,2,3,2,3,4,3,4,0,3,1,1,4
F,25,4,987,2,4,3,0,0,3,4,0,1,0,3,0,0,2,2,0,4,2,0,4,1,4,0
M,56,18,338,0,0,5,3,0,0,5,0,0,2,1,0,3,0,0,0,0,2,0,0,0,4,4
M,56,4,30,3,0,4,0,0,2,5,0,2,1,5,2,5,5,5,4,0,4,5,2,2,3,5
M,35,12,641,5,0,3,3,2,2,0,0,3,1,2,5,0,0,2,0,2,3,5,2,1,3,3
F,25,7,704,3,0,1,2,5,0,3,2,3,3,2,1,4,3,4,5,3,4,2,1,0,1,3
M,35,6,272,4,0,1,1,2,5,1,5,2,0,4,5,2,2,5,1,4,3,3,3,2,2,2
F,18,12,358,3,2,2,3,1,0,1,0,5,2,4,4,4,4,0,5,4,2,3,4,5,2,4
F,18,1,281,2,0,3,0,1,0,0,0,4,0,1,0,0,0,0,0,0,4,0,0,0,0,0
F,50,15,282,0,0,2,0,0,0,0,2,2,2,1,0,0,4,4,0,0,4,5,0,0,0,4
F,35,17,970,0,0,1,0,2,3,1,2,3,2,1,0,2,3,4,5,4,4,0,3,1,0,1
M,50,17,921,0,4,5,0,0,2,0,0,0,0,3,5,0,2,0,3,4,4,0,4,0,0,0
M,50,2,560,5,2,5,3,2,1,3,0,0,0,3,1,0,0,4,0,0,3,0,3,1,0,2
M,35,15,262,0,0,0,4,3,5,1,0,0,1,1,4,5,5,4,0,0,3,1,0,5,0,0
F,35,20,947,0,0,5,4,1,4,0,0,0,4,4,5,0,1,2,4,0,0,3,2,5,1,4
M,50,2,786,3,0,1,2,1,5,5,1,0,0,5,2,0,5,4,3,5,3,0,4,1,4,0
M,50,5,457,4,0,0,0,0,5,2,0,0,4,2,0,0,2,0,0,0,0,0,3,0,1,1
F,45,16,273,2,4,5,3,0,2,3,1,0,4,3,3,0,4,0,4,4,4,5,1,0,0,2
M,18,3,372,1,0,5,2,0,5,2,0,0,4,3,5,3,0,4,4,0,1,4,1,0,0,0
M,56,12,208,3,0,5,1,5,4,3,0,0,5,1,2,0,2,0,4,0,1,2,0,2,1,1
M,18,14,212,0,0,4,5,0,1,5,0,0,1,5,0,0,3,0,0,0,3,5,0,1,0,0
M,18,17,917,0,0,5,1,0,1,5,0,0,0,0,0,2,3,0,5,0,0,1,4,1,4,0
F,50,11,773,1,0,0,5,1,2,0,5,0,0,5,2,2,1,4,3,0,1,1,5,2,0,0
F,50,2,758,5,4,1,0,5,3,5,2,1,2,0,4,0,3,0,4,5,5,0,1,4,1,5
F,18,20,853,0,0,3,1,3,2,5,0,0,5,0,0,2,0,0,0,0,1,1,5,0,0,0
F,56,2,436,3,3,1,3,1,5,1,0,1,5,4,0,5,0,1,0,5,3,0,1,5,4,0
M,18,4,834,0,3,0,1,5,1,4,3,0,0,3,3,0,2,0,3,0,5,3,0,3,0,0
F,50,4,790,1,0,3,1,5,1,2,1,5,5,1,4,0,5,4,4,5,0,2,5,1,4,0
F,25,4,161,3,0,5,4,0,3,4,0,0,4,4,0,5,3,2,3,4,3,0,0,4,0,0
M,50,7,704,4,0,2,5,1,2,2,0,1,0,0,1,2,0,0,0,0,0,4,3,2,0,0
M,18,10,956,1,0,1,1,3,1,5,0,3,0,5,2,0,0,4,4,0,1,0,0,2,4,0
F,56,17,571,5,0,5,4,0,0,1,5,5,5,1,0,0,1,3,3,2,1,0,5,3,2,2
M,56,6,78,3,0,2,1,0,2,5,3,0,3,4,4,5,0,0,3,0,1,2,3,3,3,0
F,18,3,53,3,4,4,0,0,0,0,0,0,4,1,0,0,1,0,4,0,4,4,0,0,0,0
M,56,16,931,0,0,5,0,1,5,4,2,0,3,3,1,4,3,0,3,4,3,0,3,0,3,5
