Gender,Age,Occupation,ZIP-code,260,1097,1750,2021,2093,2105,2628,2968
F,25,11,640,4,0,5,1,2,0,3,0
F,18,18,445,2,4,5,1,4,4,4,2
F,50,5,261,2,1,0,3,5,0,5,5
M,56,4,103,1,2,4,1,4,4,0,0
M,35,19,750,4,5,0,3,0,0,1,1
F,1,8,445,1,3,1,3,4,2,2,5
M,45,20,146,2,5,3,0,0,0,5,4
F,1,7,949,0,0,0,0,5,4,1,2
M,25,14,465,1,5,0,5,0,4,4,1
M,45,11,168,4,4,2,0,0,2,3,0
F,50,12,804,2,4,1,4,0,3,3,0
M,45,13,493,3,3,1,2,2,2,3,1
M,45,0,902,3,4,0,4,5,3,0,5
M,56,18,234,5,4,0,0,5,0,5,0
F,35,5,522,4,5,0,5,0,0,1,1
M,50,6,21,4,0,0,3,0,3,3,5
M,1,9,968,4,0,1,3,0,2,4,4
M,50,2,339,1,2,4,4,2,5,3,2
F,50,17,275,5,5,0,0,0,0,4,0
M,35,16,863,5,3,0,2,3,0,0,5
F,56,14,520,2,2,0,3,1,0,4,4
M,1,11,741,5,2,1,4,1,0,2,2
M,18,14,13,0,1,5,2,2,5,5,0
M,25,13,89,5,2,0,0,0,4,3,0
M,25,7,65,0,1,0,4,4,4,1,5
M,1,2,361,3,2,1,4,5,2,2,4
F,56,17,437,5,1,2,2,1,0,0,1
F,1,20,522,1,4,0,5,5,5,0,4
M,35,16,328,1,4,4,4,0,2,0,1
F,18,15,127,0,1,4,0,0,5,1,0
F,45,3,908,3,3,0,2,0,5,0,0
M,50,13,301,1,3,5,0,0,0,0,5
M,56,15,902,5,5,5,3,0,3,1,4
M,56,4,847,4,3,3,2,3,1,5,4
F,18,16,18,2,5,1,5,3,1,2,5
M,56,5,794,5,2,0,1,4,0,0,0
M,35,12,558,4,1,5,0,0,0,2,1
F,56,7,735,2,2,0,2,0,5,2,0
F,25,10,321,5,0,0,0,0,3,3,0
M,35,8,840,1,5,3,4,1,4,5,2
F,1,16,274,1,3,0,3,1,0,4,4
F,45,0,525,3,5,0,0,2,0,4,0
F,45,15,761,2,3,4,3,1,4,1,1
M,25,14,655,0,1,4,1,0,4,5,1
M,25,18,180,0,3,1,2,5,3,0,0
F,25,15,223,1,4,5,3,1,0,3,1
F,45,17,307,4,3,2,0,0,5,2,2
F,50,17,331,3,3,0,3,0,4,1,5
M,56,1,373,5,5,0,4,1,4,2,2
M,56,3,793,2,5,0,4,0,5,5,5
F,56,16,484,5,0,0,4,0,4,4,0
M,35,1,532,3,0,0,2,5,3,0,3
M,25,18,525,5,5,0,0,0,2,3,0
F,25,3,18,5,0,2,2,2,4,4,4
M,56,20,459,1,4,2,3,1,0,0,2
F,25,4,633,2,2,3,5,1,0,3,0
F,50,7,943,0,0,0,0,5,4,3,0
M,1,2,981,5,2,0,0,0,5,0,0
F,1,8,371,1,4,5,2,1,3,3,0
M,45,17,19,4,1,0,0,1,3,4,1
F,1,1,775,5,0,0,0,0,0,1,0
M,18,11,878,0,5,0,0,4,0,5,4
M,56,20,132,4,1,0,5,1,5,2,0
M,18,1,54,3,2,4,5,3,5,1,1
F,18,13,122,2,4,2,4,5,3,1,5
F,45,16,935,2,0,3,0,0,2,3,1
F,35,7,76,0,5,2,4,4,4,2,0
F,35,18,935,2,4,2,5,4,1,4,0
F,50,7,290,5,4,3,4,3,5,1,5
F,56,9,937,1,3,1,0,0,0,4,4
M,1,16,382,2,0,5,2,1,1,5,2
F,18,1,590,3,5,5,4,2,4,5,0
M,45,5,6,1,3,0,2,0,5,3,1
F,25,11,276,4,0,1,2,2,0,0,0
M,25,19,282,3,3,4,3,5,4,0,1
M,56,10,969,0,0,1,0,4,2,3,5
M,25,1,334,5,1,2,5,5,3,4,4
F,50,7,652,2,2,1,1,4,3,1,0
F,1,9,434,2,2,4,4,4,4,2,0
M,35,5,973,5,2,0,2,0,2,4,4
M,45,8,765,0,1,5,2,3,2,4,4
F,56,2,272,3,3,2,4,5,0,0,5
M,18,20,775,1,2,0,2,1,0,1,5
F,1,11,276,1,2,0,4,0,5,0,5
M,50,14,805,3,4,2,5,0,4,4,4
M,25,18,245,4,0,5,4,5,3,5,5
F,18,12,969,3,4,0,0,1,0,1,0
M,56,19,435,0,3,1,1,3,3,3,1
M,50,1,165,4,4,0,5,5,0,3,2
M,45,5,432,0,1,0,2,2,0,5,0
M,45,14,226,0,5,3,1,2,0,1,0
M,50,13,875,1,3,2,5,4,1,1,3
F,18,9,790,2,5,1,4,5,5,4,3
M,18,12,128,5,1,0,2,2,3,0,0
F,35,11,761,4,3,1,2,5,2,0,3
F,25,13,42,5,1,4,2,0,3,5,5
M,56,2,89,5,0,5,0,1,2,3,1
F,25,7,481,2,0,0,0,0,1,5,2
M,45,14,923,5,1,0,4,5,3,0,4
F,1,7,327,3,3,0,2,2,1,5,4
F,1,0,600,5,3,2,2,5,1,5,1
M,1,11,501,3,4,4,4,3,1,5,3
F,18,14,360,5,4,0,5,4,2,5,3
M,1,6,336,1,2,5,1,0,4,5,0
F,25,10,191,1,4,3,2,3,4,3,2
M,18,13,312,2,0,2,3,1,4,2,3
F,25,15,313,4,3,5,3,5,4,2,0
M,1,14,459,0,0,2,2,1,1,3,0
M,50,4,83,3,0,1,1,4,5,2,0
F,18,15,296,0,5,0,4,5,4,3,0
M,25,15,140,0,1,5,0,4,0,2,4
M,45,18,473,2,5,0,5,1,2,2,0
F,56,18,229,3,0,3,0,5,3,3,0
M,18,19,146,4,3,0,0,0,0,2,0
M,35,1,917,1,0,0,2,3,0,3,2
M,25,17,112,5,2,0,4,5,3,3,5
F,35,14,805,2,3,1,5,0,2,5,5
F,56,3,313,4,1,1,3,5,4,3,5
F,35,11,937,5,3,0,2,0,0,0,0
F,56,16,986,4,3,5,0,0,3,2,0
F,35,1,775,1,5,5,2,0,3,4,3
M,35,10,83,3,4,1,1,4,1,0,4
M,50,2,272,3,2,2,2,0,4,5,4
F,56,10,530,0,5,5,4,5,5,4,0
M,56,6,78,2,3,4,2,5,1,0,5
F,50,3,674,1,4,0,0,1,0,4,0
F,1,11,523,0,2,5,2,0,0,2,5
M,45,18,207,2,5,3,1,5,5,2,0
M,18,4,68,4,5,0,3,1,4,5,2
F,25,6,191,5,4,0,4,5,5,2,0
F,56,1,756,5,4,3,5,0,0,1,0
M,35,15,799,2,1,3,0,3,0,3,3
F,35,0,128,3,4,0,5,2,1,0,3
F,25,7,488,0,1,0,0,0,3,5,3
F,25,2,701,1,0,4,3,0,3,4,4
F,25,14,805,5,3,1,0,2,2,0,3
F,50,3,720,1,1,3,2,3,0,1,4
M,18,10,41,2,5,5,0,4,3,3,0
M,1,17,930,3,2,0,0,0,0,0,2
M,1,17,417,0,1,0,0,4,5,2,1
M,25,19,338,4,2,4,4,2,2,1,4
M,50,16,193,0,1,0,0,0,3,4,0
F,35,5,494,1,4,2,4,2,4,3,1
F,45,7,836,1,5,0,0,4,5,5,0
F,18,16,985,4,1,2,3,0,2,3,2
F,1,2,841,3,2,0,5,0,3,3,0
F,18,14,345,1,3,0,0,0,1,3,0
M,1,6,934,3,4,0,3,0,5,5,4
F,1,17,240,5,0,5,1,2,5,0,5
M,18,13,997,5,0,1,0,5,0,1,0
F,56,0,382,2,5,5,5,2,0,1,1
M,25,19,89,5,0,3,3,0,5,2,5
F,35,7,971,1,1,0,2,4,1,5,0
F,56,17,290,4,4,0,5,2,5,1,0
M,35,12,10,1,0,0,1,0,2,1,1
F,35,16,984,0,3,3,0,1,3,5,3
F,18,11,186,0,4,3,5,3,0,0,0
M,35,13,815,0,1,0,0,0,5,0,3
F,18,2,952,3,3,0,4,0,0,4,3
F,50,0,930,3,4,2,1,4,5,4,2
M,18,20,856,0,2,0,2,2,5,2,0
M,25,8,915,5,3,2,1,2,4,1,4
F,45,4,362,2,5,1,3,0,2,3,0
M,18,3,29,5,4,3,4,3,0,0,2
M,1,14,674,3,2,0,5,0,4,2,0
M,56,9,89,5,1,0,3,1,3,5,0
F,25,18,349,2,4,3,0,5,1,5,4
M,18,4,76,2,1,4,2,2,3,5,4
F,50,13,666,1,1,0,0,0,4,0,0
M,35,2,804,5,4,0,0,0,5,2,1
