Gender,Age,Occupation,ZIP-code,260,1097,2628,2174,2797,1073,2100,2968,2105,2193
F,50,6,300,1,0,0,1,0,0,0,5,1,5
M,35,0,253,2,4,0,3,0,2,0,2,2,5
F,35,12,223,3,4,5,4,4,1,5,4,4,2
F,35,20,911,4,0,0,4,4,3,4,4,1,1
F,1,14,277,5,1,0,5,4,1,5,3,3,5
F,45,3,118,5,1,4,2,4,2,0,0,0,3
M,25,17,610,5,5,3,5,0,0,5,0,1,4
F,35,2,947,5,0,5,4,0,4,4,1,2,0
F,35,20,90,4,2,3,2,4,0,4,0,3,4
M,50,0,751,4,5,0,1,0,5,3,4,4,0
F,45,3,672,0,4,4,0,4,2,0,0,2,0
F,25,18,804,2,4,5,1,4,4,5,5,5,3
M,45,16,198,3,3,0,4,5,4,2,0,0,4
F,35,0,488,0,4,0,4,2,1,4,4,4,3
M,35,4,452,2,1,3,1,3,1,0,3,1,1
F,1,19,157,5,1,1,2,0,3,4,3,0,0
M,25,0,17,2,1,5,1,0,0,0,3,3,0
M,56,14,301,5,1,5,3,1,5,3,4,3,1
M,25,1,852,2,1,3,3,1,2,5,2,2,0
M,35,14,431,0,3,2,3,1,2,4,2,4,4
M,35,11,253,0,2,4,4,0,5,0,0,4,0
M,18,9,28,0,4,2,4,0,3,0,0,1,0
M,56,17,402,3,5,0,3,0,2,5,0,1,5
M,50,1,440,5,0,2,1,0,0,5,2,0,0
M,45,4,878,5,5,3,4,0,2,5,1,4,5
M,18,12,301,0,3,3,2,0,5,5,0,3,5
M,35,14,950,1,1,2,0,0,2,0,2,1,1
M,35,0,178,0,1,5,4,0,2,2,3,0,0
M,50,0,82,4,1,0,5,2,5,3,0,3,4
F,50,3,756,5,4,2,2,3,4,2,2,0,4
F,25,4,454,2,5,4,1,3,0,0,3,4,1
M,18,13,986,2,1,4,1,5,1,1,5,0,0
F,45,0,530,1,0,0,5,3,4,2,2,5,5
M,35,15,705,2,2,1,4,2,0,2,3,3,0
M,25,0,966,4,1,4,4,0,0,2,0,5,0
F,18,14,596,0,5,2,5,4,0,0,4,4,1
F,50,0,549,3,3,0,0,4,0,5,3,3,2
F,35,1,782,3,4,0,2,4,0,0,3,4,0
M,35,0,524,5,1,5,1,0,2,0,1,5,0
F,18,7,911,1,4,2,4,0,0,3,4,5,4
M,18,12,114,1,3,2,0,3,5,2,5,5,5
M,50,8,547,1,5,0,2,1,2,2,4,4,1
F,45,3,209,5,2,5,2,5,0,3,4,0,0
M,50,11,550,1,0,4,1,0,0,0,1,1,5
M,25,20,641,0,4,0,2,0,0,0,5,2,0
F,35,4,229,1,2,5,1,0,0,4,4,2,5
M,50,9,850,4,2,2,2,4,0,5,3,5,0
F,45,0,557,0,0,2,1,2,2,0,0,4,4
M,1,3,944,4,1,2,4,0,0,2,5,4,5
F,50,1,328,4,2,3,3,3,2,2,2,3,0
F,35,7,837,5,1,1,1,3,1,3,1,5,3
F,45,19,988,0,3,3,3,5,3,2,2,4,0
M,45,6,603,4,4,4,3,0,3,0,4,4,5
M,35,17,285,0,2,0,4,0,5,5,5,1,0
M,50,19,461,5,3,2,0,4,0,5,0,3,1
M,18,1,468,2,3,3,5,0,0,0,0,4,3
M,25,0,33,3,0,3,5,1,0,0,0,0,0
F,50,9,433,0,4,5,4,4,5,5,1,0,4
M,18,16,181,3,0,3,0,3,5,4,3,2,4
M,18,5,629,5,5,2,0,1,2,4,4,1,5
M,35,4,68,5,5,3,5,1,4,3,5,3,0
F,56,3,64,2,4,2,2,1,4,3,4,3,3
F,45,9,843,4,2,4,1,4,2,4,0,0,1
F,18,19,523,5,2,0,3,5,0,2,0,0,0
F,25,5,951,4,5,0,3,5,0,3,4,1,5
M,25,3,910,1,3,3,1,2,1,0,2,3,5
F,25,5,924,5,4,1,0,4,2,0,5,0,0
F,25,7,61,1,4,5,2,3,3,5,4,2,0
F,35,9,482,4,3,0,4,5,0,4,0,1,5
M,45,12,212,1,3,0,2,2,2,3,0,2,5
M,18,3,63,4,5,2,4,0,5,2,4,3,3
M,56,12,224,4,2,2,1,1,2,3,3,1,5
M,1,2,200,1,4,5,2,0,5,2,3,0,3
M,35,5,554,4,0,0,1,0,1,3,4,0,3
F,35,16,522,1,5,4,4,3,1,2,1,4,5
F,50,5,265,4,3,0,3,4,4,5,1,3,1
F,56,17,584,5,4,5,4,4,0,3,2,3,4
M,45,7,361,2,1,4,0,4,4,3,3,1,5
M,35,20,232,5,1,3,3,3,5,5,2,4,0
F,35,3,265,2,4,5,3,2,0,2,1,0,3
F,25,18,433,0,4,2,0,3,0,0,0,0,0
M,25,17,452,4,1,0,0,4,0,3,1,4,0
M,25,12,895,1,2,2,2,4,3,0,5,4,0
F,18,20,152,1,1,5,0,0,2,4,5,3,1
M,45,16,604,5,2,0,2,2,5,3,4,5,0
M,35,7,262,3,3,4,4,5,3,5,4,5,0
F,18,7,931,1,2,2,2,2,1,0,0,1,4
