Gender,Age,Occupation,ZIP-code,673,810,1073,1126,1702,2100,2174,2253,2797,3393,3466
F,1,10,171,1,0,3,1,0,4,0,0,2,4,0
F,25,20,880,0,4,0,0,0,3,5,3,1,1,0
F,25,1,627,0,3,4,0,3,1,4,1,3,0,1
M,50,17,973,1,0,2,1,4,0,1,4,5,0,4
M,56,8,797,3,1,0,1,4,5,1,3,0,0,4
M,50,2,708,0,3,5,0,1,4,2,4,2,0,0
M,1,17,700,1,0,2,3,0,3,3,0,0,0,0
M,56,4,309,0,3,4,0,0,4,2,0,2,0,2
M,50,11,436,1,4,0,5,0,3,4,4,3,2,1
M,18,4,178,3,0,5,0,3,0,1,0,1,0,2
F,25,5,327,1,0,3,1,0,0,4,0,0,2,0
M,35,15,951,3,0,1,1,5,0,3,2,5,1,4
F,45,3,38,0,0,0,0,0,5,1,3,1,0,4
M,25,4,436,0,0,0,3,2,0,1,0,0,0,0
F,1,14,700,1,0,1,0,0,5,3,3,4,3,0
F,1,12,773,1,3,5,0,3,2,2,1,4,5,0
F,18,15,319,2,1,3,0,3,4,4,0,0,0,0
M,18,10,83,0,2,2,5,0,2,5,0,3,4,0
M,56,2,920,5,0,2,0,0,3,1,0,5,2,3
M,45,14,630,1,0,5,0,0,0,3,0,3,4,0
M,50,14,337,5,4,0,0,1,4,4,5,1,4,3
M,50,15,596,0,4,5,0,1,2,2,1,4,2,0
F,25,8,450,0,0,2,3,0,4,1,3,0,0,5
F,50,0,89,0,0,3,1,0,3,2,3,2,0,5
M,25,2,88,1,4,0,0,5,0,0,5,2,3,0
F,56,4,61,1,4,5,0,5,3,0,2,3,0,0
M,45,7,132,1,0,0,2,5,0,3,4,1,0,0
F,18,8,481,2,2,5,1,4,3,1,3,5,0,0
M,50,13,966,0,4,1,0,5,0,1,1,1,1,0
F,18,7,485,1,0,3,0,3,1,0,5,4,2,3
M,25,17,61,1,4,3,0,0,5,4,5,5,0,0
M,25,0,744,1,0,4,1,3,1,5,3,0,0,2
M,56,12,112,0,1,2,0,0,4,0,4,1,0,2
F,25,14,16,3,0,0,2,3,3,3,0,3,1,0
F,18,2,320,0,0,4,0,1,4,3,1,4,2,0
M,18,9,454,0,2,0,1,1,2,2,1,1,2,4
M,50,4,272,5,4,4,0,3,0,1,0,0,0,0
M,18,11,968,0,0,2,1,2,0,3,3,3,4,4
M,50,9,553,0,0,2,1,0,4,4,0,5,3,0
M,25,3,983,2,4,2,1,0,4,0,1,3,5,0
F,45,0,60,5,3,2,0,1,1,3,1,0,0,0
F,18,7,666,5,3,5,0,5,0,4,2,0,4,0
M,25,15,959,5,0,3,0,2,4,0,0,0,3,0
F,18,5,445,5,1,0,1,2,4,0,1,0,4,0
M,56,10,843,3,1,1,0,0,0,0,1,0,4,0
F,45,9,522,0,0,2,0,0,0,5,0,2,4,4
M,25,12,939,0,0,4,0,5,2,4,3,1,5,0
F,25,7,782,2,1,0,3,1,0,5,4,3,0,0
M,50,11,111,0,1,2,1,0,3,3,3,0,1,0
M,45,7,764,5,0,0,0,0,4,1,3,1,5,3
M,1,12,309,1,4,5,2,0,4,3,0,0,2,3
M,56,13,708,3,0,3,4,2,1,0,5,0,0,5
M,25,2,274,4,0,5,2,0,2,2,0,2,2,2
M,1,20,983,0,0,0,0,4,0,1,1,2,0,0
M,50,4,443,0,3,3,5,4,0,5,0,1,0,1
M,1,8,539,1,1,0,5,5,4,0,0,5,4,0
M,50,10,580,3,1,2,0,0,1,3,1,4,5,0
M,25,7,98,3,0,1,2,0,0,1,1,0,4,0
F,18,4,908,3,2,0,0,0,0,1,0,0,3,0
M,1,4,296,0,3,4,0,4,3,3,1,1,2,5
F,25,6,778,5,3,0,0,0,0,5,0,1,4,0
F,50,17,234,0,0,0,2,0,1,2,1,1,2,0
F,45,2,796,2,2,5,1,3,3,2,0,0,1,0
F,56,4,37,3,0,0,2,0,0,1,1,3,4,2
M,1,6,726,3,0,1,0,0,0,4,5,3,2,0
M,1,9,484,0,0,5,2,2,4,5,4,0,0,0
M,18,11,240,2,0,0,1,1,3,4,0,0,0,1
F,56,7,727,1,0,1,1,5,1,0,1,4,2,0
F,25,20,170,1,4,4,0,1,3,0,3,2,4,0
F,56,15,750,0,0,0,3,5,0,5,1,1,1,3
F,18,2,37,1,2,1,1,4,0,4,3,0,1,0
F,56,15,281,5,0,0,0,1,0,0,0,1,0,4
M,50,15,274,5,3,3,0,0,0,1,0,3,5,3
M,56,4,466,0,0,1,5,4,4,1,5,3,1,5
F,18,0,285,3,4,5,1,1,0,0,3,3,0,0
M,35,4,381,1,0,0,2,1,0,5,1,2,0,3
F,45,4,957,5,3,0,1,0,0,4,5,1,3,0
M,25,15,770,4,4,4,5,4,0,4,0,3,0,1
M,1,17,756,2,4,2,0,1,0,3,0,1,0,0
M,50,18,468,4,4,5,0,0,0,2,5,4,5,0
F,25,5,947,3,2,1,1,0,4,2,0,5,0,0
M,56,11,17,1,0,1,2,0,0,2,2,3,5,2
F,25,10,345,2,4,1,4,0,2,4,2,4,2,0
M,1,8,131,1,0,0,5,2,0,5,5,0,0,4
M,1,17,485,5,0,5,5,3,0,5,3,2,1,3
F,50,5,300,3,2,5,0,1,0,1,1,5,3,0
M,35,18,555,0,0,4,5,0,5,3,5,2,0,4
M,1,0,221,2,4,2,4,2,5,4,1,4,2,0
M,25,20,612,0,0,3,1,4,3,2,2,2,4,5
M,45,17,265,3,3,4,0,1,2,1,5,0,2,3
M,25,17,178,1,3,5,1,0,0,5,1,1,1,0
F,1,2,373,3,0,0,0,3,2,3,3,1,1,4
M,25,18,373,0,3,0,1,5,4,4,0,1,0,2
F,25,6,630,1,2,1,1,1,0,4,5,3,2,0
F,1,4,826,1,2,1,0,2,0,4,3,3,2,5
M,1,18,333,1,0,0,5,0,4,1,2,3,5,0
M,56,16,618,1,0,1,2,1,0,0,1,1,2,0
F,18,0,303,0,0,0,1,0,4,0,3,5,1,5
F,56,7,622,1,3,0,0,4,0,1,0,1,0,4
M,56,8,913,1,3,0,0,0,0,0,1,0,0,5
F,56,15,820,0,0,1,0,3,4,5,5,1,0,2
M,35,17,337,4,0,0,0,5,0,0,1,2,0,2
M,45,3,220,0,2,4,0,3,4,2,0,3,4,1
M,35,18,968,1,0,1,3,5,3,4,0,2,0,2
M,25,11,740,1,0,5,1,3,2,2,2,1,0,0
M,50,18,336,1,4,5,0,0,0,5,5,0,4,0
M,18,9,907,0,0,5,0,2,5,4,2,0,0,0
F,25,16,333,5,0,5,5,5,2,3,2,0,1,0
F,25,8,641,5,0,0,4,0,0,4,2,3,5,2
M,25,7,492,4,4,5,0,0,0,5,1,0,2,2
M,56,4,549,2,0,4,1,4,2,2,3,4,1,5
F,50,20,282,2,1,1,1,0,0,1,0,1,5,2
M,45,17,424,1,1,0,5,0,0,0,0,0,5,4
F,45,12,802,3,2,4,1,0,4,0,1,4,0,1
F,18,1,958,1,0,5,2,0,0,3,5,0,0,0
F,56,11,370,0,0,1,0,1,4,5,5,0,1,2
F,56,11,286,5,0,0,2,3,2,3,2,3,1,2
M,18,12,85,2,0,1,4,3,2,4,0,4,2,3
M,56,14,940,2,0,1,4,0,2,1,5,5,0,3
M,18,5,972,0,0,4,4,3,0,0,0,3,0,5
M,50,15,631,4,4,5,5,0,0,4,1,4,4,0
M,18,14,76,0,2,4,2,0,0,5,2,0,4,0
F,50,12,735,5,0,0,0,4,0,0,1,0,5,2
M,45,11,927,0,0,1,0,3,4,0,1,3,2,5
F,18,0,191,2,3,5,0,0,2,3,0,4,5,0
M,18,5,328,1,1,0,1,2,1,5,2,5,0,0
M,35,4,442,1,2,2,1,5,0,3,0,1,1,4
M,1,15,27,4,4,0,5,0,3,4,5,2,5,1
F,45,7,80,1,0,0,5,0,0,4,0,0,0,3
M,50,10,522,4,0,2,2,1,4,2,1,1,2,5
M,25,2,843,0,2,0,4,0,2,3,4,5,0,0
M,18,15,165,2,0,3,0,0,5,3,3,5,1,4
F,25,0,115,3,1,0,2,0,0,4,1,3,1,0
M,25,6,284,1,4,5,5,4,4,2,3,1,0,4
M,56,10,744,0,0,3,0,0,5,3,5,0,0,0
M,35,14,297,0,2,5,1,0,3,5,0,3,1,2
F,56,9,297,5,0,2,3,2,0,4,1,4,4,0
M,56,17,372,0,0,5,0,3,4,4,3,4,1,0
M,56,17,761,5,1,0,0,5,0,3,3,0,1,0
M,25,14,750,3,0,2,1,3,0,4,3,0,1,0
M,50,15,68,0,0,1,3,0,4,0,0,0,1,0
M,1,14,276,0,0,1,0,0,4,4,2,0,4,5
F,18,9,303,0,0,1,3,0,4,1,0,0,0,0
M,25,6,800,1,4,0,1,0,3,5,0,1,0,0
M,1,10,275,0,2,1,4,1,3,0,3,5,0,1
F,25,19,18,1,0,0,0,5,5,0,1,0,2,4
M,18,18,780,2,0,5,3,2,0,3,0,4,2,5
M,56,4,70,4,0,0,0,0,0,0,0,0,1,1
F,25,0,880,5,4,2,1,4,2,5,1,2,1,2
F,50,19,655,5,2,0,0,0,0,1,0,4,5,1
M,1,0,524,2,0,4,0,1,0,4,0,0,2,0
M,18,2,66,1,0,0,5,0,4,0,4,0,0,4
M,25,16,221,3,4,3,0,5,4,1,3,4,5,0
M,50,1,275,2,0,5,1,5,2,3,0,0,0,4
F,25,10,115,1,0,5,3,4,0,2,1,2,3,0
M,25,6,550,0,0,0,1,5,0,1,5,0,5,3
M,56,19,761,3,4,4,2,0,0,4,0,4,0,0
M,18,4,452,1,0,3,2,0,0,5,2,1,2,0
M,56,4,970,1,2,1,4,2,3,2,0,5,5,2
M,18,4,797,0,3,0,1,2,0,1,5,0,0,1
F,18,4,436,0,0,3,2,0,4,0,0,1,3,0
M,45,16,454,5,0,5,4,5,0,4,0,5,1,5
M,56,20,780,2,3,3,5,4,0,1,1,1,1,0
F,45,14,244,0,0,3,0,1,3,3,0,3,4,0
M,45,13,797,0,0,5,0,0,0,1,1,3,0,4
M,1,8,70,2,4,5,2,5,2,4,3,4,3,0
M,1,12,100,5,4,0,2,4,3,1,1,1,0,1
M,56,6,557,0,0,0,0,4,5,5,1,5,0,0
M,25,14,223,0,0,3,0,2,3,2,0,0,3,2
M,25,0,465,0,0,5,1,0,3,0,3,2,0,2
M,56,14,720,0,1,1,5,0,0,0,1,4,4,0
M,35,0,120,5,0,0,5,0,3,4,2,1,1,2
F,35,2,191,0,1,0,0,0,0,0,0,2,0,0
M,56,18,452,0,0,2,2,5,2,4,2,4,1,1
F,50,6,405,2,0,0,0,4,5,3,2,0,0,0
F,18,0,840,3,2,5,4,2,2,5,3,4,2,4
M,25,13,123,5,3,1,1,0,0,3,0,1,0,0
M,25,8,490,4,2,3,0,5,3,4,0,2,1,0
M,25,16,38,4,3,5,0,5,0,4,5,2,3,2
F,18,10,780,0,2,3,4,0,4,5,5,2,3,4
F,25,4,339,5,0,5,0,0,5,5,0,2,0,4
M,1,9,502,2,2,1,0,0,4,2,1,2,0,1
M,56,4,741,0,2,5,1,4,0,4,0,5,4,0
F,18,18,793,2,3,5,2,0,0,4,1,2,1,0
F,18,7,143,0,0,3,0,0,4,1,0,5,2,0
M,25,7,923,3,1,5,0,2,3,3,0,5,5,3
F,25,16,234,3,3,0,5,3,0,0,0,5,0,0
F,25,2,319,5,1,0,0,3,2,2,1,3,3,5
F,1,7,281,0,1,2,0,1,4,4,0,5,0,1
F,45,15,900,0,1,0,5,2,0,2,0,3,0,2
F,18,20,222,5,4,1,5,5,2,4,1,1,0,0
M,1,9,870,0,0,0,2,5,2,0,2,4,0,1
F,1,4,927,1,1,0,1,4,0,2,1,3,2,1
M,1,5,140,4,1,1,5,4,2,1,5,3,2,0
F,35,2,300,1,0,5,0,0,4,3,0,5,2,2
M,56,6,29,0,0,2,2,5,3,3,1,0,1,0
F,25,12,871,0,3,4,0,1,0,4,5,0,0,0
M,25,16,82,5,4,2,5,4,4,5,0,2,4,0
M,25,4,582,1,0,0,1,0,1,2,5,5,0,0
M,1,14,752,3,3,5,0,0,4,3,3,2,3,0
F,25,16,23,2,1,0,0,5,4,2,1,1,0,0
F,56,4,958,1,4,2,0,3,0,4,1,4,1,0
F,45,15,10,5,0,0,5,0,5,0,1,4,3,0
M,35,7,931,5,1,1,0,5,5,0,1,0,5,0
F,25,2,972,0,0,4,1,4,2,3,3,4,2,1
M,1,0,945,3,1,3,2,4,4,1,0,4,0,2
M,45,10,967,0,0,0,1,5,2,3,4,1,2,2
M,25,18,949,4,0,4,0,0,5,1,0,4,1,2
M,56,20,765,4,0,0,2,5,3,3,1,0,3,0
F,50,15,741,0,0,1,3,0,0,1,1,5,0,0
F,1,9,273,5,0,1,0,3,1,3,0,4,4,0
M,25,6,971,1,0,5,4,5,5,2,0,0,0,5
M,25,17,740,2,2,4,2,3,2,3,3,2,2,5
M,18,8,613,4,0,5,1,1,3,1,0,3,0,0
M,50,15,211,4,2,5,0,2,5,0,2,0,0,1
M,25,5,790,1,3,5,1,2,4,4,1,5,5,4
M,1,17,750,0,1,4,3,2,2,1,0,0,4,2
M,45,7,358,5,0,4,0,4,3,2,0,0,3,0
M,25,17,601,3,0,5,5,2,4,5,0,0,1,0
F,45,7,870,5,0,5,2,2,0,3,5,2,3,3
F,18,20,284,4,0,0,3,0,3,1,5,5,1,2
M,56,11,235,0,4,5,2,0,3,2,1,0,0,1
M,50,10,720,1,0,1,3,2,4,2,2,0,4,2
F,25,6,417,2,2,0,0,4,1,4,1,5,5,0
F,25,11,603,2,4,4,0,4,3,3,0,4,0,0
F,25,20,62,5,0,4,1,5,4,1,2,0,1,0
M,45,15,186,0,1,5,0,4,2,4,0,0,2,5
M,25,9,337,2,1,2,5,4,1,2,1,3,2,0
F,25,4,809,4,0,4,1,0,0,3,1,0,0,4
M,18,2,21,1,0,2,5,2,2,5,1,0,0,4
F,56,18,140,1,2,4,0,4,4,3,0,0,0,2
F,45,9,484,0,2,1,2,3,1,5,2,0,0,5
F,56,4,338,5,4,2,2,3,1,4,5,4,4,2
F,35,13,23,5,0,1,0,0,0,5,1,2,1,5
F,25,2,396,1,4,5,0,1,2,2,0,3,4,0
F,50,20,727,0,0,3,4,3,3,0,0,5,2,0
M,25,17,910,1,0,0,0,0,4,5,5,4,1,0
M,50,20,581,4,3,1,0,2,0,1,5,1,0,5
M,25,14,459,0,0,5,0,4,0,3,0,3,0,0
M,50,14,208,2,0,4,2,2,0,3,1,3,1,3
M,18,10,286,4,3,3,3,0,0,3,1,3,4,5
F,25,4,443,3,4,5,1,5,3,1,0,3,0,0
F,50,14,983,2,0,2,0,3,1,3,5,3,0,0
F,25,7,640,1,2,4,0,2,5,0,2,0,1,0
M,50,9,944,1,0,1,2,1,4,1,3,1,2,0
F,18,11,490,4,0,4,2,0,0,2,0,4,5,1
F,25,10,928,0,0,4,5,0,2,5,1,5,0,0
M,25,1,105,0,0,5,5,5,0,0,2,4,1,2
M,18,10,483,4,0,4,2,4,0,2,0,5,0,0
M,45,8,974,4,4,0,1,2,0,3,2,0,2,3
M,45,17,87,2,2,5,4,3,0,0,0,4,0,0
M,45,15,970,3,1,4,0,0,3,4,0,0,5,1
M,45,6,503,4,0,0,5,1,0,1,1,0,4,3
F,25,17,782,4,1,4,0,5,4,3,0,0,1,0
M,18,8,582,0,1,5,3,0,2,0,5,0,1,0
M,25,3,211,1,0,5,5,2,3,2,2,2,1,0
M,18,7,452,4,0,5,2,4,4,3,1,4,5,0
M,1,4,840,2,0,0,5,2,0,4,5,0,1,0
M,18,11,571,0,1,4,0,0,2,3,0,4,2,2
F,25,15,141,1,1,3,5,2,5,3,2,5,5,0
F,45,6,294,0,4,5,4,5,0,1,1,2,4,4
M,35,0,459,1,4,2,1,0,0,3,3,0,2,1
M,1,9,447,2,0,2,2,5,1,5,0,2,1,0
F,56,7,265,4,0,3,2,5,0,0,2,0,0,0
M,18,12,131,5,3,1,0,1,2,4,0,4,1,0
M,25,15,82,5,0,0,0,0,3,4,5,4,2,5
F,1,15,602,2,0,0,5,2,4,2,5,0,0,2
M,1,13,701,0,0,4,1,2,2,5,5,1,4,0
M,1,15,773,0,4,4,1,0,0,3,1,0,0,3
F,35,2,941,0,0,0,0,0,4,4,5,2,3,0
F,56,5,970,4,0,3,0,3,4,2,0,2,1,0
F,50,3,436,1,0,4,2,4,4,5,1,3,4,0
M,25,19,417,1,3,3,0,3,0,4,1,0,0,2
F,50,20,18,0,0,4,0,4,0,4,0,2,4,0
F,25,17,623,0,1,0,2,2,2,1,0,0,0,0
F,50,7,338,4,0,0,5,1,0,3,2,0,0,3
F,25,17,945,5,0,0,0,3,5,3,1,0,0,2
M,45,2,329,4,3,5,1,5,1,4,0,3,5,5
M,1,14,17,1,0,2,5,0,2,0,3,5,2,0
M,18,5,40,0,1,1,0,0,3,4,1,3,0,4
M,35,10,544,0,1,2,1,3,2,2,0,4,4,0
M,25,8,761,2,0,0,0,0,0,5,1,1,3,2
M,56,0,954,3,3,0,3,2,0,3,0,1,4,2
M,25,9,923,2,1,2,0,4,0,1,0,2,2,4
F,56,10,980,1,4,2,1,4,3,5,1,3,1,4
M,35,11,405,0,4,2,1,2,2,5,5,5,0,2
F,18,7,937,3,0,0,0,4,0,1,0,3,5,1
M,1,4,559,1,1,5,0,0,0,3,0,2,0,0
M,45,20,273,0,1,2,2,5,0,5,5,5,0,0
M,1,14,165,1,4,5,1,4,3,2,0,3,1,0
F,18,4,655,0,1,0,5,3,5,5,3,3,1,4
M,56,3,190,3,0,0,0,3,4,3,0,0,0,4
M,18,2,262,1,0,0,2,5,4,5,0,0,2,0
M,25,11,523,0,3,0,1,1,0,1,2,1,1,0
M,45,4,480,4,3,1,1,1,0,5,0,4,4,3
F,45,10,787,0,0,0,0,0,3,4,5,4,2,5
F,45,10,234,0,0,5,3,4,0,3,1,4,2,0
F,18,9,940,5,0,3,3,5,4,3,2,3,4,0
F,56,5,132,1,0,4,5,4,5,5,1,5,1,0
M,25,2,20,5,4,0,2,0,0,5,1,5,5,4
F,35,1,180,0,2,3,1,4,2,0,0,4,0,0
F,18,12,701,0,2,1,5,0,5,2,2,3,1,0
F,25,14,787,1,0,1,0,3,5,0,1,0,3,1
F,18,12,982,5,2,3,1,5,0,2,1,2,0,2
M,1,0,321,4,2,0,5,0,0,2,1,2,5,0
F,25,18,432,2,3,0,5,1,0,2,3,3,0,5
F,18,2,376,0,0,1,1,5,0,3,0,1,0,2
F,1,4,554,0,0,3,3,0,2,3,0,2,1,0
M,18,12,84,0,0,5,4,3,0,0,4,5,1,3
M,50,2,943,5,1,3,5,5,0,1,0,4,1,2
M,45,3,354,0,0,4,4,3,3,3,0,3,0,1
M,35,20,200,0,0,5,1,0,5,1,0,1,0,0
M,1,2,224,4,0,1,2,0,5,3,1,3,2,0
M,18,7,358,2,4,4,2,5,3,0,0,0,1,5
M,18,19,913,5,0,0,3,4,1,1,2,4,0,5
M,18,12,297,0,2,0,2,0,4,0,4,5,0,5
F,1,17,427,3,3,0,4,4,0,2,5,4,5,2
F,18,20,274,0,2,2,4,1,0,5,5,3,1,4
M,1,2,31,0,0,1,1,0,0,4,3,2,1,0
M,45,2,245,0,2,0,2,1,4,2,2,5,0,2
F,25,7,925,3,4,1,4,0,3,2,2,3,1,0
M,18,18,904,3,0,5,0,0,3,2,0,4,1,0
M,35,18,435,4,4,0,0,1,3,0,1,4,3,0
M,35,11,63,4,3,0,0,0,2,3,3,1,2,0
M,25,14,377,0,4,3,1,3,4,5,0,3,2,2
F,25,9,346,5,0,0,2,5,1,3,5,4,0,2
M,50,7,466,0,0,2,1,0,5,5,5,3,0,2
F,56,4,535,0,1,1,2,3,0,2,0,4,2,4
M,45,2,840,3,0,0,2,0,1,1,2,4,5,0
F,50,20,465,2,2,5,0,0,0,5,0,0,0,0
F,56,7,601,4,1,5,3,4,1,5,0,0,0,4
M,18,14,596,0,0,0,5,0,0,5,3,0,4,4
F,25,11,287,3,2,0,2,1,5,4,2,3,0,2
F,18,7,196,0,2,3,0,3,5,3,3,1,0,5
F,18,15,198,2,3,0,3,4,0,5,3,0,0,2
M,25,3,236,2,1,5,0,3,4,1,4,2,5,2
M,1,2,497,0,0,4,2,2,2,1,1,3,0,4
M,25,0,598,3,0,0,0,0,0,1,0,1,4,2
F,18,4,61,3,0,5,1,5,0,3,0,2,0,0
F,35,8,969,4,3,1,1,0,4,3,2,3,0,0
F,25,20,112,3,1,5,5,2,2,5,0,0,0,3
M,25,7,347,3,0,1,1,1,0,2,2,0,0,1
M,35,9,559,4,0,0,4,5,0,4,0,0,1,2
F,18,1,432,1,0,5,1,2,0,3,4,3,0,4
F,1,4,166,0,0,3,0,5,3,2,5,0,0,1
F,50,9,112,3,0,0,2,4,5,4,0,4,1,4
M,25,9,856,5,3,1,2,5,3,4,0,0,3,3
M,56,20,322,3,3,1,0,4,1,0,3,5,4,2
M,45,13,54,0,1,3,0,0,3,5,5,3,0,0
M,18,0,603,5,3,0,0,5,4,2,2,0,0,1
M,25,20,940,5,1,0,5,0,0,1,1,1,5,2
F,35,4,544,0,3,0,5,2,0,4,3,2,2,0
F,25,20,630,2,4,1,0,0,4,2,4,5,5,3
F,35,0,338,1,0,0,5,4,2,1,5,0,0,0
F,25,13,157,5,0,4,2,5,3,4,1,0,1,0
F,45,13,871,1,4,5,3,0,0,3,2,3,0,2
F,25,17,584,1,1,0,1,3,4,2,1,0,1,4
M,35,2,815,0,0,5,5,0,4,2,0,1,0,0
F,18,14,794,1,2,0,2,0,1,0,2,0,0,1
M,56,11,31,0,0,5,1,4,0,2,1,5,3,1
M,18,12,302,5,4,5,4,0,4,1,3,4,0,0
M,50,13,180,0,0,2,0,0,5,2,5,1,4,0
M,45,15,584,0,0,0,2,5,0,2,2,5,0,0
M,56,17,992,1,1,5,1,0,0,5,5,4,4,0
M,50,2,209,3,0,2,0,4,1,2,0,5,4,0
M,25,12,166,5,4,0,2,0,4,1,3,0,1,0
M,18,7,952,1,0,0,0,2,1,3,2,5,1,2
F,50,14,220,3,4,1,5,1,0,0,0,2,4,3
F,45,10,22,2,0,5,3,4,4,2,2,5,2,2
M,35,4,973,5,2,0,5,5,2,2,4,3,0,0
F,25,8,833,3,0,1,1,3,4,0,1,3,2,4
M,35,13,826,2,2,1,0,1,5,1,2,0,5,5
F,50,2,280,1,2,2,1,0,4,2,5,1,0,2
M,1,5,88,0,0,3,5,0,0,1,0,5,2,5
M,35,10,272,4,0,0,0,0,3,1,2,1,0,3
M,18,20,662,1,0,5,4,3,0,1,0,0,1,0
M,1,9,80,0,0,1,4,1,4,0,1,5,2,2
F,45,19,281,2,1,5,3,3,0,2,0,2,1,2
M,35,4,965,3,4,5,5,3,0,2,3,5,0,2
M,56,2,48,0,3,2,2,5,0,2,1,2,4,2
M,25,19,440,1,0,5,0,0,0,1,3,4,0,3
M,56,3,21,2,4,0,0,4,0,0,1,3,3,0
M,56,2,88,2,1,3,3,2,0,4,0,2,1,1
M,25,12,790,4,3,5,1,0,4,5,0,4,0,0
M,1,4,811,5,0,1,0,0,2,5,3,4,4,5
F,25,4,801,0,0,4,1,4,4,0,2,2,2,5
M,25,19,630,2,4,4,0,4,1,4,0,0,1,0
F,45,3,16,4,4,1,0,0,2,2,3,4,0,0
M,18,6,41,5,3,4,5,0,3,3,0,0,2,0
M,18,5,802,1,2,4,3,3,0,3,1,3,0,2
F,18,12,352,2,0,5,4,1,3,5,2,4,5,0
M,25,17,799,3,0,5,0,4,1,3,1,4,1,2
M,18,8,436,3,0,4,5,0,2,4,0,3,1,0
F,18,12,793,2,3,2,0,5,2,4,4,1,0,5
M,25,11,136,2,0,5,5,5,3,0,1,3,2,3
F,18,15,10,1,0,2,2,0,5,5,0,1,4,0
M,45,20,143,0,1,4,1,1,4,0,0,5,0,0
F,45,20,531,5,0,0,5,1,0,0,1,5,0,0
F,1,1,919,4,2,5,2,2,0,0,1,5,1,1
F,18,15,454,5,1,5,1,4,0,5,0,3,2,2
M,45,0,730,1,2,1,1,3,3,2,1,3,0,2
F,50,14,921,4,1,0,0,0,4,5,2,5,4,0
F,25,2,78,2,1,4,4,0,5,0,0,5,1,2
F,50,17,240,0,1,3,2,0,1,0,2,4,0,1
F,25,17,333,3,4,2,2,0,2,5,1,1,0,5
F,25,16,373,0,3,1,0,2,0,1,1,3,0,5
M,56,2,235,5,4,4,1,0,3,1,0,0,0,0
M,25,11,534,3,0,4,0,0,0,5,4,5,1,0
F,1,1,981,0,0,5,2,4,0,1,0,4,5,2
M,25,2,970,0,1,2,2,5,0,1,5,3,2,4
M,50,20,410,2,2,1,1,2,3,2,5,5,0,0
F,50,18,89,2,0,4,3,0,4,2,3,4,1,0
M,25,15,112,1,4,4,0,4,0,0,0,2,0,0
M,45,7,20,0,0,2,0,2,0,1,0,1,3,0
M,50,13,193,2,0,0,1,0,5,2,5,3,1,4
F,25,18,331,1,0,2,5,1,4,0,0,5,0,3
M,45,0,84,5,4,1,2,0,5,0,3,0,0,5
M,25,11,297,3,0,3,1,0,0,0,1,4,0,0
M,1,10,90,1,0,0,0,2,0,3,2,0,3,3
F,56,10,826,1,0,5,0,3,2,0,5,2,5,5
M,25,7,211,2,0,5,0,2,0,2,0,1,2,5
M,18,8,41,1,0,4,2,4,0,3,5,5,3,2
M,25,5,944,4,1,4,4,0,3,3,0,0,1,0
M,35,4,473,5,4,4,0,0,0,1,1,4,1,0
M,56,9,302,5,0,5,0,1,3,4,2,5,1,0
M,56,17,580,3,4,0,3,0,4,2,1,0,0,1
F,56,7,744,2,0,4,0,5,0,5,5,0,0,3
F,1,0,84,4,0,5,4,3,0,4,2,1,4,0
F,1,1,196,1,3,4,0,2,3,3,2,0,1,0
F,25,17,685,2,0,0,0,2,0,5,3,0,2,3
M,18,14,168,5,0,3,4,5,0,0,1,4,2,5
M,56,5,6,2,0,3,0,0,2,5,5,2,0,0
F,50,15,196,0,0,0,2,2,3,0,1,0,4,2
F,1,5,815,3,2,2,0,1,2,0,0,3,2,0
M,50,2,602,0,4,5,0,0,2,2,2,0,4,2
M,25,1,130,3,0,0,0,4,5,3,5,4,1,0
F,1,15,190,1,1,5,0,1,0,5,2,4,1,0
F,1,20,786,0,0,3,1,4,2,2,1,0,5,0
F,45,5,82,0,0,5,2,0,5,3,1,2,4,0
M,18,14,196,5,2,3,1,5,4,2,1,2,2,0
M,25,15,396,2,4,3,1,1,2,3,0,1,0,0
M,35,0,908,4,1,5,5,0,4,0,0,0,1,0
F,25,2,910,0,1,4,2,0,2,0,1,4,0,0
