Gender,Age,Occupation,ZIP-code,673,810,1073,1126,1702,2100,2174,2253,2797,3393,3466
M,25,4,982,2,3,5,4,5,1,2,0,5,2,0
M,18,12,282,1,4,5,0,0,0,4,2,0,5,5
M,35,18,983,2,0,1,0,0,0,0,0,0,3,2
M,25,19,433,0,0,5,2,0,3,1,5,2,0,2
M,18,12,800,4,0,5,0,0,0,2,0,0,3,2
M,56,2,336,0,3,2,4,5,1,5,0,2,1,0
M,56,11,244,1,0,0,1,1,0,1,0,4,0,0
F,35,19,554,1,0,5,5,0,1,3,0,0,1,2
M,50,18,240,0,0,0,4,4,0,4,0,2,0,2
M,50,3,895,3,1,5,0,5,0,5,0,3,4,0
F,1,12,900,0,0,2,5,5,4,5,5,0,1,3
M,50,17,580,1,0,1,3,5,5,4,5,0,0,3
M,35,8,377,3,4,5,3,0,3,0,3,0,0,0
M,25,20,910,0,3,0,5,0,3,0,3,1,0,0
M,56,6,424,1,0,2,0,3,4,5,2,4,2,0
F,35,9,497,3,0,2,0,1,0,2,0,3,5,5
M,50,9,498,5,1,0,1,3,3,4,2,0,2,3
M,1,13,465,2,0,5,3,2,1,3,1,0,1,0
M,25,3,321,5,3,5,0,5,3,4,0,0,0,5
M,45,1,605,1,4,5,4,2,0,1,5,3,0,1
M,35,14,957,0,1,5,4,1,3,2,4,3,3,5
M,35,1,436,1,3,2,0,4,3,2,5,3,1,0
M,1,12,895,5,2,5,5,4,1,0,3,2,0,1
F,1,1,988,1,3,5,0,3,1,1,5,3,2,0
M,35,12,465,0,3,5,1,1,0,4,0,2,0,1
M,50,17,127,0,4,4,5,3,0,1,3,5,4,2
M,1,0,856,0,1,5,0,5,5,2,0,5,0,2
M,56,16,623,0,0,2,0,4,3,3,3,2,1,0
M,50,11,68,2,3,5,1,0,3,0,4,0,5,0
F,18,13,988,0,0,0,0,0,4,5,5,0,0,2
M,45,2,131,5,3,5,0,5,3,0,1,5,2,0
F,50,10,208,2,4,1,1,1,5,1,2,4,0,2
M,45,8,488,0,0,2,5,1,5,5,1,5,0,0
M,1,19,276,0,3,0,1,1,0,4,5,4,2,4
F,18,2,396,2,0,2,3,1,0,4,2,0,4,0
M,45,12,752,4,3,1,2,2,2,0,0,2,0,0
M,25,15,701,2,2,1,0,3,3,3,0,0,0,0
M,18,16,708,0,0,1,1,3,0,4,3,1,1,5
M,18,4,928,5,1,1,2,2,2,0,0,4,0,0
M,50,17,726,3,0,0,3,1,0,2,4,0,2,0
M,25,16,12,0,3,0,2,4,0,1,4,3,0,0
M,50,3,27,1,3,0,4,3,0,1,5,4,1,1
F,45,11,193,4,0,2,1,0,2,3,4,3,5,0
M,45,12,76,1,2,1,2,0,0,4,2,1,0,0
F,50,20,224,5,3,0,3,2,4,2,3,1,2,4
M,1,14,920,3,0,3,1,0,1,4,0,3,0,0
F,50,0,88,3,0,4,0,5,3,3,3,5,5,4
M,45,0,18,0,4,1,5,2,1,1,0,3,0,2
M,18,9,970,1,0,1,1,2,3,5,5,0,3,0
F,50,11,279,0,2,1,4,4,4,2,0,0,4,3
M,50,8,758,0,0,1,0,4,2,0,5,3,0,0
F,1,11,62,2,1,5,3,3,3,5,4,0,2,0
M,1,14,461,1,0,2,4,5,5,0,5,4,2,0
M,50,13,820,0,1,1,4,5,2,4,0,5,3,5
F,35,9,820,3,0,3,2,4,5,0,0,1,0,3
M,56,2,196,2,4,5,0,5,0,3,5,3,5,5
M,1,19,547,3,2,5,5,1,5,5,0,0,1,2
M,56,12,559,0,2,4,5,4,1,2,4,0,1,2
M,25,19,165,5,0,1,0,0,3,0,0,3,4,0
M,50,18,38,2,2,2,0,0,4,4,1,0,3,4
M,50,7,336,1,1,0,3,4,1,3,5,0,0,2
M,18,4,78,0,2,1,1,0,2,1,3,5,0,0
F,35,18,382,3,0,3,2,3,1,0,5,2,1,0
M,25,2,981,1,2,4,5,1,4,2,4,4,0,0
M,35,19,410,3,2,1,0,0,3,3,0,4,2,2
F,45,2,379,5,3,5,0,1,0,0,0,0,5,0
M,25,3,463,2,3,0,0,0,3,2,0,2,0,0
F,45,11,935,1,0,3,0,3,0,4,1,1,2,1
M,25,17,612,3,3,5,0,0,5,0,2,5,1,0
M,18,15,232,1,2,4,1,0,3,1,2,3,0,4
M,18,2,928,1,0,5,5,0,5,3,1,0,4,3
M,25,15,625,1,1,5,0,4,4,0,4,0,0,0
M,25,11,146,0,2,5,4,0,0,5,0,2,0,2
M,25,15,910,3,0,4,0,0,5,4,0,1,0,5
F,56,1,973,2,0,5,4,4,3,2,4,2,0,1
M,25,10,462,0,2,3,0,0,3,3,0,2,0,0
F,1,18,290,5,3,2,4,1,1,4,3,0,1,0
F,45,17,606,0,2,0,4,1,0,3,0,2,4,5
M,35,2,912,1,0,4,5,0,4,4,0,0,0,0
F,50,1,815,4,0,5,0,5,0,3,0,4,0,5
F,18,17,735,0,4,4,3,0,2,3,0,4,0,3
F,50,14,98,2,0,5,4,0,0,0,3,4,0,4
M,50,8,800,0,1,1,1,0,4,2,1,3,3,4
M,56,8,141,0,0,0,0,3,0,2,0,3,4,0
F,56,7,911,3,1,0,0,5,0,1,3,0,1,1
M,45,14,482,0,0,0,1,3,5,0,0,5,2,0
M,25,5,42,2,4,5,0,1,1,4,2,2,0,0
