Gender,Age,Occupation,ZIP-code,2,56,260,653,673,1009,1073,1525,1750,1881,1967,2043,2093,2105,2143,2193,2399,2628,2968,3479,3489,3877,3889
F,1,9,76,5,3,2,4,5,5,4,1,0,1,1,0,1,3,0,3,3,5,0,2,1,0,1
F,18,7,54,1,2,0,5,2,5,2,3,1,5,1,5,4,1,0,3,2,2,2,0,2,2,3
M,45,19,524,5,2,0,4,5,2,2,1,3,1,3,5,4,1,0,3,2,2,0,5,3,1,2
M,1,6,602,4,1,0,5,1,2,5,1,0,4,3,4,5,3,1,0,2,5,5,2,4,0,5
M,25,20,943,5,5,4,5,1,5,1,3,4,2,5,1,3,5,5,1,4,1,5,4,2,4,5
M,18,0,104,4,1,4,4,5,2,5,3,5,0,1,3,3,3,3,4,4,2,4,0,0,3,3
F,50,12,974,4,4,2,2,4,5,5,4,5,2,1,4,3,2,3,3,3,5,4,2,4,2,5
M,35,4,980,2,3,4,5,3,5,4,2,0,3,1,3,2,3,1,4,5,3,3,3,1,4,2
M,35,4,977,4,3,3,5,0,0,2,2,5,3,5,1,1,5,0,4,4,3,5,3,2,3,3
F,18,2,871,1,0,2,5,1,2,0,5,5,1,5,0,2,2,0,4,1,1,0,2,3,5,5
M,45,2,333,1,2,3,5,1,4,5,3,1,0,0,5,2,1,2,5,3,0,2,4,3,2,4
F,18,11,666,1,4,1,5,4,0,1,1,3,1,0,5,4,4,4,0,3,1,1,3,0,5,3
F,18,17,196,1,1,1,3,2,4,3,3,2,0,5,2,2,0,2,5,0,4,1,5,5,5,3
M,45,0,928,0,1,5,4,0,3,2,4,2,2,3,1,3,5,2,3,0,1,3,1,3,5,1
F,18,4,436,2,3,1,5,3,5,5,2,0,2,1,4,4,5,0,0,4,0,1,2,1,2,5
M,18,9,958,5,4,1,4,2,5,5,1,5,2,4,1,1,2,1,0,4,1,4,2,1,0,1
M,25,16,224,2,0,3,5,0,0,2,0,1,4,1,1,0,4,4,0,2,0,0,4,0,2,1
M,50,16,168,1,0,0,4,3,0,4,3,0,2,0,4,0,4,3,4,3,3,1,2,3,0,0
F,25,6,191,2,4,4,0,2,3,5,5,2,5,2,5,2,4,1,2,2,5,5,1,1,1,1
F,18,11,211,3,1,1,4,2,0,5,1,5,1,2,2,1,1,4,1,4,2,4,0,3,1,3
F,35,8,300,1,0,4,2,0,0,1,3,2,4,0,1,1,1,2,3,4,5,1,3,3,4,5
M,1,10,26,5,5,5,0,4,3,0,5,3,4,0,4,1,3,0,1,1,2,5,2,3,5,3
M,18,8,956,1,3,2,2,1,4,0,2,1,0,2,5,5,5,1,1,5,5,3,2,0,5,3
M,1,2,77,2,2,0,1,0,2,3,5,5,4,1,0,3,2,3,3,0,5,1,3,1,5,1
F,56,13,285,0,5,0,5,3,2,1,1,0,4,0,1,2,5,0,0,1,4,5,3,3,0,1
M,25,9,773,4,4,3,2,1,1,1,3,0,1,5,1,0,5,2,2,4,1,4,4,1,3,2
F,18,7,37,5,1,5,4,5,4,5,1,0,5,5,1,1,3,1,5,5,4,4,0,5,3,4
F,45,19,870,5,1,4,3,2,3,0,4,0,2,5,1,2,1,5,2,3,5,0,5,5,1,4
F,25,2,685,4,1,2,5,1,0,1,3,1,0,0,3,3,5,5,4,2,1,4,5,3,1,1
F,1,3,432,4,2,1,0,0,2,0,1,2,1,2,5,1,5,0,2,2,5,2,5,3,2,3
M,1,5,430,2,4,2,0,5,0,4,5,3,5,2,2,4,2,1,5,1,2,3,1,2,4,5
M,35,4,943,2,1,3,3,0,0,2,2,4,3,5,2,4,4,0,5,2,4,1,2,4,0,0
M,25,9,590,5,1,4,2,3,1,3,4,1,1,1,4,0,0,4,3,3,0,0,0,4,3,0
F,35,11,197,5,5,5,4,1,2,4,5,0,1,4,3,4,5,4,1,1,5,3,0,4,0,4
F,18,11,196,2,2,0,3,2,0,1,1,5,0,0,2,5,5,4,2,0,0,0,1,3,5,1
M,45,10,985,1,4,1,5,0,5,0,1,0,5,1,1,2,2,2,4,4,5,4,0,5,3,3
M,18,0,597,2,5,3,3,4,0,4,4,0,2,1,2,3,0,4,0,0,1,2,2,3,3,3
F,18,4,843,1,1,0,1,4,0,4,2,1,5,2,0,0,3,5,1,0,0,0,4,4,3,5
F,1,9,930,4,3,0,4,4,3,1,1,5,4,0,1,1,4,4,1,1,3,0,0,5,3,0
F,25,5,372,2,2,0,2,1,5,0,5,3,3,2,0,5,3,4,0,4,3,4,5,3,2,0
F,1,12,358,1,1,1,2,3,1,1,4,4,5,5,0,1,0,3,0,1,0,5,1,2,0,1
F,25,8,236,0,5,4,3,5,2,3,3,1,2,4,5,2,4,2,0,2,1,2,1,4,2,4
M,45,17,666,1,1,3,3,1,5,2,0,0,4,5,2,0,2,3,2,4,0,2,5,0,5,0
M,25,1,520,4,1,1,5,5,1,1,1,1,0,2,0,2,0,0,3,0,0,2,5,0,0,1
F,45,18,773,0,0,0,2,5,2,0,1,1,3,0,4,0,5,4,2,2,1,2,5,2,3,2
F,25,9,337,4,0,1,2,5,5,2,3,0,2,2,5,2,3,5,2,2,5,1,2,0,3,5
M,50,4,320,2,2,1,5,0,2,5,3,4,3,0,4,5,4,3,4,2,2,3,2,2,0,5
M,35,0,465,5,3,2,1,5,4,5,3,4,2,5,0,0,4,4,5,4,5,1,4,4,5,4
M,1,7,622,5,3,1,1,0,3,3,0,4,5,4,1,0,2,1,3,1,0,5,0,5,2,0
