Gender,Age,Occupation,ZIP-code,673,1881,1920,2087,2138
M,25,9,80,0,5,0,0,0
F,1,4,773,0,3,5,4,2
F,25,19,112,5,0,1,0,0
M,35,2,498,0,3,0,0,1
F,1,2,800,0,3,3,0,0
M,50,4,434,1,2,0,3,0
F,50,9,16,1,2,0,4,4
M,56,9,454,0,0,4,2,2
M,25,1,943,0,1,0,0,4
M,25,4,31,2,5,0,3,4
M,18,5,70,2,5,0,0,0
F,18,14,360,3,2,3,0,2
M,1,0,279,1,1,3,2,2
M,50,8,330,0,0,0,4,4
M,18,4,322,4,2,5,5,2
F,18,11,275,0,3,2,1,1
M,56,14,652,0,3,1,3,1
F,18,19,70,0,4,4,0,0
M,1,15,993,2,5,4,0,3
M,18,15,442,1,0,0,1,0
M,25,16,720,1,2,0,0,0
F,25,18,261,0,3,3,0,0
M,1,1,328,5,5,0,0,0
M,25,17,700,5,0,3,0,5
M,50,4,708,0,4,5,0,0
F,25,2,969,4,2,5,4,0
M,50,4,149,3,4,4,2,0
F,1,15,681,3,2,4,5,5
M,1,4,443,1,2,0,0,0
M,25,6,21,0,3,3,4,0
M,50,12,765,1,2,1,3,0
M,25,11,286,0,0,5,0,0
M,50,20,484,0,2,3,2,2
M,18,4,331,0,0,4,5,0
M,18,5,442,2,4,0,5,0
F,45,0,452,0,3,0,5,0
F,45,8,525,5,3,4,2,4
M,18,2,105,2,2,0,4,1
M,1,0,731,0,1,3,3,0
M,56,8,523,0,2,3,3,0
M,25,0,681,1,1,2,2,0
F,1,20,973,0,2,5,0,4
F,56,17,131,0,3,4,0,1
F,56,20,230,3,0,0,4,4
M,35,12,132,0,4,0,0,0
M,25,13,953,0,4,0,0,0
M,1,9,857,0,1,4,5,2
M,50,18,123,3,4,0,3,1
F,35,13,358,1,1,0,0,0
M,25,11,720,0,4,0,0,0
M,25,12,22,0,3,4,0,0
M,50,2,878,5,1,2,1,3
F,35,2,168,3,4,3,4,1
M,1,14,143,1,1,0,1,1
M,1,0,830,5,3,0,4,2
M,45,12,279,2,5,2,4,4
M,35,16,297,2,0,1,3,4
M,35,13,224,0,5,2,2,0
M,1,8,609,1,1,3,0,1
M,35,10,208,0,2,3,0,0
M,56,20,80,3,0,2,1,3
M,1,4,928,5,5,3,3,1
M,45,9,840,2,1,1,3,0
F,45,3,111,3,1,4,3,0
M,25,20,991,4,1,5,0,2
M,45,9,974,5,1,3,2,4
M,45,5,947,1,3,5,4,4
M,45,7,913,0,1,5,4,0
M,18,18,362,0,2,3,0,0
F,25,16,200,3,3,0,5,2
M,1,0,70,0,5,0,0,0
F,56,18,80,0,5,3,1,0
F,1,20,554,4,0,4,3,4
M,50,15,230,2,2,1,0,2
F,50,10,744,4,2,0,5,4
M,50,5,16,3,1,2,0,1
F,50,15,700,4,4,5,3,0
M,45,15,790,5,2,5,4,0
M,25,3,750,0,0,5,0,0
F,56,19,65,0,4,0,5,0
F,1,18,149,5,5,2,0,3
M,50,15,547,3,0,2,5,4
M,50,0,871,2,0,3,5,4
M,56,17,112,0,5,0,1,4
M,50,17,906,1,2,5,0,4
F,35,4,555,0,4,0,0,0
F,35,6,201,1,4,2,4,3
F,45,2,484,0,5,3,5,4
M,18,12,265,1,1,4,2,3
F,50,12,905,4,2,3,2,4
F,18,4,128,3,0,4,5,0
F,45,17,379,3,4,3,4,2
M,45,20,947,2,2,1,1,0
M,45,13,906,1,1,2,0,4
M,50,7,112,5,0,2,5,5
F,1,14,168,2,2,2,0,2
