Gender,Age,Occupation,ZIP-code,247,885,1097,1654,2086,2138,2872
M,18,4,405,0,5,5,0,0,4,4
F,25,18,914,1,2,4,3,5,2,5
M,25,14,349,4,0,0,5,3,0,2
F,50,4,352,0,4,2,0,0,4,1
F,1,15,957,0,4,0,0,5,0,4
F,56,9,301,0,0,5,1,4,0,1
F,50,19,17,3,5,2,1,4,0,1
F,1,6,361,2,1,1,2,5,4,0
M,1,18,612,2,4,5,2,0,0,0
F,25,1,852,3,3,2,4,4,0,0
M,56,19,465,3,5,2,2,5,0,2
M,45,7,132,3,3,3,1,0,0,0
M,56,19,405,4,0,5,2,0,0,0
M,50,1,24,4,1,1,0,5,5,0
M,18,14,912,2,5,1,0,2,0,5
M,18,2,282,1,3,5,1,3,1,4
M,25,12,840,0,2,0,0,3,4,0
M,1,4,523,0,0,1,0,4,3,4
M,25,9,19,2,4,3,3,2,2,2
F,18,13,983,0,3,3,1,4,0,5
M,18,3,442,0,4,3,3,0,0,0
M,45,7,110,5,2,1,1,4,0,0
M,18,14,453,3,0,3,0,5,4,0
M,50,0,799,0,5,2,1,0,2,3
M,1,1,544,1,0,3,0,0,2,2
M,25,7,275,0,0,4,1,0,0,3
M,1,14,228,0,0,2,1,5,4,0
M,25,0,193,1,0,4,0,0,0,3
F,35,5,90,0,3,4,5,0,0,0
F,18,18,988,4,0,0,2,4,2,1
F,18,20,953,0,0,3,2,5,0,2
M,18,8,417,1,5,2,3,0,0,4
M,1,12,31,0,2,1,4,0,0,5
M,50,19,62,3,4,2,5,3,0,4
F,50,4,306,4,3,2,2,4,3,0
M,50,20,443,1,2,4,2,3,5,5
M,35,17,194,0,4,4,0,0,5,2
M,18,16,744,2,4,1,4,0,0,0
F,35,11,523,5,0,5,0,3,3,5
M,45,14,539,2,1,1,3,0,3,0
M,50,0,630,0,2,4,4,0,0,0
F,50,10,563,0,0,4,0,0,3,0
F,1,15,326,5,1,3,1,2,0,5
F,1,0,26,0,0,3,4,0,0,0
F,1,10,358,0,2,2,1,4,0,2
F,18,16,13,3,2,3,1,2,3,4
M,25,16,175,0,5,4,1,0,4,2
M,56,4,826,0,3,0,1,0,3,0
F,35,20,949,1,0,5,1,5,3,3
F,50,2,441,4,3,0,1,0,5,1
F,35,15,279,5,0,2,0,4,0,4
M,35,18,804,1,0,4,3,0,1,3
F,35,11,801,1,0,1,0,0,4,0
M,1,4,967,0,4,4,1,0,0,0
M,56,8,837,0,3,3,1,5,2,5
F,1,6,910,2,3,0,2,0,1,5
M,56,4,744,5,2,0,0,0,0,0
M,45,17,606,0,2,3,2,0,1,5
F,50,14,105,2,2,4,5,3,2,0
M,56,7,524,0,4,5,2,0,0,2
M,18,19,799,2,1,0,5,4,0,5
F,25,12,33,2,2,2,0,0,2,4
M,25,7,78,4,2,0,4,0,0,5
F,45,2,598,3,4,5,0,4,4,1
M,50,20,161,0,2,1,0,4,2,0
M,45,0,616,0,2,0,0,4,4,2
F,35,0,983,1,3,5,0,3,0,0
M,56,13,740,0,3,4,2,0,0,2
F,18,12,458,1,0,4,0,0,0,0
M,25,6,84,4,1,2,0,0,3,5
F,35,20,443,3,1,4,2,3,3,1
M,25,18,547,0,0,3,0,0,0,0
F,50,17,212,2,1,5,0,4,1,0
M,50,0,244,4,0,3,0,0,5,0
F,35,0,722,3,3,3,3,4,0,1
M,1,4,286,4,0,0,0,0,0,1
F,50,4,358,4,0,0,0,0,0,4
F,25,17,114,1,1,2,0,3,4,1
F,25,17,417,1,2,5,2,2,4,0
F,50,10,600,0,0,5,5,4,1,1
M,18,16,290,0,0,3,1,2,0,0
M,25,11,777,3,0,1,0,0,0,3
F,25,12,279,3,0,3,0,5,0,0
M,35,10,480,4,4,2,0,4,1,0
F,50,6,641,0,4,4,3,0,3,4
F,25,9,173,5,0,5,2,0,1,5
M,1,2,493,2,4,3,1,4,4,4
F,50,14,913,2,4,2,2,4,4,5
F,56,20,554,3,0,4,1,3,0,4
M,56,16,482,2,5,4,5,4,5,1
F,45,7,197,4,2,0,4,5,0,3
M,35,5,285,0,0,3,0,2,1,2
M,35,4,168,0,4,2,0,0,0,4
M,25,4,801,0,0,0,5,0,0,0
F,45,4,45,0,5,2,0,3,0,0
M,1,5,77,0,1,0,0,2,4,3
F,45,2,571,5,3,2,0,4,0,2
M,18,14,325,2,0,0,1,0,0,5
F,56,13,805,0,5,1,0,5,1,4
M,18,15,131,0,0,4,0,0,0,0
M,25,3,338,5,0,1,2,0,4,4
F,35,5,302,0,4,0,2,0,4,3
M,56,12,275,0,2,5,1,0,0,1
F,50,9,563,1,4,3,0,3,0,0
M,25,13,235,0,2,4,3,0,2,0
F,25,9,944,3,3,5,0,4,3,3
M,1,4,910,3,3,0,5,0,2,1
M,18,7,554,0,5,3,2,0,0,4
M,45,15,704,1,1,0,0,3,1,4
M,1,19,326,4,2,4,1,4,0,2
F,35,5,602,0,1,4,0,4,5,3
F,25,12,180,3,0,3,3,0,0,1
M,50,8,319,0,0,0,0,0,4,5
M,45,13,613,3,2,5,0,4,4,0
F,45,10,358,0,5,1,5,0,2,0
F,56,9,681,3,5,4,2,0,0,3
M,1,3,580,4,0,1,0,0,2,5
M,50,5,735,5,0,4,0,0,2,5
