Gender,Age,Occupation,ZIP-code,260,1097,1750,2021,2093,2105,2628,2968
M,18,10,231,5,1,3,0,3,0,3,0
M,25,17,557,5,4,5,0,2,0,3,0
F,56,7,24,4,1,0,2,2,5,4,1
M,45,12,114,1,3,3,1,0,3,4,5
F,1,17,26,1,2,0,5,3,4,0,3
M,45,15,773,4,5,4,1,2,2,4,4
F,1,20,402,5,1,3,1,0,3,0,1
M,18,9,82,5,2,0,2,0,0,3,0
M,18,18,900,4,3,0,4,0,0,0,1
M,25,18,837,2,3,4,0,0,2,3,0
M,56,7,284,4,1,1,1,5,5,4,4
F,25,17,405,4,5,3,2,0,4,0,5
F,50,5,540,0,1,0,0,0,2,1,0
M,50,13,447,5,3,5,2,0,2,0,0
F,18,4,441,4,4,3,1,3,0,0,0
M,50,11,912,5,5,4,3,5,0,0,0
M,25,0,840,5,5,3,4,2,3,3,5
M,1,9,220,4,2,1,4,0,4,5,0
F,18,2,826,1,4,0,1,0,5,1,2
M,50,13,813,2,5,0,2,0,3,5,3
F,35,0,122,5,2,0,3,0,0,4,1
M,25,18,105,5,1,4,0,4,0,3,0
M,25,10,928,0,1,0,0,0,1,5,0
M,25,3,45,5,0,0,0,0,0,5,3
F,18,11,452,1,3,3,0,0,2,0,1
M,25,12,193,5,3,3,0,0,5,1,4
M,35,4,917,5,1,0,0,1,2,0,0
M,25,14,553,4,0,5,4,0,0,2,4
F,35,4,751,1,2,2,0,2,0,0,2
M,18,18,907,5,2,5,0,0,0,4,2
M,18,6,120,3,0,3,1,4,1,1,3
F,25,15,820,4,1,0,2,5,1,2,3
F,25,7,915,0,5,4,2,0,0,4,2
F,25,14,700,4,3,0,2,1,5,1,0
F,25,5,170,1,2,0,0,0,5,3,4
M,18,8,373,5,2,0,0,2,2,3,1
F,18,10,833,4,4,3,0,4,2,2,0
M,25,5,465,5,1,3,4,0,0,5,3
F,25,4,577,4,3,4,3,0,0,2,3
M,18,14,915,2,5,4,3,0,1,1,4
M,56,18,782,5,4,3,5,5,0,2,2
M,56,19,336,5,0,5,3,0,2,1,3
F,18,5,777,1,2,0,4,0,1,2,0
M,25,11,550,5,5,0,1,5,4,4,0
M,1,10,735,4,5,0,1,2,1,4,0
F,35,19,307,0,5,0,2,1,0,3,4
M,18,12,132,4,0,0,0,0,5,0,4
M,50,8,173,3,5,0,0,2,0,0,3
F,50,8,424,2,1,3,0,5,1,4,4
M,45,4,328,3,5,0,5,4,5,3,3
F,1,6,104,5,1,0,4,4,5,5,4
M,18,4,48,2,2,4,0,3,1,5,0
M,50,12,435,4,5,0,3,0,0,4,3
M,50,10,581,3,4,0,3,1,5,0,4
F,25,20,201,2,2,2,4,2,2,1,3
F,50,4,616,1,2,4,0,0,1,5,3
M,45,12,534,1,0,2,0,0,0,5,1
M,25,4,74,5,0,2,2,3,2,3,4
M,25,2,265,5,5,3,4,0,0,0,1
