Gender,Age,Occupation,ZIP-code,673,810,1073,1126,1702,2100,2174,2253,2797,3393,3466
F,25,14,549,3,0,4,4,4,4,4,1,2,5,4
M,45,5,616,0,2,4,0,0,5,3,0,0,0,0
F,35,20,346,2,4,2,5,5,2,3,4,2,2,3
M,25,9,970,3,0,5,0,4,3,1,5,4,0,4
F,56,10,489,3,4,0,3,3,0,5,5,1,5,2
F,50,15,460,2,0,5,1,1,3,5,0,5,2,5
F,25,7,601,0,2,4,0,5,4,3,1,1,1,4
M,35,10,88,5,3,4,4,4,0,1,5,5,2,4
M,1,19,240,1,0,2,1,2,2,5,1,3,1,3
M,1,12,396,3,4,2,4,0,0,0,5,3,0,0
M,45,7,775,2,4,1,4,2,4,0,1,3,2,5
M,18,1,623,0,0,0,0,2,3,5,1,4,4,4
M,50,2,720,4,0,3,4,3,1,0,3,5,4,0
M,1,20,560,0,0,2,2,4,0,0,5,5,4,5
M,56,9,501,4,0,3,0,3,3,1,3,0,2,0
M,45,15,66,0,2,0,0,0,2,1,0,4,0,0
M,1,20,914,1,2,2,1,5,5,1,0,0,1,1
F,35,12,80,2,1,3,1,2,3,0,5,2,0,3
M,50,17,522,0,0,5,1,0,4,5,0,5,2,0
M,45,6,627,4,0,4,5,1,0,0,1,4,1,1
M,50,14,215,0,4,0,4,0,0,0,0,1,0,0
F,35,2,582,0,2,4,1,5,0,2,0,1,2,4
M,45,8,802,0,3,5,5,0,0,2,0,0,5,1
M,18,11,452,0,3,4,5,1,5,2,0,1,3,1
M,35,9,15,5,0,0,3,0,0,0,0,1,0,0
M,25,8,480,0,0,0,0,0,5,0,0,0,0,0
F,18,14,282,1,4,0,0,0,1,1,0,3,0,0
M,18,5,906,4,2,5,4,5,0,5,4,1,0,0
M,35,4,764,1,1,4,0,0,0,2,0,0,0,0
F,45,12,114,1,0,2,4,2,3,4,5,3,5,2
M,1,2,610,3,3,2,4,2,0,1,1,5,2,2
M,50,17,181,3,4,2,4,2,3,3,5,4,2,4
M,25,9,786,4,3,1,4,3,0,1,5,1,0,2
M,25,3,181,1,3,3,0,0,5,2,0,2,0,0
M,18,15,658,1,0,0,0,0,4,1,0,4,0,0
M,18,15,616,0,2,4,0,0,0,5,0,4,0,0
M,50,19,326,4,2,0,0,5,5,0,4,0,2,4
M,1,10,524,5,4,3,4,2,0,1,1,4,2,2
F,50,15,641,3,3,1,4,5,4,4,1,4,2,3
F,50,6,170,1,3,2,1,5,5,2,0,4,1,5
M,25,10,338,3,0,0,0,0,4,4,2,5,0,0
F,45,8,301,0,3,2,3,2,5,2,5,3,4,0
F,56,9,287,0,4,3,2,3,0,1,5,1,4,2
M,35,9,307,0,2,0,2,2,4,0,5,1,0,2
M,18,17,41,2,0,5,5,0,0,5,0,2,4,2
M,45,3,878,3,0,5,3,0,4,3,3,1,5,2
M,35,17,24,0,0,1,0,2,5,1,1,0,0,0
M,1,15,610,2,4,0,0,0,2,0,0,3,0,0
M,56,8,871,2,0,5,1,0,0,0,0,0,0,0
M,1,19,346,3,0,4,2,0,1,0,0,4,0,0
M,45,9,406,2,3,3,1,5,0,3,3,5,1,0
F,25,7,212,2,0,4,1,5,1,1,1,3,5,1
M,18,4,143,0,0,1,5,2,0,1,2,0,1,5
M,50,6,148,3,3,5,4,5,4,2,3,2,2,4
