Gender,Age,Occupation,ZIP-code,673,1881,1920,2087,2138
F,18,4,494,0,5,0,2,4
M,25,10,830,0,4,3,3,2
F,1,14,708,0,1,0,0,2
M,45,15,68,5,4,4,2,1
M,1,16,584,0,2,1,0,0
M,56,6,190,3,5,3,0,3
F,18,6,836,5,2,0,1,4
M,18,6,463,1,0,3,1,4
M,18,2,700,1,0,3,0,3
F,56,5,756,0,4,5,0,5
M,56,17,132,0,2,5,2,2
F,18,18,609,5,2,3,5,3
M,18,7,833,5,3,5,5,1
M,45,1,194,0,1,0,0,3
F,45,3,503,4,0,2,0,2
M,50,5,917,2,1,2,4,3
M,50,18,211,3,5,0,5,2
M,45,11,53,2,5,5,0,0
F,18,4,381,2,5,0,0,2
F,35,19,328,3,1,0,2,1
M,1,6,140,1,4,1,3,5
M,35,19,103,0,4,1,3,2
M,35,8,551,4,5,0,0,3
M,1,9,701,3,0,0,4,3
F,1,13,437,4,4,1,4,0
M,18,20,802,4,2,5,4,1
F,56,5,279,2,0,5,0,0
M,45,19,984,1,5,0,2,2
M,25,17,550,0,1,4,4,1
F,45,3,441,0,3,2,1,2
F,50,17,90,5,2,1,0,4
F,18,1,603,4,3,5,2,3
M,1,7,975,3,1,1,0,4
F,35,20,427,3,2,0,0,0
M,25,15,550,4,0,3,0,0
M,56,8,180,4,0,5,0,2
M,50,8,660,0,4,0,4,2
M,1,14,480,0,4,0,3,1
M,45,15,484,1,4,1,5,0
M,56,8,498,0,2,0,1,3
F,25,6,118,3,0,5,1,1
F,1,6,610,1,4,5,0,5
M,45,7,735,4,0,0,0,1
F,50,8,946,5,2,1,4,3
M,35,13,800,0,4,0,3,0
M,35,16,481,0,4,0,0,1
M,35,17,378,3,2,3,2,0
M,50,20,443,2,2,2,4,3
M,45,0,833,2,0,2,0,3
M,50,7,380,3,3,1,3,0
M,45,1,495,1,0,0,4,4
M,50,18,440,0,2,2,4,1
F,45,4,440,0,0,0,5,4
M,18,15,911,0,1,2,5,5
F,35,2,69,0,0,3,0,4
F,1,7,354,5,2,4,0,0
M,50,9,805,0,0,1,0,0
M,18,17,83,4,3,0,2,5
M,1,14,870,2,4,3,1,0
M,50,20,727,0,2,2,2,0
M,18,10,20,4,0,1,0,0
F,18,16,31,0,3,2,0,0
M,1,18,122,4,2,0,3,3
M,45,8,474,0,4,0,5,0
M,45,0,704,0,0,0,1,1
M,18,0,38,1,5,0,0,5
F,18,6,297,1,1,0,4,1
M,45,20,782,1,5,5,3,4
F,56,7,836,0,5,2,0,1
F,1,19,24,1,0,4,3,1
F,25,10,6,0,0,1,5,4
M,50,13,836,4,5,5,0,0
M,1,6,434,0,4,3,1,2
F,50,8,6,1,3,3,4,3
F,35,1,880,4,5,0,1,2
F,18,16,231,0,0,0,0,0
M,1,11,74,0,5,0,5,0
F,35,5,37,1,5,4,0,0
