Gender,Age,Occupation,ZIP-code,247,1920,2017,2087
M,18,7,532,1,0,3,2
M,35,15,525,5,0,0,0
M,1,14,916,0,0,3,5
M,1,2,498,3,2,5,0
M,45,19,891,3,2,3,4
F,1,19,618,2,5,3,4
M,50,2,894,0,0,0,0
F,1,14,750,0,0,0,0
M,1,13,430,0,4,2,0
F,35,13,33,0,0,0,3
F,50,0,62,0,3,0,3
M,18,18,730,5,0,1,0
M,1,0,173,3,3,3,2
M,25,20,880,0,5,3,4
M,1,14,231,4,0,0,0
M,35,12,486,0,0,0,0
M,1,16,244,3,0,3,3
F,25,0,110,0,4,1,0
F,56,19,277,1,0,0,4
F,35,12,109,3,3,0,0
M,56,17,730,0,1,3,0
M,50,19,974,2,0,5,2
F,18,10,993,5,3,3,5
M,25,12,590,3,3,4,4
F,18,9,362,1,0,0,5
F,1,18,314,3,0,3,5
M,45,6,490,5,0,1,4
F,35,19,29,3,0,0,4
M,25,1,489,4,4,0,4
M,18,1,226,1,3,5,5
F,1,0,166,0,2,0,0
M,35,14,796,1,0,0,4
F,1,8,20,2,0,5,0
F,25,18,157,3,4,0,1
M,50,1,376,1,2,1,2
F,35,3,180,0,4,5,4
M,56,13,105,1,3,1,0
M,45,12,427,1,1,5,4
F,1,0,558,4,2,0,1
F,50,19,481,5,5,0,0
M,45,7,244,0,2,0,0
M,25,10,652,0,5,4,4
M,35,17,437,4,0,0,0
F,18,20,793,5,1,4,4
M,50,7,730,0,3,0,0
F,45,11,436,1,5,4,4
F,18,1,630,2,4,1,1
M,18,10,981,0,3,0,0
M,1,7,787,2,3,3,2
M,1,8,330,1,4,4,4
M,50,7,987,2,1,0,0
M,50,10,349,0,1,0,4
M,18,12,329,0,0,3,3
M,18,3,53,0,2,0,0
F,18,10,41,1,0,2,4
M,56,7,346,0,2,3,0
M,1,1,144,1,1,5,0
F,25,18,523,0,0,0,0
F,18,16,902,0,0,1,0
M,50,20,577,4,5,2,3
F,50,13,66,1,1,0,0
M,50,3,549,1,0,2,4
M,18,12,26,3,0,0,0
F,56,5,473,2,0,0,0
M,35,16,557,0,3,3,3
F,56,11,953,1,0,5,4
F,1,9,150,0,1,1,1
F,25,6,74,0,1,0,0
F,1,20,457,0,1,1,4
M,35,15,275,0,0,0,0
F,18,17,640,3,0,0,0
F,18,2,100,5,0,0,0
F,1,12,805,0,4,0,0
M,35,2,563,1,4,2,5
M,35,4,82,0,4,4,3
F,1,3,297,0,3,0,1
M,35,8,841,0,5,4,5
M,35,1,983,2,0,2,0
F,1,9,666,0,0,0,4
F,35,18,89,0,0,4,4
F,18,15,434,0,4,0,1
M,25,0,625,2,2,3,4
M,1,8,481,3,0,2,0
M,45,19,78,0,0,0,0
F,45,1,720,0,2,0,3
F,1,10,623,3,2,5,3
M,35,5,900,4,0,0,4
M,25,17,793,0,3,1,4
M,56,0,56,0,5,3,5
F,56,20,352,0,0,0,4
F,18,7,321,1,1,1,4
M,25,1,436,0,0,0,3
F,45,1,527,1,3,0,0
M,56,9,937,0,1,0,4
M,50,20,440,0,2,3,4
M,18,20,198,5,0,0,0
F,1,14,794,4,3,4,4
M,35,8,402,0,4,2,4
F,1,3,941,2,3,0,3
M,56,19,527,1,2,0,5
F,18,7,42,0,0,1,4
M,25,15,926,4,3,5,5
M,50,11,485,0,2,4,3
M,1,3,800,1,2,1,0
M,45,0,234,0,0,0,0
M,56,15,837,1,2,0,0
M,18,14,582,0,1,5,3
M,50,5,975,5,2,2,1
F,45,1,170,5,0,5,2
F,1,8,894,0,0,0,0
F,1,0,982,0,0,0,0
F,18,3,923,2,5,1,5
M,25,15,937,1,2,0,0
F,18,4,986,0,0,1,0
M,56,12,488,0,2,1,3
F,1,5,471,0,2,4,1
M,56,4,992,0,0,0,1
F,50,14,775,1,2,0,0
M,18,8,441,1,2,4,4
F,50,20,720,2,3,2,2
F,1,0,735,0,0,0,0
M,25,6,307,0,0,0,0
F,50,12,947,0,2,0,0
F,18,3,297,1,0,2,3
F,18,9,674,2,3,2,4
M,25,5,37,1,5,0,4
M,1,5,878,0,0,3,0
M,25,16,744,4,0,0,0
M,1,1,170,1,0,0,3
F,45,13,965,5,5,1,2
F,1,3,927,5,3,2,5
F,50,11,950,4,0,0,0
F,56,0,498,2,4,5,4
M,1,12,60,2,2,0,0
M,1,19,361,1,1,4,3
M,25,14,82,0,1,0,1
F,25,2,276,2,0,0,4
M,35,9,926,0,2,1,4
M,56,12,949,4,3,0,4
F,25,3,990,0,0,0,0
M,35,0,482,0,0,3,4
F,1,10,81,4,2,1,3
F,35,16,230,2,3,3,4
F,45,3,681,1,0,5,3
F,50,10,33,0,3,0,0
F,1,17,244,0,3,5,5
F,56,3,741,0,0,0,3
M,45,13,87,0,0,4,0
M,50,4,627,4,5,4,4
M,35,15,275,0,0,0,0
F,35,19,273,2,2,1,4
M,35,17,956,1,2,5,5
F,45,16,985,0,2,0,0
F,25,11,532,0,0,3,0
M,18,0,532,2,3,0,4
F,1,3,6,0,0,0,0
M,56,19,190,3,0,1,0
F,18,13,31,5,2,0,5
M,50,1,492,4,0,1,5
