Gender,Age,Occupation,ZIP-code,2,56,673,810,885,1009,1073,1097,1525,1654,1702,1750,1881,1920,1967,2017,2043,2087,2093,2138,2399,3438,3439,3440
M,25,4,12,0,4,0,0,2,2,3,1,2,0,0,0,0,5,1,0,2,0,5,3,0,5,1,5
M,50,12,282,4,0,0,3,0,0,0,4,2,5,5,3,3,2,1,5,5,4,0,4,0,3,0,0
M,35,18,983,5,0,2,4,0,0,0,5,0,5,0,0,1,4,3,0,0,0,0,4,2,2,0,0
M,25,19,433,0,0,0,1,2,0,2,2,0,0,3,0,3,5,1,0,4,5,1,5,1,0,0,0
M,18,12,800,5,0,0,4,4,2,5,5,5,4,4,0,4,0,4,0,4,1,0,4,0,3,1,0
M,56,2,336,0,2,3,0,0,0,0,5,2,0,4,2,1,0,0,2,1,4,4,0,2,0,2,0
M,25,11,244,3,0,3,0,4,5,5,1,0,0,0,2,0,4,0,3,2,1,4,2,0,2,0,0
F,35,19,554,0,1,1,2,2,3,1,5,0,4,2,2,5,0,4,0,1,5,5,0,4,5,1,1
M,50,18,240,5,0,0,2,4,4,3,4,3,5,5,3,3,0,2,3,0,0,0,4,0,5,3,3
M,50,3,895,0,4,3,0,0,1,4,2,1,0,5,3,5,5,0,0,0,4,4,0,0,0,0,0
F,1,12,900,2,0,5,1,0,3,4,3,0,0,4,5,3,3,1,3,4,0,2,0,3,0,0,0
F,45,17,580,4,4,3,0,0,3,2,0,0,1,4,0,3,2,2,4,3,3,2,0,0,5,4,0
M,25,8,584,0,0,1,0,3,0,0,5,0,0,3,3,4,0,0,0,0,0,3,0,0,0,0,0
M,25,20,402,5,0,1,4,0,0,0,1,1,3,0,0,3,2,1,3,0,3,4,4,0,0,0,0
M,56,6,236,5,1,0,0,0,2,2,2,0,0,2,4,5,0,2,5,4,1,3,4,4,0,3,0
F,45,9,497,1,2,3,1,2,4,4,3,5,2,2,0,2,0,1,5,0,0,1,4,4,0,3,3
M,45,9,498,4,2,4,3,0,1,0,2,2,0,3,0,5,2,3,0,0,5,3,3,0,2,3,0
M,1,13,465,4,0,0,4,0,3,0,1,1,2,0,0,0,2,0,0,5,0,0,0,4,3,5,0
M,25,3,321,0,0,1,0,3,0,0,5,0,2,0,1,1,3,4,0,2,0,3,0,2,3,2,0
M,45,1,933,3,4,2,4,0,0,5,3,5,0,3,4,4,4,4,3,1,2,0,3,3,5,0,1
M,18,5,957,0,0,5,0,1,2,1,3,0,0,0,2,1,3,3,0,0,0,0,2,0,4,4,0
M,18,1,436,0,1,0,0,0,1,5,4,0,2,0,2,1,0,3,3,0,3,5,0,2,5,2,0
F,1,12,279,1,3,3,0,0,2,1,2,0,1,3,0,5,2,5,3,0,1,3,0,5,5,4,4
F,1,1,988,5,0,4,0,3,2,3,1,2,2,4,1,2,0,3,3,0,5,4,5,0,0,2,1
M,35,12,465,3,2,0,2,2,0,5,4,0,1,0,2,2,5,3,3,0,0,0,0,0,0,4,0
M,35,17,77,5,3,1,0,2,2,1,0,0,0,1,4,5,0,3,5,3,5,5,4,0,4,4,0
M,1,7,969,5,3,0,1,5,5,4,1,2,0,3,0,2,0,0,0,0,3,2,3,3,0,0,0
M,56,10,623,3,3,4,0,4,5,5,4,0,4,0,0,2,1,0,3,1,4,0,0,4,0,2,0
M,50,15,68,5,1,2,1,5,5,2,3,0,0,3,5,4,4,1,0,2,4,3,5,1,5,0,0
M,18,13,988,1,0,0,2,0,2,0,0,0,0,0,0,2,1,1,4,3,0,3,5,1,4,0,0
M,45,17,752,2,2,3,0,3,0,2,5,1,1,0,5,4,2,1,5,2,3,3,5,0,0,2,0
F,50,10,208,0,4,4,3,4,5,0,5,5,0,1,3,3,0,2,3,1,0,5,0,5,0,3,4
M,45,18,488,0,0,0,0,1,1,2,1,0,0,4,5,3,3,5,5,4,0,0,0,5,0,0,3
M,18,19,276,1,1,2,0,0,0,5,5,0,1,0,2,2,0,1,3,2,4,2,0,0,4,0,2
F,18,2,396,3,0,0,0,3,0,0,5,0,1,3,1,3,4,4,0,4,3,0,0,0,3,0,0
M,45,12,302,0,0,1,2,0,0,1,3,0,2,2,2,0,5,5,2,1,2,0,1,4,0,0,2
M,25,15,701,5,0,0,2,0,0,1,2,2,0,0,0,1,0,5,0,0,3,0,0,2,5,3,0
