Gender,Age,Occupation,ZIP-code,673,810,1073,1126,1702,2100,2174,2253,2797,3393,3466
F,56,11,878,0,0,3,0,4,0,5,0,5,5,2
M,35,14,701,3,1,2,0,4,4,5,0,0,0,0
F,25,14,211,5,1,0,3,0,0,3,1,0,2,2
F,25,4,65,2,0,5,2,3,2,0,3,3,0,5
M,35,12,275,1,2,0,3,0,0,0,0,0,1,0
M,25,20,741,2,1,1,3,5,0,0,0,0,2,0
M,18,9,987,1,2,2,1,4,0,1,1,5,1,0
F,50,1,469,0,0,1,2,5,4,2,0,5,1,5
F,18,16,66,2,1,3,3,2,3,0,0,1,3,5
F,45,6,685,5,0,2,0,0,3,4,1,5,0,5
M,35,4,914,2,0,3,1,4,0,0,0,5,0,0
M,25,4,640,2,0,0,5,0,0,0,3,5,0,0
F,45,20,78,0,2,2,1,5,3,4,4,4,1,0
F,35,18,523,0,3,3,3,5,2,3,5,1,0,0
M,25,3,775,0,0,2,2,0,3,1,0,0,1,0
M,18,14,320,0,0,4,0,4,2,0,3,3,4,3
F,1,16,427,0,1,3,4,0,1,5,5,0,0,3
F,1,17,970,5,2,4,4,3,4,4,2,2,3,2
M,18,2,65,3,5,3,5,3,4,4,0,1,4,0
M,56,7,378,0,2,3,1,0,5,4,5,1,4,2
F,45,9,307,1,2,1,3,4,5,0,2,3,4,3
M,45,19,143,0,2,4,1,4,4,2,1,0,2,0
F,25,19,285,2,1,2,5,5,3,0,0,2,4,0
F,18,20,758,4,0,5,3,5,2,5,0,2,5,0
F,35,11,380,2,4,4,4,3,1,5,0,2,0,5
F,25,12,850,1,0,2,4,4,3,4,1,4,2,5
F,45,9,655,2,1,1,2,0,3,5,1,3,1,0
M,35,0,329,0,0,2,4,0,0,2,0,1,0,0
F,1,16,301,3,3,1,4,4,1,3,2,4,2,5
F,45,17,442,3,4,2,3,1,2,5,5,5,0,1
M,45,0,850,2,0,2,1,4,3,0,3,5,0,1
F,56,20,121,1,0,1,4,0,0,1,1,4,0,5
F,1,20,758,4,3,4,5,5,1,0,5,5,2,5
M,25,8,17,2,0,4,1,3,0,3,1,5,5,3
M,45,19,143,0,0,0,1,0,2,0,3,3,0,0
M,56,18,132,5,3,5,1,1,1,1,1,2,3,3
F,35,18,108,0,4,4,1,4,1,1,2,2,0,3
M,25,6,19,0,0,2,3,0,3,0,0,2,5,0
F,18,14,480,0,0,1,3,0,0,0,1,2,0,5
F,25,0,230,0,3,2,0,0,2,0,1,5,0,5
F,56,18,229,4,1,2,0,1,4,4,1,0,0,0
F,56,1,442,3,0,1,5,2,0,3,2,3,1,3
F,45,10,321,5,2,2,0,0,0,3,5,5,0,3
F,56,5,336,5,2,4,3,0,5,2,1,5,0,3
M,25,3,520,0,0,4,0,1,3,0,0,0,0,1
F,25,19,597,0,0,1,4,5,5,4,0,4,0,0
M,1,16,627,5,0,4,2,0,1,1,2,0,0,3
M,35,7,602,1,0,0,1,1,0,0,4,5,2,0
F,35,2,127,0,0,2,4,3,5,3,5,5,2,1
M,25,20,986,0,0,3,3,0,0,2,0,5,0,5
F,18,20,120,1,0,3,4,3,3,2,3,2,2,2
M,25,12,606,5,2,2,4,0,3,4,1,0,0,0
F,35,5,971,1,0,5,1,0,3,0,0,4,5,2
M,45,6,382,5,0,4,5,1,0,1,2,2,0,1
F,1,0,433,0,2,3,3,0,3,3,0,5,5,0
M,45,7,914,5,0,3,0,0,4,0,0,5,0,0
F,25,14,494,3,3,0,5,2,0,3,0,4,1,5
F,45,0,627,5,5,5,3,4,1,4,0,4,1,4
M,25,4,49,1,0,2,2,0,1,4,0,3,5,0
F,45,19,551,0,4,1,0,4,3,4,3,5,0,2
M,56,13,672,0,3,5,2,4,5,3,1,4,0,0
M,50,5,459,0,0,2,5,3,1,3,3,0,1,1
F,56,3,947,2,2,5,1,1,1,4,1,4,0,3
M,25,1,23,0,4,5,2,0,1,5,2,2,4,0
M,45,3,764,0,0,0,1,3,4,0,1,2,0,1
M,56,2,847,0,3,1,5,1,4,2,2,5,1,4
M,25,15,76,1,0,0,4,0,4,0,0,3,0,0
F,56,11,372,2,2,2,1,2,5,5,5,2,0,3
M,18,18,27,2,2,2,2,5,2,3,1,3,4,0
M,1,11,580,2,0,1,1,5,0,0,0,4,0,4
M,56,4,17,2,0,5,0,0,2,5,0,2,0,0
M,1,15,53,0,1,1,5,0,3,2,4,4,4,0
F,45,12,26,1,0,3,5,3,2,4,2,5,0,3
M,25,5,206,5,0,1,0,5,5,1,1,1,2,4
M,25,4,674,3,4,0,3,1,4,0,0,5,0,0
F,1,10,273,0,1,0,3,0,0,5,0,0,0,5
F,56,7,402,0,3,2,3,5,4,3,3,5,5,0
M,50,2,435,2,3,3,4,1,5,5,5,4,0,1
F,18,5,38,4,3,1,4,1,3,4,1,1,0,0
M,25,0,834,1,0,3,2,0,0,5,0,1,0,0
F,45,7,212,1,2,0,0,1,2,5,2,4,0,5
F,45,15,490,0,1,5,4,4,4,2,0,2,0,3
F,25,16,157,0,3,5,5,5,5,5,0,3,4,5
M,1,20,362,5,1,3,4,0,3,4,3,2,0,0
M,18,4,84,5,0,1,3,0,1,0,4,0,3,0
F,25,4,777,3,2,5,4,0,2,5,0,4,3,0
F,56,20,752,3,2,0,2,0,1,1,5,4,0,2
F,45,15,525,1,0,5,0,1,0,3,0,1,5,2
F,18,11,836,2,0,1,3,5,3,3,0,3,0,3
F,18,17,290,0,0,5,2,3,1,3,0,4,0,3
F,1,14,459,2,4,0,3,2,3,1,1,1,0,0
M,25,10,152,4,0,5,4,4,2,0,1,0,4,1
M,45,8,983,5,3,0,4,3,2,1,2,3,4,0
M,18,18,301,0,2,1,3,2,0,0,2,4,0,4
F,25,4,433,0,0,2,2,0,0,0,1,1,1,2
F,45,8,186,5,4,2,0,0,3,0,0,1,0,0
M,25,16,920,1,1,2,4,1,4,1,0,5,0,4
M,18,7,780,0,0,3,4,3,1,0,0,4,4,0
F,25,7,917,1,3,3,0,0,4,4,0,0,1,2
F,50,6,655,0,4,2,0,3,5,4,5,2,0,3
F,25,12,286,1,0,2,4,4,1,1,0,5,2,5
M,1,3,33,0,2,5,4,4,4,2,2,5,3,0
M,25,1,474,0,2,0,1,0,4,4,0,4,1,4
F,25,1,437,0,1,3,2,4,3,1,2,0,0,5
M,50,15,98,2,0,3,1,3,2,1,5,0,0,0
M,45,7,224,5,3,0,2,0,2,4,5,0,0,3
F,35,9,804,3,4,0,0,1,2,5,4,3,1,2
M,18,9,23,4,3,0,4,0,3,5,4,1,1,1
M,18,0,981,0,1,0,2,0,1,4,0,0,5,0
F,25,0,560,5,3,1,1,0,2,1,0,0,1,5
F,25,5,799,0,1,5,4,3,0,4,1,2,1,0
F,18,5,481,5,0,2,4,0,0,2,3,5,4,1
F,1,19,166,3,0,0,0,0,4,0,4,2,1,5
M,18,16,104,0,4,3,5,0,0,0,0,3,5,5
M,56,7,820,1,0,0,2,1,5,1,0,1,0,3
M,1,2,577,5,1,3,5,0,3,3,2,0,5,1
M,18,5,772,2,0,2,0,5,5,1,2,0,0,0
F,18,9,959,2,0,2,2,2,3,1,3,4,4,5
M,25,8,328,3,0,0,2,4,2,5,1,3,1,4
M,25,16,799,0,0,0,0,4,0,4,4,0,4,3
F,45,6,878,0,0,5,1,1,5,3,0,5,0,2
M,45,2,880,0,1,1,1,0,2,5,2,4,0,0
F,25,17,950,2,2,1,0,4,2,5,4,0,5,0
M,25,5,549,5,2,4,1,5,3,4,2,1,5,0
M,25,20,655,1,3,0,2,0,3,0,0,4,0,4
F,18,3,223,1,4,4,1,3,1,0,2,5,0,0
M,25,0,503,0,2,1,4,0,0,0,0,3,0,0
M,18,16,551,0,0,4,1,4,3,5,2,3,4,0
M,45,15,666,1,1,5,0,3,0,4,4,0,3,3
M,45,2,209,0,0,1,3,3,0,1,4,5,0,1
M,25,14,970,4,2,4,4,2,0,5,2,0,0,4
F,25,11,958,5,1,4,5,2,0,4,2,1,2,4
F,56,9,446,3,4,4,1,0,2,2,3,2,2,4
M,35,8,10,5,1,3,2,2,1,3,0,4,5,2
F,50,10,837,2,0,2,5,4,1,5,5,4,2,3
M,1,7,982,0,0,1,1,0,0,3,0,4,0,0
F,18,9,610,0,0,3,1,1,0,1,3,5,4,0
F,18,8,958,0,1,3,5,5,0,5,0,4,0,1
M,45,4,765,0,0,2,0,0,0,1,4,0,0,5
F,18,15,958,0,0,0,3,0,0,3,3,3,0,5
M,1,9,309,5,3,5,3,3,1,1,2,1,3,0
M,35,0,580,1,0,0,2,0,5,5,2,0,1,1
M,1,20,557,0,0,3,2,4,0,3,3,5,0,0
M,45,0,793,2,0,4,4,0,3,4,0,4,0,3
F,50,18,100,4,2,3,5,3,2,5,0,2,2,3
F,35,11,207,0,2,0,3,0,0,4,0,4,5,0
M,25,15,836,3,0,1,3,0,2,3,0,2,0,0
F,50,8,527,0,1,3,0,4,0,5,2,1,0,0
M,45,2,303,3,0,4,2,5,3,4,3,3,4,3
F,25,3,127,0,0,2,2,3,4,0,3,3,0,0
M,45,17,488,0,0,1,3,1,5,3,2,2,2,1
M,18,0,871,2,2,5,3,0,0,4,3,2,0,1
M,56,15,809,0,3,2,5,0,0,4,3,1,1,2
M,25,9,171,0,0,5,4,3,3,5,0,0,0,3
