Gender,Age,Occupation,ZIP-code,247,2100,2143,2872,3479
M,56,14,337,4,4,0,2,0
F,45,4,319,1,4,4,2,3
M,50,12,165,0,3,3,5,0
M,50,5,790,0,0,3,4,3
M,25,7,933,4,0,0,4,1
M,1,5,447,3,5,0,3,0
M,56,1,547,1,4,2,3,3
M,25,7,965,0,0,0,3,3
M,1,2,907,0,4,5,0,3
M,56,8,708,5,3,1,3,0
M,50,2,571,4,3,0,1,5
M,1,7,906,3,1,3,5,3
M,56,11,921,1,3,0,4,0
F,1,2,751,1,0,1,2,5
M,25,20,136,4,2,2,3,0
M,18,5,880,4,5,0,3,5
M,50,17,127,0,0,0,0,2
F,1,6,88,0,0,0,5,5
M,50,4,142,0,0,0,4,0
F,25,7,969,2,3,3,0,0
M,56,4,245,4,0,1,0,3
M,1,20,370,0,3,2,5,4
F,25,2,928,0,5,2,5,4
M,50,17,987,2,3,1,3,3
M,35,14,261,5,1,0,0,1
M,1,15,27,3,4,2,2,0
M,18,7,211,1,1,0,4,0
M,45,4,287,5,0,5,1,1
F,56,11,440,0,3,0,3,0
F,1,4,111,0,0,0,0,0
F,50,9,935,0,3,1,0,4
M,50,15,175,0,0,2,2,1
M,35,16,16,0,5,5,0,0
F,18,11,523,0,3,2,4,3
M,50,9,926,2,1,2,4,1
M,35,20,830,2,2,4,4,0
F,56,18,103,0,2,1,3,5
M,50,4,123,0,1,4,0,0
M,50,11,436,2,4,4,4,1
M,50,9,382,0,1,0,3,0
F,25,1,852,3,1,1,1,0
F,1,7,778,1,4,1,0,1
M,45,13,61,3,0,5,2,5
F,56,4,531,4,0,4,4,0
M,25,14,280,5,0,1,3,0
M,25,18,985,5,0,0,0,0
M,50,17,815,4,0,1,2,0
M,56,17,761,0,0,0,0,3
F,25,19,501,2,1,0,3,3
F,18,15,633,3,3,1,1,0
M,45,6,81,0,3,4,0,3
M,18,10,297,3,0,0,3,1
M,18,15,756,3,4,2,0,0
F,50,17,524,2,3,1,3,0
M,50,11,972,0,0,4,2,3
M,18,7,943,1,2,0,0,2
M,25,12,836,1,0,0,0,3
F,56,5,582,0,0,2,2,1
M,50,16,281,1,0,1,3,0
M,56,15,40,4,0,0,5,0
F,1,0,161,0,1,3,2,3
M,50,6,327,3,0,2,0,3
F,25,0,292,0,0,5,0,1
F,18,11,221,5,3,0,4,5
M,25,9,474,5,3,3,1,0
M,25,7,945,0,0,0,0,5
M,18,1,15,0,3,0,0,2
M,45,13,708,2,0,2,5,0
F,56,10,18,3,0,1,4,3
M,18,20,144,0,5,0,4,0
F,35,4,800,0,0,4,0,0
M,56,3,68,1,0,4,5,0
M,50,5,958,4,4,1,0,3
M,45,11,319,0,1,0,0,1
M,56,7,131,3,4,3,0,5
F,25,15,704,0,1,0,2,0
F,1,10,630,1,0,1,4,0
F,25,13,165,0,1,5,5,0
M,18,2,630,0,0,4,0,0
F,25,8,74,4,1,2,0,4
M,50,3,596,2,1,0,5,4
M,35,18,19,4,5,3,0,0
F,35,17,473,1,5,0,0,5
M,18,1,557,4,3,1,3,0
M,35,5,224,0,4,5,4,0
M,18,17,28,0,1,0,0,0
M,25,4,527,0,0,0,1,5
M,18,8,547,4,0,0,2,0
F,56,4,758,2,0,0,0,5
M,1,3,910,4,0,0,0,0
F,25,20,146,0,4,5,4,2
M,56,11,144,4,5,4,1,4
F,56,2,274,1,0,5,0,3
F,25,6,319,0,5,0,0,3
M,25,15,584,4,0,0,2,3
F,1,19,460,4,1,2,2,3
M,25,0,933,2,5,3,3,3
F,18,15,563,4,3,4,1,0
F,56,13,474,0,2,0,5,0
M,1,8,560,5,5,1,0,2
F,45,2,98,5,1,0,1,3
M,56,17,813,0,0,3,0,1
M,18,2,80,0,3,4,4,3
