Gender,Age,Occupation,ZIP-code,260,1097,2628,2174,2797,1073,2100,2968,2105,2193
F,56,9,105,1,5,3,0,5,0,4,2,1,5
F,25,11,983,2,1,4,5,0,0,0,2,2,4
M,45,17,405,2,3,5,0,3,2,0,2,1,5
M,25,11,45,0,2,1,0,0,0,0,1,5,5
M,56,9,997,5,4,3,5,1,2,0,2,4,1
F,18,16,460,5,1,3,1,0,5,0,5,0,5
F,56,18,756,5,4,4,3,2,4,2,4,2,2
F,1,14,240,4,1,0,1,4,4,4,3,4,4
F,25,9,402,2,0,0,2,3,2,4,1,3,2
F,35,10,37,3,0,3,1,0,2,5,4,0,3
M,56,5,997,1,4,0,2,5,4,3,0,4,1
F,18,9,878,4,5,2,4,0,5,2,2,5,0
F,1,17,370,5,1,1,2,3,5,0,0,5,0
M,35,2,782,5,1,1,0,5,2,4,4,2,5
F,35,6,666,2,3,5,1,1,2,0,3,4,0
M,1,6,90,5,4,0,4,2,4,0,4,4,1
M,56,15,672,4,3,3,2,0,2,0,3,0,5
F,56,2,744,0,1,1,0,4,1,0,1,0,4
F,50,2,110,2,3,3,1,3,5,0,0,4,4
M,25,19,625,0,3,3,1,1,1,3,2,2,0
M,18,1,830,5,0,4,4,0,5,2,0,0,1
F,18,16,640,3,3,1,1,2,1,0,0,3,5
F,25,16,22,4,1,4,1,0,4,1,1,4,3
F,35,12,834,5,5,1,2,3,2,0,4,2,3
F,56,20,756,0,4,4,4,1,0,4,0,2,4
M,45,5,437,3,5,4,3,2,3,0,1,0,0
F,35,7,805,1,2,3,3,2,0,5,1,3,1
M,18,3,553,5,2,4,3,5,5,0,5,2,0
F,25,17,221,0,3,4,4,4,5,0,4,5,5
F,35,17,346,2,4,1,1,4,3,0,2,2,0
M,18,3,442,5,0,5,3,5,5,2,4,0,4
F,1,0,977,2,0,2,1,4,4,0,3,4,0
F,45,9,64,0,0,5,1,4,4,3,2,2,1
F,18,1,953,3,3,1,3,3,5,4,5,0,4
M,1,9,658,5,0,1,4,4,0,4,0,5,0
M,18,0,80,5,2,1,2,2,2,2,2,2,2
F,35,8,750,4,1,3,5,4,2,2,1,5,4
F,18,12,132,5,0,5,4,1,4,2,4,4,0
M,1,4,913,0,2,5,0,5,0,0,3,0,5
M,18,17,441,5,5,5,0,2,2,0,0,0,2
F,18,0,37,5,0,5,4,0,1,2,1,3,0
M,45,2,352,2,0,3,0,5,5,3,4,0,5
F,25,3,347,5,0,3,2,2,2,4,0,2,5
F,1,7,234,4,0,0,5,3,0,2,1,5,3
M,45,9,560,2,5,2,2,4,5,0,3,3,3
F,25,2,727,5,4,4,1,1,0,5,4,4,4
F,1,8,88,2,3,2,5,1,5,4,5,0,2
M,56,15,235,1,5,5,5,0,3,0,4,3,2
M,18,0,54,5,0,5,4,0,5,3,4,5,4
F,18,9,50,0,3,3,3,3,4,2,3,0,5
M,1,1,790,2,3,5,5,4,4,0,0,2,0
M,18,20,89,0,2,3,0,3,0,3,1,2,2
M,50,20,741,3,3,3,5,4,5,2,4,2,3
M,25,5,920,3,3,5,0,2,5,3,1,0,3
F,25,12,79,4,0,3,5,1,1,3,1,2,1
M,45,11,354,5,0,0,0,3,4,3,4,4,0
M,56,15,652,5,2,5,0,4,0,4,1,5,5
F,18,7,953,5,1,5,4,5,1,3,2,0,2
M,18,4,952,3,4,3,5,0,3,2,3,0,0
M,25,16,313,0,2,4,5,4,2,0,2,3,3
M,25,7,933,0,2,4,3,1,3,3,4,4,0
M,1,16,523,1,1,1,4,4,0,1,5,2,3
M,50,3,294,2,4,4,5,1,0,3,5,3,5
M,1,10,801,2,5,4,3,3,5,4,3,2,0
F,35,18,520,5,2,4,5,5,4,4,0,0,1
F,50,1,146,5,2,3,1,2,0,4,4,2,5
F,25,15,421,0,4,3,2,0,0,4,3,5,5
M,56,0,206,5,2,4,4,2,1,5,1,5,0
F,18,14,26,1,0,2,2,3,3,2,5,3,0
M,56,3,560,0,5,2,1,2,5,1,4,5,0
M,18,8,68,2,5,1,2,2,0,0,0,2,0
M,45,9,840,2,2,0,0,5,0,4,2,4,3
M,1,2,337,2,1,2,1,4,0,4,0,4,0
F,25,20,853,1,1,3,3,3,0,0,1,4,0
M,25,15,181,3,3,0,5,3,0,4,4,5,4
F,25,17,939,0,3,3,0,0,4,0,0,4,0
F,45,15,112,1,1,3,0,0,0,0,0,2,0
M,35,4,224,5,3,3,3,5,1,0,2,4,0
F,18,2,984,4,2,4,0,0,2,3,0,2,5
M,1,10,917,0,1,3,5,5,0,1,4,2,5
M,35,9,981,5,2,0,3,3,4,0,0,3,3
M,25,15,15,5,1,0,0,2,3,0,4,0,0
M,18,20,894,5,3,0,5,1,5,2,2,0,4
F,25,17,773,2,1,4,5,4,5,5,1,5,0
F,1,12,581,3,3,1,4,3,2,0,3,0,0
M,25,11,284,1,4,2,5,0,1,1,4,3,0
M,45,18,701,5,4,0,4,3,2,3,0,5,0
M,35,13,891,2,2,2,3,4,3,4,1,5,0
M,56,0,803,5,4,3,4,4,4,0,0,5,0
M,25,0,498,5,5,3,1,0,2,5,3,3,5
F,18,18,640,2,0,3,5,3,0,3,3,2,0
M,35,18,64,5,2,1,4,4,4,4,0,2,2
F,45,4,973,0,4,3,3,0,3,5,4,3,0
M,25,19,17,2,5,4,1,4,5,3,1,3,0
M,35,9,895,2,1,2,4,2,5,0,4,3,5
M,35,1,705,4,4,3,2,5,2,3,0,5,4
F,50,15,857,1,3,0,0,4,2,2,4,0,0
M,25,2,582,0,0,2,4,5,5,0,5,0,0
F,50,2,483,1,3,4,1,0,0,3,0,2,4
M,56,4,312,0,0,4,1,3,4,3,0,0,4
M,56,8,211,2,3,1,2,2,5,0,5,3,0
F,25,0,98,5,2,3,0,3,5,0,4,2,0
F,25,4,323,5,0,0,5,2,1,2,3,5,3
M,25,4,640,0,5,0,0,3,5,5,0,5,4
M,25,18,875,5,3,0,1,4,4,0,0,0,0
M,18,8,325,5,4,0,5,3,0,3,5,3,2
F,45,18,983,2,2,3,4,0,4,5,0,4,5
F,50,9,912,2,3,1,3,1,4,1,4,5,3
M,56,7,336,2,2,4,1,5,3,0,0,0,0
F,25,4,904,5,0,4,3,2,3,0,0,2,1
F,18,12,437,5,3,4,4,5,3,3,4,4,1
F,25,20,991,5,0,1,5,0,5,4,2,5,5
M,1,0,6,0,2,5,2,4,5,0,2,2,5
M,18,4,927,0,4,3,4,1,3,3,3,3,4
F,18,6,752,3,0,1,4,0,1,0,4,3,0
M,35,15,927,5,5,5,1,0,4,3,1,5,5
M,56,17,790,4,5,3,4,4,3,4,0,0,5
F,25,5,581,2,0,4,4,0,0,4,3,3,4
M,45,4,991,2,2,5,1,5,5,3,3,0,4
M,50,12,915,2,5,4,2,3,2,5,4,4,3
M,25,20,975,5,0,5,0,5,0,1,2,2,0
F,1,7,360,5,2,5,0,2,0,5,1,5,2
M,1,20,234,5,2,0,1,4,4,5,0,2,3
F,25,16,527,5,3,2,4,2,2,3,4,2,3
F,45,11,262,3,1,5,1,3,0,5,2,2,1
F,45,2,441,2,4,5,4,3,0,0,0,5,4
M,35,12,301,2,3,4,3,1,0,1,4,3,4
M,25,4,744,5,3,3,3,1,0,1,4,3,4
F,18,16,765,5,1,2,0,4,1,4,2,4,1
F,35,17,731,0,2,5,3,0,4,4,3,3,0
M,25,19,997,0,1,2,5,2,0,0,1,4,4
M,18,2,539,2,5,4,3,4,0,0,0,0,5
M,18,8,971,5,0,4,2,0,0,4,4,3,4
F,45,2,875,3,4,4,4,4,3,0,5,3,1
F,45,2,584,4,2,0,1,4,5,3,0,5,4
M,56,13,641,4,0,4,0,1,1,2,5,4,0
M,45,14,598,5,0,0,5,0,4,0,1,4,1
F,45,11,495,3,0,0,4,4,1,0,5,2,5
F,25,13,277,3,2,2,1,3,2,3,0,5,0
M,18,14,70,0,3,5,5,1,4,3,3,0,3
F,18,11,131,4,2,0,4,1,5,0,5,0,3
M,18,5,303,5,0,5,1,5,5,3,5,0,0
M,1,4,925,4,5,2,1,4,3,4,0,5,0
F,25,4,534,5,3,3,0,0,2,0,0,3,5
M,45,14,474,0,4,1,3,4,5,2,3,3,4
F,25,16,598,2,0,3,4,1,5,0,3,3,3
M,1,2,165,4,1,3,3,2,3,1,4,5,0
F,50,2,680,2,1,4,3,2,2,0,0,1,5
M,25,17,292,0,3,2,2,5,5,3,4,5,1
M,50,5,410,0,0,1,2,2,4,3,5,5,1
M,25,20,430,5,3,0,0,1,3,3,0,2,2
M,50,0,941,1,4,4,4,2,2,1,0,5,0
M,25,13,933,4,5,3,0,3,5,0,1,5,0
M,25,4,501,2,0,4,2,4,1,2,4,4,3
M,18,8,582,4,3,4,0,0,0,0,4,0,4
M,25,3,197,4,4,0,1,5,0,0,5,4,4
M,1,14,354,0,0,4,3,5,5,0,1,5,0
M,25,17,726,0,4,0,4,4,4,0,4,2,1
F,25,20,68,1,4,5,1,0,3,0,1,5,0
M,25,14,314,2,2,1,5,0,2,4,2,5,0
M,25,1,234,5,3,1,3,2,5,5,3,0,0
M,56,5,947,5,2,3,5,2,1,2,1,3,0
M,45,2,319,2,0,2,1,3,0,3,4,2,5
