Gender,Age,Occupation,ZIP-code,260,1097,2628,2174,2797,1073,2100,2968,2105,2193
F,35,18,190,5,3,0,3,4,0,0,5,5,1
F,45,4,173,2,3,5,1,5,1,0,0,5,5
F,1,1,535,1,3,3,0,0,5,0,3,3,0
M,45,18,462,3,0,3,2,4,2,3,0,3,3
M,50,1,285,3,5,5,2,4,2,0,1,2,0
F,56,11,850,0,3,1,3,5,1,0,5,4,5
M,25,15,604,5,2,4,4,4,3,3,5,5,5
F,35,14,111,0,0,0,0,0,5,5,2,5,4
M,25,17,563,5,4,3,4,0,0,0,2,1,0
F,50,20,843,3,3,3,0,3,2,0,3,3,0
M,45,14,215,3,3,5,0,1,1,2,2,3,3
M,18,0,180,5,0,4,3,5,0,0,0,5,3
F,25,19,377,4,4,1,0,2,4,0,0,0,0
F,25,10,56,3,1,5,5,0,1,3,0,0,0
F,25,1,296,4,0,4,0,4,2,2,0,4,0
F,50,14,863,2,2,1,5,2,0,2,0,2,0
M,45,11,6,2,1,3,5,2,2,5,2,0,4
M,50,12,563,0,4,5,5,2,2,2,2,4,0
F,50,10,121,4,3,2,5,5,0,1,4,5,0
F,45,5,672,4,5,3,3,5,1,3,4,1,3
F,45,20,143,0,3,3,3,4,5,0,1,4,0
F,45,8,460,1,1,5,5,1,3,1,0,4,1
F,45,12,914,3,2,0,3,3,0,3,5,3,1
M,45,2,652,5,1,0,5,5,3,2,5,1,3
F,18,6,83,4,3,3,0,0,0,0,0,1,1
F,18,20,68,0,2,0,2,3,5,0,0,3,4
M,56,16,494,4,0,5,3,5,1,2,5,5,1
M,1,1,481,4,4,1,2,1,0,0,0,3,4
M,25,16,590,2,1,0,3,2,3,0,0,4,2
F,45,14,362,1,5,3,5,4,2,2,4,3,0
M,1,11,443,2,0,5,3,4,0,5,2,2,1
F,18,8,321,0,4,5,3,0,3,3,4,4,2
M,45,1,265,4,4,3,4,4,3,2,5,5,2
M,25,6,606,2,5,1,1,4,5,4,5,4,0
F,35,11,112,3,5,5,0,0,0,2,4,1,5
F,45,8,809,0,1,3,2,2,1,3,0,0,3
M,56,4,483,5,0,3,2,0,2,2,4,0,1
F,56,6,880,1,0,0,5,1,1,2,0,3,0
F,35,15,331,0,2,5,0,5,1,0,3,2,4
F,25,4,100,0,1,4,0,5,5,2,0,5,1
M,25,10,482,0,3,3,2,3,2,3,2,1,2
F,35,9,560,5,1,4,0,3,0,3,2,2,0
F,35,0,878,1,1,0,5,0,5,2,5,5,3
M,45,15,358,0,4,4,1,1,4,0,5,1,0
M,35,12,303,0,2,0,5,4,1,0,3,5,1
F,35,3,210,3,5,0,0,0,4,0,3,5,0
F,25,0,622,4,4,2,5,4,4,2,5,3,2
M,25,17,598,5,3,5,2,0,5,1,4,0,2
F,56,3,152,3,5,4,3,0,1,4,0,5,3
F,45,8,927,5,4,4,4,0,4,5,4,4,2
F,56,20,907,0,5,0,0,5,0,2,2,2,4
F,45,16,41,1,4,0,0,4,0,5,5,5,0
F,18,9,84,0,3,2,2,2,2,0,4,3,0
M,45,9,234,0,3,0,1,5,3,0,4,4,0
F,45,16,974,2,1,5,5,0,0,2,5,0,3
M,45,0,157,3,1,2,2,3,1,5,4,3,0
F,35,20,934,2,4,4,2,0,1,2,0,1,3
F,35,18,547,1,4,2,3,0,2,4,3,1,1
M,25,20,551,4,4,2,2,5,0,0,3,1,0
M,18,9,631,3,4,2,2,2,1,0,2,0,0
M,50,3,727,1,0,5,2,4,4,0,4,2,2
M,25,13,522,1,4,2,2,4,5,2,5,1,1
F,50,0,982,1,4,4,2,4,4,5,2,4,4
