Gender,Age,Occupation,ZIP-code,247,885,1097,1654,2086,2138,2872
F,35,5,49,4,5,5,4,0,3,1
M,25,6,440,3,5,4,3,0,1,5
M,18,16,704,1,2,5,0,0,0,3
F,56,4,900,2,2,4,3,3,4,2
M,35,0,641,3,0,4,0,0,0,0
M,45,17,322,3,2,0,0,2,3,1
M,56,9,672,1,2,1,5,4,2,1
M,18,0,934,0,0,5,0,0,0,0
F,35,20,194,5,4,2,0,0,2,0
M,56,19,307,3,4,3,0,2,3,2
F,45,15,87,0,0,0,0,4,0,3
F,25,1,494,4,0,3,0,0,5,3
F,50,13,209,4,5,3,5,1,4,4
M,35,15,662,4,4,4,1,4,3,4
F,50,16,610,0,1,0,0,0,0,5
F,1,20,485,1,5,0,5,0,0,0
F,35,13,42,0,0,1,0,2,5,1
F,45,6,349,0,0,1,0,0,3,5
F,50,6,655,1,4,1,4,0,4,3
F,56,6,352,3,4,4,0,2,0,0
F,45,14,452,2,0,2,0,3,0,2
M,45,7,434,2,2,3,5,0,4,3
F,18,12,441,1,3,3,4,3,3,3
F,45,0,104,3,2,2,0,0,4,5
F,45,15,65,0,0,3,0,2,3,0
M,18,18,581,5,3,0,1,0,0,0
F,45,6,941,1,0,4,0,4,0,4
M,1,3,501,2,0,5,0,5,4,5
M,1,12,741,1,0,3,0,0,1,5
M,50,13,131,4,0,4,0,2,4,1
F,56,10,802,1,0,1,0,1,2,5
F,1,14,430,5,2,1,0,1,5,0
F,18,6,300,5,2,0,2,0,5,5
M,25,19,797,0,2,2,1,3,4,4
M,18,15,838,4,5,2,1,0,2,5
M,56,4,847,1,2,3,5,2,0,5
F,1,19,891,2,3,0,3,0,0,0
M,56,0,222,3,1,5,3,0,3,4
M,1,2,973,1,1,1,5,4,2,1
M,25,15,442,4,0,0,0,0,4,4
F,18,16,618,4,5,5,0,4,0,2
F,45,20,907,4,5,0,0,5,4,5
F,35,1,946,1,0,2,4,0,3,3
M,35,12,443,1,3,3,2,0,3,1
M,50,6,987,4,0,2,0,3,0,2
F,45,1,83,3,4,2,1,4,1,0
F,25,11,168,0,2,0,4,0,3,3
M,18,0,49,5,5,5,0,3,0,0
F,35,19,772,0,0,1,0,0,1,3
F,35,7,474,5,0,1,0,3,0,3
M,25,1,83,4,2,5,5,2,4,5
F,1,10,502,2,5,3,1,0,5,4
F,18,19,833,4,0,5,0,4,5,1
M,45,2,186,5,1,1,0,4,3,0
M,25,15,197,0,3,5,1,0,2,5
F,25,3,933,3,0,4,5,2,1,2
F,25,13,347,0,0,3,0,0,0,4
F,1,17,941,0,0,0,0,0,3,0
F,25,19,674,0,0,5,0,3,0,3
M,56,2,681,1,3,2,0,0,3,3
F,45,20,87,0,1,5,3,0,3,0
F,56,16,597,0,2,0,0,0,0,3
F,25,18,165,3,2,4,5,2,0,2
F,35,19,330,2,3,4,0,0,2,3
F,25,6,666,2,1,5,2,4,5,5
M,25,15,983,4,5,4,1,3,4,3
F,18,20,777,1,0,0,4,0,0,1
M,25,3,935,0,0,4,0,4,1,3
M,35,3,88,1,4,2,0,5,2,2
F,50,3,50,0,0,2,0,4,3,0
F,1,4,325,0,0,5,2,5,4,0
M,25,16,371,2,0,4,4,4,0,0
F,35,9,735,4,3,3,3,0,2,4
F,50,3,857,4,2,1,5,5,5,0
M,56,15,805,3,0,0,0,5,1,5
F,35,7,498,1,0,3,5,0,0,0
F,18,12,943,0,1,5,5,2,0,5
M,25,11,495,0,1,1,5,5,0,5
F,50,16,292,0,0,1,4,3,3,4
M,18,18,604,3,0,0,0,0,0,5
M,18,1,360,5,5,4,5,0,5,5
F,18,15,793,2,3,4,2,0,2,5
F,45,7,190,2,0,5,0,3,3,3
M,1,17,453,2,0,4,0,1,1,0
F,1,1,836,4,4,2,4,0,2,0
F,18,19,229,5,5,4,1,0,5,5
F,50,15,971,0,0,5,1,3,4,3
F,1,17,198,0,5,1,0,3,0,5
M,1,10,539,4,5,1,3,3,4,3
F,35,16,89,3,1,3,0,0,0,5
F,1,4,466,5,3,0,3,0,3,5
M,18,19,926,0,5,2,0,0,0,0
M,25,11,968,2,5,4,3,0,3,3
F,45,14,346,0,1,5,0,0,2,0
M,35,9,913,2,2,2,0,0,4,3
M,56,3,41,1,0,5,0,0,0,2
F,18,19,292,1,2,0,2,3,5,2
F,18,19,800,0,4,3,0,0,4,0
M,18,20,89,2,0,4,0,0,1,2
F,56,1,196,0,0,1,0,4,2,2
F,25,5,983,0,4,3,0,0,0,3
F,56,13,465,0,0,5,0,1,2,5
F,50,3,141,0,2,5,0,4,2,4
M,25,7,276,0,2,4,3,0,2,5
F,35,9,26,0,0,3,0,0,0,4
M,45,1,557,3,4,5,5,1,2,4
F,45,10,652,2,0,5,0,3,2,3
F,18,13,744,0,1,2,0,5,0,4
M,18,10,122,4,5,5,0,1,3,1
M,56,17,920,0,5,2,5,4,4,4
M,35,16,880,0,0,3,5,3,0,3
M,35,9,379,5,0,0,0,3,3,3
F,18,10,221,0,5,0,2,4,2,2
M,50,18,88,0,0,2,4,3,0,3
F,1,18,287,0,0,4,5,0,2,3
F,25,4,62,5,0,3,0,2,1,5
F,45,8,215,4,5,4,3,3,3,5
F,18,14,720,0,0,4,0,3,4,5
F,18,10,775,0,5,4,5,0,0,5
F,45,6,908,4,0,3,0,5,4,3
F,18,2,735,1,0,0,0,2,0,0
M,45,9,109,0,0,2,0,0,0,3
M,25,9,555,0,3,0,3,0,0,4
F,56,18,741,0,0,5,0,5,1,1
F,35,8,658,3,0,1,0,0,3,4
F,45,7,457,0,0,5,0,3,5,4
M,18,13,113,4,2,4,3,3,2,2
M,18,2,770,1,0,0,5,0,2,0
M,45,17,943,3,0,2,0,3,2,0
F,1,18,294,0,4,1,0,4,1,5
M,25,2,360,1,0,4,0,3,3,0
F,50,0,625,5,0,4,0,2,1,0
F,56,5,981,5,3,2,2,5,3,1
F,45,8,836,3,3,1,0,0,0,1
M,18,18,701,0,0,3,0,0,1,0
M,35,12,361,0,2,4,1,0,0,2
F,50,2,286,3,0,4,0,5,4,4
M,25,7,741,5,0,5,0,2,3,2
M,50,14,974,3,5,1,5,5,4,0
F,25,17,66,4,1,3,5,0,1,3
M,45,15,54,1,0,0,0,0,0,2
F,18,6,334,0,3,5,0,3,0,3
F,1,19,85,0,0,2,1,4,3,3
M,35,1,272,0,4,2,0,2,0,5
