Gender,Age,Occupation,ZIP-code,247,2100,2143,2872,3479
M,56,8,672,2,5,0,0,5
F,50,6,50,4,0,2,0,4
F,25,7,64,4,4,5,0,4
M,18,5,847,0,3,0,0,0
M,56,6,447,0,4,5,0,0
M,45,11,240,5,0,0,3,5
F,1,1,284,4,3,2,0,2
M,35,15,376,0,3,3,2,0
M,56,3,815,0,4,2,4,2
F,56,8,338,0,0,2,1,3
M,18,16,672,2,1,5,0,0
F,18,20,186,0,3,3,1,3
M,25,14,447,1,4,5,0,3
F,50,10,905,4,1,3,0,5
F,50,7,165,3,0,5,4,0
M,25,1,473,0,0,5,0,0
F,45,20,307,0,0,4,5,3
M,25,14,627,4,5,5,5,1
F,45,4,947,0,0,5,0,5
M,1,18,23,0,2,4,3,1
M,35,20,337,0,4,4,1,0
F,1,18,969,2,0,2,5,4
F,25,2,481,2,4,0,2,5
F,18,2,143,0,2,3,0,1
F,18,18,127,1,0,4,3,0
M,56,3,924,0,3,0,3,0
F,1,19,280,0,4,3,1,3
F,35,2,770,4,3,1,4,4
M,45,9,277,3,5,5,2,0
F,35,5,190,0,4,4,0,1
F,50,3,433,5,0,3,0,0
M,56,10,212,4,3,0,0,0
M,45,17,262,1,0,2,2,3
M,35,16,705,2,4,2,3,4
M,35,5,132,2,2,1,2,1
F,35,14,852,0,5,0,5,1
F,35,11,809,0,5,3,3,0
M,50,3,972,2,0,1,4,4
M,18,10,322,0,4,2,0,0
M,56,16,815,0,0,1,0,0
F,56,8,430,2,2,2,0,0
F,50,16,986,0,2,5,3,0
F,18,19,481,4,0,1,0,0
M,25,11,940,5,1,0,0,5
F,56,8,847,0,2,5,0,0
F,25,17,465,5,3,3,0,5
F,45,9,222,4,3,2,5,4
M,25,1,987,2,1,5,5,5
M,56,12,906,0,0,3,2,0
M,1,19,432,4,3,5,3,2
M,50,11,701,0,3,1,3,3
F,50,8,12,1,0,1,4,4
M,18,12,132,4,2,5,0,3
F,25,7,853,3,2,1,5,0
F,35,9,843,2,3,1,5,0
F,45,18,942,5,0,1,5,3
F,45,18,90,0,5,0,4,5
M,18,18,809,0,1,2,0,3
M,50,18,914,0,2,3,3,0
F,18,4,834,3,2,1,1,3
