Gender,Age,Occupation,ZIP-code,247,2100,2143,2872,3479
M,25,4,12,3,3,3,0,0
M,50,12,282,1,0,2,4,3
M,35,18,983,0,0,5,0,4
M,50,19,433,2,1,2,0,0
M,18,4,904,0,1,4,4,0
M,56,2,336,2,4,4,3,5
M,56,4,244,3,1,0,4,1
F,1,19,554,0,1,0,2,0
M,50,18,240,0,3,2,3,0
M,1,3,685,0,4,0,4,2
F,1,12,900,2,0,5,3,0
F,45,17,580,0,0,3,4,3
M,35,8,584,2,1,4,5,5
M,25,20,402,2,4,0,3,0
M,56,6,337,4,4,2,5,5
F,35,9,497,0,0,0,3,3
F,50,9,498,3,0,4,0,3
M,1,13,465,3,0,0,5,3
M,25,12,321,0,0,4,0,1
M,25,1,933,5,0,3,3,0
M,18,5,957,3,3,0,0,3
M,35,1,436,4,3,0,4,4
F,1,15,20,0,4,4,0,0
F,1,1,149,0,3,0,0,4
M,35,1,991,1,0,3,4,0
M,35,11,77,0,0,2,0,4
M,1,10,969,1,5,2,3,3
M,56,16,623,3,0,0,0,0
M,50,15,68,4,3,5,0,4
M,18,8,988,3,0,1,0,5
M,35,2,131,1,0,0,5,3
F,50,10,208,0,4,2,4,0
M,45,18,488,3,3,2,5,3
M,1,19,276,5,0,0,5,0
F,56,2,396,3,0,4,5,3
M,45,12,302,0,2,5,0,5
F,25,15,701,3,2,0,3,3
M,18,20,708,0,2,0,0,0
M,56,4,928,0,5,0,4,0
M,50,17,726,2,1,5,0,0
M,25,16,982,1,4,0,1,0
M,50,3,458,4,1,0,3,2
F,45,11,193,0,3,2,5,0
F,45,12,76,0,5,4,0,3
F,56,20,224,0,2,0,4,3
M,1,14,920,3,0,0,0,0
M,50,4,88,5,5,0,4,0
M,50,5,18,4,0,1,3,3
F,18,9,970,0,5,1,1,0
F,50,11,279,2,4,3,1,0
M,25,8,758,0,0,5,3,0
F,1,0,62,3,5,2,4,1
M,1,14,461,3,4,0,4,4
M,50,7,820,1,3,4,2,2
F,35,5,525,4,4,4,5,3
M,56,15,672,2,4,0,1,0
M,1,19,547,4,4,0,4,0
M,56,0,49,1,2,5,0,1
M,25,19,165,0,4,0,3,0
M,50,2,170,3,4,1,1,0
M,50,2,336,4,5,2,0,2
M,18,4,630,0,1,0,2,1
M,35,18,235,0,2,0,5,5
M,45,12,981,0,4,2,2,3
M,25,19,941,2,3,0,0,3
F,56,2,379,4,5,1,3,5
M,35,3,78,4,0,3,0,0
F,45,11,935,0,4,4,5,3
M,35,17,612,3,1,0,2,4
M,18,20,560,0,3,4,0,0
M,1,2,840,0,0,1,5,0
M,25,15,625,0,1,0,1,5
M,50,11,146,5,4,1,0,0
M,25,15,910,0,0,0,4,3
M,56,1,973,4,1,0,2,0
M,25,10,904,0,0,0,3,2
F,1,18,290,0,0,1,0,5
F,35,7,606,0,1,2,3,0
M,1,4,373,5,0,0,5,1
F,50,1,815,0,5,0,2,5
F,18,17,735,0,3,4,4,3
F,45,14,166,0,3,5,4,4
M,50,8,805,3,4,0,3,4
M,56,8,141,0,5,0,5,3
F,56,7,911,3,4,0,4,3
M,45,14,212,0,0,3,2,3
F,25,7,42,4,2,4,2,2
M,1,2,522,3,0,0,0,0
F,35,17,602,2,3,0,4,3
F,50,14,447,0,0,2,0,3
M,56,6,495,0,0,4,3,1
M,25,20,904,4,0,2,5,0
M,18,6,524,2,4,0,4,5
M,35,19,362,0,1,4,4,2
M,35,16,992,1,3,0,0,3
F,18,2,946,0,1,4,5,3
F,50,4,920,4,4,0,5,3
M,45,12,820,2,0,0,4,0
M,45,8,584,4,1,0,5,4
F,25,11,23,4,0,0,0,4
M,56,7,782,0,5,5,0,3
M,45,8,800,4,5,2,0,3
F,45,20,281,4,4,4,2,5
M,50,15,704,0,0,2,0,0
M,18,14,902,0,5,3,0,0
F,45,20,969,0,4,0,2,5
M,50,16,756,0,3,5,2,5
F,18,3,222,0,5,0,1,0
M,50,13,461,0,1,1,3,0
M,18,8,908,0,3,3,0,2
M,25,20,333,4,1,0,1,2
M,35,18,942,0,4,0,0,5
F,1,13,483,1,3,2,5,0
F,56,8,454,4,4,3,0,0
M,25,19,49,0,3,0,2,0
F,25,7,361,2,3,4,3,1
F,50,7,211,2,3,3,4,4
M,56,4,441,4,4,1,1,3
M,18,12,990,0,4,5,0,1
M,56,9,954,4,0,2,1,0
M,50,15,319,1,3,2,3,2
M,18,15,230,0,0,0,0,0
M,45,15,871,0,4,1,0,1
M,50,17,704,0,0,2,0,0
M,18,2,362,0,0,5,0,0
M,35,20,236,0,4,0,0,5
M,56,4,951,1,3,2,1,2
M,35,20,175,3,0,0,5,5
M,56,2,280,0,5,0,0,0
F,25,17,297,0,3,0,0,3
F,50,1,69,5,1,0,1,0
M,45,9,279,2,5,3,1,0
F,18,16,744,0,1,5,0,3
F,56,1,813,3,3,5,4,5
F,50,20,12,0,0,3,0,4
M,35,14,853,0,5,0,0,5
M,35,15,705,0,0,0,5,5
F,18,4,28,3,2,5,4,0
M,56,5,797,5,0,2,0,0
M,50,11,627,1,0,4,4,0
F,56,13,662,4,2,0,0,4
M,56,9,997,2,4,1,4,3
