Gender,Age,Occupation,ZIP-code,260,1097,1750,2021,2093,2105,2628,2968
F,1,10,878,0,0,3,0,3,3,1,2
F,25,20,584,5,2,0,4,0,4,1,0
F,25,1,756,3,3,1,0,2,1,0,0
M,50,17,465,4,5,0,2,1,1,4,0
M,56,8,123,5,1,0,2,0,0,0,0
M,50,2,10,5,4,1,2,0,4,5,0
M,1,17,945,2,3,0,0,3,4,3,3
M,56,4,502,5,3,5,1,0,4,3,4
M,50,11,498,0,0,4,4,0,5,5,5
M,18,4,226,2,0,5,0,2,3,4,0
F,25,5,731,5,4,0,4,4,4,3,0
M,35,15,178,3,1,0,4,0,5,1,3
F,45,3,949,0,3,5,2,2,0,5,0
M,25,4,209,5,2,0,1,4,3,4,2
F,1,14,309,1,2,4,3,1,3,3,5
F,1,12,950,4,3,1,4,0,2,1,2
F,18,15,616,5,2,0,1,4,1,2,1
M,18,10,274,5,2,3,0,5,2,3,3
M,56,2,337,4,0,3,0,1,2,4,3
M,45,14,123,0,0,1,2,3,0,1,0
M,50,14,559,0,0,5,0,0,4,0,1
M,50,15,327,3,4,0,1,0,3,0,5
F,25,8,110,4,3,1,2,0,5,4,5
F,50,0,443,5,2,0,0,0,2,4,4
M,25,2,372,4,5,0,0,3,2,2,1
F,56,4,946,5,3,5,0,3,2,4,5
M,45,7,658,1,3,2,3,3,0,1,2
F,18,8,633,4,4,1,5,5,2,1,1
M,50,13,442,5,0,0,4,3,5,0,0
F,18,7,465,5,0,5,1,4,3,5,1
M,25,17,31,2,1,1,0,5,0,0,3
M,25,0,947,1,1,3,5,0,5,2,3
M,56,12,336,1,0,0,4,5,5,0,2
F,25,14,417,5,1,0,4,0,5,5,0
F,18,2,321,1,3,1,0,0,0,0,5
M,18,9,69,5,0,0,0,3,3,0,0
M,50,4,503,2,5,5,5,3,2,2,0
M,18,11,958,3,2,5,4,3,4,3,0
M,50,9,965,1,5,0,0,0,3,0,4
M,25,3,837,0,3,0,0,4,3,3,4
F,45,0,722,5,5,5,0,2,2,4,0
F,18,7,605,5,3,0,2,0,2,0,5
M,25,15,559,5,0,0,5,0,0,4,0
F,18,5,421,1,5,3,1,5,4,0,4
M,56,10,895,5,5,4,5,3,0,4,1
F,45,9,435,4,3,2,4,2,0,0,2
M,25,12,141,3,0,2,2,5,5,4,1
F,25,7,923,3,0,4,2,4,1,5,3
M,50,11,361,2,0,3,3,4,3,5,4
M,45,7,334,5,5,1,0,0,5,0,2
M,1,12,89,4,1,1,5,0,2,4,4
M,56,13,396,3,1,0,2,1,4,3,4
M,25,2,623,5,0,0,2,5,2,3,2
M,1,20,820,1,3,1,0,1,5,1,4
M,50,4,482,2,3,1,4,5,4,3,1
M,1,8,840,5,0,1,5,4,2,3,3
M,50,10,674,5,0,0,2,2,4,0,1
M,25,7,23,1,1,5,2,4,2,3,1
F,18,4,975,4,3,3,0,3,0,0,3
M,1,4,921,5,5,1,5,3,3,5,5
F,25,6,927,4,0,0,1,3,2,0,5
F,50,17,65,5,0,0,1,0,4,5,4
F,45,2,495,1,5,0,1,0,5,5,4
F,56,4,490,1,5,0,5,0,4,4,0
M,1,6,940,2,2,0,2,0,2,4,3
M,1,9,143,2,3,4,2,3,1,0,2
M,18,11,105,4,0,3,4,0,3,2,1
F,56,7,601,2,0,2,1,3,2,5,3
F,25,20,222,4,5,3,1,0,5,4,2
F,56,15,170,0,2,2,2,2,5,4,0
F,18,2,489,2,1,1,1,1,4,4,5
F,56,15,235,4,5,0,4,3,0,3,5
M,50,15,875,5,1,4,0,2,3,4,2
M,56,4,65,5,4,4,3,0,1,0,3
F,18,0,193,5,3,0,0,3,5,3,1
M,35,4,522,5,3,5,3,0,4,3,3
F,45,4,457,3,2,2,2,0,2,3,3
M,25,15,434,5,4,5,1,4,1,3,3
M,1,17,21,2,3,5,0,2,2,1,0
M,50,18,965,5,4,2,0,3,4,5,3
F,25,5,610,2,4,0,0,0,5,3,4
M,56,11,22,1,1,1,0,0,5,2,4
F,25,10,720,1,5,0,3,0,4,0,4
M,1,8,60,2,3,2,0,0,4,0,0
M,1,17,483,2,5,3,1,2,5,3,3
F,50,5,196,1,5,0,2,3,2,3,0
M,35,18,920,4,5,3,3,0,4,4,0
M,1,0,445,0,3,1,4,0,5,3,0
M,25,20,80,5,2,4,1,1,3,2,3
