Gender,Age,Occupation,ZIP-code,247,885,1097,1654,2086,2138,2872
F,1,10,232,0,3,5,5,0,2,4
F,25,20,212,1,1,5,0,4,5,1
F,25,1,292,0,2,2,1,5,3,4
M,50,17,333,3,0,2,0,0,3,0
M,56,8,16,5,0,1,2,2,0,3
M,50,2,378,3,3,3,0,3,4,5
M,1,17,290,0,3,4,1,2,3,1
M,56,4,166,4,5,5,1,2,3,4
M,50,11,480,0,2,2,0,4,0,0
M,18,4,540,2,0,3,1,5,4,1
F,25,5,417,3,0,2,0,4,0,0
M,35,15,801,0,2,4,2,0,4,0
F,45,3,54,3,4,4,0,3,4,4
M,25,4,297,3,5,0,4,0,0,0
F,1,14,115,2,5,1,0,0,5,1
F,1,12,236,3,0,4,2,0,5,3
F,18,15,630,0,3,2,3,3,5,2
M,18,10,76,2,0,2,2,0,4,5
M,56,2,800,2,1,3,4,4,1,4
M,45,14,27,4,0,2,0,3,0,0
M,50,14,590,0,0,4,1,0,3,0
M,50,15,152,2,1,1,3,2,4,5
F,25,8,77,0,0,1,0,3,2,1
F,50,0,301,0,0,3,0,3,0,0
M,25,2,66,3,0,4,1,2,0,2
F,56,4,460,3,5,1,1,4,1,0
M,45,7,309,0,1,3,3,2,5,0
F,18,8,349,0,0,1,2,4,5,4
M,50,13,782,0,2,1,4,4,2,0
F,18,7,983,1,0,1,4,0,5,2
M,25,17,502,2,0,3,0,0,3,4
M,25,0,161,0,0,1,1,2,3,0
M,56,12,596,2,5,1,4,2,2,3
F,25,14,947,4,0,3,4,2,0,5
F,18,2,336,1,1,2,5,0,1,0
M,18,9,261,3,0,3,3,0,5,0
M,50,4,325,0,5,4,1,2,0,2
M,18,11,358,0,2,5,0,0,1,1
M,50,9,18,0,5,1,1,0,2,3
M,25,3,319,0,1,5,1,4,4,1
F,45,0,307,1,5,4,3,4,0,0
F,18,7,613,0,0,4,5,4,0,2
M,25,15,379,5,3,1,5,3,0,2
F,18,5,41,4,0,0,3,4,2,1
M,56,10,284,3,4,5,0,2,0,5
F,45,9,337,0,1,1,2,0,5,1
M,25,12,480,4,5,3,0,4,5,4
F,25,7,331,1,0,3,0,2,0,1
M,50,11,490,4,3,4,2,0,1,1
M,45,7,800,3,0,1,1,5,5,0
M,1,12,803,3,5,4,0,3,1,0
M,56,13,590,1,2,2,0,5,0,0
M,25,2,558,0,0,4,1,5,5,1
M,1,20,339,3,3,1,3,0,0,3
M,50,4,834,5,3,4,0,2,4,0
M,1,8,927,5,5,5,4,3,5,3
M,50,10,662,0,3,0,2,2,5,2
M,25,7,89,0,0,1,1,4,3,5
F,18,4,525,4,2,0,0,0,0,0
M,1,4,48,0,0,1,1,4,1,3
F,25,6,130,3,0,4,2,2,1,3
F,50,17,908,0,1,2,1,5,0,0
F,45,2,988,4,0,2,0,2,3,5
F,56,4,143,4,4,0,1,4,4,4
M,1,6,915,0,0,2,4,5,4,0
M,1,9,489,0,0,1,0,0,4,0
M,18,11,551,5,1,1,2,0,0,3
F,56,7,857,0,2,0,0,4,4,0
F,25,20,112,3,0,2,2,5,0,3
F,56,15,358,0,4,1,0,0,5,0
F,18,2,329,3,2,5,1,5,0,3
F,56,15,488,3,3,3,0,4,4,4
M,50,15,303,4,3,3,0,3,0,0
M,56,4,132,0,1,2,2,5,2,3
F,18,0,272,3,0,1,1,0,3,1
M,35,4,666,2,3,3,0,0,5,0
F,45,4,64,4,5,1,1,3,4,3
M,25,15,462,3,5,1,0,0,5,2
M,1,17,503,3,2,3,2,0,0,0
M,50,18,501,5,3,1,3,2,0,5
F,25,5,756,3,1,3,0,5,0,2
M,56,11,142,2,2,3,1,0,2,1
F,25,10,190,1,0,1,3,0,5,0
M,1,8,23,3,0,5,5,2,5,5
M,1,17,229,0,5,5,0,0,0,0
F,50,5,782,0,0,2,3,0,2,3
M,35,18,223,0,0,4,2,0,0,3
M,1,0,942,3,2,0,0,4,1,5
M,25,20,501,4,0,2,5,0,0,0
M,45,17,42,3,5,4,1,5,0,0
M,25,17,958,4,5,5,4,0,2,4
F,1,2,973,5,2,2,3,2,2,0
M,25,18,605,3,1,5,2,3,0,5
F,25,6,730,0,2,2,0,2,4,0
F,1,4,432,4,4,3,1,5,0,4
M,1,18,811,1,0,4,0,4,4,0
M,56,16,212,1,0,4,2,4,1,0
F,18,0,235,3,2,0,0,2,1,0
F,56,7,923,3,1,5,3,3,0,4
M,56,8,741,1,1,3,2,4,5,1
F,56,15,220,0,2,4,1,2,5,0
M,35,17,840,3,1,2,3,5,0,3
M,45,3,53,5,0,3,4,2,1,2
M,35,18,983,0,1,3,0,5,5,4
M,25,11,554,0,0,2,1,4,0,0
M,50,18,926,0,0,1,1,2,0,3
M,18,9,966,2,2,4,1,4,5,1
F,25,16,613,3,3,0,4,0,0,2
F,25,8,49,0,3,1,2,3,0,0
M,25,7,405,5,3,2,0,0,0,0
M,56,4,301,0,0,5,2,0,0,0
F,50,20,82,0,0,1,3,2,3,2
M,45,17,402,0,2,4,0,3,1,0
F,45,12,540,0,4,1,4,0,4,2
F,18,1,770,0,1,1,0,0,0,2
F,56,11,442,3,0,4,0,0,5,5
F,56,11,193,5,0,2,2,0,3,0
M,18,12,558,2,3,0,3,2,1,0
M,56,14,970,1,5,5,2,0,0,2
M,18,5,45,0,1,0,1,4,2,0
M,50,15,950,3,0,2,1,2,4,0
M,18,14,534,1,5,2,0,4,0,4
F,50,12,181,0,0,1,0,3,3,0
M,45,11,927,5,0,3,4,3,1,1
F,18,0,700,1,0,1,0,4,0,5
M,18,5,297,2,1,5,0,3,0,2
M,35,4,708,0,3,3,1,4,5,0
M,1,15,627,5,0,3,0,5,1,5
F,45,7,580,3,0,4,5,2,1,0
M,50,10,805,0,1,4,5,0,0,0
M,25,2,950,0,0,0,1,3,0,0
M,18,15,602,5,3,2,0,0,5,3
F,25,0,334,0,0,1,3,4,2,1
M,25,6,580,0,5,0,5,0,0,5
M,56,10,301,0,4,0,0,4,5,1
M,35,14,108,1,0,5,5,0,0,5
F,56,9,207,5,3,1,0,4,2,0
M,56,17,804,1,3,1,0,2,0,2
M,56,17,65,3,3,1,2,4,0,5
M,25,14,70,4,4,1,0,4,5,0
M,50,15,973,0,1,0,1,3,2,3
M,1,14,206,3,0,5,3,5,5,3
F,18,9,50,0,2,4,3,3,4,5
M,25,6,652,0,0,1,0,4,2,0
M,1,10,577,0,4,4,0,2,1,0
F,25,19,969,0,1,3,3,5,5,4
M,18,18,421,5,0,3,0,5,1,2
M,56,4,140,3,1,1,0,0,4,2
F,25,0,912,0,3,1,1,2,3,0
F,50,19,847,3,3,3,4,0,2,5
M,1,0,987,3,0,5,4,0,5,4
M,18,2,740,0,0,5,0,4,4,1
M,25,16,880,0,0,1,0,0,1,5
M,50,1,981,0,0,5,1,0,0,0
F,25,10,29,0,0,5,3,0,0,1
M,25,6,990,4,0,1,4,0,2,0
M,56,19,285,3,3,4,0,3,5,1
M,18,4,557,0,5,3,3,4,5,2
M,56,4,473,0,0,0,0,3,2,5
M,18,4,975,0,0,4,1,5,0,0
F,18,4,358,0,1,2,1,2,1,4
M,45,16,971,0,0,5,3,5,0,2
M,56,20,84,0,2,4,1,3,5,2
F,45,14,530,1,1,1,4,5,0,3
M,45,13,171,3,0,4,0,0,2,3
M,1,8,222,0,3,5,1,2,2,4
M,1,12,605,0,0,4,4,4,0,4
M,56,6,220,4,0,3,0,0,1,4
M,25,14,925,3,5,2,1,0,4,0
M,25,0,435,0,2,2,3,4,0,0
M,56,14,730,0,1,4,1,4,4,3
M,35,0,551,5,0,4,0,0,0,4
