Gender,Age,Occupation,ZIP-code,260,653,1525,2105,2193,2253,2628,2872,3438,3439,3440,3877,3889
F,25,14,549,1,0,5,2,0,1,0,1,3,4,5,2,4
M,45,5,616,3,0,0,4,4,0,2,5,0,0,0,0,0
F,35,20,346,5,5,2,2,1,4,1,4,4,2,3,2,4
F,18,9,685,5,4,2,1,0,5,0,1,1,4,4,1,3
F,56,9,489,1,0,2,4,5,5,0,4,3,1,0,2,1
M,50,5,916,5,0,2,0,0,0,0,4,0,2,0,5,2
F,25,7,943,5,0,0,3,3,1,2,2,0,3,0,4,2
M,35,10,88,5,1,0,0,5,5,0,5,0,4,0,2,3
M,56,16,240,5,1,5,3,3,1,1,1,0,0,0,1,0
M,50,12,924,5,4,0,2,3,5,1,2,4,5,2,0,5
M,56,7,775,0,0,1,4,5,1,4,1,0,3,5,4,2
M,18,1,68,0,0,2,3,0,1,0,0,0,4,0,5,2
F,25,2,720,1,2,5,2,5,3,1,0,4,0,2,1,0
M,18,20,560,1,0,0,0,0,5,2,2,5,3,1,0,0
F,50,18,935,5,4,2,3,3,3,4,0,0,0,0,5,1
M,45,15,339,4,0,1,5,2,0,1,2,0,0,0,3,0
M,1,14,914,3,5,0,4,2,0,5,4,0,4,0,2,5
F,45,12,80,3,2,5,1,5,5,0,4,1,0,1,2,2
M,50,4,522,1,1,1,3,1,0,3,5,2,0,0,4,0
M,45,16,627,2,0,0,0,5,1,0,0,0,0,0,0,4
M,1,14,215,4,0,0,2,4,0,4,3,4,0,2,0,0
F,56,2,875,5,4,5,2,1,0,0,4,0,4,0,2,2
M,45,6,802,0,4,3,3,0,0,1,1,0,1,0,0,0
M,35,11,173,4,4,0,0,1,0,3,0,0,2,0,0,0
M,1,12,15,5,1,0,2,0,0,0,2,3,0,0,0,4
M,25,18,480,3,0,0,0,0,0,0,0,0,2,0,0,0
M,18,14,282,1,1,0,4,3,0,5,1,0,3,0,0,1
M,18,5,906,4,4,1,0,4,4,4,3,5,1,3,4,5
M,35,4,501,5,5,1,5,0,0,4,0,3,0,0,0,3
F,50,12,280,3,1,5,0,0,5,1,4,1,5,1,2,0
F,1,2,484,5,4,0,3,5,1,0,5,0,1,0,1,3
M,50,17,181,0,0,2,3,5,5,0,0,0,4,0,5,2
F,25,9,486,1,2,2,0,5,5,0,1,3,1,0,5,0
F,25,3,181,2,1,1,5,1,0,3,2,2,0,0,4,1
M,50,10,80,5,4,3,0,0,0,3,3,0,0,0,2,0
M,50,15,616,0,0,0,4,0,0,3,5,1,0,0,0,0
M,50,4,326,3,4,1,2,3,4,3,3,4,4,2,4,1
M,1,3,863,5,3,2,3,5,1,0,1,2,3,0,5,2
F,18,15,641,1,5,1,0,2,1,4,0,5,5,1,3,3
M,56,5,765,3,0,2,2,1,0,3,4,0,0,2,2,5
M,25,14,530,5,0,0,3,0,2,0,2,2,0,3,0,0
F,35,8,601,3,5,0,0,3,5,4,1,0,0,0,1,4
M,56,9,287,1,2,5,5,5,5,0,3,3,1,0,1,4
M,56,11,377,5,4,2,3,3,5,2,2,5,2,5,5,2
M,18,17,731,5,3,0,0,0,0,0,0,3,1,0,0,4
M,45,19,554,1,0,3,5,5,3,3,1,5,4,5,4,2
M,35,17,894,1,1,0,0,3,1,4,4,0,0,0,2,0
F,25,15,610,3,0,3,3,0,0,5,4,0,0,0,0,0
M,56,10,871,4,0,0,5,0,0,1,0,5,0,3,0,3
M,1,0,547,2,0,1,2,0,0,2,2,5,1,5,3,0
M,45,9,406,1,3,1,2,5,3,0,4,3,0,0,4,1
F,25,7,993,2,5,5,4,0,1,0,3,0,0,0,2,3
M,18,4,143,4,0,2,0,2,2,4,4,4,2,2,2,0
F,50,6,148,5,0,5,2,4,3,0,3,3,4,0,2,3
M,25,9,90,3,0,0,0,3,0,0,0,3,0,0,0,0
F,56,20,436,4,4,2,5,0,0,3,5,5,4,1,1,0
M,56,18,13,0,1,1,4,4,0,4,2,0,0,0,3,2
F,45,19,908,3,4,0,0,0,0,0,3,2,4,0,4,0
M,56,18,972,0,1,1,0,1,1,0,4,0,0,0,4,3
M,45,2,601,0,0,2,0,5,0,0,5,0,0,0,5,1
M,18,0,166,5,0,2,5,0,0,4,3,0,0,0,2,0
F,1,17,442,5,0,5,5,1,5,3,5,0,3,0,2,0
M,18,7,522,5,1,0,5,3,5,2,4,3,2,0,2,4
M,50,4,33,5,5,5,2,5,0,0,5,5,0,3,3,0
M,25,12,56,5,3,3,2,0,0,3,3,5,0,3,2,0
M,18,5,549,0,3,0,2,5,0,3,0,5,0,1,0,0
M,18,5,836,0,4,2,1,4,1,4,4,5,0,3,2,5
M,25,1,943,5,1,1,1,5,1,4,4,0,1,0,3,5
M,56,0,928,5,4,0,5,0,0,4,3,0,0,0,0,0
M,35,16,758,1,0,0,3,1,0,5,0,0,3,0,0,4
F,25,5,378,0,0,0,3,4,4,5,2,5,4,1,1,0
F,25,18,836,5,1,0,4,0,3,0,0,3,0,0,0,0
F,35,15,132,5,0,0,0,0,0,0,0,0,0,0,0,0
M,25,2,300,4,1,0,2,1,1,3,0,4,4,2,0,0
F,50,0,930,1,2,2,2,0,0,0,3,4,0,4,1,2
M,25,3,209,5,0,0,3,3,0,3,3,2,0,4,0,0
F,50,9,328,5,1,0,2,0,1,1,0,3,3,0,0,5
F,35,14,616,5,0,5,5,0,3,2,5,1,2,1,5,0
F,56,14,765,1,0,0,5,4,0,1,4,1,5,1,0,1
M,25,17,926,5,0,0,5,0,0,3,0,0,5,0,0,0
M,50,16,809,4,1,2,5,4,1,5,4,1,0,0,2,5
F,35,7,326,5,0,0,5,3,5,1,2,5,4,4,5,0
F,45,18,131,5,3,2,1,5,4,4,4,5,2,4,1,1
F,18,4,437,3,4,0,5,5,1,5,4,1,0,4,5,2
F,50,16,286,5,1,5,2,2,0,0,4,4,0,4,2,2
M,56,16,330,4,0,2,5,1,1,3,1,4,3,2,5,4
M,25,15,493,1,5,4,1,3,0,4,0,0,0,0,5,3
M,50,10,132,5,0,5,3,4,1,5,4,2,0,3,1,1
M,35,6,563,5,3,0,0,5,3,4,2,3,0,0,0,0
M,18,13,272,3,0,2,0,5,1,0,5,3,4,0,5,3
M,1,15,596,3,5,2,0,5,2,5,4,0,3,0,2,4
M,18,11,115,3,2,0,0,4,5,1,0,0,3,0,0,0
M,18,0,493,4,1,0,2,4,0,2,3,0,0,0,2,4
M,50,20,485,5,4,0,5,0,0,0,4,0,0,0,0,0
M,18,10,970,4,2,0,3,0,0,0,0,2,0,0,0,0
F,50,2,123,2,5,0,1,4,1,2,2,0,2,0,4,4
M,35,20,240,4,0,1,1,4,0,5,2,4,0,4,3,0
M,45,7,551,4,1,0,2,5,4,1,5,5,3,1,0,1
M,56,14,582,0,0,0,4,4,5,4,0,3,2,0,0,0
M,1,5,815,3,1,3,3,3,0,1,3,5,0,2,0,0
F,50,20,655,1,2,0,3,3,1,4,5,5,0,4,1,5
M,18,0,921,5,4,0,2,0,0,4,0,4,0,2,0,0
M,50,4,495,2,0,0,0,3,0,2,5,0,0,0,0,0
F,35,4,53,3,4,0,3,0,0,2,0,2,3,0,0,0
M,56,19,805,0,4,0,0,3,0,4,5,0,0,0,2,3
M,45,14,20,4,5,1,0,4,0,5,1,4,2,5,4,5
M,56,18,64,5,1,2,2,2,5,4,2,5,5,3,5,2
M,25,16,287,2,4,1,5,3,1,2,4,3,0,0,0,0
M,1,10,331,1,4,0,5,3,0,0,1,4,0,2,0,2
M,50,12,285,4,1,2,2,0,2,1,4,5,5,1,2,5
M,1,4,495,4,1,0,5,0,3,0,3,3,5,0,0,0
F,25,3,752,5,3,5,5,3,1,4,3,0,4,0,2,4
M,56,2,640,3,2,0,0,3,2,4,0,0,1,0,0,0
M,25,13,109,1,4,5,4,2,0,5,2,3,4,0,3,0
M,50,4,674,2,1,1,5,1,1,3,0,0,4,0,3,0
F,18,2,277,5,4,0,2,0,0,3,0,0,4,0,0,0
F,1,14,957,2,0,0,0,3,5,1,2,1,5,5,0,3
F,50,17,944,3,3,0,5,0,0,3,1,0,0,0,4,0
M,25,13,76,2,3,0,3,4,1,1,0,5,5,1,0,3
M,50,13,329,2,4,5,0,5,3,0,1,3,3,0,3,3
M,18,12,756,5,0,2,1,0,3,1,0,4,5,0,5,5
M,1,15,563,3,1,0,0,0,0,0,0,0,0,0,0,2
M,56,13,597,1,1,0,0,1,5,4,1,3,0,0,0,0
F,35,10,951,5,4,0,4,4,0,4,1,3,0,5,5,2
M,35,14,466,1,5,5,4,2,0,0,0,3,4,0,3,2
M,35,15,445,5,1,1,2,0,0,1,3,3,0,0,4,1
M,25,0,782,5,0,0,3,0,0,3,3,0,0,0,0,0
M,1,6,430,5,2,0,4,5,2,0,0,2,0,0,0,1
F,50,10,431,1,0,4,0,3,1,0,0,0,1,0,5,5
M,56,6,775,1,5,2,4,2,3,4,5,2,5,3,5,3
M,56,9,223,2,0,0,4,5,0,0,1,3,3,0,0,2
F,50,12,81,3,5,5,3,3,0,2,4,4,0,4,2,2
F,35,15,325,1,2,0,3,4,3,5,1,5,0,4,0,0
F,45,7,457,5,1,0,0,1,3,4,3,5,4,4,1,1
M,25,14,970,0,0,0,2,0,5,3,0,4,0,5,0,0
F,1,8,82,3,3,2,2,5,4,3,0,5,5,1,5,0
M,25,7,700,1,3,0,3,4,2,1,0,5,3,3,0,0
M,45,11,88,1,2,0,0,5,0,0,0,2,0,0,0,4
M,50,0,327,5,0,0,3,5,0,0,0,0,2,0,0,5
M,56,13,417,5,4,1,2,3,0,3,0,0,0,0,0,3
M,45,12,442,5,2,0,4,0,4,5,3,5,2,1,1,1
F,25,4,396,4,4,5,4,5,0,0,4,2,4,0,2,3
F,18,18,433,5,0,0,0,0,0,4,0,0,0,0,0,0
M,50,12,974,3,4,1,2,0,0,0,2,4,4,1,3,2
M,56,17,165,1,5,0,0,5,4,1,0,2,5,0,0,0
M,18,19,925,1,3,1,1,1,0,5,5,4,0,2,4,3
M,35,4,209,5,5,2,5,5,5,0,1,1,3,1,5,2
F,45,1,454,5,2,0,0,5,0,0,0,2,0,0,0,4
F,45,7,115,4,4,0,2,5,3,4,2,5,0,3,3,3
F,25,19,937,0,2,0,1,3,0,4,1,0,2,5,0,0
F,56,4,799,2,0,1,4,1,2,3,1,0,5,0,3,1
M,25,14,142,2,0,3,5,2,0,2,1,0,2,0,4,4
F,18,11,63,1,0,1,1,3,1,5,2,4,1,2,4,0
M,50,1,912,5,5,1,3,3,3,4,1,4,3,2,3,5
M,56,7,630,5,2,0,0,4,0,4,0,5,5,2,0,2
M,25,8,944,5,5,0,2,1,4,5,0,4,2,2,0,3
M,45,6,465,4,0,0,0,5,1,4,0,3,5,0,0,0
F,45,10,98,5,4,0,3,4,5,5,0,0,4,0,5,0
M,35,2,436,5,1,0,4,0,0,2,5,0,0,0,0,0
F,56,12,290,4,5,0,2,4,1,1,0,4,3,4,4,1
M,18,20,640,5,3,0,4,0,0,0,2,4,2,0,0,0
F,18,5,115,5,0,0,3,0,0,3,0,0,4,3,0,0
F,25,19,276,5,4,5,1,1,0,2,3,2,0,0,2,3
M,56,17,720,4,4,0,0,2,3,5,0,0,4,0,0,1
M,35,17,336,1,1,0,0,4,2,4,2,0,4,0,1,1
F,50,5,53,1,0,0,3,5,3,2,2,5,0,4,0,3
M,1,19,841,0,5,0,2,0,4,0,4,5,3,3,2,4
M,18,7,171,5,0,0,0,0,0,1,5,0,5,0,0,0
F,50,19,974,5,4,0,4,4,0,4,1,0,3,0,4,0
F,56,2,284,3,0,0,0,0,0,2,0,0,0,0,0,0
F,25,9,244,5,0,0,3,3,0,4,0,2,0,0,0,0
M,25,12,944,3,0,0,2,1,1,0,1,4,0,2,0,0
F,56,13,301,1,4,4,5,4,5,2,4,5,0,1,3,5
M,1,1,875,3,0,0,0,4,1,5,4,0,3,0,2,5
F,56,15,88,4,5,5,5,5,4,4,4,5,4,1,2,0
M,56,13,610,1,0,5,2,2,4,4,0,4,5,5,3,3
M,35,4,131,5,4,0,0,3,0,1,0,3,4,0,0,0
F,18,4,815,5,0,2,3,5,0,0,3,2,2,0,1,1
M,25,4,53,5,0,0,3,0,0,4,0,0,0,0,0,0
F,25,14,895,5,2,0,1,1,3,5,0,1,3,4,0,3
M,25,17,495,3,0,0,2,0,3,0,3,5,0,1,0,0
F,45,6,345,4,0,0,4,4,0,3,0,3,4,5,0,5
M,25,8,531,4,4,5,0,0,0,3,3,0,0,5,3,4
F,50,19,63,4,1,2,1,1,0,0,3,2,3,0,1,4
F,50,17,610,5,2,0,0,4,0,4,2,2,3,0,4,4
M,45,7,535,1,0,0,0,1,1,5,3,0,1,0,3,3
M,25,12,131,3,0,0,4,4,0,3,0,3,0,3,0,0
M,18,7,904,4,3,0,5,3,4,0,0,0,0,0,0,0
M,1,3,750,0,1,5,5,5,2,0,5,2,0,3,1,5
M,25,1,813,3,4,0,0,4,3,5,4,0,3,0,2,0
F,1,8,170,5,5,4,3,1,1,5,4,3,1,5,3,3
M,50,5,915,3,0,0,0,0,0,2,0,5,0,3,0,0
F,25,16,114,2,3,2,1,2,3,4,4,3,2,0,2,5
F,25,4,933,3,3,0,0,0,4,2,0,1,0,1,0,0
