Gender,Age,Occupation,ZIP-code,247,2100,2143,2872,3479
F,35,1,87,4,2,2,5,2
F,56,6,152,2,0,2,1,3
F,25,12,280,0,3,5,0,4
F,45,20,19,4,0,0,0,0
F,56,19,212,0,2,0,0,0
F,50,15,200,0,0,4,2,0
M,56,7,674,2,2,4,0,0
F,45,14,752,3,5,5,0,5
M,35,1,24,0,0,0,1,4
M,35,3,558,0,2,5,0,0
F,25,17,307,0,2,3,0,3
F,25,0,371,4,0,1,2,1
M,18,3,959,2,0,4,1,2
M,18,18,554,1,5,1,5,1
M,18,3,148,0,4,1,0,2
F,50,8,965,0,5,1,4,3
M,1,1,537,1,5,5,3,1
M,1,17,330,0,0,3,4,0
F,25,13,956,0,2,0,3,4
M,56,1,871,0,4,1,0,0
M,45,19,112,4,3,4,3,0
M,18,4,380,0,0,4,5,5
F,56,9,930,0,4,4,1,0
F,45,12,520,0,2,0,1,0
M,45,14,947,0,1,4,2,3
M,25,0,377,0,3,3,0,0
M,56,17,494,1,1,5,0,3
M,18,7,680,0,0,4,1,5
F,35,13,941,0,2,3,3,1
M,56,18,863,2,0,0,0,5
F,1,7,222,0,2,0,0,3
F,45,7,934,2,3,5,5,5
F,56,14,132,0,4,5,1,0
F,50,0,6,0,4,1,3,4
F,45,0,181,0,4,0,1,0
F,56,16,337,0,4,3,2,3
F,50,18,110,0,3,5,3,5
F,35,14,319,0,0,4,2,0
M,35,1,372,3,0,3,0,2
F,56,2,442,2,0,5,1,5
M,35,1,460,0,0,2,3,2
F,18,19,171,3,0,2,3,5
M,35,16,557,0,3,1,0,0
F,18,19,300,3,4,2,4,4
F,1,5,761,1,0,5,0,4
M,56,13,338,0,0,3,1,3
F,25,13,109,3,3,0,0,0
F,50,17,396,4,4,0,2,4
F,35,15,988,4,3,2,0,3
M,1,10,975,0,1,2,4,3
M,1,18,985,4,4,4,2,5
M,35,5,857,1,3,3,4,0
M,1,0,534,0,4,1,0,1
F,50,12,231,2,1,1,2,2
F,50,10,273,5,5,0,1,0
M,25,4,934,0,2,5,1,1
F,35,5,623,4,4,4,3,4
M,18,13,376,1,0,3,0,0
F,18,10,84,0,0,1,1,0
M,18,5,488,1,0,2,0,0
F,25,7,405,2,0,2,0,0
M,18,11,943,0,0,4,1,3
M,50,13,402,0,0,2,0,0
M,56,9,662,0,3,1,1,0
M,56,5,321,0,1,2,3,5
M,25,14,919,0,0,4,5,5
M,35,19,770,5,2,3,3,0
F,45,9,381,0,5,1,1,0
F,35,0,212,2,3,3,1,0
F,35,20,231,5,4,1,3,0
F,35,5,81,4,4,3,0,4
F,25,4,465,4,1,1,0,3
M,25,13,558,4,2,1,2,3
F,35,3,323,0,4,5,0,0
F,25,3,740,0,4,3,0,5
M,35,16,953,0,0,1,0,0
M,1,18,775,4,3,4,5,4
M,18,6,22,2,0,1,0,0
M,18,17,532,1,2,5,4,1
M,56,13,735,3,3,1,1,1
M,35,14,878,5,0,4,1,4
F,35,14,294,0,4,5,2,3
M,35,5,12,0,1,1,0,0
F,25,11,983,2,3,2,0,0
F,35,8,544,0,1,4,2,0
F,1,7,228,0,0,1,5,0
F,18,0,130,0,1,4,4,0
F,35,1,571,0,0,3,0,1
F,50,12,142,2,4,2,5,0
M,1,8,53,2,4,2,4,0
F,18,17,666,0,2,2,3,2
F,25,0,786,0,0,4,4,0
M,56,13,700,5,0,3,0,3
F,50,2,483,0,0,4,3,4
M,18,12,782,5,2,3,0,0
M,25,7,442,4,1,3,0,5
F,18,13,904,4,0,5,3,4
M,25,2,435,4,3,3,0,5
F,18,0,378,2,2,4,0,0
M,1,11,750,3,4,1,0,3
F,1,19,904,0,1,1,0,3
F,50,18,466,2,5,5,3,2
M,18,5,215,2,0,4,2,0
F,35,4,319,0,3,2,0,5
M,45,12,285,3,2,2,0,0
M,1,17,577,0,0,4,0,5
M,50,15,105,5,5,3,5,4
M,25,1,811,0,1,4,5,3
F,18,7,122,3,0,3,4,3
M,56,17,801,2,1,1,5,0
M,1,3,380,0,0,4,1,0
F,25,13,863,2,0,5,2,0
F,50,7,600,0,5,4,0,3
F,1,19,558,1,5,2,5,1
M,18,19,973,1,3,5,1,3
M,18,8,704,0,3,1,5,2
F,56,2,294,1,4,5,5,3
F,35,4,223,4,0,1,0,2
M,35,16,60,5,0,5,0,3
M,1,5,465,0,0,2,2,3
F,18,0,6,5,0,4,4,2
M,35,1,114,0,1,5,0,5
M,1,14,132,4,2,2,0,4
F,45,16,465,2,0,0,0,1
M,35,17,942,5,2,1,4,1
F,18,1,863,2,2,5,0,4
F,18,5,554,2,0,3,0,0
M,25,11,63,0,2,3,0,0
M,35,0,465,0,3,0,2,0
F,35,9,894,0,2,4,0,5
F,25,10,303,0,0,0,0,5
F,1,15,240,2,1,4,1,0
M,1,2,633,0,3,3,0,0
M,56,5,309,2,2,0,0,4
F,1,18,121,4,4,4,4,5
F,56,8,45,0,2,2,3,0
F,25,0,128,5,0,5,5,1
F,18,2,833,0,2,5,0,5
M,1,19,786,0,4,4,1,2
M,18,8,604,2,0,0,0,0
M,35,16,83,2,3,2,5,1
M,18,10,296,0,0,0,2,2
F,25,16,453,5,2,2,3,2
F,1,15,79,0,1,5,2,5
F,25,19,954,0,2,5,4,0
M,35,15,296,0,2,0,3,0
F,50,4,907,0,5,2,1,0
F,56,16,48,0,4,5,4,4
F,50,3,974,3,0,3,4,3
M,35,5,33,0,4,3,4,3
F,25,0,297,2,5,0,0,2
M,50,3,170,0,0,4,0,3
F,50,0,296,3,4,3,3,4
M,35,2,161,0,4,3,1,0
M,1,18,847,0,4,4,0,0
F,50,20,292,2,1,0,5,5
M,25,16,857,4,3,2,3,3
M,50,3,582,2,2,5,3,5
M,50,4,21,0,3,4,1,1
M,56,12,66,0,0,4,5,0
M,45,0,15,5,1,5,2,0
M,1,3,328,2,0,1,0,0
M,1,10,220,0,3,2,0,0
M,35,6,495,0,4,3,0,4
F,56,2,465,0,4,5,5,0
F,35,16,309,0,1,3,0,0
F,18,18,346,5,4,4,1,0
M,56,17,775,0,0,2,2,1
F,1,3,666,0,4,1,0,1
M,35,20,975,0,1,3,2,3
M,25,13,381,5,1,1,4,5
F,25,10,146,0,0,4,0,0
M,18,18,925,4,5,0,0,3
F,50,11,912,0,2,0,5,3
F,56,10,870,0,4,3,0,0
F,50,7,970,5,2,5,1,3
F,50,3,108,0,2,0,0,1
F,25,9,803,2,3,2,0,0
F,56,2,453,0,0,2,2,5
M,50,0,602,0,2,1,5,1
M,25,11,453,0,0,2,2,4
F,1,19,229,1,0,3,0,1
M,18,19,209,0,5,2,1,5
F,35,13,770,0,0,2,0,1
F,18,0,319,0,4,5,0,0
M,18,2,280,2,1,5,3,0
F,25,1,944,4,2,0,5,4
M,25,17,65,0,3,0,3,3
F,50,18,600,0,2,0,3,4
F,50,10,320,0,2,4,3,3
F,1,7,136,5,0,0,3,0
F,35,16,751,0,0,0,3,0
F,50,4,469,4,4,3,2,0
F,50,17,970,1,2,3,5,4
M,50,10,148,0,0,1,4,4
M,35,10,320,0,4,2,3,0
M,1,10,297,2,1,2,2,0
F,56,13,79,1,4,4,0,2
M,45,9,130,2,0,5,0,3
M,35,19,930,2,1,5,4,0
M,18,20,194,2,5,3,0,0
F,25,1,525,0,0,0,0,0
M,35,18,10,0,4,2,0,0
M,35,18,473,5,5,0,2,5
F,56,5,328,2,0,5,4,5
M,56,13,148,4,0,5,0,0
F,50,10,778,2,0,3,0,0
F,35,5,811,0,5,4,4,4
M,50,5,524,0,3,5,1,1
F,35,0,841,0,4,0,3,3
F,1,2,465,5,5,4,3,2
M,56,19,62,4,3,2,0,5
F,56,3,142,4,4,5,0,1
M,25,9,186,0,0,5,0,5
M,45,17,84,0,0,1,1,2
F,56,12,452,0,3,4,5,0
M,50,6,220,5,0,4,4,5
F,1,8,660,0,0,2,0,0
M,35,8,81,0,4,1,0,5
M,18,20,803,0,0,3,0,0
M,50,17,446,0,2,2,3,3
F,50,7,813,0,4,5,0,0
M,45,0,333,4,2,3,0,0
M,1,11,532,4,3,3,3,3
F,35,3,700,0,0,3,5,0
M,35,10,582,2,5,5,4,3
M,25,2,629,2,2,4,0,4
F,45,14,282,0,3,2,1,0
F,50,20,234,3,0,0,1,3
