Gender,Age,Occupation,ZIP-code,247,2100,2143,2872,3479
M,56,4,662,4,2,0,3,0
M,35,1,984,1,4,1,4,0
M,25,15,933,5,3,3,2,0
F,45,19,931,1,5,5,0,4
M,25,19,447,0,0,2,2,4
M,56,1,27,0,2,0,5,0
M,18,16,69,0,1,5,0,1
M,18,6,115,5,0,4,2,3
M,56,0,610,4,1,0,1,1
F,56,18,492,4,0,4,2,4
M,25,4,325,0,4,0,1,0
M,50,0,935,2,4,3,2,1
M,25,1,489,0,5,0,0,0
M,50,1,923,0,5,4,4,0
F,18,10,435,4,4,5,4,4
F,18,7,485,4,5,4,0,0
F,1,17,701,0,3,3,5,5
F,50,12,27,5,0,0,4,3
M,25,8,852,0,0,0,0,5
M,50,3,468,0,2,0,4,5
M,50,20,914,3,0,4,1,0
M,25,0,584,0,1,0,3,0
F,1,14,280,0,0,0,1,0
M,35,1,681,3,1,2,1,0
M,45,1,380,5,4,1,4,3
F,45,12,931,4,5,2,2,3
F,45,10,200,0,0,2,1,1
F,50,18,547,0,2,2,0,4
M,56,8,600,3,1,0,4,4
M,50,16,253,3,0,3,5,4
F,50,12,211,0,2,2,3,0
F,45,15,980,5,5,2,2,2
M,25,16,440,0,3,4,0,3
F,35,4,79,5,0,0,2,0
F,56,6,765,4,3,5,1,3
M,18,17,983,0,3,4,4,3
M,25,0,79,0,1,3,0,1
F,45,16,294,0,1,4,5,4
M,50,17,958,0,0,0,1,0
M,35,5,708,3,3,2,4,0
F,35,4,935,3,3,1,1,0
F,35,15,532,3,0,5,3,1
M,45,5,24,0,1,2,5,1
M,45,3,458,1,4,0,1,1
M,35,0,100,3,0,0,5,3
M,1,5,109,5,3,0,2,4
F,18,7,551,1,4,0,4,5
F,1,4,282,0,3,0,2,0
F,18,17,554,4,2,0,5,2
F,25,12,973,0,2,0,3,0
F,35,7,235,1,3,2,1,0
M,18,4,735,0,3,1,2,0
M,35,4,553,1,5,2,0,0
M,45,12,939,0,2,4,4,3
M,25,4,63,3,3,0,0,0
M,1,17,935,5,0,1,0,3
M,18,14,307,0,4,3,1,0
F,45,14,945,1,2,4,5,3
M,50,16,440,5,4,4,0,0
F,35,4,534,0,3,3,3,5
F,35,7,232,2,3,2,4,3
M,50,2,830,0,1,1,4,4
M,18,1,362,0,2,3,0,1
M,50,19,320,3,0,0,5,4
M,18,4,975,0,4,0,0,0
F,56,16,997,0,5,3,4,0
M,45,9,130,4,0,1,3,1
F,35,16,261,5,3,0,2,1
F,56,13,362,0,2,4,1,3
F,18,4,245,0,2,0,0,0
M,1,19,980,0,5,4,1,3
M,45,15,934,1,5,4,2,1
F,56,19,54,3,5,4,0,3
F,25,7,417,0,3,0,0,0
F,45,14,175,0,3,4,5,0
M,1,13,765,3,1,1,4,0
M,1,9,950,0,5,0,0,0
F,25,9,166,0,0,4,4,0
F,1,18,53,0,4,2,1,4
M,18,19,336,0,4,5,3,1
F,35,5,331,1,2,0,1,0
M,18,10,787,0,0,0,0,0
M,56,19,326,3,4,4,0,3
M,18,9,777,5,0,5,0,1
M,25,4,772,1,0,3,1,5
F,45,4,442,0,4,2,1,0
M,45,3,240,3,5,4,2,0
F,56,20,26,0,3,0,2,3
M,25,0,63,1,4,0,0,0
F,56,1,782,5,1,5,0,0
M,25,17,603,4,0,3,1,0
M,25,14,42,0,0,3,3,3
M,1,9,857,0,2,2,4,3
F,45,16,435,4,4,4,3,3
M,18,4,349,0,0,0,1,0
M,45,0,141,3,0,0,4,0
F,45,8,62,0,4,0,4,4
M,50,17,275,0,0,4,4,0
M,45,0,221,5,0,0,0,0
M,25,11,123,2,0,0,0,0
M,35,8,837,0,2,3,4,4
F,45,19,498,5,5,5,5,3
F,1,17,427,5,0,0,3,3
F,25,20,165,0,2,2,1,2
M,25,4,630,1,1,0,0,3
M,25,1,78,3,1,0,0,5
F,35,17,198,0,5,3,5,0
F,25,20,144,0,0,0,2,4
M,18,9,436,0,1,0,1,3
F,56,15,123,5,4,1,2,1
F,1,9,604,2,3,4,0,3
M,1,0,115,5,1,0,0,0
M,18,7,919,4,1,1,2,0
M,18,18,968,2,5,0,1,4
M,50,7,503,0,5,2,0,0
M,18,13,786,0,3,5,0,1
M,45,20,904,3,4,0,0,2
M,45,10,435,0,4,0,0,0
M,25,17,338,1,2,0,1,0
F,18,17,981,0,1,4,0,0
M,25,1,497,2,1,0,5,0
M,25,6,917,4,5,4,1,2
F,45,19,805,0,2,2,1,3
F,1,1,604,5,0,0,3,1
M,1,16,982,4,4,4,1,3
F,56,0,320,0,0,0,0,0
F,1,17,764,4,2,5,0,0
M,18,17,328,0,0,0,5,0
M,1,0,577,1,0,3,0,0
F,1,0,132,4,5,3,2,4
