Gender,Age,Occupation,ZIP-code,673,1881,1920,2087,2138
M,25,4,12,3,5,0,4,0
M,50,12,282,0,5,2,4,2
M,35,18,900,5,3,0,2,1
M,25,19,433,0,3,3,5,0
M,18,12,800,3,5,0,3,0
M,56,2,445,0,0,0,0,3
F,56,11,244,5,0,2,5,3
F,35,19,554,4,4,4,5,0
M,50,18,652,2,5,1,0,2
M,18,3,895,4,4,3,0,4
F,56,12,900,2,3,0,4,0
F,56,17,580,0,0,3,3,2
M,25,8,584,0,0,0,3,4
M,25,20,402,0,1,0,0,3
M,50,6,236,5,3,2,0,3
F,35,9,613,1,3,5,0,0
M,50,9,498,1,1,1,4,2
M,1,13,196,0,1,4,0,3
M,25,0,321,1,5,0,4,1
M,50,19,933,1,3,0,3,4
M,18,5,957,1,3,0,0,3
M,35,1,436,4,2,0,0,4
F,1,12,279,0,1,4,3,0
F,1,1,410,2,5,0,0,0
M,35,12,465,5,0,0,4,3
M,35,17,77,3,3,0,1,0
M,1,0,969,5,2,3,4,3
M,56,16,623,0,2,2,1,4
M,50,15,68,5,1,4,0,2
M,18,13,988,0,4,5,0,0
M,45,2,131,2,4,5,4,4
F,50,10,208,1,1,3,0,0
M,45,18,488,1,1,1,0,0
M,1,19,276,4,0,0,0,0
F,18,2,396,3,1,4,0,3
M,45,12,302,3,3,1,0,2
M,25,15,701,0,1,0,0,3
M,45,4,41,2,5,0,4,0
M,18,4,928,0,4,3,3,5
M,50,11,450,0,5,5,3,1
M,25,16,982,4,3,4,4,3
M,50,12,27,4,1,0,2,0
F,45,11,498,2,1,5,0,0
M,45,12,76,0,1,3,4,4
F,56,20,274,0,1,2,3,0
M,1,14,598,0,5,0,5,0
F,50,0,88,0,4,0,0,3
M,45,12,18,0,2,2,0,4
M,18,9,970,4,2,0,0,0
F,25,11,279,2,4,0,3,3
M,25,8,758,0,1,4,0,1
F,1,19,62,0,5,0,3,2
M,1,14,928,0,1,4,5,4
M,50,8,820,2,2,5,0,0
F,35,9,811,3,4,1,0,0
M,56,15,492,3,5,1,0,4
M,35,19,547,0,4,0,0,2
M,56,12,559,0,0,0,0,0
F,1,19,165,1,2,0,0,0
M,50,2,38,1,4,3,1,1
M,50,7,336,5,2,0,0,3
F,1,4,630,0,4,0,4,5
F,35,18,382,0,1,0,1,0
M,25,2,981,0,0,0,3,2
M,25,19,941,3,2,1,0,5
F,45,2,379,5,5,5,1,4
M,1,3,463,5,5,3,3,3
F,45,11,935,0,2,0,2,0
M,25,17,272,0,5,5,0,0
M,18,7,560,2,3,0,3,4
F,18,2,928,0,0,4,5,2
M,25,15,625,0,4,4,4,3
M,25,11,146,1,3,0,0,0
M,25,15,910,1,4,0,4,0
F,56,1,973,2,3,4,5,2
M,25,10,462,3,0,0,4,3
M,1,18,991,2,2,1,3,0
F,56,7,606,2,5,0,4,4
M,35,17,912,5,2,0,0,0
F,50,1,815,2,0,1,0,2
F,18,17,735,0,0,0,2,1
F,50,17,166,2,0,4,4,4
M,50,8,800,4,3,3,0,0
M,56,10,485,1,0,0,3,1
F,56,7,911,0,5,5,0,1
M,45,14,212,4,2,2,1,1
F,25,5,42,1,5,0,3,4
M,35,8,522,5,5,0,3,0
F,35,17,10,1,4,3,2,2
F,50,14,447,1,5,4,5,0
M,18,15,495,0,3,2,0,1
M,1,2,904,4,2,5,3,0
M,18,6,524,0,2,0,3,0
M,35,19,362,0,1,2,0,0
M,35,16,992,3,2,3,2,0
M,18,2,731,4,5,2,1,5
M,35,4,920,3,2,0,0,0
F,45,12,501,3,5,4,5,1
M,45,8,584,0,4,0,3,2
M,25,11,23,0,1,3,4,2
M,56,16,362,0,3,0,5,0
M,35,8,196,4,5,0,3,0
F,45,9,281,3,2,5,4,0
M,50,15,704,0,4,0,0,2
M,25,12,902,2,1,1,0,0
M,45,20,969,4,5,5,4,0
M,50,4,756,3,3,0,3,3
M,18,20,222,1,2,3,5,0
F,50,13,461,3,3,1,3,3
F,18,8,853,0,5,0,2,0
M,25,20,333,0,0,5,0,0
M,1,18,525,0,0,5,2,0
F,1,4,88,0,1,3,0,0
F,35,20,454,2,1,5,0,3
M,45,18,244,0,3,5,4,0
F,25,3,27,2,4,4,4,0
F,50,2,211,3,1,3,0,3
M,56,4,100,0,0,3,2,0
M,35,12,704,0,5,0,0,0
M,56,9,954,4,4,4,5,4
M,50,15,836,1,2,2,1,2
M,25,15,230,5,4,2,0,0
M,45,15,551,0,2,5,0,1
M,1,17,704,3,0,3,0,0
M,35,2,362,0,3,0,3,4
M,18,20,236,0,2,2,1,1
M,56,4,951,5,5,4,5,4
M,35,19,175,3,5,4,4,2
M,35,2,280,0,2,0,0,1
F,25,17,16,3,1,0,0,3
F,18,1,69,0,3,3,0,4
M,50,9,109,0,2,0,5,0
M,18,19,744,0,2,5,0,3
F,56,18,813,0,1,4,0,0
F,50,20,12,1,3,1,0,1
M,35,17,853,4,3,4,5,0
M,35,0,705,3,4,3,0,1
F,18,0,28,0,5,4,0,0
M,56,5,797,2,4,3,2,1
M,18,11,627,3,0,1,0,3
F,56,7,662,5,5,3,4,4
M,56,9,826,3,5,5,0,4
F,35,17,333,4,0,0,3,0
M,1,4,328,0,5,1,2,0
M,35,0,826,0,0,2,5,2
M,45,7,380,1,4,3,0,2
M,18,6,406,0,5,0,3,0
F,25,5,602,1,2,0,5,0
M,45,17,481,5,0,1,1,5
M,45,9,111,3,0,4,0,0
M,45,16,870,3,4,0,3,5
M,50,4,598,2,5,0,4,0
F,56,15,708,4,3,4,2,2
M,25,12,127,0,4,0,0,1
M,50,15,871,4,1,4,3,1
M,25,17,942,0,5,5,3,0
M,35,3,286,5,1,0,0,0
M,50,7,840,0,0,4,0,5
M,1,16,701,0,4,0,3,1
M,35,2,345,5,0,0,4,1
M,25,19,62,5,5,4,4,0
F,1,14,115,5,1,2,0,0
M,1,0,281,4,0,5,5,4
M,1,17,990,1,4,0,3,1
M,18,20,245,3,3,0,0,4
F,35,13,600,4,2,2,2,0
M,50,15,31,1,5,5,2,0
M,56,18,282,4,1,3,4,2
F,1,0,977,4,0,2,0,0
M,35,12,920,0,1,3,3,4
M,1,13,952,1,4,1,1,2
M,1,2,571,1,5,3,0,3
M,1,15,275,4,0,4,0,5
F,18,11,77,5,3,5,1,3
M,18,4,540,5,3,3,0,0
M,45,4,196,5,5,1,3,0
M,25,1,481,3,0,0,3,0
F,50,19,915,3,2,2,3,3
M,50,0,56,2,5,5,2,0
M,25,15,56,1,4,3,0,0
F,56,6,12,1,1,3,0,1
M,56,18,281,0,2,3,0,2
M,1,6,549,0,4,3,0,3
F,56,19,88,3,3,2,4,2
M,45,4,69,2,5,2,3,5
M,45,18,78,5,0,1,0,0
F,25,7,144,4,4,0,5,0
F,35,10,80,2,1,4,3,1
M,25,7,108,0,2,5,5,0
M,50,10,379,3,2,0,2,5
M,50,17,26,4,3,0,3,4
F,35,9,473,3,0,2,0,0
F,25,14,800,3,1,1,1,0
F,45,17,279,3,2,0,0,0
M,56,15,19,2,4,3,5,2
F,35,7,551,2,1,0,4,0
M,25,17,761,0,2,2,0,1
M,35,7,380,2,1,0,0,2
M,1,2,942,3,2,3,5,1
F,56,5,965,5,2,4,4,0
F,18,4,558,3,2,0,1,0
F,56,15,557,3,0,1,1,0
M,25,5,708,4,4,1,5,0
M,35,4,40,4,3,3,1,3
M,45,3,327,4,2,3,5,4
M,25,1,497,4,5,0,0,0
M,50,5,726,0,3,0,0,4
M,25,1,325,0,3,0,4,1
M,35,15,950,1,1,0,3,1
F,50,8,770,2,3,2,4,1
M,1,8,27,0,3,0,0,0
M,18,4,166,3,0,5,0,5
M,18,5,804,3,3,4,5,0
M,25,20,445,0,1,5,4,0
M,56,17,549,4,5,3,5,0
F,56,16,16,3,2,4,5,0
M,18,15,921,1,1,0,4,0
F,18,9,830,0,2,4,0,0
F,18,18,480,0,0,0,3,3
M,25,4,410,4,3,3,0,3
M,25,8,123,0,3,4,3,5
F,18,17,983,0,5,0,4,5
M,50,6,240,1,1,5,0,4
M,25,2,974,1,3,0,2,0
M,35,5,196,0,2,4,3,4
M,50,16,372,1,5,5,4,0
F,25,20,582,2,4,4,2,0
M,1,2,630,2,5,5,1,1
M,50,4,370,1,3,0,0,0
M,1,20,910,0,2,0,0,0
M,50,6,853,4,5,0,3,3
M,35,4,460,3,3,0,4,0
F,50,5,840,2,3,5,0,0
M,56,17,378,3,4,1,0,1
F,50,10,284,2,2,1,5,1
F,56,13,544,1,4,0,2,0
M,25,7,338,2,1,3,0,0
F,35,4,402,4,3,0,4,0
F,50,4,405,5,4,0,5,0
F,35,8,443,0,5,2,2,5
F,25,7,440,5,2,5,4,4
M,18,14,988,2,2,3,1,0
F,56,15,21,1,0,4,4,0
M,25,17,87,0,5,5,2,0
M,35,6,325,3,1,3,4,0
F,18,12,12,0,1,0,5,2
M,56,4,813,1,2,0,0,3
M,25,0,880,2,0,4,4,0
M,25,5,111,0,3,0,3,0
F,25,2,502,1,1,0,0,3
F,25,17,928,3,1,4,3,0
F,18,19,371,5,2,0,0,2
M,50,20,971,4,5,4,2,0
M,25,17,435,3,2,0,1,1
F,35,14,274,2,2,1,5,0
M,56,9,801,5,2,2,3,2
M,1,15,56,2,3,5,5,0
M,25,2,85,0,1,1,5,2
M,25,15,912,3,3,0,0,0
F,1,0,292,0,4,0,4,4
F,56,18,756,0,2,3,0,0
M,50,15,223,0,1,0,5,0
M,56,18,191,4,2,0,5,0
M,25,14,436,3,0,4,0,0
M,50,11,6,0,3,4,4,4
M,50,18,957,5,4,0,3,5
F,35,17,236,0,2,0,0,3
M,18,7,253,5,5,0,3,4
F,45,3,942,1,3,0,0,0
M,50,15,852,2,0,0,0,0
M,18,20,445,5,1,0,3,0
F,25,20,830,0,1,0,0,2
F,56,7,553,1,2,3,1,1
M,1,12,90,0,5,0,1,4
F,35,2,339,1,0,1,4,3
F,56,11,633,1,4,4,0,5
M,25,14,105,5,0,0,0,0
M,56,12,914,0,5,0,5,2
F,25,20,222,1,0,1,5,0
M,25,5,354,2,4,5,0,2
F,35,12,551,0,4,4,3,1
F,56,7,230,3,2,0,5,4
M,1,17,38,0,4,4,4,0
F,45,10,339,5,4,0,2,1
F,35,18,320,0,5,0,0,0
M,1,2,957,2,2,2,4,1
M,50,7,933,1,0,0,4,0
M,50,10,191,0,0,3,0,1
M,56,1,307,1,1,3,4,3
M,50,2,560,0,2,2,4,0
M,50,17,847,1,5,2,4,3
M,56,1,830,2,2,0,4,1
F,50,2,436,0,2,2,1,5
F,18,13,988,0,5,5,0,5
M,56,5,245,5,5,4,3,0
F,56,18,170,5,4,2,5,4
M,18,0,773,0,0,0,0,4
M,56,2,31,2,2,0,0,3
M,25,7,345,4,5,0,0,0
M,45,4,735,1,3,0,4,1
M,50,0,894,5,2,4,0,5
M,35,2,136,1,5,0,5,0
M,45,9,287,0,2,5,0,0
F,18,15,483,5,1,3,3,0
F,45,16,559,5,4,0,3,5
M,50,10,966,2,0,5,3,3
F,1,14,220,0,4,1,0,0
F,35,1,773,0,5,4,0,0
M,25,0,965,0,5,0,4,2
F,1,19,296,3,2,3,0,4
M,35,12,773,0,2,0,5,4
F,18,15,224,0,2,3,3,0
M,25,16,121,1,3,0,0,0
M,56,20,465,4,1,4,5,3
M,56,12,53,1,0,0,0,3
M,25,7,652,0,2,0,0,0
F,35,4,991,3,1,2,0,0
M,35,5,840,0,0,0,4,0
