Gender,Age,Occupation,ZIP-code,2,56,673,810,885,1009,1073,1097,1525,1654,1702,1750,1881,1920,1967,2017,2043,2087,2093,2138,2399,3438,3439,3440
F,18,17,280,1,4,1,0,2,5,3,2,3,0,2,0,1,0,1,0,1,4,5,2,5,2,0,4
F,18,16,136,0,2,3,2,1,2,5,2,1,0,4,4,3,3,3,5,4,4,0,1,5,3,1,2
F,18,17,277,0,0,5,3,0,0,2,0,3,3,3,1,4,0,0,0,0,0,0,1,0,0,0,0
F,18,10,405,5,4,1,0,0,4,4,5,2,2,3,0,5,0,2,2,5,5,5,0,1,5,0,3
M,25,13,532,5,1,1,0,2,2,3,0,4,0,0,0,1,0,2,0,3,4,0,0,0,0,2,0
F,45,20,127,4,1,5,3,0,3,3,5,2,0,4,2,3,1,0,5,0,0,1,0,4,3,4,4
M,1,6,770,1,1,1,1,0,3,0,2,4,0,0,0,3,0,1,0,3,3,4,0,0,0,0,0
M,50,16,432,5,0,5,2,5,0,3,2,5,1,4,2,0,0,0,0,4,1,4,5,0,2,0,3
M,25,15,109,0,1,0,0,0,0,1,3,4,0,0,0,1,0,0,0,0,0,0,4,0,0,0,0
F,50,8,371,0,3,0,0,0,4,2,0,3,2,0,3,2,2,4,2,4,5,2,3,0,0,0,0
F,35,12,327,0,3,1,0,1,2,3,0,1,2,3,0,2,0,3,1,2,2,0,2,0,3,0,1
F,56,14,29,0,4,2,2,0,0,1,3,2,1,0,3,4,4,0,0,0,0,0,0,0,2,0,0
F,50,14,111,3,1,3,4,2,5,3,2,3,5,4,5,4,0,0,0,2,3,5,2,5,0,0,0
M,25,9,382,4,4,5,3,3,5,0,2,3,5,4,2,1,1,4,0,1,5,1,0,1,3,3,0
M,50,13,292,2,2,3,2,1,4,2,3,4,0,3,3,3,4,3,4,5,3,5,3,3,0,3,1
M,25,7,907,3,0,0,0,0,4,4,0,1,1,0,5,3,5,2,4,1,5,4,2,4,0,2,0
F,50,2,731,5,3,0,0,1,1,1,4,3,1,3,5,3,2,0,5,2,4,1,0,1,2,3,3
F,35,11,453,1,1,0,0,2,5,3,1,5,3,1,4,5,5,0,5,0,0,2,0,4,1,3,4
M,35,4,83,3,0,3,0,0,4,3,5,3,0,0,0,5,0,2,0,3,4,1,4,4,0,0,0
M,35,11,770,0,0,0,0,5,0,3,5,0,2,4,0,0,0,0,0,3,0,0,0,0,4,0,0
M,25,12,761,1,4,1,0,0,2,4,5,0,0,0,0,5,0,3,0,0,3,4,0,0,0,0,0
M,1,11,78,5,2,5,2,2,5,1,2,2,3,1,4,1,1,0,5,2,1,3,3,4,0,0,0
M,18,3,173,4,0,1,1,4,5,0,3,0,2,0,5,1,0,1,0,0,0,0,0,0,0,0,0
M,56,17,603,3,0,0,0,0,1,0,1,5,0,4,0,2,4,2,0,1,5,3,0,4,5,1,5
F,50,6,939,2,3,1,2,0,0,5,5,4,2,0,3,3,4,4,4,0,2,3,0,1,0,3,1
F,25,1,22,4,4,0,3,0,3,3,4,0,4,2,1,4,0,2,0,0,0,2,2,0,1,0,0
M,45,12,381,0,2,0,0,0,0,0,4,1,0,3,0,4,0,1,3,1,5,3,0,0,0,0,0
M,50,14,625,3,4,5,0,0,0,3,4,3,0,1,0,1,0,2,0,1,0,0,2,0,0,5,0
M,25,12,186,4,0,2,1,2,3,4,5,0,4,0,0,5,0,2,0,4,0,5,5,2,0,0,0
