Gender,Age,Occupation,ZIP-code,2,56,260,653,673,1009,1073,1525,1750,1881,1967,2043,2093,2105,2143,2193,2399,2628,2968,3479,3489,3877,3889
F,1,10,609,0,0,0,2,3,1,3,3,5,0,3,1,0,4,4,5,5,0,1,1,4,5,1
F,25,20,847,2,3,3,5,1,0,1,4,1,1,2,2,4,0,0,0,4,4,3,3,4,0,0
F,25,1,402,4,3,2,3,0,2,0,0,0,1,0,3,5,5,4,1,1,4,0,4,0,5,3
M,50,17,905,4,0,1,3,3,2,0,1,3,3,1,1,0,5,0,5,0,5,1,0,4,0,2
M,56,8,630,4,0,0,5,1,0,4,3,0,4,3,5,0,3,2,4,2,2,4,0,2,0,0
M,50,2,590,5,0,1,0,4,0,5,1,0,0,1,0,0,5,0,2,0,1,0,3,2,3,1
M,1,17,118,4,0,5,0,1,3,3,3,0,0,5,5,1,3,4,1,0,3,0,2,5,1,0
M,56,4,920,5,0,3,0,0,2,5,5,3,3,1,0,0,2,4,5,5,0,4,1,5,2,0
M,50,11,306,0,4,5,2,0,2,5,3,0,5,5,0,1,0,4,0,1,3,1,0,2,2,0
M,18,4,161,5,2,1,3,3,1,3,1,1,4,1,0,0,4,4,0,0,5,4,0,5,0,4
F,25,5,933,5,4,5,2,0,0,4,0,1,3,1,1,1,0,0,0,4,0,4,3,5,0,1
M,35,15,352,3,1,5,0,3,0,1,0,0,0,4,0,0,0,0,1,0,1,0,0,0,2,0
F,45,3,838,0,1,5,2,0,1,0,2,0,5,4,1,3,1,4,4,4,3,0,5,1,3,0
M,25,4,965,3,1,5,3,0,2,1,5,4,5,2,0,0,3,2,0,1,4,3,3,5,3,2
F,1,14,949,0,2,2,3,4,5,4,0,1,4,4,0,5,2,0,2,2,3,2,2,3,1,1
F,1,12,625,0,0,2,3,4,0,0,5,3,4,3,2,2,3,4,0,5,4,5,0,5,2,0
F,18,15,474,5,0,0,0,0,3,3,4,1,2,5,0,5,3,0,5,0,4,5,0,0,5,1
M,18,10,582,0,1,5,5,2,2,5,5,1,4,4,1,5,2,1,1,5,3,4,0,3,0,0
M,56,2,782,0,2,5,0,0,0,0,4,5,4,3,4,5,4,4,4,2,2,4,0,0,3,0
M,45,14,523,3,3,5,0,4,0,5,1,0,0,3,1,0,0,5,0,5,4,3,3,4,0,0
M,50,14,984,2,3,5,1,4,2,5,0,0,0,2,0,5,2,4,4,4,5,5,3,5,0,0
M,50,15,349,0,1,0,3,1,4,5,4,1,4,0,5,5,4,4,0,5,3,0,3,0,5,2
F,25,8,720,3,0,2,0,4,2,1,0,1,0,0,0,0,4,3,3,3,4,2,0,0,5,1
F,50,0,68,3,0,3,0,1,3,2,2,1,5,1,3,0,1,0,5,0,0,0,0,3,2,0
M,25,2,90,4,2,4,1,0,3,1,4,1,0,0,2,3,2,0,3,0,4,4,3,3,2,3
F,56,4,23,0,0,1,1,1,0,3,0,0,1,1,5,4,5,4,2,5,5,0,0,4,1,0
M,45,7,378,0,0,2,0,1,3,0,0,4,1,1,5,3,2,0,0,2,5,0,0,4,0,1
F,18,8,958,1,2,2,0,2,3,4,5,3,0,0,0,0,3,3,0,1,4,2,0,1,4,0
M,50,13,40,3,0,2,0,0,4,5,4,0,2,3,0,4,2,2,3,5,4,4,3,3,0,0
F,18,7,84,5,1,3,4,0,5,0,4,1,0,2,5,4,0,3,4,3,1,3,1,0,0,0
M,25,17,488,4,0,0,5,1,5,0,4,0,2,5,5,5,5,0,3,2,5,5,5,1,0,3
M,25,0,347,5,0,2,2,5,5,4,0,1,0,4,0,5,0,1,1,0,3,1,3,0,1,3
M,56,12,836,5,2,5,2,2,0,1,4,0,4,3,0,0,0,2,0,2,2,3,3,0,0,0
F,25,14,274,4,0,2,0,5,0,5,0,5,5,1,1,0,3,0,3,2,5,0,3,3,4,2
F,18,2,232,0,4,0,2,1,0,5,1,0,4,4,0,0,5,0,2,4,0,0,3,2,0,1
M,18,9,558,0,0,0,5,0,0,5,5,0,3,1,1,0,3,1,2,5,3,4,3,1,0,2
M,50,4,27,5,0,2,2,0,4,0,0,0,0,5,5,4,5,0,4,2,0,5,0,2,4,3
M,18,11,940,4,0,2,3,0,4,4,0,5,0,3,1,0,4,0,0,2,4,0,3,5,3,0
M,50,9,537,4,1,5,4,5,0,2,1,0,0,4,4,1,2,4,0,3,0,3,4,0,3,4
M,25,3,229,0,0,5,0,2,3,2,5,1,0,4,5,0,5,5,0,0,4,3,3,1,0,0
F,45,0,523,5,2,4,0,1,3,2,4,4,3,3,1,0,3,0,4,0,1,0,3,0,3,0
F,18,7,871,4,1,2,3,0,1,3,0,2,4,5,0,5,2,4,0,0,3,1,0,2,0,0
