Gender,Age,Occupation,ZIP-code,247,885,1097,1654,2086,2138,2872
F,25,14,303,0,3,3,3,2,3,1
M,45,5,616,0,0,1,0,0,0,5
F,45,20,346,0,2,4,0,3,2,4
F,25,9,970,0,1,1,4,0,4,1
F,56,4,940,2,0,3,5,2,3,4
F,35,15,596,0,3,0,2,4,2,4
F,45,7,181,5,3,1,0,3,0,2
M,1,10,959,0,4,4,3,0,3,5
F,56,16,240,1,1,4,0,3,4,1
M,50,12,165,0,2,1,3,0,1,2
M,56,7,775,4,4,1,5,4,0,1
M,18,1,623,0,4,4,5,0,3,0
M,25,2,720,4,4,4,0,2,4,0
F,35,20,560,0,2,3,0,4,0,2
M,56,14,61,0,0,5,0,4,3,0
M,35,14,480,2,5,4,0,0,0,2
M,1,14,914,4,4,4,2,2,0,4
F,45,12,80,5,3,2,0,3,2,4
F,18,6,522,0,0,0,4,4,3,5
M,18,16,627,0,0,5,2,3,4,0
M,1,6,215,5,2,2,0,0,0,3
F,35,2,875,3,1,2,1,4,0,4
M,45,6,802,0,0,3,1,0,0,1
M,18,8,173,5,0,3,0,0,0,0
M,35,9,15,5,2,4,1,0,1,2
M,25,8,480,4,0,1,0,2,0,0
F,25,14,282,3,0,2,2,4,1,1
M,18,10,272,5,3,5,4,0,3,3
F,35,5,618,0,4,0,0,0,3,0
F,50,12,613,2,2,0,0,0,3,4
F,1,2,610,0,2,0,1,0,1,5
M,50,17,906,0,1,3,0,4,4,0
M,25,9,786,2,2,0,1,2,2,1
M,25,3,78,4,2,3,2,2,3,2
M,50,15,658,0,0,0,0,0,2,3
M,1,15,598,0,0,1,0,0,0,5
M,35,8,326,0,0,0,1,2,1,3
M,1,3,863,2,0,3,4,0,4,1
F,18,15,641,3,2,3,1,4,0,0
F,18,5,765,0,3,3,2,3,3,4
M,25,10,530,4,0,4,0,0,0,2
F,45,5,301,3,2,2,1,3,0,1
M,56,9,301,2,2,1,1,2,2,3
M,56,19,307,5,4,0,2,0,4,2
