Gender,Age,Occupation,ZIP-code,247,2100,2143,2872,3479
F,25,14,115,3,0,2,1,1
F,50,20,166,1,2,0,0,5
F,25,2,373,0,0,2,5,3
M,25,6,655,2,3,2,3,4
M,56,16,56,0,4,5,3,5
M,50,0,232,4,4,0,0,3
M,45,12,908,5,5,0,0,5
F,45,19,469,5,3,2,5,1
F,50,10,171,0,1,0,5,0
F,50,1,820,1,0,0,0,0
M,50,12,313,5,0,4,4,4
F,25,2,226,3,3,4,0,3
F,50,20,459,3,0,0,0,0
F,25,2,957,0,0,3,0,5
F,45,20,503,1,0,0,1,0
M,25,0,875,1,3,4,0,4
M,18,3,520,0,0,0,5,0
F,50,0,525,0,0,3,3,1
M,50,9,337,0,1,0,3,1
M,35,0,934,1,4,3,4,2
F,35,10,146,0,4,0,4,0
M,25,16,598,5,2,4,3,0
F,45,17,833,2,4,4,0,2
F,25,15,121,0,5,0,0,4
F,45,13,910,4,2,0,5,0
F,18,5,966,0,2,2,1,5
F,50,0,220,0,0,1,4,0
M,25,0,971,0,0,0,0,0
F,50,0,296,0,0,1,2,0
M,45,2,926,5,4,4,0,0
M,25,12,495,5,2,0,4,0
F,18,12,537,2,2,0,0,0
F,18,18,201,0,5,5,0,0
M,50,19,196,3,3,3,4,3
M,45,9,309,3,2,0,0,1
M,45,13,206,3,3,0,2,4
M,18,0,136,1,3,3,0,3
F,50,11,793,0,0,0,3,0
M,25,7,312,4,0,0,0,1
F,50,7,945,0,0,0,0,5
F,1,14,870,4,2,1,3,0
M,18,13,484,5,0,5,4,1
M,35,15,432,0,2,3,4,0
F,18,0,123,0,5,0,4,4
M,50,20,554,0,0,0,0,2
M,56,4,902,3,5,1,0,0
M,45,15,333,4,5,1,4,5
M,25,2,122,2,4,0,4,3
F,35,0,329,3,0,0,2,5
M,25,10,180,0,5,0,0,0
M,25,8,604,2,0,5,4,1
F,18,18,923,3,3,0,0,0
M,50,12,29,0,0,4,0,2
F,18,0,726,3,1,0,5,1
M,18,0,361,3,2,2,0,3
F,18,1,820,0,4,5,3,0
M,45,17,144,0,4,3,0,1
F,18,0,450,5,0,4,4,5
F,35,2,641,3,2,3,5,5
M,25,18,300,3,2,4,4,5
F,1,12,658,1,0,0,0,1
F,18,18,19,5,3,5,3,5
M,18,18,372,3,2,5,2,0
F,50,3,974,0,0,5,3,4
F,1,17,941,5,1,0,3,5
M,45,11,672,4,0,0,4,2
M,35,20,149,2,0,0,3,1
M,35,4,778,2,5,5,1,3
F,45,5,460,0,4,0,3,5
F,56,3,245,5,5,0,0,0
M,35,2,90,5,2,0,0,0
F,18,0,18,0,1,5,0,0
M,45,10,618,0,0,2,0,0
M,18,12,432,1,2,0,1,5
F,25,13,773,4,3,5,3,2
F,45,11,354,0,0,4,4,1
F,35,0,402,4,3,0,3,1
F,35,19,378,5,0,0,0,3
M,45,10,618,3,1,0,0,3
M,1,11,362,4,0,2,0,5
M,56,14,921,0,2,2,0,0
F,1,16,275,4,0,0,4,3
M,56,15,296,4,3,3,2,0
M,50,18,815,2,0,2,5,1
M,25,10,793,4,5,2,3,0
M,1,20,953,0,2,1,0,5
M,45,16,229,0,4,0,0,2
M,25,7,221,1,3,4,0,4
F,25,17,503,1,0,0,0,3
F,50,16,596,4,0,2,0,0
M,25,2,760,0,2,4,4,5
M,1,0,958,0,5,0,4,3
F,25,2,924,3,0,0,4,0
M,45,12,826,0,2,0,2,0
