Gender,Age,Occupation,ZIP-code,247,1920,2017,2087
M,1,13,462,0,4,0,4
M,25,13,314,5,0,4,0
F,56,14,974,0,0,1,1
M,25,14,652,5,4,0,4
F,25,12,121,4,0,0,0
M,18,14,210,2,4,5,4
M,25,5,582,3,5,1,3
M,1,18,474,0,2,5,4
F,18,8,750,0,4,1,3
M,50,10,234,0,0,0,0
M,35,9,240,3,0,5,2
M,45,20,813,4,0,4,4
M,25,3,110,5,0,3,4
M,25,2,132,5,3,0,0
M,56,19,38,3,3,1,0
M,50,2,551,4,3,5,4
M,25,2,331,0,5,3,4
F,18,8,49,0,4,1,4
F,35,12,557,2,3,3,0
M,18,15,60,0,0,1,4
M,18,12,80,4,5,5,0
M,1,14,856,1,4,5,4
F,50,20,799,4,5,2,3
M,50,2,285,0,0,0,0
M,35,5,790,5,2,0,5
F,25,15,726,2,0,0,3
M,45,16,975,2,0,2,0
F,18,14,330,0,4,0,3
M,45,11,132,5,0,4,0
M,18,10,302,3,0,0,2
M,25,9,913,4,0,0,5
F,25,17,708,4,1,0,0
M,18,9,641,1,0,0,4
M,18,7,535,5,0,1,4
M,18,18,352,3,4,0,5
F,25,7,957,0,3,0,3
M,45,17,958,3,2,3,5
F,45,12,540,2,1,0,3
M,25,20,336,0,0,0,4
F,25,18,84,3,2,3,3
M,45,16,410,4,0,0,0
M,1,4,209,0,0,0,5
F,18,15,804,0,5,3,3
F,1,14,26,0,0,5,3
M,35,20,731,1,4,4,3
M,25,0,18,2,5,0,0
M,25,5,937,0,2,3,3
F,25,15,234,1,1,0,2
M,56,4,352,2,0,4,4
F,35,20,166,0,2,5,5
F,25,20,660,0,0,4,5
F,56,0,597,0,3,4,0
F,56,9,857,0,1,0,4
F,1,17,708,0,2,0,4
M,25,0,77,0,1,5,0
F,1,12,925,3,5,2,1
M,18,18,826,0,0,0,0
M,45,0,904,0,0,3,3
F,35,2,577,0,1,2,3
F,56,1,285,3,0,5,0
M,50,15,662,4,0,0,0
M,25,17,863,4,5,0,3
M,56,0,287,3,1,5,1
M,56,2,544,3,5,0,5
M,1,12,279,2,0,5,4
F,25,19,523,0,0,0,0
F,35,0,108,0,3,5,0
F,18,2,157,4,2,3,3
F,1,13,112,0,4,5,5
F,18,1,900,0,2,1,3
F,50,20,906,5,0,4,2
F,25,17,501,0,2,0,0
M,35,14,727,0,0,0,4
F,50,1,871,0,0,5,1
F,18,20,90,5,1,0,2
F,18,14,600,2,4,2,5
M,45,10,337,4,1,4,0
F,18,13,381,1,1,5,4
M,35,17,190,0,0,0,5
M,50,17,483,1,2,0,0
F,35,4,440,3,0,0,4
M,1,7,544,0,0,0,4
F,56,7,582,2,4,0,4
M,25,9,68,0,2,1,4
M,18,0,191,4,0,3,0
F,18,10,434,4,3,5,5
F,50,3,307,0,2,0,4
M,56,0,274,5,0,4,4
M,25,7,928,0,0,2,5
M,25,8,805,3,5,3,4
F,25,15,563,0,4,0,4
F,25,3,261,0,5,0,0
M,35,11,904,1,4,4,0
