Gender,Age,Occupation,ZIP-code,673,1881,1920,2087,2138
F,56,9,105,0,1,0,5,2
F,25,11,983,0,0,4,4,0
M,45,17,405,1,4,0,0,0
M,25,11,45,3,0,4,5,1
M,56,9,997,0,4,2,0,5
F,18,16,460,1,1,0,2,4
F,56,18,756,0,4,4,4,0
F,1,14,240,4,3,0,4,5
F,25,9,402,1,0,3,5,4
F,35,10,37,0,0,4,0,0
M,56,5,997,5,3,1,0,1
F,18,9,878,1,3,0,0,0
F,1,17,370,5,0,4,4,0
M,35,2,782,3,0,0,2,0
F,35,6,666,5,0,4,4,5
M,1,6,90,1,0,5,4,4
M,56,15,672,5,5,0,1,0
F,56,2,744,4,0,0,0,3
F,50,2,110,3,3,3,5,2
M,25,19,625,2,4,0,4,4
M,18,1,830,3,3,3,0,5
F,18,16,640,3,0,0,5,1
F,25,16,22,0,2,0,0,3
F,35,12,834,1,0,4,5,5
F,56,20,756,0,0,0,2,0
M,45,5,437,0,0,0,2,5
F,35,7,805,1,4,4,1,4
M,18,3,553,1,3,0,5,5
F,25,17,221,5,0,5,2,0
F,35,17,346,5,3,1,0,1
M,18,3,442,2,0,3,0,5
F,1,0,977,4,4,2,0,5
F,45,9,64,0,1,4,0,0
F,18,1,953,3,0,2,4,0
M,1,9,658,5,0,3,4,5
M,18,0,80,2,3,0,0,0
F,35,8,750,1,2,2,5,3
F,18,12,132,1,0,0,3,0
M,1,4,913,0,0,0,1,0
M,18,17,441,0,5,0,3,0
F,18,0,37,1,0,0,0,0
M,45,2,352,1,0,5,5,5
F,25,3,347,5,0,0,5,2
F,1,7,234,4,3,3,5,2
M,45,9,560,5,0,4,3,0
F,25,2,727,0,0,3,3,3
F,1,8,88,4,3,4,1,5
M,56,15,235,5,0,3,4,2
M,18,0,54,4,0,0,3,0
F,18,9,50,0,3,5,4,0
M,1,1,790,0,5,0,4,0
M,18,20,89,5,2,0,0,5
M,50,20,741,2,3,2,0,0
M,25,5,920,5,0,5,5,2
F,25,12,79,0,0,0,3,2
M,45,11,354,5,3,1,3,1
M,56,15,652,2,4,0,3,0
F,18,7,953,4,0,1,0,0
M,18,4,952,4,0,5,4,3
M,25,16,313,4,2,3,4,4
M,25,7,933,2,1,0,0,0
M,1,16,523,3,0,0,2,2
M,50,3,294,0,3,0,0,3
M,1,10,801,5,0,0,4,0
F,35,18,520,3,4,0,5,0
F,50,1,146,5,3,4,4,2
F,25,15,421,3,5,1,0,3
M,56,0,206,0,0,0,4,4
F,18,14,26,3,0,4,4,2
M,56,3,560,4,0,3,0,0
M,18,8,68,1,0,2,0,5
M,45,9,840,0,3,0,3,0
M,1,2,337,4,5,0,0,1
F,25,20,853,0,0,4,0,0
M,25,15,181,1,0,5,0,2
F,25,17,939,5,3,0,3,2
F,45,15,112,1,0,4,5,0
M,35,4,224,3,4,0,5,0
F,18,2,984,5,0,3,4,1
M,1,10,917,0,4,0,0,2
M,35,9,981,0,0,2,4,1
M,25,15,15,0,0,0,0,0
M,18,20,894,3,1,1,2,2
F,25,17,773,4,0,0,4,0
F,1,12,581,0,1,0,4,5
M,25,11,284,2,5,0,5,5
M,45,18,701,1,0,0,0,5
M,35,13,891,1,0,5,0,5
M,56,0,803,3,2,0,0,3
M,25,0,498,1,2,4,0,0
F,18,18,640,2,4,2,4,0
M,35,18,64,5,0,0,0,2
F,45,4,973,0,0,5,4,0
M,25,19,17,1,0,3,0,2
M,35,9,895,0,4,0,0,4
M,35,1,705,0,3,0,0,5
F,50,15,857,5,5,4,5,5
M,25,2,582,0,5,0,0,5
F,50,2,483,1,3,3,0,0
M,56,4,312,5,1,0,3,4
M,56,8,211,1,0,0,0,1
F,25,0,98,3,0,2,4,4
F,25,4,323,5,0,0,0,2
M,25,4,640,5,3,5,4,0
M,25,18,875,0,4,4,3,0
M,18,8,325,2,0,0,3,2
F,45,18,983,0,3,3,0,5
F,50,9,912,4,1,0,0,0
M,56,7,336,1,3,3,5,0
F,25,4,904,4,1,5,0,2
F,18,12,437,2,0,3,2,5
F,25,20,991,0,0,4,1,4
M,1,0,6,4,3,0,0,5
M,18,4,927,4,1,2,1,0
F,18,6,752,0,4,5,0,2
M,35,15,927,1,1,0,4,0
M,56,17,790,1,4,0,4,5
F,25,5,581,1,0,4,3,0
M,45,4,991,5,0,0,0,5
M,50,12,915,1,3,0,0,1
M,25,20,975,0,0,5,2,0
F,1,7,360,4,0,5,5,2
M,1,20,234,3,2,3,0,5
F,25,16,527,2,3,1,0,0
F,45,11,262,3,1,4,4,2
F,45,2,441,0,0,1,1,2
M,35,12,301,1,1,1,5,2
M,25,4,744,3,0,1,4,3
F,18,16,765,4,0,1,3,2
F,35,17,731,5,0,1,4,5
M,25,19,997,0,0,3,3,1
M,18,2,539,1,0,5,3,4
M,18,8,971,1,5,0,0,5
F,45,2,875,4,4,4,5,3
F,45,2,584,5,2,0,4,5
M,56,13,641,0,4,5,0,5
M,45,14,598,0,0,2,0,0
F,45,11,495,0,5,3,4,4
F,25,13,277,0,4,3,0,0
M,18,14,70,5,5,0,0,2
F,18,11,131,2,1,0,4,2
M,18,5,303,0,4,0,0,0
