Gender,Age,Occupation,ZIP-code,247,2100,2143,2872,3479
F,25,14,549,0,4,4,1,1
M,45,5,616,0,5,0,5,0
F,25,20,346,0,2,2,4,3
F,25,9,352,0,3,0,1,0
F,1,20,489,2,0,2,4,3
M,50,1,596,0,3,0,4,3
F,25,7,181,5,4,0,2,3
M,18,10,88,0,0,0,5,0
M,56,16,240,1,2,0,1,4
M,50,12,396,0,0,0,2,0
M,56,7,40,4,4,3,1,3
F,18,1,623,0,3,4,0,3
M,25,2,720,4,1,3,0,1
F,1,20,553,0,0,0,2,3
F,35,18,820,0,3,0,0,3
M,45,3,66,2,2,0,2,3
M,56,7,914,4,5,1,4,3
M,45,12,80,5,3,3,4,1
F,50,4,522,0,4,4,5,1
M,45,16,627,0,0,0,0,0
M,1,1,215,5,0,0,3,3
M,35,2,875,3,0,2,4,0
M,45,8,802,0,0,0,1,5
M,18,11,173,5,5,2,0,3
M,35,9,15,5,0,3,2,0
F,25,16,480,4,5,0,0,0
M,18,14,282,3,1,0,1,1
M,50,5,906,5,0,1,3,3
M,35,4,618,0,0,0,0,3
F,50,12,501,2,3,0,4,3
F,1,11,610,0,0,0,5,1
M,45,17,66,0,3,4,0,1
M,25,9,786,2,0,4,1,5
M,18,3,181,4,5,5,2,1
F,50,15,658,0,4,4,3,4
M,25,15,616,0,0,0,5,0
M,25,8,326,0,5,1,3,0
M,1,4,662,2,0,4,1,0
F,18,15,641,3,4,1,0,3
M,50,5,765,0,5,0,4,5
M,25,10,530,4,4,0,2,0
F,45,8,301,3,5,1,1,2
M,56,9,287,2,0,4,3,2
M,56,19,307,5,4,2,2,1
M,18,17,41,0,0,0,0,0
M,45,19,878,0,4,5,1,1
M,35,2,914,2,5,4,4,0
M,45,18,700,2,2,0,4,0
M,35,17,547,0,0,0,0,3
F,1,19,547,3,1,2,2,1
M,45,9,406,0,0,0,4,3
F,1,0,406,2,1,5,3,4
M,18,4,143,2,0,0,4,5
F,50,6,148,0,4,2,3,1
M,25,2,90,3,2,0,0,0
F,45,20,830,0,4,2,5,4
M,50,12,13,0,4,2,2,3
F,45,18,953,0,5,2,3,4
M,56,8,902,4,3,2,4,0
M,25,2,601,0,3,4,5,3
M,18,0,193,5,0,0,3,0
F,45,9,442,0,5,0,5,4
M,18,7,522,3,4,5,4,0
F,25,4,758,1,0,3,5,0
M,25,12,297,0,3,0,3,0
M,18,5,338,0,4,0,0,3
M,18,4,347,1,4,2,4,0
M,25,2,200,3,4,0,4,2
M,18,0,928,0,0,0,3,0
M,18,8,758,2,4,4,0,3
M,25,5,378,0,2,0,2,3
F,25,18,836,0,0,0,0,0
M,35,15,132,0,2,0,0,0
M,50,2,300,3,5,3,0,3
F,50,0,930,1,2,4,3,3
M,25,2,209,5,0,0,3,0
M,50,8,37,4,4,3,0,3
F,35,14,616,0,2,0,5,3
F,56,14,765,3,3,0,4,1
M,25,17,131,0,0,0,0,0
M,50,16,809,2,1,5,4,5
F,35,7,655,0,0,4,2,3
F,45,8,131,4,4,0,4,4
F,18,4,602,0,5,1,4,3
F,25,3,321,0,2,0,4,5
M,56,12,330,1,5,0,1,3
M,25,15,493,1,5,5,0,1
M,50,20,630,1,4,0,4,5
M,35,6,563,4,4,1,2,3
F,25,13,272,2,0,1,5,3
M,1,15,336,1,4,4,4,0
F,18,11,522,0,5,1,0,0
