Gender,Age,Occupation,ZIP-code,247,1920,2017,2087
F,56,9,105,3,0,3,5
F,25,11,983,2,4,0,4
M,45,17,405,0,0,2,0
M,25,11,45,0,4,1,5
M,56,9,997,4,2,0,0
F,18,16,460,2,0,5,2
F,56,18,756,2,4,3,4
F,1,14,240,3,0,4,4
F,25,9,402,0,3,4,5
F,35,10,37,1,4,0,0
M,56,5,997,4,1,0,0
F,18,9,878,3,0,3,0
F,1,17,370,4,4,4,4
M,35,2,782,1,0,5,2
F,35,6,666,4,4,5,4
M,1,6,90,0,5,5,4
M,56,15,672,0,0,3,1
F,56,2,744,0,0,0,0
F,50,2,110,1,3,1,5
M,25,19,625,0,0,3,4
M,18,1,830,0,3,4,0
F,18,16,640,0,0,0,5
F,25,16,22,0,0,0,0
F,35,12,834,0,4,0,5
F,56,20,756,0,0,0,2
M,45,5,437,2,0,4,2
F,35,7,805,4,4,2,1
M,18,3,553,0,0,0,5
F,25,17,221,5,5,2,2
F,35,17,346,1,1,0,0
M,18,3,442,0,3,0,0
F,1,0,977,0,2,0,0
F,45,9,64,4,4,4,0
F,18,1,953,4,2,0,4
M,1,9,658,5,3,4,4
M,18,0,80,0,0,3,0
F,35,8,750,0,2,4,5
F,18,12,132,0,0,3,3
M,1,4,913,0,0,0,1
M,18,17,441,0,0,5,3
F,18,0,37,1,0,3,0
M,45,2,352,3,5,3,5
F,25,3,347,3,0,4,5
F,1,7,234,0,3,3,5
M,45,9,560,1,4,0,3
F,25,2,727,4,3,3,3
F,1,8,88,1,4,0,1
M,56,15,235,0,3,0,4
M,18,0,54,0,0,3,3
F,18,9,50,3,5,0,4
M,1,1,790,3,0,3,4
M,18,20,89,0,0,3,0
M,50,20,741,0,2,5,0
M,25,5,920,5,5,0,5
F,25,12,79,1,0,3,3
M,45,11,354,4,1,0,3
M,56,15,652,0,0,5,3
F,18,7,953,5,1,4,0
M,18,4,952,0,5,0,4
M,25,16,313,3,3,0,4
M,25,7,933,3,0,4,0
M,1,16,523,5,0,3,2
M,50,3,294,0,0,0,0
M,1,10,801,0,0,0,4
F,35,18,520,5,0,5,5
F,50,1,146,3,4,2,4
F,25,15,421,0,1,2,0
M,56,0,206,0,0,2,4
F,18,14,26,5,4,2,4
M,56,3,560,3,3,3,0
M,18,8,68,0,2,0,0
M,45,9,840,1,0,3,3
M,1,2,337,3,0,5,0
F,25,20,853,1,4,1,0
M,25,15,181,3,5,2,0
F,25,17,939,0,0,3,3
F,45,15,112,2,4,5,5
M,35,4,224,1,0,0,5
F,18,2,984,1,3,4,4
M,1,10,917,1,0,4,0
M,35,9,981,0,2,1,4
M,25,15,15,0,0,0,0
M,18,20,894,0,1,4,2
F,25,17,773,2,0,3,4
F,1,12,581,0,0,1,4
M,25,11,284,1,0,3,5
M,45,18,701,3,0,5,0
M,35,13,891,0,5,0,0
M,56,0,803,5,0,2,0
M,25,0,498,0,4,0,0
F,18,18,640,0,2,0,4
M,35,18,64,0,0,5,0
F,45,4,973,0,5,4,4
M,25,19,17,0,3,2,0
M,35,9,895,4,0,4,0
M,35,1,705,4,0,0,0
F,50,15,857,3,4,2,5
M,25,2,582,5,0,4,0
F,50,2,483,3,3,0,0
M,56,4,312,2,0,5,3
M,56,8,211,0,0,2,0
F,25,0,98,3,2,0,4
F,25,4,323,4,0,2,0
M,25,4,640,5,5,0,4
M,25,18,875,3,4,4,3
M,18,8,325,5,0,5,3
F,45,18,983,0,3,2,0
F,50,9,912,3,0,4,0
M,56,7,336,0,3,4,5
F,25,4,904,0,5,1,0
F,18,12,437,4,3,3,2
F,25,20,991,2,4,4,1
M,1,0,6,0,0,0,0
M,18,4,927,0,2,0,1
F,18,6,752,0,5,0,0
M,35,15,927,0,0,2,4
M,56,17,790,0,0,2,4
F,25,5,581,5,4,3,3
M,45,4,991,0,0,1,0
M,50,12,915,0,0,0,0
M,25,20,975,2,5,0,2
F,1,7,360,0,5,0,5
M,1,20,234,0,3,3,0
F,25,16,527,3,1,0,0
F,45,11,262,0,4,0,4
F,45,2,441,2,1,5,1
M,35,12,301,0,1,4,5
M,25,4,744,2,1,3,4
F,18,16,765,0,1,0,3
F,35,17,731,0,1,0,4
M,25,19,997,0,3,0,3
M,18,2,539,0,5,0,3
M,18,8,971,1,0,4,0
F,45,2,875,2,4,3,5
F,45,2,584,0,0,2,4
M,56,13,641,0,5,5,0
M,45,14,598,0,2,3,0
F,45,11,495,0,3,5,4
F,25,13,277,0,3,0,0
M,18,14,70,5,0,4,0
F,18,11,131,3,0,4,4
M,18,5,303,0,0,3,0
M,1,4,925,2,3,0,1
F,25,4,534,0,4,5,5
M,45,14,474,0,5,0,4
F,25,16,598,1,0,0,4
M,1,2,165,3,4,0,4
F,50,2,680,0,3,3,3
M,25,17,292,5,0,0,5
M,50,5,410,0,0,0,5
M,25,20,430,0,0,3,0
M,50,0,941,5,2,0,0
M,25,13,933,0,2,3,4
M,25,4,501,3,0,0,5
M,18,8,582,3,0,0,4
M,25,3,197,1,4,0,0
M,1,14,354,3,3,0,5
M,25,17,726,2,4,0,0
F,25,20,68,0,3,1,4
M,25,14,314,0,0,3,4
M,25,1,234,0,0,0,5
M,56,5,947,0,0,0,0
M,45,2,319,3,3,4,3
M,50,17,19,4,5,0,4
M,45,20,450,2,0,0,0
F,1,6,483,3,0,2,1
M,45,15,652,0,0,4,5
M,56,20,917,0,0,5,1
M,56,14,17,0,1,0,5
M,45,5,540,0,0,3,0
F,25,2,321,5,0,1,0
M,56,4,328,0,1,0,0
F,35,19,805,0,3,1,4
M,25,6,370,3,0,0,4
F,56,12,132,1,3,0,3
F,18,0,331,1,2,5,0
M,18,14,971,2,0,3,5
M,35,14,417,3,0,1,3
M,25,6,485,1,0,4,4
M,18,2,222,1,0,5,2
F,25,3,612,3,0,0,0
M,50,16,306,1,1,0,2
F,25,18,708,3,0,1,1
F,25,16,76,2,0,0,1
M,18,1,525,0,4,5,5
M,45,12,105,0,0,5,3
F,50,0,743,5,4,0,0
M,18,5,756,4,0,0,0
F,1,20,168,3,1,0,3
M,25,11,240,0,0,5,0
M,1,14,484,5,0,0,4
F,18,15,525,2,2,0,4
F,18,3,815,0,5,0,3
F,35,11,382,0,0,0,5
F,35,13,141,0,0,0,5
M,18,14,80,0,0,5,4
M,18,2,627,0,0,4,4
M,1,10,362,0,0,0,4
M,35,5,704,3,0,2,0
M,18,19,933,3,0,0,2
F,18,15,741,0,3,4,0
M,45,9,200,0,0,1,3
F,1,19,443,0,5,0,0
M,35,9,524,1,3,0,2
F,18,5,708,0,4,0,3
M,1,3,590,0,2,1,3
F,1,10,880,3,3,0,4
F,56,5,802,3,0,3,4
M,25,9,584,5,3,0,0
M,25,13,940,1,0,4,4
M,25,8,530,2,3,0,4
M,50,4,494,1,3,3,4
M,25,5,121,1,5,0,3
M,18,17,331,0,0,0,5
F,25,6,913,0,4,4,4
M,1,6,600,3,3,0,0
M,56,16,943,0,0,1,3
F,50,5,123,2,0,4,5
M,45,0,130,4,0,1,3
M,18,8,28,0,1,2,3
F,56,13,347,2,0,0,0
M,50,4,701,0,1,1,0
M,45,1,371,5,4,3,2
F,35,4,68,0,0,0,3
F,25,2,331,0,2,1,1
M,35,18,782,0,0,0,2
M,45,7,744,3,0,5,1
M,1,11,284,4,0,3,4
F,1,7,436,4,3,3,5
M,35,0,764,0,4,4,0
M,18,1,809,1,4,5,0
F,45,5,294,3,1,2,1
F,25,4,486,3,3,0,3
F,18,0,27,0,1,0,1
F,56,2,502,1,5,5,5
F,35,13,362,0,2,0,3
M,18,18,952,3,0,3,3
M,50,0,294,3,0,0,0
F,18,16,328,2,1,0,3
F,18,3,965,0,0,2,5
M,1,2,337,0,3,4,0
F,56,13,837,1,0,3,3
F,25,14,488,5,3,0,0
M,50,16,313,3,3,2,0
F,50,13,900,3,4,3,3
M,25,7,945,0,1,3,4
F,18,11,972,0,2,5,0
F,45,9,405,1,3,1,3
F,35,17,104,1,5,0,5
F,1,15,981,1,4,0,4
F,45,7,128,3,4,3,1
F,35,7,800,1,1,4,5
M,25,7,940,0,0,0,0
F,1,8,80,3,1,2,2
M,56,10,836,0,0,0,1
M,18,2,111,4,1,5,2
M,25,9,584,0,0,0,3
M,45,7,551,0,0,4,0
M,18,5,15,0,0,5,0
F,1,12,630,0,1,4,3
M,1,3,152,1,0,5,4
M,35,14,910,0,0,4,3
M,50,0,405,1,5,2,1
M,1,8,371,1,4,0,2
F,35,20,800,0,4,5,0
M,50,19,19,0,0,2,0
M,50,8,450,5,0,1,0
F,56,7,760,3,4,4,1
M,25,9,809,2,2,0,3
F,50,2,928,3,0,0,3
F,18,7,605,3,5,0,5
M,35,8,777,0,0,0,4
F,18,19,582,2,4,4,0
M,18,17,943,4,5,3,4
F,56,16,197,3,3,5,1
F,1,10,292,1,4,0,4
F,45,8,376,0,2,1,2
M,25,15,68,0,2,0,4
F,35,4,245,3,0,0,0
M,50,6,100,3,3,5,1
M,18,14,279,3,1,3,0
F,25,20,272,3,0,3,3
M,50,7,977,0,0,1,0
M,18,14,800,3,1,0,2
M,18,9,319,5,4,0,3
M,50,10,947,4,0,4,4
M,35,4,149,3,1,0,0
M,25,6,323,1,0,0,0
M,50,2,70,0,0,1,2
M,1,10,236,4,2,0,5
F,50,4,196,2,1,4,1
F,18,14,544,4,0,5,0
M,25,2,973,1,0,0,5
F,35,5,28,0,1,1,2
M,18,16,15,3,0,4,4
M,25,4,801,0,5,3,1
F,1,2,731,2,5,2,4
F,45,0,15,1,0,2,1
M,25,7,843,5,2,4,4
M,25,2,152,0,0,4,0
M,25,4,786,0,5,0,0
F,18,10,902,4,3,4,0
M,1,9,465,0,0,0,1
M,56,11,361,1,0,5,0
F,50,17,450,3,3,2,0
M,45,17,913,2,4,0,1
F,1,0,402,0,2,1,4
F,1,2,333,0,4,5,4
F,18,11,945,0,5,5,5
F,18,2,328,3,5,3,4
F,25,12,450,0,0,4,1
M,1,11,53,4,0,0,0
M,45,17,458,0,5,0,2
M,18,10,631,1,0,3,0
M,18,5,571,0,1,3,5
M,25,7,981,0,2,0,3
M,35,0,596,4,1,2,0
M,25,2,441,1,0,4,0
F,35,0,815,0,2,0,4
M,1,13,230,0,1,0,2
F,18,20,37,3,0,0,0
M,25,4,87,0,0,0,5
M,1,11,338,3,2,4,1
F,45,15,765,0,4,2,0
M,25,19,280,0,1,5,4
M,45,5,331,0,0,3,5
M,45,2,306,0,0,0,4
M,35,20,274,2,0,0,0
M,25,14,630,1,4,4,4
M,25,7,337,0,0,0,4
M,1,12,760,2,3,0,0
M,25,6,417,0,0,2,0
F,25,8,483,1,5,0,5
M,56,4,609,1,0,0,5
F,25,14,326,2,0,2,4
M,18,4,894,0,1,5,0
M,1,17,232,3,5,0,4
F,18,4,743,2,4,3,1
M,18,14,234,2,0,0,4
M,18,11,990,3,0,5,0
M,56,10,222,0,0,1,5
F,45,12,660,2,4,0,3
M,1,13,110,3,0,5,0
M,18,15,539,2,1,5,0
M,25,5,672,2,0,0,4
M,50,15,830,3,0,5,0
M,56,9,27,0,0,3,3
M,18,9,432,1,4,0,0
F,25,4,925,0,4,0,5
M,25,10,220,4,0,3,0
F,18,2,98,3,4,5,0
M,25,7,442,0,0,3,2
F,56,19,19,1,4,0,0
M,18,18,279,2,5,0,0
F,25,7,830,1,2,0,2
F,18,0,853,5,0,5,4
M,25,12,275,0,0,2,0
M,18,18,833,4,4,0,4
M,50,19,598,2,4,0,0
F,1,6,982,3,0,5,5
M,18,6,234,2,3,3,4
F,1,17,381,3,4,3,5
M,56,4,222,2,3,3,2
M,25,2,726,0,1,0,4
M,1,5,939,3,0,2,0
M,50,7,274,2,2,3,1
M,50,15,921,0,1,4,5
M,50,12,613,0,0,0,0
M,35,8,674,0,0,1,3
F,25,6,799,5,5,0,2
M,25,4,45,0,0,1,3
M,56,18,916,3,4,2,1
F,1,3,244,0,3,1,0
F,1,20,857,0,3,4,0
M,25,20,919,0,4,0,0
M,18,8,69,1,0,5,5
F,25,15,41,3,0,0,3
F,35,8,630,0,4,3,0
F,18,0,287,0,1,3,1
F,25,20,483,3,4,0,0
M,1,9,837,3,2,0,0
F,25,20,152,3,0,0,0
F,50,11,735,4,1,0,4
M,25,0,482,2,0,0,4
M,18,10,15,0,0,2,2
M,18,16,136,0,2,0,2
M,35,6,584,2,1,0,4
F,50,0,544,0,1,0,3
M,45,7,465,0,0,3,4
M,25,4,112,3,3,0,0
F,56,6,110,0,0,0,5
M,56,5,786,2,0,4,3
F,1,16,652,5,2,0,0
F,18,8,190,3,2,5,0
F,18,4,930,0,4,3,5
F,18,0,320,0,5,4,3
M,35,2,942,2,0,2,3
M,25,17,27,3,0,2,0
M,18,0,17,4,4,1,5
M,50,20,984,4,0,1,4
F,56,8,726,0,2,5,0
F,1,0,474,1,3,0,5
M,18,2,968,0,0,0,3
M,18,11,971,2,0,5,3
F,45,10,666,3,4,5,0
F,50,11,793,0,3,0,4
M,18,7,582,0,1,4,4
M,35,2,191,1,0,0,4
F,35,20,240,1,1,0,3
