Gender,Age,Occupation,ZIP-code,247,885,1097,1654,2086,2138,2872
M,1,1,666,0,0,0,0,0,5,0
M,1,4,681,0,0,0,0,0,1,0
M,1,10,463,0,0,0,0,0,0,0
M,1,12,750,0,0,0,0,0,2,0
M,1,4,972,0,0,1,0,0,2,5
M,1,4,54,0,0,1,0,0,0,0
M,1,6,943,0,0,1,0,0,3,1
M,1,7,970,0,0,1,0,0,4,0
M,1,14,361,0,0,1,0,0,0,4
M,1,15,895,0,0,1,0,0,0,0
M,1,19,103,0,0,1,0,0,0,3
M,1,4,981,0,0,2,0,0,1,3
M,1,9,597,0,0,2,0,0,4,0
M,1,12,421,0,0,2,0,0,3,0
M,1,3,83,0,0,3,0,0,3,0
M,1,4,421,0,0,3,0,0,0,3
M,1,4,946,0,0,3,0,0,0,0
M,1,5,815,0,0,3,0,0,0,5
M,1,8,484,0,0,3,0,0,0,0
M,1,9,230,0,0,3,0,0,0,4
M,1,11,281,0,0,3,0,0,0,5
M,1,18,934,0,0,3,0,0,1,5
M,1,20,925,0,0,3,0,0,3,5
M,1,0,800,0,0,4,0,0,2,3
M,1,5,944,0,0,4,0,0,2,1
M,1,19,580,0,0,4,0,0,3,3
M,1,4,972,0,0,5,0,0,0,0
M,1,14,850,0,0,5,0,0,0,4
M,1,20,612,0,0,5,0,0,0,0
M,18,0,27,0,0,0,0,0,4,3
M,18,0,498,0,0,0,0,0,0,0
M,18,0,212,0,0,0,0,0,0,0
M,18,0,534,0,0,0,0,0,4,2
M,18,0,66,0,0,0,0,0,4,0
M,18,1,303,0,0,0,0,0,0,4
M,18,1,984,0,0,0,0,0,3,1
M,18,4,337,0,0,0,0,0,0,4
M,18,4,895,0,0,0,0,0,0,0
M,18,5,765,0,0,0,0,0,0,4
M,18,5,987,0,0,0,0,0,4,0
M,18,7,968,0,0,0,0,0,0,0
M,18,7,424,0,0,0,0,0,3,0
M,18,7,118,0,0,0,0,0,3,0
M,18,8,761,0,0,0,0,0,0,5
M,18,10,973,0,0,0,0,0,5,0
M,18,10,731,0,0,0,0,0,2,4
M,18,12,27,0,0,0,0,0,0,0
M,18,13,424,0,0,0,0,0,1,0
M,18,14,836,0,0,0,0,0,0,3
M,18,15,761,0,0,0,0,0,3,5
M,18,15,113,0,0,0,0,0,0,0
M,18,16,50,0,0,0,0,0,0,0
M,18,17,921,0,0,0,0,0,1,2
M,18,19,62,0,0,0,0,0,0,2
M,18,19,544,0,0,0,0,0,2,2
M,18,0,917,0,0,1,0,0,0,5
M,18,0,421,0,0,1,0,0,2,4
M,18,0,981,0,0,1,0,0,3,3
M,18,1,207,0,0,1,0,0,0,4
M,18,1,15,0,0,1,0,0,0,3
M,18,2,481,0,0,1,0,0,3,3
M,18,2,973,0,0,1,0,0,0,0
M,18,3,148,0,0,1,0,0,0,0
M,18,3,358,0,0,1,0,0,0,0
M,18,3,655,0,0,1,0,0,2,0
M,18,4,421,0,0,1,0,0,3,0
M,18,4,421,0,0,1,0,0,3,3
M,18,4,171,0,0,1,0,0,0,0
M,18,4,959,0,0,1,0,0,0,0
M,18,4,836,0,0,1,0,0,3,0
M,18,4,796,0,0,1,0,0,0,4
M,18,5,148,0,0,1,0,0,4,5
M,18,6,45,0,0,1,0,0,1,0
M,18,6,300,0,0,1,0,0,5,2
M,18,7,836,0,0,1,0,0,0,0
M,18,7,376,0,0,1,0,0,4,2
M,18,7,421,0,0,1,0,0,2,1
M,18,8,245,0,0,1,0,0,3,3
M,18,10,457,0,0,1,0,0,0,0
M,18,11,802,0,0,1,0,0,3,3
M,18,12,681,0,0,1,0,0,0,0
M,18,12,969,0,0,1,0,0,0,2
M,18,12,474,0,0,1,0,0,0,0
M,18,13,405,0,0,1,0,0,1,0
M,18,13,245,0,0,1,0,0,0,2
M,18,15,967,0,0,1,0,0,3,4
M,18,16,612,0,0,1,0,0,3,3
M,18,17,103,0,0,1,0,0,1,0
M,18,19,959,0,0,1,0,0,0,4
M,18,20,103,0,0,1,0,0,0,3
M,18,20,421,0,0,1,0,0,0,0
M,18,4,836,0,0,2,0,0,0,2
M,18,7,685,0,0,2,0,0,4,0
M,18,7,559,0,0,2,0,0,0,0
M,18,10,580,0,0,2,0,0,0,0
M,18,11,945,0,0,2,0,0,0,5
M,18,12,765,0,0,2,0,0,0,0
M,18,14,63,0,0,2,0,0,5,3
M,18,14,245,0,0,2,0,0,0,5
M,18,18,90,0,0,2,0,0,0,0
M,18,20,743,0,0,2,0,0,2,4
M,18,0,488,0,0,3,0,0,4,0
M,18,0,488,0,0,3,0,0,0,0
M,18,0,802,0,0,3,0,0,2,5
M,18,2,604,0,0,3,0,0,2,0
M,18,2,474,0,0,3,0,0,0,5
M,18,2,282,0,0,3,0,0,0,0
M,18,2,836,0,0,3,0,0,0,3
M,18,3,488,0,0,3,0,0,0,4
M,18,4,113,0,0,3,0,0,0,4
M,18,4,481,0,0,3,0,0,0,1
M,18,4,492,0,0,3,0,0,0,0
M,18,5,987,0,0,3,0,0,0,0
M,18,5,741,0,0,3,0,0,2,3
M,18,6,997,0,0,3,0,0,0,0
M,18,8,168,0,0,3,0,0,0,0
M,18,10,245,0,0,3,0,0,0,0
M,18,11,681,0,0,3,0,0,5,3
M,18,12,531,0,0,3,0,0,3,3
M,18,12,306,0,0,3,0,0,0,4
M,18,12,312,0,0,3,0,0,0,0
M,18,12,984,0,0,3,0,0,0,3
M,18,12,193,0,0,3,0,0,0,0
M,18,14,281,0,0,3,0,0,0,4
M,18,14,501,0,0,3,0,0,0,4
M,18,15,61,0,0,3,0,0,0,3
M,18,16,245,0,0,3,0,0,3,2
M,18,16,207,0,0,3,0,0,3,2
M,18,16,230,0,0,3,0,0,3,2
M,18,17,282,0,0,3,0,0,4,0
M,18,19,103,0,0,3,0,0,0,4
M,18,19,471,0,0,3,0,0,0,0
M,18,19,813,0,0,3,0,0,2,4
M,18,19,967,0,0,3,0,0,2,4
