Gender,Age,Occupation,ZIP-code,673,1881,1920,2087,2138
F,1,10,361,0,4,4,0,2
F,25,20,321,0,1,2,0,0
F,25,1,951,0,4,5,1,1
M,50,17,547,5,3,1,4,0
M,56,8,804,5,0,1,4,4
M,50,2,127,2,0,1,2,2
M,1,17,431,1,3,1,3,0
M,56,4,489,2,1,0,3,3
M,50,11,275,2,0,0,4,5
M,18,4,98,4,0,4,5,5
F,25,5,114,2,3,0,1,4
M,35,15,223,3,3,1,4,0
F,45,3,262,3,4,0,0,3
M,25,4,815,5,0,3,0,1
F,1,14,417,4,2,2,0,0
F,1,12,327,4,4,2,0,2
F,18,15,465,0,2,3,4,4
M,18,10,988,5,1,4,3,0
M,56,2,847,0,0,3,0,5
M,45,14,708,2,0,1,5,5
M,50,14,371,4,3,1,4,2
M,50,15,813,2,3,5,3,0
F,25,8,100,0,5,0,0,5
F,50,0,463,0,5,4,3,3
M,25,2,957,5,5,3,4,4
F,56,4,983,0,0,1,4,0
M,45,7,370,0,0,3,4,4
F,18,8,652,0,4,4,1,2
M,50,13,211,3,0,3,4,1
F,18,7,306,4,2,4,4,5
M,25,17,24,0,4,4,0,0
M,25,0,358,5,0,0,2,0
M,56,12,857,3,0,0,4,1
F,25,14,462,5,4,0,5,1
F,18,2,280,0,4,4,1,0
M,18,9,361,4,1,0,3,4
M,50,4,582,1,0,3,4,0
M,18,11,756,5,4,0,4,4
M,50,9,432,1,0,1,0,2
M,25,3,958,5,0,0,4,0
F,45,0,22,0,0,0,5,4
F,18,7,622,5,5,2,0,1
M,25,15,750,1,4,0,3,0
F,18,5,502,4,0,2,4,5
M,56,10,211,0,0,0,0,4
F,45,9,972,1,4,4,2,5
M,25,12,549,5,0,0,2,0
F,25,7,190,4,0,1,0,1
M,50,11,215,0,0,1,3,1
M,45,7,610,0,0,2,4,5
M,1,12,282,0,0,0,5,0
M,56,13,435,1,0,0,5,2
M,25,2,329,0,0,0,5,1
M,1,20,473,5,4,5,0,3
M,50,4,741,1,0,2,2,3
M,1,8,312,3,0,2,0,0
M,50,10,209,1,4,4,4,5
M,25,7,338,1,5,5,5,5
F,18,4,462,5,0,0,5,0
M,1,4,178,0,0,3,0,2
F,25,6,275,5,2,3,0,2
F,50,17,726,1,3,3,0,4
F,45,2,53,1,5,1,1,5
F,56,4,53,1,0,0,4,4
M,1,6,805,5,1,3,5,0
M,1,9,114,1,3,0,1,0
M,18,11,481,4,0,1,5,0
F,56,7,958,1,4,2,4,1
F,25,20,26,0,5,3,5,0
F,56,15,370,0,0,4,2,2
