Gender,Age,Occupation,ZIP-code,260,1097,1750,2021,2093,2105,2628,2968
M,25,4,744,5,2,0,0,0,0,4,4
M,35,8,376,4,4,0,0,2,4,3,2
F,25,13,220,1,3,4,4,0,0,2,3
M,56,9,441,1,1,0,0,3,0,4,4
M,25,17,988,5,1,5,0,0,0,5,0
F,25,0,122,4,0,0,5,0,0,2,0
M,18,6,551,5,4,4,3,4,1,3,0
M,50,12,666,4,2,0,4,5,3,4,0
M,25,4,793,2,3,1,0,0,5,4,1
F,25,0,123,0,0,1,4,0,4,2,4
M,35,16,432,5,5,2,3,1,5,1,4
F,18,1,74,5,1,0,4,0,4,4,3
M,45,7,349,0,1,2,1,4,3,5,4
F,1,15,555,3,0,0,2,0,0,4,3
M,35,7,123,5,0,2,2,0,1,3,0
M,25,9,28,5,5,3,0,0,3,3,0
F,50,1,87,2,0,1,0,0,4,3,4
M,45,3,584,5,0,0,0,3,1,0,2
M,25,0,360,5,1,1,4,0,4,4,0
M,25,7,417,0,3,3,4,0,4,0,0
M,56,18,111,3,1,0,1,0,1,5,5
M,50,19,772,4,2,5,0,5,1,0,4
F,25,3,336,2,2,0,1,0,3,5,4
M,25,11,525,4,1,0,0,0,0,0,3
M,25,13,559,0,1,0,4,2,0,1,1
M,1,20,708,4,3,2,3,0,0,2,3
M,45,16,965,5,2,2,0,3,4,5,3
F,25,2,935,5,5,1,2,0,2,5,3
M,50,0,328,2,5,4,5,5,5,4,3
F,25,7,435,2,4,0,0,0,0,5,5
M,25,7,503,5,3,2,0,0,5,2,3
M,1,11,465,4,2,0,4,0,1,0,2
M,25,12,450,4,4,1,2,0,4,5,3
M,18,4,132,5,3,5,1,3,0,5,0
F,18,15,701,0,4,0,2,0,5,1,2
M,25,20,108,5,2,0,0,0,0,2,3
F,50,1,991,5,2,5,5,1,2,5,5
M,45,13,802,4,3,0,1,5,0,0,2
F,45,16,495,1,5,0,3,5,0,5,3
M,18,3,12,5,5,0,2,3,4,1,0
F,18,6,581,5,4,0,1,5,0,0,0
M,25,17,741,0,4,0,2,0,0,5,0
M,25,15,540,0,4,0,0,0,0,1,0
M,45,9,857,5,2,3,0,0,5,1,0
F,25,11,372,5,5,3,1,1,4,4,5
M,45,4,334,4,1,2,2,0,5,0,3
M,18,17,931,1,5,4,2,2,0,5,0
M,18,19,484,5,5,3,2,4,5,4,5
M,25,8,727,5,3,4,1,4,2,2,0
F,25,3,988,5,3,5,0,0,5,4,4
F,25,17,494,5,4,3,4,0,0,0,4
M,25,4,708,0,1,0,4,5,0,2,0
F,45,12,597,5,4,3,2,0,4,5,3
F,56,14,275,1,4,2,0,0,0,2,4
M,35,9,953,1,3,5,3,0,1,0,3
M,35,9,974,2,1,4,4,2,2,2,2
M,35,16,77,4,2,0,0,3,0,2,4
M,35,19,988,4,4,0,0,1,3,0,1
F,45,13,705,4,0,0,0,1,4,4,0
M,25,12,840,1,4,0,2,2,1,0,4
F,50,13,980,5,4,1,4,4,4,1,3
M,50,16,309,1,5,5,3,4,3,2,0
M,56,11,554,5,3,2,0,4,0,2,1
M,50,15,333,4,1,0,0,4,0,2,0
F,25,16,969,2,4,3,2,3,4,3,5
F,25,14,481,2,0,0,4,0,2,1,4
F,35,14,274,0,2,0,0,0,5,0,4
M,25,7,969,2,4,2,1,1,5,3,4
M,45,0,640,4,5,0,0,5,0,3,1
M,50,14,208,4,2,0,5,3,5,0,3
F,25,19,951,4,0,4,0,4,4,3,3
M,25,18,933,4,4,3,5,0,5,1,5
M,25,14,523,2,3,5,0,0,0,1,2
F,35,11,557,4,0,3,2,0,5,0,3
M,35,20,128,1,3,5,0,3,1,1,0
M,25,18,328,5,3,4,4,2,5,1,0
M,25,14,132,4,3,4,0,2,1,0,0
F,18,2,880,2,5,2,3,0,1,1,0
M,35,14,660,4,5,4,2,0,4,4,2
M,25,6,492,2,4,2,4,5,5,4,3
M,56,17,843,5,1,1,4,0,5,4,1
M,18,4,33,1,4,2,1,0,3,0,4
M,25,2,261,0,5,1,1,0,0,2,0
M,25,4,430,5,4,1,2,5,2,2,4
F,1,4,186,2,4,0,5,0,3,4,1
F,35,4,934,5,4,3,5,0,3,3,4
M,18,11,609,5,1,1,4,1,4,0,1
M,45,0,700,5,2,3,3,1,1,5,4
M,18,5,211,3,5,0,1,4,4,3,4
F,56,0,923,5,3,5,5,3,1,4,3
M,18,5,406,4,3,4,1,1,0,1,5
F,25,17,287,4,2,4,4,0,2,0,3
M,25,8,557,4,3,5,0,3,1,1,5
M,25,17,966,5,1,0,5,2,3,4,4
F,1,1,988,5,5,0,0,0,0,4,3
M,25,18,871,1,5,3,0,0,4,0,3
M,50,0,410,1,4,1,3,4,2,0,5
M,25,2,531,4,5,5,5,0,4,2,4
M,25,7,726,5,4,0,0,0,0,4,4
M,25,16,600,4,4,3,0,4,1,0,4
F,18,7,320,1,5,0,4,3,0,0,3
M,25,4,41,2,0,1,3,5,5,5,5
F,25,0,503,1,2,0,0,0,1,0,2
M,25,1,987,1,0,5,3,3,1,4,4
F,50,11,319,4,5,1,1,3,0,4,3
F,45,4,756,5,1,3,4,0,5,4,0
F,50,1,346,3,0,1,4,0,2,5,3
M,18,11,981,5,2,2,1,0,5,4,1
F,56,4,685,2,2,0,0,0,2,0,0
F,25,19,142,5,0,0,5,0,0,2,0
M,50,0,373,0,4,4,0,0,2,1,4
M,25,1,382,5,0,4,3,3,5,2,5
