Gender,Age,Occupation,ZIP-code,247,1920,2017,2087
M,45,18,128,3,0,0,4
M,45,9,74,5,0,5,0
M,18,0,497,1,0,4,0
M,45,0,69,1,2,4,3
M,45,15,559,3,0,1,4
M,18,3,782,3,0,0,5
F,25,3,286,5,5,0,3
F,56,8,13,0,0,0,0
M,35,2,345,5,5,0,0
M,50,20,234,5,0,0,0
M,35,11,265,1,0,5,4
M,25,3,471,1,0,2,2
M,18,16,77,0,2,1,3
F,25,1,680,1,3,1,0
M,50,10,70,5,4,0,5
M,25,8,750,0,0,1,3
F,18,10,972,1,0,4,5
F,18,13,935,4,0,2,0
F,35,10,468,0,0,0,4
M,35,19,662,0,0,0,0
M,56,15,181,3,4,5,0
F,25,20,940,3,0,0,0
F,35,8,836,2,4,5,0
F,25,16,954,4,5,1,4
F,35,9,796,5,3,1,1
M,56,14,103,5,0,0,0
M,25,7,794,3,5,0,3
M,56,18,990,1,4,1,5
M,25,0,984,3,5,1,0
M,1,3,934,0,5,5,0
M,25,16,381,1,1,5,3
M,25,6,98,4,0,5,1
M,25,9,931,2,4,5,0
F,25,15,306,3,0,1,0
F,35,19,165,2,5,4,5
F,18,16,760,0,1,0,4
F,18,19,150,4,3,5,0
M,18,14,280,3,2,1,0
F,1,2,730,0,5,1,0
M,56,16,50,0,0,5,1
F,35,5,775,5,1,0,3
M,18,1,13,4,0,0,1
M,18,14,497,4,0,4,3
F,35,4,427,3,2,0,0
F,45,1,84,0,0,0,0
M,35,0,953,5,2,1,3
M,18,4,320,2,0,0,4
M,56,5,988,4,0,0,3
F,35,3,685,1,3,4,0
M,1,4,609,0,1,0,0
M,18,11,300,4,5,0,0
M,50,6,705,5,0,1,0
M,18,0,443,2,2,4,5
M,50,4,815,2,5,4,5
M,56,19,309,5,0,2,5
M,25,10,577,0,0,0,0
M,18,12,427,5,0,5,4
F,25,6,811,3,0,0,1
F,56,20,982,1,5,0,0
M,56,16,77,2,4,0,0
M,35,5,329,2,2,3,0
M,35,18,372,2,3,0,3
M,25,7,956,0,2,3,2
F,56,13,957,2,3,0,4
F,35,5,934,1,0,0,3
F,45,9,481,3,0,1,0
M,50,9,79,3,0,5,2
M,25,17,741,0,3,4,0
M,18,17,990,1,0,2,4
F,1,14,28,0,4,5,1
F,35,1,232,1,1,0,3
F,25,17,376,2,1,3,3
M,56,4,811,3,2,5,0
M,25,13,108,0,5,0,0
M,56,13,339,4,5,5,4
M,1,5,193,2,0,5,0
F,56,7,53,5,2,0,5
M,35,16,23,0,1,5,0
M,50,16,358,5,0,0,0
M,56,12,894,0,3,1,4
M,18,16,206,1,5,0,0
M,18,11,750,1,1,4,5
M,35,6,309,0,3,4,1
F,25,9,530,1,3,2,5
M,18,5,253,1,0,0,1
M,35,8,440,3,5,0,1
F,25,15,838,5,0,0,5
M,18,19,61,2,0,3,0
M,50,2,282,0,1,5,1
M,50,11,551,0,0,0,3
F,1,17,440,1,0,0,4
M,25,5,85,1,0,4,0
M,25,0,992,4,2,3,5
F,18,17,493,3,0,4,2
F,35,5,527,5,4,4,2
M,1,7,655,5,3,5,3
M,1,19,925,0,5,4,0
M,50,0,23,5,2,2,5
F,50,2,560,5,0,2,3
F,35,4,612,5,5,2,0
M,50,7,933,3,3,5,5
M,25,14,954,0,4,0,0
M,56,8,878,2,2,0,0
F,35,15,916,0,0,5,0
M,56,11,244,1,3,0,4
F,45,15,992,0,2,0,0
F,25,14,558,5,2,5,0
F,35,0,474,3,0,5,3
F,56,2,773,0,0,5,4
M,56,10,323,1,3,1,3
M,18,3,297,4,2,1,4
F,18,6,483,0,1,0,4
M,1,9,598,2,3,0,5
M,18,3,37,1,0,2,4
F,56,3,826,1,0,5,4
F,25,14,450,2,4,3,0
M,25,19,799,5,3,0,4
M,50,17,916,0,2,0,0
F,45,4,87,1,4,0,0
F,25,2,437,4,5,0,3
F,25,11,480,0,0,1,0
F,25,4,294,0,1,4,2
F,1,12,190,2,0,2,0
M,25,19,64,3,2,0,3
M,50,10,459,3,0,2,0
F,18,6,758,1,1,0,0
F,25,18,894,2,2,4,4
F,1,11,870,5,0,0,0
M,50,17,61,5,5,2,4
M,1,12,85,3,0,2,0
M,56,16,461,3,2,1,5
F,56,17,945,3,2,0,0
F,35,2,274,2,3,3,0
F,56,11,474,5,0,0,0
M,56,17,840,3,0,5,0
M,18,0,118,3,0,0,3
M,18,6,473,2,0,0,0
F,50,13,926,0,0,4,1
F,45,7,993,0,0,3,5
M,18,19,928,1,4,5,2
M,18,7,965,1,1,5,0
M,50,18,171,0,4,0,0
F,18,1,857,2,5,3,0
M,25,3,197,2,0,5,0
F,25,10,473,0,5,0,3
M,25,17,347,1,3,0,0
M,45,3,54,2,0,2,0
F,25,17,74,0,4,3,3
F,35,14,372,5,0,5,3
F,45,0,354,1,4,4,4
F,50,8,325,3,1,1,0
F,25,9,80,5,0,2,0
F,35,14,498,2,4,0,0
M,35,1,969,5,2,4,5
M,45,1,382,1,5,1,0
F,35,5,235,2,0,0,0
M,25,13,120,2,4,0,0
M,50,9,540,4,1,4,0
M,45,5,604,1,2,3,3
M,18,1,458,4,1,4,4
F,18,12,571,4,0,1,2
M,35,1,459,4,0,2,0
M,1,9,127,0,0,1,0
M,45,17,210,5,2,5,5
M,45,12,630,2,3,1,0
M,25,5,10,0,2,0,0
M,25,6,141,4,5,0,4
M,45,9,370,3,1,0,5
M,25,7,186,3,2,0,2
M,56,16,957,4,4,0,4
F,50,3,843,1,0,1,5
F,56,3,743,2,0,0,2
F,25,1,956,5,4,5,0
F,1,4,244,0,5,3,2
M,56,5,402,2,2,0,0
F,35,14,982,2,3,4,4
F,56,6,64,4,0,0,0
F,56,11,109,5,5,0,1
M,56,7,761,5,3,0,0
M,35,17,290,1,0,0,4
M,1,17,13,3,4,0,1
M,1,16,459,3,3,2,2
F,56,19,132,5,0,5,5
F,18,7,56,4,0,0,5
F,56,13,606,5,4,5,0
M,18,20,902,3,5,1,3
F,25,14,584,4,3,1,0
M,25,0,301,2,2,1,3
M,56,18,29,1,0,4,3
M,45,0,82,0,4,2,0
F,45,2,211,4,3,0,3
M,56,3,111,1,4,1,5
M,25,14,111,4,0,4,3
M,35,3,165,0,5,2,0
F,45,20,432,5,0,4,4
F,1,19,598,3,2,5,0
M,50,5,140,1,4,4,0
M,18,18,417,4,0,5,4
F,35,9,294,0,2,4,3
M,35,8,983,5,0,0,0
M,1,7,641,4,3,0,3
M,35,1,12,4,3,3,0
M,18,20,302,4,1,0,3
M,18,5,949,1,4,5,0
M,56,0,982,3,4,5,0
F,1,2,161,2,5,1,4
M,25,14,60,4,0,0,3
M,25,20,12,0,1,0,3
M,56,11,108,4,0,0,0
M,56,5,954,3,4,1,4
F,1,10,942,4,2,4,0
F,56,16,276,3,2,4,0
F,1,6,127,5,3,5,4
M,56,14,560,4,0,0,5
M,45,15,933,0,0,1,3
F,25,16,68,5,3,0,0
M,50,14,493,1,3,0,5
F,18,20,434,4,2,4,3
F,18,10,606,5,4,0,2
M,1,8,751,0,2,0,1
M,50,3,894,0,3,3,0
F,56,13,80,1,0,1,0
F,50,3,623,4,1,1,0
F,56,0,941,0,0,0,5
M,35,11,435,3,5,0,0
F,25,11,590,3,0,0,4
M,25,3,606,2,5,1,0
M,35,7,224,1,0,1,5
F,50,14,54,0,5,0,1
F,45,8,950,3,0,4,3
M,18,9,303,4,2,3,0
F,50,7,447,1,4,2,4
M,45,16,852,3,1,2,3
M,45,4,112,0,0,0,3
M,45,1,905,5,2,0,4
F,50,1,453,1,0,4,4
M,50,17,65,1,5,4,4
M,1,3,577,0,0,4,0
M,25,2,104,5,2,2,1
F,35,14,590,2,1,0,0
M,1,2,45,3,0,0,3
F,35,19,209,3,0,0,0
F,56,4,554,0,0,5,0
M,45,10,17,2,2,0,0
M,35,4,537,1,3,0,3
M,1,20,972,0,0,4,0
F,56,16,294,0,3,0,5
F,25,20,13,3,1,0,0
M,56,14,74,0,0,0,3
F,25,20,245,4,5,3,0
F,35,0,19,4,0,0,0
M,25,10,235,0,1,2,3
F,18,3,132,3,2,4,3
M,45,2,811,5,0,0,3
F,25,19,88,5,4,1,4
F,25,4,275,3,4,0,3
M,50,6,406,5,1,2,4
M,56,2,69,2,1,5,4
M,45,13,441,2,0,0,4
F,50,20,80,3,0,2,0
F,56,1,309,4,0,0,4
F,50,1,535,0,5,5,0
M,25,20,312,4,4,0,0
F,56,19,600,1,1,2,5
F,25,6,18,1,0,2,1
F,35,13,705,2,4,0,3
M,50,13,741,3,4,2,0
M,56,12,770,3,1,2,0
M,35,7,720,5,0,1,0
F,35,10,555,0,4,3,0
M,18,14,433,0,0,1,0
M,35,12,623,2,0,2,0
F,25,5,323,5,4,5,4
F,1,19,170,2,3,2,4
F,1,6,272,3,0,2,0
M,45,16,191,0,0,3,0
M,18,20,378,5,0,0,4
M,50,0,79,4,0,3,3
F,1,10,446,3,0,3,0
M,18,9,966,2,5,1,0
M,25,18,681,2,4,3,0
F,50,5,201,3,3,0,0
M,35,19,523,0,1,0,0
M,45,0,347,1,0,0,2
F,56,17,924,3,0,1,2
M,25,2,29,5,3,0,0
M,25,3,120,0,5,0,4
M,1,18,949,3,3,4,0
M,1,9,360,2,0,5,2
F,50,9,321,1,0,5,0
F,35,12,61,5,0,4,3
F,1,0,70,5,3,0,3
F,35,18,232,1,0,1,4
M,35,19,911,3,0,4,0
F,25,2,921,0,1,4,3
M,45,3,296,5,1,4,5
M,1,3,967,3,1,3,3
F,18,18,904,5,0,0,0
F,50,15,85,1,4,2,3
F,1,4,77,1,5,0,3
M,25,15,765,4,3,0,3
M,25,4,605,2,1,1,4
F,50,0,764,0,5,4,0
F,45,16,396,3,0,4,0
M,25,19,480,4,4,5,3
M,18,20,751,2,3,0,0
F,35,19,292,5,2,4,4
M,45,16,486,4,3,1,4
M,25,20,598,1,4,0,0
M,25,18,970,0,0,5,4
F,1,12,993,5,4,2,3
F,35,0,435,0,4,3,4
M,25,15,178,1,4,1,4
F,35,12,148,1,3,2,3
F,56,3,744,0,2,0,1
M,18,10,331,2,2,0,0
M,35,7,98,5,0,0,1
M,50,20,319,5,3,0,4
M,56,17,434,2,0,0,5
F,56,4,875,2,0,5,4
F,25,4,230,3,4,5,3
M,35,19,453,2,0,0,1
M,50,8,970,1,2,5,0
F,50,11,986,4,5,1,0
F,45,1,84,3,0,0,0
F,18,2,277,1,5,0,0
M,25,9,493,0,0,0,2
M,1,5,786,3,1,0,0
F,18,7,240,5,2,5,2
F,50,15,616,3,1,3,3
F,18,18,981,2,0,2,0
F,18,3,501,5,5,0,0
F,45,17,200,2,2,0,1
M,1,14,127,2,2,0,0
M,25,19,370,1,5,4,5
M,18,18,235,0,0,3,4
M,50,19,941,2,0,3,1
F,1,12,558,0,1,3,3
M,1,19,535,5,1,5,3
F,56,17,953,4,1,5,0
M,35,1,83,4,0,4,0
M,25,7,605,1,0,3,4
M,25,9,244,4,3,5,1
M,56,4,524,1,0,4,3
M,18,12,74,4,0,2,0
F,18,6,53,0,0,0,3
M,25,4,875,3,0,0,3
F,45,20,312,5,2,5,4
M,35,15,396,1,1,2,3
F,35,16,925,4,2,0,5
F,35,13,943,4,5,4,5
M,25,2,319,2,3,0,4
M,18,16,945,1,3,0,3
M,25,17,193,3,4,0,4
F,18,20,274,2,1,5,0
M,56,3,441,1,0,0,3
M,35,14,240,3,2,2,4
M,25,19,972,0,0,1,4
F,45,14,302,3,0,5,0
M,18,16,623,4,5,2,0
M,45,11,445,0,3,1,4
M,1,16,992,0,0,0,0
M,35,16,916,1,3,1,0
M,50,12,811,5,5,2,3
M,35,19,120,3,0,2,4
M,25,1,460,1,0,0,0
M,56,19,537,0,4,0,2
M,45,2,480,0,0,1,0
F,56,14,520,0,2,0,4
M,35,20,69,3,4,5,0
F,25,13,778,3,2,4,0
M,1,6,28,2,0,0,2
M,1,10,894,0,0,4,3
F,25,11,553,0,0,0,0
M,18,11,211,4,0,1,0
M,25,10,319,1,2,0,0
F,25,17,744,0,0,0,1
F,50,9,338,2,2,0,4
F,18,8,640,3,0,5,1
F,35,20,633,3,3,5,0
F,25,12,625,5,0,4,0
M,25,11,641,0,3,3,0
M,50,2,920,4,3,0,5
M,50,12,161,3,5,0,4
M,35,9,469,2,0,0,0
F,18,10,580,5,3,0,3
F,50,11,379,2,5,5,0
F,1,5,965,2,0,0,1
M,25,11,756,3,3,1,1
M,35,13,421,3,3,0,0
F,35,6,128,5,2,0,0
M,35,16,89,1,3,0,0
F,56,12,944,5,0,1,4
M,25,5,943,5,4,1,5
M,56,14,84,4,1,1,0
M,1,10,730,5,2,1,0
F,56,5,752,5,0,1,0
F,18,17,421,4,5,4,0
M,56,12,988,4,4,5,0
F,1,19,152,0,5,5,3
F,18,8,69,0,0,1,5
