Gender,Age,Occupation,ZIP-code,260,1097,1750,2021,2093,2105,2628,2968
F,1,3,983,5,4,4,1,0,2,0,0
M,25,2,830,1,3,0,5,2,3,2,0
F,18,3,920,5,2,3,0,0,3,5,0
F,18,10,206,4,5,0,0,0,0,2,0
F,35,8,197,5,5,3,2,0,2,2,0
F,1,9,857,3,2,4,0,5,1,3,1
M,50,19,37,5,5,1,0,2,4,0,0
F,56,7,598,3,5,2,2,1,1,1,3
M,1,14,186,4,2,5,0,3,5,2,2
M,18,14,660,5,0,0,0,2,5,3,0
M,1,20,31,0,2,4,2,1,0,0,4
F,18,11,63,5,5,0,0,0,5,2,4
M,45,18,631,0,3,5,0,2,0,4,3
F,25,3,276,0,4,0,5,1,0,2,2
F,56,20,952,2,2,0,0,3,1,1,3
F,56,3,794,4,2,3,3,1,2,5,5
M,35,18,15,0,4,5,0,3,1,2,2
F,25,0,977,0,2,2,3,4,5,1,5
F,45,4,232,1,3,0,0,0,5,3,0
M,1,16,82,0,0,5,3,3,3,0,2
F,25,0,61,4,0,0,0,3,0,2,1
M,1,6,440,1,0,0,1,0,5,4,1
M,45,2,430,4,4,4,1,5,1,1,4
F,50,18,114,5,5,0,4,0,0,4,2
M,18,7,726,0,1,1,0,5,0,2,4
F,18,7,437,4,0,0,4,2,5,4,4
M,45,8,662,3,5,4,0,0,1,1,3
F,18,7,190,5,0,4,0,0,4,3,1
F,56,17,641,5,1,4,0,0,2,5,5
F,45,2,272,0,3,0,3,0,4,3,0
M,25,9,406,2,4,3,0,4,2,3,1
F,45,5,191,2,2,2,0,4,1,0,2
F,18,11,920,0,0,0,2,3,5,3,1
F,56,15,984,5,4,0,2,0,1,4,2
F,25,8,349,0,0,1,5,1,1,1,4
F,50,11,141,4,4,0,4,1,2,2,4
M,35,20,112,2,1,2,5,2,3,5,3
F,56,12,681,5,0,5,0,0,4,5,0
F,50,5,111,5,4,0,1,0,2,5,4
F,50,1,191,4,0,1,2,2,2,3,3
F,35,10,549,3,4,0,3,3,0,1,3
F,56,10,175,3,4,4,2,1,4,5,4
F,45,10,281,1,3,2,5,0,3,5,3
M,35,19,23,0,4,3,5,3,5,1,4
F,56,0,454,0,4,4,0,4,0,4,5
F,25,17,973,3,5,3,3,5,0,0,1
F,56,14,180,5,2,2,3,0,0,0,4
M,35,1,433,5,0,1,0,2,0,3,0
M,1,13,37,5,3,3,0,0,0,1,2
F,35,5,325,3,2,5,4,5,3,4,0
F,45,3,925,3,0,2,4,5,1,1,3
M,45,3,26,5,2,2,1,1,2,1,2
M,18,8,354,5,0,0,0,0,0,4,4
M,45,19,326,0,3,4,0,2,1,5,4
M,25,12,705,5,4,0,0,0,3,0,0
M,45,12,79,5,0,0,0,3,0,4,0
F,1,14,900,5,3,3,5,0,5,1,0
M,18,1,349,0,2,4,2,0,0,1,5
M,56,5,301,5,5,5,2,4,3,1,4
F,25,4,83,0,5,5,5,0,0,2,4
F,25,15,700,3,1,0,0,2,3,2,3
M,45,13,186,5,0,0,2,0,2,0,1
F,56,6,752,5,0,0,2,0,3,2,3
M,25,6,775,3,0,2,3,2,0,3,2
F,18,20,285,5,1,0,1,3,5,2,0
F,50,7,623,3,0,0,3,1,1,4,5
M,18,14,972,2,4,3,3,2,2,0,1
M,56,18,12,1,1,2,5,4,0,4,0
M,35,13,760,5,2,0,4,4,1,4,2
F,50,20,15,3,5,4,0,0,0,4,4
M,56,7,731,0,0,5,5,3,3,5,0
F,35,12,50,0,5,1,3,4,0,2,5
M,25,15,527,2,5,0,3,2,1,4,5
F,35,4,328,5,0,5,5,0,3,2,0
M,56,18,850,0,0,4,3,0,2,3,3
F,1,13,228,0,1,5,3,5,5,4,0
M,18,20,802,5,5,0,0,4,4,4,4
F,25,18,758,1,3,0,0,4,3,4,4
F,25,14,942,2,4,3,0,1,1,0,1
F,56,20,943,3,0,0,2,1,5,2,4
M,35,19,296,4,4,0,4,3,1,1,1
M,1,19,933,0,4,0,0,2,3,5,0
M,18,16,991,0,4,0,0,2,0,5,5
M,50,18,549,5,4,4,0,1,0,2,5
F,18,0,857,1,5,5,0,2,0,1,3
M,18,16,115,0,4,0,4,2,5,3,0
F,35,10,704,2,2,4,2,0,0,5,4
M,1,20,493,3,3,1,1,0,1,3,3
F,50,18,490,3,0,0,2,3,3,3,1
F,45,20,495,0,4,0,0,4,0,5,4
F,35,20,76,3,4,3,3,5,0,1,2
M,45,11,927,2,3,0,0,1,0,1,1
F,25,8,232,3,4,1,3,5,2,2,4
F,18,17,262,5,4,5,2,1,0,0,1
M,45,8,704,5,5,0,0,0,4,2,0
M,56,11,146,2,1,4,2,3,2,1,3
M,56,3,551,0,3,0,0,4,0,3,5
M,45,8,64,2,0,2,5,5,0,4,4
F,1,17,923,2,2,3,4,3,2,2,0
M,56,5,758,4,2,1,1,2,5,3,4
F,50,12,435,5,5,5,0,4,0,2,3
M,25,19,544,0,2,1,5,5,4,5,4
