Gender,Age,Occupation,ZIP-code,247,885,1097,1654,2086,2138,2872
M,25,20,843,3,0,4,5,1,1,2
F,25,20,584,3,2,3,1,2,2,0
F,35,6,557,5,3,2,3,3,1,2
F,1,5,362,0,3,3,2,0,0,3
F,25,19,540,2,3,2,2,5,4,2
F,18,9,307,3,3,3,5,4,5,1
M,56,4,50,3,0,1,0,2,3,2
F,18,18,60,5,1,2,0,3,4,5
M,18,17,983,1,1,3,1,5,2,1
F,25,4,441,3,2,2,0,5,5,5
F,1,3,82,3,0,3,4,0,5,1
M,25,3,123,0,3,2,1,5,4,0
M,35,7,417,0,0,3,1,5,3,5
M,25,4,474,1,1,1,5,4,2,5
F,35,18,532,5,0,5,1,5,2,2
F,45,15,430,0,0,3,4,5,4,1
M,18,3,382,3,2,4,3,2,1,2
M,35,14,228,0,0,5,1,0,1,0
F,18,2,966,5,1,4,0,2,0,3
M,56,14,672,4,0,3,4,3,4,0
F,18,19,231,2,1,5,2,2,5,4
F,50,17,223,5,0,4,0,5,3,4
M,1,4,947,2,1,5,0,3,2,2
F,45,13,612,0,1,3,4,4,4,1
M,18,17,450,5,4,2,2,5,1,0
M,18,14,345,2,1,2,4,1,5,0
F,1,7,557,4,5,1,4,2,2,2
M,18,2,307,5,3,1,1,0,2,3
F,18,2,949,1,4,4,1,2,1,5
F,18,18,462,4,3,2,2,5,1,1
F,25,16,275,3,4,2,0,3,1,3
F,45,0,950,4,5,5,4,2,1,4
M,1,4,372,0,5,5,3,4,2,5
F,18,9,991,5,4,4,4,5,4,4
M,25,13,186,4,1,3,1,5,2,4
F,18,8,463,5,2,5,1,0,1,1
F,1,1,140,5,0,1,0,5,4,5
F,35,14,222,1,0,3,2,5,2,1
M,45,6,277,5,2,3,3,5,1,4
M,45,5,622,1,4,4,5,4,0,3
M,35,17,201,5,1,3,2,2,0,3
M,25,18,662,0,0,1,4,0,1,0
M,56,20,741,0,0,5,4,5,2,2
M,56,4,502,0,5,1,1,4,4,3
F,25,2,740,0,1,2,0,1,1,3
M,25,15,358,3,2,1,4,5,3,5
M,18,7,63,5,0,5,3,3,3,4
M,18,15,372,1,5,1,0,2,5,0
F,56,10,558,4,5,1,2,5,2,3
M,25,0,811,5,1,5,3,2,5,0
M,25,1,483,0,5,4,3,4,5,3
F,45,2,61,1,5,3,2,2,2,4
M,45,9,969,1,2,4,5,4,2,0
F,50,14,761,4,3,1,2,5,3,1
M,50,17,331,5,4,4,0,0,2,0
F,25,13,326,0,2,5,4,2,0,1
M,18,15,65,5,3,2,0,1,1,5
F,50,11,815,3,1,3,5,5,3,1
F,18,0,910,3,2,2,3,5,1,3
F,25,7,148,3,4,2,2,5,3,2
M,25,2,198,3,4,5,1,0,1,2
M,25,3,360,3,0,2,1,2,3,0
F,25,2,286,2,5,2,1,2,0,4
M,35,5,666,3,3,1,4,2,5,3
F,18,4,934,5,1,1,4,2,0,3
F,18,1,285,4,5,4,1,4,4,1
F,50,9,934,0,3,1,4,3,5,3
M,35,3,949,4,2,1,4,0,4,4
M,25,5,752,2,1,2,3,3,1,0
M,18,5,660,0,1,2,4,3,0,1
M,45,9,432,4,2,1,0,5,4,5
M,56,0,590,2,4,5,0,4,4,3
M,56,4,778,3,0,3,4,3,1,4
M,45,13,540,4,4,2,1,5,3,4
M,25,6,245,2,0,5,4,2,3,4
M,45,11,312,2,2,4,5,2,3,0
M,35,17,484,2,0,2,5,0,1,1
F,35,9,852,5,1,4,5,2,3,5
M,56,12,503,4,1,2,4,1,3,0
M,25,4,339,2,1,3,1,4,2,1
F,18,0,720,3,0,2,4,5,3,4
M,25,2,830,0,5,4,3,0,5,3
F,45,15,330,4,2,1,1,5,4,3
F,35,5,973,4,3,5,2,1,1,3
F,25,4,345,5,0,3,0,0,1,2
M,25,14,49,5,0,5,4,3,1,0
