Gender,Age,Occupation,ZIP-code,673,1881,1920,2087,2138
F,25,3,191,0,0,0,0,0
M,25,18,146,4,0,0,0,4
M,35,10,598,1,2,0,4,0
F,25,2,103,0,0,0,0,0
M,25,11,780,0,0,0,0,0
M,35,12,371,1,0,2,4,0
F,50,19,197,0,3,1,4,2
F,18,9,64,0,5,0,0,5
M,25,17,544,0,3,0,0,4
F,18,17,488,5,1,4,4,0
F,56,19,950,2,3,2,0,1
M,35,14,457,1,4,4,2,3
F,50,1,279,0,5,4,4,0
M,18,2,942,0,0,0,0,1
F,35,14,758,3,1,4,4,2
M,25,17,773,0,0,4,0,0
M,25,7,482,0,0,2,3,0
F,56,16,171,2,0,2,0,5
F,25,20,338,0,0,2,0,3
M,18,15,833,2,0,0,0,0
F,50,10,122,4,0,3,3,4
M,45,19,977,0,0,5,5,0
F,18,9,23,0,4,3,3,0
F,1,20,680,5,4,3,0,5
M,56,15,272,0,0,0,0,4
M,18,15,373,2,0,1,4,1
M,45,14,523,0,0,0,0,0
M,25,20,983,0,0,3,3,5
F,45,17,474,5,0,1,5,0
M,1,16,780,2,3,1,0,5
M,25,20,660,0,0,0,0,0
M,25,1,495,1,0,0,0,0
M,56,11,700,0,3,1,5,1
M,25,6,540,0,0,0,0,0
M,25,7,320,1,2,1,5,2
M,56,12,790,1,3,4,2,3
M,25,19,178,2,0,1,5,1
M,50,0,18,0,0,0,0,4
F,25,17,485,0,0,2,0,5
M,25,2,180,0,0,1,4,0
M,56,13,303,3,3,4,2,5
F,45,12,421,0,2,1,0,0
M,56,8,79,0,5,0,2,3
F,35,7,970,0,3,0,4,0
M,1,1,658,5,0,4,5,1
M,35,15,193,0,0,0,0,0
F,35,18,103,3,1,1,4,0
M,45,11,78,0,1,0,0,2
F,56,6,906,3,0,0,0,0
F,56,15,100,3,5,1,2,3
F,25,7,331,5,0,2,0,0
M,18,20,431,5,0,0,0,0
F,25,15,309,3,0,0,0,0
M,18,12,966,1,3,5,1,2
M,56,0,228,5,0,4,2,0
M,56,7,142,1,5,1,3,2
F,35,6,705,0,0,0,0,0
F,25,8,551,0,5,4,0,4
M,25,11,605,0,0,0,0,0
F,1,13,312,3,3,1,3,0
M,25,1,966,1,0,0,0,0
F,25,5,727,4,3,2,2,1
M,35,8,537,0,5,5,0,1
F,35,11,891,0,0,1,0,0
F,25,1,431,1,0,1,2,0
M,50,2,553,0,2,1,0,2
M,45,4,461,0,2,2,4,0
F,18,5,69,4,2,5,4,1
M,25,15,627,0,0,1,0,1
F,1,13,372,0,0,0,5,3
F,1,20,923,1,5,0,1,1
M,18,3,493,0,0,0,0,5
F,50,16,111,1,4,5,4,5
M,25,11,498,0,0,0,0,0
F,35,0,286,1,4,5,5,3
F,1,0,208,1,5,1,5,1
M,45,7,953,0,0,0,0,0
M,50,11,633,5,3,2,1,1
F,56,17,931,1,5,3,2,5
F,45,15,377,1,0,0,4,2
M,25,3,905,0,0,0,0,0
F,56,1,540,0,0,1,1,0
M,50,20,930,1,1,3,3,2
M,50,7,190,3,0,0,0,0
M,50,4,674,4,0,0,0,4
F,45,8,424,0,0,5,4,5
M,45,1,224,0,0,0,0,0
F,35,11,900,0,5,4,0,0
M,56,5,433,0,0,1,4,0
M,25,15,80,0,3,1,2,1
F,1,9,347,1,0,4,5,2
F,18,19,550,3,3,5,4,0
M,1,11,484,4,2,1,0,0
M,35,19,273,0,5,0,4,1
M,25,9,662,0,0,0,0,2
M,56,4,211,0,0,0,0,0
F,25,9,486,3,0,0,0,0
F,56,18,229,3,1,3,2,2
F,45,18,286,5,3,2,0,0
F,35,1,333,2,0,5,1,5
F,25,9,549,1,0,0,2,1
M,45,17,132,3,0,2,5,3
M,1,9,501,5,0,1,2,0
M,25,19,26,0,0,4,4,0
M,1,9,279,4,0,4,1,5
M,56,18,557,0,0,2,4,1
F,18,11,940,0,0,4,0,5
F,56,15,165,0,4,5,0,1
M,25,11,191,3,0,5,3,4
M,1,15,307,3,5,3,4,0
F,56,10,10,4,1,5,3,2
M,25,3,954,4,0,5,2,0
M,1,14,381,5,3,2,3,0
M,50,18,681,2,0,0,3,1
M,35,15,741,0,4,1,3,0
M,18,3,840,0,2,4,0,2
M,25,15,597,2,0,0,0,5
F,45,17,914,3,2,4,0,0
M,1,7,503,0,0,4,0,0
F,50,17,193,1,0,0,0,0
M,25,2,805,0,0,4,0,2
M,25,19,782,0,0,0,0,0
F,25,7,61,0,0,0,0,0
M,25,17,166,0,0,5,0,0
M,56,18,813,3,0,0,5,1
F,50,15,501,0,0,2,1,1
M,56,12,13,0,4,0,2,1
M,18,17,553,0,0,0,1,0
F,25,9,33,4,0,0,5,2
F,25,5,503,0,3,1,0,2
F,50,9,727,1,5,2,0,0
M,35,11,193,0,0,0,0,5
F,50,4,811,3,0,0,0,4
F,50,10,612,1,5,3,4,3
F,35,5,465,1,3,5,4,0
F,35,15,191,4,2,3,5,5
M,50,7,820,5,0,1,4,0
M,45,7,921,5,5,2,1,1
F,35,1,12,0,0,0,0,4
F,25,10,934,2,5,5,1,0
M,25,18,114,2,0,3,2,1
M,25,7,553,0,0,0,0,2
M,25,17,941,0,0,4,3,0
F,35,19,790,0,0,2,0,0
F,56,12,89,2,2,2,3,4
F,50,19,841,2,4,0,0,2
F,25,16,82,4,4,0,0,0
M,25,1,836,4,0,0,0,0
F,1,15,345,0,0,4,3,0
F,56,10,917,0,0,5,3,1
M,18,5,503,0,2,5,3,0
F,50,13,484,4,3,1,4,0
M,35,13,120,0,4,4,1,3
F,35,15,406,1,3,5,1,3
F,25,9,981,0,5,4,0,5
M,1,10,640,0,0,5,4,2
F,25,16,943,0,4,0,2,2
F,56,18,462,2,4,2,0,5
M,25,8,953,1,0,5,0,2
M,1,8,631,0,0,1,0,0
F,1,9,78,4,4,1,4,0
F,1,14,286,0,0,4,0,4
M,35,13,582,0,2,4,0,0
M,35,7,902,3,1,0,0,0
M,45,9,193,5,0,5,5,2
F,18,19,863,0,3,1,5,0
F,25,3,797,0,1,0,5,5
M,56,17,70,4,3,1,4,0
F,50,5,727,4,4,3,3,0
F,18,4,24,0,0,5,0,0
M,56,8,405,1,1,2,4,4
M,25,4,554,0,0,4,1,5
M,18,8,231,0,0,2,0,0
M,56,2,904,2,0,3,0,0
M,56,13,100,4,5,2,1,5
M,25,11,977,0,0,0,4,0
M,35,2,987,0,0,0,0,0
M,56,14,380,3,3,3,2,3
F,18,4,601,0,0,3,2,3
M,35,7,41,1,0,5,0,5
M,56,14,15,5,0,1,4,1
M,25,15,100,0,0,0,0,4
M,56,18,329,4,0,5,0,2
F,25,10,223,4,0,0,0,4
F,35,17,959,4,0,4,3,2
