Gender,Age,Occupation,ZIP-code,247,885,1097,1654,2086,2138,2872
F,50,14,741,4,0,4,4,2,5,4
M,35,18,382,1,0,0,2,0,1,4
F,18,15,450,3,5,4,0,2,0,5
F,25,4,161,0,1,1,0,0,1,1
F,1,8,149,4,1,4,5,0,3,1
M,18,4,612,0,1,4,1,2,2,1
M,35,6,84,5,4,5,0,4,0,5
M,50,2,704,0,0,2,5,4,5,2
F,35,7,601,3,0,4,0,0,0,0
M,25,12,194,4,0,3,2,3,0,3
F,56,13,772,0,5,4,2,0,2,5
F,45,3,433,0,0,1,2,2,0,1
M,50,18,320,2,0,2,0,5,5,2
F,1,20,704,2,5,2,5,0,3,0
M,1,5,76,2,4,3,1,5,5,5
M,45,7,744,4,0,2,2,0,1,3
F,35,11,555,1,4,2,3,2,2,3
M,1,17,358,0,1,0,1,3,3,2
M,56,2,502,0,5,4,0,0,2,5
F,50,9,928,5,0,0,3,5,1,5
F,18,19,98,4,3,5,5,0,0,3
F,1,19,527,1,0,0,1,5,3,2
F,35,2,300,5,0,0,4,4,5,1
F,50,6,853,5,0,1,0,5,0,2
F,56,16,320,0,0,0,4,2,2,3
F,35,13,988,4,4,2,0,0,0,3
M,50,6,658,0,1,0,1,0,0,0
M,50,2,427,1,5,0,3,0,0,4
F,56,10,328,0,4,2,0,4,5,4
M,56,4,362,0,4,4,0,0,2,2
M,50,10,847,4,0,2,4,2,2,0
M,18,1,805,3,2,3,4,4,0,3
M,45,8,775,5,0,4,3,1,5,2
M,50,18,223,2,0,3,3,0,2,1
F,45,18,924,0,5,4,2,0,0,4
M,56,11,983,4,0,3,2,5,2,3
M,25,18,79,1,3,0,3,5,5,5
M,45,19,74,4,2,4,5,5,1,1
M,50,18,843,1,5,2,0,2,0,1
F,35,16,704,0,5,5,0,0,2,4
F,50,2,136,4,5,1,4,0,5,4
F,35,0,27,4,3,0,2,0,4,4
M,18,0,977,0,2,2,0,5,0,4
M,25,8,306,0,2,4,5,4,4,1
M,56,0,485,5,1,2,0,2,4,0
M,35,8,468,5,1,5,2,0,3,1
F,18,3,856,1,4,4,3,0,3,4
F,25,5,951,2,0,3,0,4,0,2
M,50,18,382,0,4,1,0,5,2,5
M,56,6,210,0,5,1,2,4,0,4
F,50,14,640,3,3,2,4,4,0,0
M,45,19,406,3,1,5,5,0,0,1
F,56,16,38,0,1,2,2,2,1,0
M,25,7,240,0,0,2,4,5,2,1
M,35,17,410,1,1,1,0,4,5,2
M,1,0,152,0,5,1,2,5,2,1
F,35,16,120,1,0,5,1,2,0,0
F,45,14,306,0,0,4,0,0,3,2
M,18,17,917,0,2,5,1,3,0,5
F,56,20,959,5,1,2,3,0,0,5
F,25,6,958,2,0,3,0,4,4,2
F,56,19,782,0,5,5,1,4,0,2
F,25,20,141,0,5,0,5,0,1,1
F,50,14,326,2,1,0,4,0,2,1
M,35,16,937,5,3,1,1,0,3,3
M,25,5,927,4,1,4,4,2,5,4
F,45,15,215,0,4,2,0,2,3,0
M,25,16,547,3,0,5,5,0,0,5
M,18,5,838,0,3,3,2,2,1,5
F,25,3,613,5,1,5,0,5,3,2
F,18,20,623,0,3,5,4,0,0,2
F,18,10,863,0,0,0,3,0,0,5
F,50,3,993,4,2,4,2,0,0,5
M,1,17,80,3,0,1,4,0,0,3
F,35,3,150,1,1,3,5,0,0,4
M,35,0,857,4,0,4,4,2,0,2
F,45,2,220,4,0,0,2,0,0,5
F,25,4,934,5,4,1,2,2,3,4
M,35,14,756,0,3,1,3,4,0,5
M,50,14,986,0,4,1,2,4,1,4
F,18,16,236,0,5,1,4,0,0,1
M,18,17,600,3,0,2,0,3,0,0
F,35,0,339,3,5,2,0,2,3,1
F,25,5,277,5,2,0,0,0,0,0
M,50,6,652,5,0,1,0,0,2,3
F,45,19,122,5,0,0,5,0,1,3
M,56,5,891,0,0,4,4,2,3,1
M,45,3,590,2,2,1,2,3,5,3
F,25,4,110,2,5,2,0,0,0,5
F,35,6,123,0,4,1,2,2,5,2
M,45,5,23,4,0,3,2,3,0,0
M,1,1,956,5,0,2,4,4,5,3
M,35,4,373,5,4,2,3,2,0,0
F,35,5,54,0,1,3,1,4,1,2
F,35,0,975,0,2,3,3,5,4,3
F,45,16,895,0,5,0,5,0,0,4
F,50,20,941,0,3,2,3,2,1,5
F,18,11,837,0,0,5,2,0,2,5
M,45,3,685,1,2,0,0,4,3,0
F,18,3,993,5,0,3,5,2,5,2
M,25,16,834,4,1,4,1,0,1,0
M,25,16,980,3,3,1,1,4,2,3
M,25,0,503,0,1,2,2,4,4,2
M,18,12,121,4,5,1,1,0,4,4
F,56,10,720,3,0,4,4,0,5,0
F,1,8,580,0,2,1,4,2,2,5
M,45,14,871,3,5,0,2,0,4,0
M,18,16,211,0,1,5,0,5,0,0
F,50,13,640,5,5,2,1,4,2,4
M,18,20,275,5,0,0,3,2,0,3
F,18,2,212,3,0,1,5,0,0,0
M,50,0,461,0,0,0,1,0,1,5
F,18,18,190,5,3,4,4,0,5,5
M,35,1,891,3,0,1,1,0,0,0
M,45,19,279,0,3,4,2,0,4,4
M,45,20,826,0,2,3,0,0,2,4
M,25,4,349,5,3,3,5,0,2,1
M,45,8,421,5,0,3,0,0,5,2
F,18,19,489,1,0,1,2,4,4,3
M,56,12,42,4,0,4,0,3,5,5
F,50,11,627,4,1,0,0,2,1,5
M,35,1,559,1,0,3,0,0,0,0
F,1,3,275,5,0,0,0,3,0,0
F,50,6,272,4,1,1,5,3,2,3
F,35,7,173,5,0,1,1,0,3,2
F,35,11,122,1,5,2,4,0,2,1
F,18,2,48,0,0,3,2,2,4,5
F,25,3,934,2,0,1,0,2,5,5
M,1,2,941,4,0,2,0,0,0,0
M,1,9,958,2,4,3,1,0,4,0
M,1,16,674,2,5,5,1,0,5,0
F,45,2,871,4,4,1,1,0,0,0
F,56,13,396,2,0,0,0,0,0,0
M,45,18,272,3,0,2,0,2,2,5
F,50,16,764,2,0,1,4,5,0,1
M,18,1,850,2,0,2,1,2,4,2
F,1,4,19,5,5,2,0,0,4,1
F,56,1,524,1,2,1,2,2,0,0
M,56,7,60,5,0,3,0,4,0,5
F,56,16,850,0,0,2,3,0,0,5
F,35,3,132,5,1,3,5,0,0,1
F,56,0,143,4,5,0,3,0,4,0
M,1,9,442,0,2,5,1,0,5,2
M,18,20,331,4,4,4,0,4,0,4
F,50,19,152,2,5,2,0,2,0,5
F,18,7,800,3,2,0,2,0,0,5
M,25,15,16,0,0,1,0,4,0,0
M,1,16,704,5,2,2,3,0,0,0
M,50,16,354,2,0,4,0,1,1,0
M,50,16,105,0,0,0,3,4,1,4
F,56,9,523,0,0,0,0,0,0,0
F,56,13,361,4,0,5,1,2,3,4
M,56,20,912,0,3,3,1,0,2,1
F,25,18,913,3,0,2,5,5,1,2
F,1,5,336,5,3,2,0,0,0,0
M,45,12,48,5,0,1,0,0,5,2
M,56,3,914,5,0,0,5,0,3,5
F,18,1,931,0,4,3,4,2,4,0
F,50,9,523,2,5,3,2,2,0,0
F,1,12,993,0,4,5,1,0,4,0
F,1,1,200,5,0,2,0,3,1,1
F,1,14,946,1,0,0,1,3,3,1
F,35,7,168,1,0,3,3,3,2,5
M,25,8,958,4,0,3,3,4,5,1
F,50,11,191,0,1,0,3,5,5,2
M,50,16,975,4,0,2,3,1,2,0
M,35,16,838,5,4,2,0,0,1,5
F,18,7,871,5,0,3,0,0,0,1
F,1,3,540,0,0,2,1,5,4,4
M,25,11,328,4,2,0,0,5,2,3
M,35,0,945,3,0,1,0,2,1,5
M,50,17,377,4,1,2,3,5,4,1
F,50,9,447,3,2,5,5,0,0,0
F,35,4,596,5,0,4,5,5,0,0
M,56,9,331,1,1,4,0,2,2,5
F,25,17,424,0,5,4,0,0,5,0
F,25,0,432,3,0,1,0,2,2,3
M,25,14,281,4,1,3,1,4,0,5
F,50,14,731,4,3,2,2,4,5,5
M,45,4,441,4,0,3,3,0,1,1
M,18,4,313,0,0,3,2,0,0,0
F,18,4,274,4,0,4,1,4,0,3
M,18,18,457,1,0,3,2,0,0,2
F,25,1,770,3,0,3,4,3,5,0
M,18,1,103,0,1,5,4,0,3,3
M,45,19,600,4,0,0,1,0,0,0
M,56,3,132,1,0,0,3,2,3,5
F,25,3,150,3,2,4,4,4,5,0
M,25,7,37,3,4,5,0,0,0,0
F,18,15,598,0,5,5,0,3,0,1
M,35,9,347,0,3,3,2,0,2,5
F,50,6,181,1,5,2,5,0,5,4
F,45,2,168,3,0,4,2,0,1,0
M,45,12,231,1,5,3,0,4,2,0
F,35,20,549,3,2,4,0,3,0,0
F,45,15,235,1,3,0,2,0,0,0
M,18,0,600,0,1,0,0,2,1,5
F,25,0,345,1,0,4,2,5,0,2
M,50,9,540,5,3,1,1,0,3,4
F,1,12,777,2,2,5,0,3,2,2
F,50,16,84,5,0,0,5,0,0,4
M,18,14,633,0,0,1,2,2,0,0
F,50,0,502,0,1,2,0,1,1,0
M,25,16,853,1,1,2,1,0,0,0
F,50,2,486,4,2,4,4,0,0,4
M,25,10,77,4,0,0,4,0,1,0
F,25,20,531,0,0,3,4,5,0,0
M,1,2,371,0,0,1,5,0,0,5
M,18,16,76,0,1,5,0,2,3,5
M,35,7,925,5,4,0,0,0,3,4
F,1,20,336,2,0,3,3,0,2,2
M,50,12,786,3,3,5,0,5,0,1
M,50,12,457,1,0,0,3,0,3,2
F,45,12,560,0,2,0,0,0,3,1
M,56,4,563,0,0,0,0,0,1,1
F,50,4,282,0,5,0,2,0,1,5
F,35,6,77,0,4,2,2,4,2,5
M,35,14,485,0,3,5,3,0,2,2
F,25,7,320,4,1,2,2,0,0,0
M,25,11,770,0,1,2,5,3,5,2
M,1,1,551,0,0,0,0,4,2,0
F,25,10,731,4,0,4,0,3,5,1
F,45,19,968,0,1,5,2,0,2,5
F,25,7,313,4,0,0,3,0,0,2
F,25,2,240,5,0,2,0,0,2,5
M,35,2,118,3,0,5,0,4,1,0
F,56,2,597,3,0,1,0,0,0,5
F,50,15,597,3,0,3,0,2,3,4
F,35,9,902,4,0,4,5,0,5,2
F,25,15,29,5,0,3,5,4,1,5
M,1,5,334,5,0,5,4,3,0,0
F,56,8,80,0,5,4,3,0,5,4
F,50,15,778,3,2,4,5,2,0,0
M,25,10,373,0,5,2,0,0,1,0
M,35,13,954,0,3,5,0,0,2,0
M,50,4,157,2,0,0,1,3,2,5
F,50,12,435,5,0,0,0,5,3,0
M,50,20,110,2,0,3,4,3,2,2
M,18,13,782,4,0,3,3,1,3,3
M,56,14,912,0,1,3,3,5,0,2
F,18,19,786,3,3,5,0,0,3,2
F,25,1,230,2,0,0,1,5,3,2
M,45,20,235,2,4,3,0,5,0,2
M,25,20,777,4,5,5,3,0,1,1
M,56,7,880,0,0,2,5,0,2,0
F,45,14,523,0,3,3,4,4,0,5
F,56,1,323,4,3,4,4,2,3,1
F,25,17,474,0,0,0,0,2,0,0
M,25,20,244,0,0,3,3,5,0,5
F,25,2,590,0,2,1,0,0,3,2
F,25,0,296,2,4,1,5,3,2,1
M,45,10,981,0,1,4,2,2,2,0
F,25,0,523,5,2,3,4,0,5,1
M,18,9,352,4,4,3,0,0,0,5
M,35,1,937,0,0,1,5,5,0,0
M,45,18,381,1,0,0,3,0,3,5
F,50,7,618,5,3,4,4,0,2,4
F,18,8,45,3,0,2,3,0,4,3
F,25,1,74,3,2,5,1,0,3,5
M,1,12,198,0,0,4,0,2,1,3
M,45,15,530,3,5,1,3,5,0,1
F,56,13,21,0,5,1,3,2,0,2
F,18,7,338,0,1,0,2,0,5,2
F,1,16,64,2,1,5,2,4,2,1
F,1,16,462,5,0,1,0,0,5,2
F,1,16,544,4,0,5,1,0,3,1
F,45,9,200,2,0,3,0,0,0,0
F,35,8,983,2,0,4,5,5,4,2
F,35,10,939,5,3,5,2,5,3,4
M,35,16,765,2,0,0,1,4,1,1
M,35,9,443,0,5,4,4,4,4,1
M,1,12,666,4,5,3,4,0,0,0
M,35,17,446,3,0,5,0,0,3,0
F,50,11,522,3,2,3,2,3,0,1
M,45,1,900,3,0,0,0,0,0,4
F,18,7,441,0,0,2,0,0,2,0
F,18,3,98,5,0,4,4,0,2,3
M,56,20,314,5,0,3,0,2,1,0
M,1,20,720,3,3,5,5,0,1,1
M,45,16,322,3,0,2,1,4,0,2
M,35,18,555,5,2,1,5,2,0,1
M,35,18,118,2,0,2,3,5,2,1
M,35,5,904,4,0,4,1,5,0,0
F,18,12,600,0,3,0,2,0,5,1
F,50,1,296,0,2,1,3,2,5,1
F,50,20,452,2,0,2,4,0,2,3
M,18,10,275,3,0,0,3,5,0,4
F,35,2,110,4,4,3,0,3,5,3
M,50,14,863,1,5,0,3,5,1,1
M,50,10,229,5,5,2,1,0,0,0
F,45,19,857,4,5,4,4,0,1,3
