Gender,Age,Occupation,ZIP-code,673,1881,1920,2087,2138
F,25,7,221,0,0,4,5,0
M,35,17,793,0,2,1,4,0
F,50,14,549,0,3,3,5,5
F,50,2,22,5,4,2,3,0
F,18,7,758,0,0,0,3,2
F,50,16,488,3,0,4,1,3
M,50,12,30,4,3,0,5,3
M,45,16,103,3,5,0,4,3
M,18,7,925,4,2,0,4,4
M,25,5,450,5,0,2,4,0
F,56,18,272,2,3,2,2,0
M,25,14,354,2,5,4,4,0
M,56,3,301,3,5,5,0,0
M,56,7,424,3,5,5,4,4
M,18,7,33,1,5,0,3,0
F,1,16,450,4,2,5,5,2
M,50,5,56,0,3,1,4,0
M,1,6,286,0,3,5,5,5
F,45,9,652,1,3,4,4,4
M,56,5,853,3,0,4,4,3
M,35,1,980,5,0,5,4,0
F,35,13,302,1,5,3,0,4
M,1,5,78,1,0,2,4,2
M,25,15,180,3,5,2,5,0
M,45,8,915,2,0,1,0,0
F,35,16,758,3,2,2,4,1
M,18,1,949,0,0,0,0,0
F,18,19,598,4,5,5,2,1
M,18,4,915,0,2,0,4,2
M,18,5,662,4,5,5,4,3
M,35,13,915,2,0,0,0,3
F,18,19,76,0,2,4,2,4
M,50,13,320,5,0,0,3,0
F,35,4,811,0,3,5,0,0
M,45,19,914,3,2,1,2,2
M,50,17,532,0,2,4,3,0
F,50,0,535,5,3,5,2,1
M,50,5,226,0,0,4,5,0
M,25,11,988,0,5,3,3,4
F,18,4,161,1,0,5,4,5
F,18,19,804,1,2,4,0,1
M,25,8,708,0,1,0,4,4
F,45,20,804,4,2,5,3,0
M,50,20,69,2,2,0,0,3
M,56,6,790,0,0,4,3,1
F,35,0,820,4,5,0,2,0
M,1,7,786,5,1,2,5,3
M,1,19,740,3,5,2,1,2
M,18,6,208,0,0,5,4,1
M,18,17,811,0,0,0,0,0
F,25,7,26,0,0,0,0,0
F,56,17,782,3,5,4,0,3
M,1,10,680,3,4,3,1,0
F,56,16,975,1,5,0,4,5
M,35,12,325,4,4,2,0,5
F,56,6,959,3,5,0,4,4
M,56,14,221,3,3,2,4,2
M,25,13,98,4,0,5,5,5
M,18,6,641,5,0,2,0,1
F,56,17,923,0,0,5,0,3
F,18,9,820,4,2,5,3,0
M,18,20,980,4,5,2,4,4
M,1,2,466,1,2,0,5,3
M,1,12,826,4,2,1,4,3
F,45,16,223,3,5,5,4,0
M,18,17,236,3,0,0,3,1
M,1,13,272,2,4,5,0,0
M,45,20,347,2,0,2,0,0
F,25,1,115,1,3,0,0,1
F,1,7,210,3,3,1,4,0
M,45,15,207,3,0,2,1,4
M,35,13,919,5,5,0,0,1
M,45,1,157,3,0,4,1,5
M,1,12,539,3,2,5,2,1
M,35,15,735,4,2,0,2,0
F,50,4,815,0,5,0,4,1
F,25,6,801,2,0,2,5,4
F,45,2,56,3,5,3,4,4
M,18,4,841,2,0,5,2,0
M,50,19,13,3,2,0,4,2
M,1,4,360,1,5,3,5,0
F,1,0,980,3,2,3,0,1
M,45,17,166,4,0,0,0,4
M,25,0,926,2,3,4,3,0
F,1,15,946,0,3,2,3,1
F,1,10,33,3,3,2,1,2
F,1,11,440,0,0,1,5,2
M,45,17,863,3,4,0,3,0
M,18,0,121,4,0,5,2,3
M,45,11,191,4,2,0,0,2
F,25,1,240,4,0,0,0,0
M,25,10,12,4,2,0,0,0
M,45,0,658,5,1,0,4,0
F,50,11,571,1,0,2,3,0
M,45,9,937,4,5,0,0,0
M,25,1,41,4,0,0,4,5
M,1,4,780,0,5,2,0,0
F,18,5,62,5,0,2,0,2
M,1,6,287,1,3,0,4,0
F,18,10,27,3,5,0,4,5
M,56,13,144,4,5,5,0,3
F,18,15,581,0,2,0,0,1
F,18,17,334,4,5,4,5,3
M,1,20,770,0,1,4,2,0
M,25,7,937,2,0,5,4,0
M,18,5,152,1,5,3,0,4
F,18,15,337,5,2,4,2,5
F,1,1,485,5,3,5,2,0
F,25,7,23,2,0,5,1,3
M,18,12,103,0,5,1,0,0
M,25,14,843,0,0,0,0,4
M,18,7,83,2,0,4,2,4
F,56,10,272,1,5,4,1,1
F,45,16,322,2,0,2,3,2
M,56,19,430,0,2,5,4,4
M,25,15,503,4,0,0,4,1
F,18,14,915,0,1,5,4,0
F,50,0,494,0,5,5,0,3
F,45,15,553,4,3,5,2,0
M,18,14,778,1,5,1,1,0
F,18,7,981,5,2,2,0,1
F,45,15,197,2,0,4,3,3
F,25,20,50,0,0,0,0,4
F,1,0,157,0,0,0,0,1
M,56,11,494,0,2,2,4,1
M,45,1,911,5,0,1,4,2
M,25,12,640,4,1,3,1,4
M,18,14,330,5,0,2,4,1
M,18,6,609,0,0,5,3,2
M,18,20,110,0,2,5,2,2
M,56,4,37,0,1,3,0,3
F,35,19,463,3,0,3,3,5
M,35,4,777,2,0,0,3,0
F,56,12,220,3,2,5,4,4
M,25,15,836,4,0,2,2,5
M,18,13,321,2,0,5,3,5
M,56,20,590,2,0,2,5,0
M,50,14,442,1,1,4,0,5
M,56,20,603,2,3,4,0,1
F,25,15,380,0,4,0,5,0
F,56,16,905,4,1,3,4,4
M,18,4,916,4,0,3,0,0
M,25,4,743,1,0,0,4,3
M,18,3,616,5,0,0,5,3
M,25,19,37,0,5,3,2,5
M,18,1,870,0,0,3,4,0
M,25,7,434,1,0,0,5,3
F,25,7,758,5,2,5,4,4
M,1,19,382,5,5,4,0,1
F,1,19,50,4,2,1,0,3
M,45,15,459,4,0,5,5,0
M,56,20,200,5,3,0,5,3
M,56,11,937,2,0,3,5,4
F,25,16,606,2,1,2,0,1
F,1,17,446,1,1,2,3,3
M,1,20,406,5,2,0,3,2
M,1,3,245,0,2,2,0,1
M,50,14,150,5,0,2,1,3
F,45,14,228,1,2,5,2,0
M,1,15,554,5,4,2,0,0
F,25,3,379,0,1,3,0,0
M,18,13,337,0,0,5,3,3
M,35,5,704,4,4,4,0,1
M,1,1,826,0,2,0,5,1
M,56,9,925,0,5,0,4,3
F,35,14,727,5,2,5,0,2
M,35,11,181,0,0,5,0,3
F,45,1,18,2,0,1,4,4
M,18,5,64,0,5,5,4,0
F,35,1,921,5,4,3,0,4
M,25,1,502,0,0,0,0,0
F,45,9,89,5,0,2,5,4
M,1,12,549,0,2,1,0,0
F,18,2,345,2,0,0,0,0
F,45,7,63,5,0,1,0,2
M,56,5,933,0,5,5,5,0
M,50,0,758,1,0,0,1,1
M,50,2,144,1,4,2,0,3
F,18,20,45,4,3,0,4,3
M,18,13,953,0,0,1,4,5
F,56,16,338,4,0,0,5,5
M,1,2,306,1,3,5,1,0
F,25,7,434,0,5,3,5,3
M,18,13,985,0,5,5,1,0
M,56,4,752,5,0,2,0,1
M,1,14,803,2,0,1,5,0
F,56,8,115,0,5,2,5,1
M,25,14,122,3,2,0,0,1
M,56,13,321,2,1,0,0,1
M,56,9,148,2,4,0,4,1
F,1,18,190,4,3,4,3,2
F,56,15,333,5,0,0,5,1
M,56,10,437,4,0,5,2,0
M,56,11,358,5,5,4,4,0
M,18,3,81,0,5,0,3,1
M,50,19,234,4,4,1,0,0
F,1,16,623,0,5,5,0,5
M,18,15,974,0,5,0,4,2
M,45,14,136,5,0,5,5,0
M,1,12,211,5,2,5,0,3
M,45,15,296,0,0,2,0,3
M,35,12,761,0,0,2,3,2
F,1,17,956,1,2,2,4,1
F,1,20,274,4,4,1,5,0
M,45,19,474,3,5,3,0,3
M,18,11,947,2,0,5,0,0
M,25,5,323,0,1,4,3,2
M,25,5,990,0,0,3,0,1
M,45,3,495,5,0,1,4,5
M,35,1,345,2,0,2,4,0
M,1,9,956,0,3,0,5,1
M,35,17,967,2,0,0,0,1
F,50,18,15,2,0,4,4,1
M,56,9,430,0,5,4,5,4
F,50,4,140,3,1,0,2,0
M,45,9,362,1,3,5,0,1
M,50,8,850,0,0,0,4,1
M,35,4,437,5,1,1,3,3
M,1,14,988,2,4,2,0,5
M,50,9,161,5,0,3,4,0
F,25,14,417,0,2,0,1,1
M,18,0,949,2,2,3,2,3
M,1,0,329,0,4,5,4,2
F,35,16,958,0,0,2,0,4
M,35,11,501,4,0,0,0,0
F,18,16,229,5,5,5,3,0
M,1,0,327,4,3,4,1,1
M,1,17,460,1,1,5,3,2
M,18,1,462,3,2,4,4,3
F,25,1,447,5,0,0,2,3
F,35,20,103,1,0,1,4,1
M,25,12,557,0,0,0,2,5
F,25,0,406,5,0,1,2,5
F,56,2,563,4,0,0,0,1
M,35,16,618,5,0,0,0,2
M,45,11,306,2,0,5,4,1
F,35,3,820,0,0,3,5,4
F,25,11,489,3,0,0,0,0
M,18,7,88,0,2,4,0,4
M,25,7,923,1,0,3,4,1
M,18,1,782,4,3,0,3,4
M,35,20,282,0,0,0,4,0
F,35,12,758,5,2,0,0,4
M,45,17,56,4,3,3,5,3
M,50,7,69,0,0,0,4,1
M,50,17,920,5,2,0,0,5
F,18,16,337,2,3,5,1,3
M,35,19,446,2,2,0,3,4
M,35,0,731,0,2,4,0,1
F,56,7,112,0,0,3,3,2
F,25,7,215,3,5,0,3,0
F,56,1,498,5,1,3,0,4
F,35,8,210,0,0,3,0,0
F,18,19,925,3,1,0,0,0
M,25,3,495,5,0,0,0,0
M,18,1,207,5,4,4,4,4
M,1,0,555,5,0,0,4,1
F,18,10,974,2,0,4,2,1
F,25,7,534,0,0,0,5,3
M,1,14,790,2,0,1,4,1
M,35,14,118,4,0,0,0,0
F,45,16,780,4,0,3,3,3
F,35,10,54,0,5,4,4,3
M,56,2,431,0,1,3,4,3
F,1,7,434,3,2,1,3,1
F,35,20,609,1,0,3,0,3
M,25,17,330,3,0,0,0,1
M,45,9,140,2,4,2,3,0
F,1,9,968,1,0,4,3,0
F,25,9,21,0,0,3,0,1
M,50,0,181,3,0,0,5,0
F,25,9,405,4,0,5,0,1
F,1,17,919,0,1,1,5,5
F,1,8,347,1,2,2,1,1
F,56,15,836,3,1,4,3,2
F,18,8,943,5,0,0,4,4
M,45,5,612,5,5,4,4,4
F,1,20,292,5,0,5,5,0
F,35,11,309,2,0,2,0,0
M,1,14,908,4,0,5,5,3
F,50,1,743,5,0,2,3,2
M,1,1,990,1,2,5,0,5
F,18,8,294,1,0,3,0,0
F,18,17,919,4,1,0,0,1
M,50,3,981,1,5,0,0,0
M,18,20,85,2,1,5,3,1
M,25,14,777,3,0,5,0,3
M,45,16,944,5,0,4,0,0
F,56,11,481,4,3,3,0,0
M,25,14,453,5,3,0,5,0
F,45,19,809,1,5,2,1,0
M,56,19,443,1,0,2,4,1
M,45,3,652,2,0,2,0,4
M,1,15,458,5,3,4,0,4
M,25,2,758,3,0,0,0,0
F,56,10,539,4,0,4,5,0
M,45,12,758,1,0,0,3,3
M,1,6,770,3,4,2,0,1
F,18,10,641,0,0,0,0,0
F,45,10,751,5,5,2,5,0
F,25,20,550,0,0,4,0,4
M,56,7,230,4,0,5,4,0
F,1,20,42,4,5,0,2,2
M,25,5,41,5,2,3,1,4
F,35,9,433,0,5,2,0,1
M,45,5,744,3,0,0,2,2
M,45,4,303,0,3,1,4,1
M,35,20,261,3,3,0,0,4
M,45,14,433,2,3,3,3,0
F,1,20,527,0,3,0,2,2
M,35,0,985,5,5,2,4,0
M,1,12,871,5,1,5,5,1
F,56,10,290,5,1,0,2,0
M,25,12,37,3,0,0,2,4
F,1,10,234,1,3,0,3,0
M,35,0,122,0,4,5,0,5
M,18,12,69,4,0,0,0,3
F,35,0,720,0,0,1,4,0
M,56,3,56,2,2,3,5,1
M,56,6,997,5,2,4,0,0
F,1,20,474,0,4,1,4,0
F,35,1,555,1,0,1,0,2
M,18,1,45,2,0,2,0,5
F,45,8,207,5,4,4,2,0
M,35,12,434,4,5,0,0,1
M,50,0,314,5,0,1,0,5
M,1,7,522,0,0,2,4,5
F,35,8,186,0,2,0,0,3
F,35,3,406,2,0,4,4,2
M,35,15,912,4,0,1,0,0
F,25,7,437,1,4,5,3,0
M,1,19,142,1,4,2,1,3
M,25,7,226,0,0,5,0,0
F,35,12,799,5,0,0,4,0
M,35,0,29,1,2,4,2,0
F,50,11,89,3,3,0,1,2
F,35,14,925,0,2,5,3,5
M,18,15,553,3,0,2,4,2
F,45,11,641,1,4,5,4,5
F,56,6,435,4,2,4,3,4
F,45,14,837,5,4,0,5,1
F,35,17,735,0,0,0,0,0
M,35,11,450,4,5,0,0,1
F,50,10,352,0,0,1,2,2
M,45,12,457,5,2,5,5,0
M,18,2,201,4,0,5,0,0
F,56,7,992,5,0,4,4,3
F,25,5,13,4,5,4,0,2
M,1,0,161,3,0,0,3,5
