Gender,Age,Occupation,ZIP-code,673,810,1073,1126,1702,2100,2174,2253,2797,3393,3466
M,1,4,463,3,0,0,3,2,3,0,4,4,3,0
M,18,20,492,2,2,4,4,0,5,0,5,2,4,2
M,18,3,215,0,3,3,1,1,4,3,5,5,5,0
F,25,1,460,4,3,3,2,5,3,3,2,4,2,3
F,25,9,468,4,4,5,0,0,1,3,0,0,4,1
M,18,2,602,1,1,0,1,0,3,5,0,0,0,0
F,18,8,78,0,2,2,2,1,0,3,5,2,4,2
M,1,5,900,2,1,5,5,3,1,5,2,0,1,5
M,25,7,704,5,1,3,2,2,0,0,1,4,0,1
M,35,4,441,0,3,5,2,0,5,4,0,0,0,0
M,45,6,33,4,0,0,2,2,2,3,1,0,0,0
M,35,19,968,3,4,4,3,0,5,5,0,5,4,3
M,35,8,292,4,0,0,2,1,3,0,0,0,3,0
M,56,0,705,4,2,5,4,2,3,2,1,5,0,0
F,18,18,944,5,2,0,3,4,4,3,0,0,0,0
M,25,13,282,0,1,4,0,5,0,0,0,0,0,0
M,56,1,492,4,3,0,3,5,5,5,0,0,0,0
M,25,0,705,0,4,0,3,2,2,5,1,0,4,0
M,25,4,761,4,3,2,3,0,2,0,4,4,0,4
M,35,2,927,2,0,3,0,4,5,0,1,0,4,0
F,50,1,111,0,2,2,5,2,3,0,1,1,0,1
M,1,9,761,5,0,4,3,4,5,5,0,4,0,4
M,35,7,674,0,2,3,0,2,5,3,3,4,0,3
F,50,11,306,4,1,1,0,0,5,3,3,1,0,4
M,35,9,937,4,1,4,1,1,2,4,0,1,3,1
M,45,12,445,4,1,0,2,0,4,4,0,4,0,1
M,25,2,333,4,2,4,3,0,1,5,5,3,4,2
F,45,10,833,4,4,5,3,5,3,3,3,1,4,0
F,18,5,895,1,0,3,1,2,1,5,3,4,1,2
M,25,1,19,2,2,1,5,2,3,0,0,3,4,0
F,25,7,115,5,3,0,0,4,5,3,3,2,4,2
M,18,18,805,4,2,1,2,3,2,1,2,0,5,5
M,35,5,82,4,2,5,5,3,2,2,2,1,4,2
M,45,0,973,0,3,3,2,0,0,2,0,3,1,0
M,50,9,560,0,1,5,5,0,4,5,0,2,0,2
M,50,2,13,3,2,5,5,2,5,1,0,0,2,2
M,25,10,462,2,3,5,2,0,5,2,4,3,3,0
M,18,3,114,5,3,5,1,2,0,0,2,4,0,1
F,45,4,231,4,0,5,2,5,2,4,2,5,0,0
M,35,0,524,0,2,4,4,0,5,0,2,0,1,0
M,1,0,120,4,0,5,0,5,1,4,0,5,4,1
F,25,7,983,0,1,4,0,1,1,0,5,5,4,0
M,1,11,486,0,3,0,2,2,4,3,2,2,4,0
M,35,5,38,3,1,2,0,5,5,0,5,0,0,2
M,35,15,427,1,1,3,3,2,2,0,0,0,3,1
M,45,14,801,0,1,5,3,0,2,3,0,0,4,0
F,18,8,967,3,3,3,5,4,4,4,1,4,2,1
M,56,2,180,4,2,0,0,4,2,3,2,2,5,2
M,25,11,445,5,0,3,0,0,1,5,2,2,0,0
M,45,16,743,2,0,5,2,0,0,5,3,4,3,4
F,56,4,471,4,2,1,0,2,5,4,4,3,0,0
M,1,11,457,0,0,5,0,2,2,4,2,0,3,0
M,25,12,405,3,2,2,4,2,4,5,0,5,4,0
M,25,15,26,0,4,4,4,0,0,1,1,4,5,0
M,50,6,424,5,2,2,0,0,4,5,4,0,0,0
F,25,16,89,4,3,3,5,5,0,3,3,2,4,0
M,25,11,875,0,0,3,0,2,0,3,0,4,0,0
M,25,10,535,0,0,5,2,2,5,4,2,3,0,3
M,1,17,337,4,2,4,3,2,4,2,0,2,0,5
F,25,11,488,1,4,1,5,2,2,3,0,4,2,0
F,18,20,40,4,2,1,5,5,3,2,1,4,0,4
M,56,0,141,3,4,5,1,1,2,3,0,0,0,2
M,18,18,983,4,3,2,5,5,4,4,3,3,4,5
F,18,4,21,1,4,4,2,0,5,3,0,2,0,0
F,18,1,314,0,0,4,1,0,0,0,0,2,0,1
M,18,5,83,0,3,2,1,0,5,0,0,1,4,5
M,25,18,627,0,1,5,0,3,0,3,0,4,4,0
M,45,14,231,4,4,5,0,5,5,0,0,0,1,0
M,56,16,459,3,4,1,1,5,2,1,1,2,4,0
F,35,9,627,4,2,1,2,1,3,5,0,1,0,0
M,50,5,30,4,3,0,0,2,5,0,2,0,0,4
F,18,6,62,0,3,3,0,1,5,1,0,3,0,0
F,25,5,33,2,3,0,1,4,0,0,2,3,0,0
M,56,15,980,2,2,4,4,1,2,4,0,3,0,0
F,18,2,285,4,0,1,0,2,3,4,1,0,0,5
F,25,4,372,2,4,1,0,2,1,1,0,5,0,2
M,18,9,968,2,0,2,0,0,0,0,4,3,0,1
M,25,7,334,0,1,3,0,2,5,0,3,1,4,0
M,56,17,618,2,4,5,0,0,5,3,1,3,0,0
F,50,5,843,0,0,2,3,2,1,3,2,2,0,4
M,35,17,302,1,3,0,5,0,3,2,0,2,4,0
M,35,5,925,2,0,1,5,1,4,3,2,5,0,0
F,35,9,540,3,2,1,5,2,1,3,1,1,4,1
M,18,9,660,5,4,5,5,4,3,3,3,5,0,4
M,56,11,685,0,1,2,2,2,2,3,0,0,0,0
M,35,19,469,1,3,3,5,0,2,2,0,0,0,0
M,25,14,65,0,1,3,3,1,3,4,1,4,0,0
F,35,0,352,4,2,2,1,4,5,0,4,1,2,1
M,25,0,953,2,4,2,5,4,2,0,0,1,3,4
F,56,7,421,2,2,1,2,0,2,1,1,4,0,3
M,35,5,993,0,1,1,0,2,4,2,0,4,0,5
M,25,13,346,0,3,2,4,4,2,4,4,0,3,0
M,45,8,492,0,0,1,0,2,5,2,4,2,4,1
M,18,2,114,1,4,5,5,0,5,0,0,4,0,0
F,25,8,777,0,3,3,2,5,1,5,2,3,4,2
M,50,2,45,4,4,0,0,0,1,0,2,0,0,4
F,18,10,830,0,2,5,3,0,4,0,2,2,4,1
F,25,19,421,0,1,5,1,4,5,1,1,4,0,5
M,18,4,62,0,1,5,0,0,2,0,4,0,0,2
M,25,0,494,3,3,4,0,2,3,3,2,5,5,2
M,35,11,90,1,0,5,5,3,5,3,0,0,3,3
M,56,13,731,0,1,1,2,2,4,4,1,4,0,1
F,35,3,229,4,0,1,5,0,5,2,5,5,4,4
M,25,16,115,0,4,5,0,4,0,0,0,1,0,0
F,45,13,813,4,0,1,5,0,4,1,2,1,0,2
M,25,1,981,1,4,1,4,3,5,5,2,3,0,4
M,56,7,435,0,3,5,2,2,0,2,0,5,0,0
M,35,11,878,4,2,0,0,0,1,0,1,1,1,1
M,25,7,490,0,2,0,4,2,3,4,3,2,3,4
M,25,2,110,4,3,0,0,0,5,3,0,5,0,1
F,25,0,229,5,3,5,0,2,4,5,4,2,0,0
F,45,0,50,1,4,5,0,0,3,0,0,5,0,0
F,18,2,535,4,3,0,5,0,2,0,1,0,5,3
M,25,5,61,2,3,4,1,1,1,3,2,0,5,4
M,18,15,28,4,1,4,5,1,4,2,5,0,2,0
F,45,14,432,0,2,4,0,0,4,4,5,2,4,0
