Gender,Age,Occupation,ZIP-code,247,1920,2017,2087
M,56,15,463,3,1,3,4
M,18,0,492,1,0,1,4
F,50,9,215,4,4,3,5
M,18,10,460,0,0,0,5
M,1,9,284,2,0,2,0
M,35,5,602,3,5,0,3
F,25,10,78,0,2,0,5
M,45,6,900,2,0,4,0
F,35,2,704,0,0,4,4
F,56,3,441,1,0,0,4
M,56,6,33,0,5,0,3
M,56,5,968,0,0,0,3
M,35,13,292,0,0,0,0
F,35,0,705,3,4,4,2
M,25,4,944,1,5,5,1
M,1,6,282,3,5,2,0
F,35,1,492,4,1,4,0
M,18,0,705,3,3,2,4
F,18,19,761,5,3,2,2
F,1,2,193,0,5,0,2
M,18,11,111,4,1,0,1
F,18,17,756,0,0,0,3
M,18,7,674,0,0,4,0
M,45,11,805,2,1,2,0
M,45,3,937,5,4,4,4
M,35,8,103,2,3,3,0
M,50,6,421,0,2,5,0
M,45,20,833,0,2,3,2
M,18,4,895,4,5,4,0
F,45,11,19,3,1,1,0
M,45,9,115,0,5,1,3
F,25,14,805,3,2,0,5
M,1,12,82,4,5,5,5
M,45,5,973,0,2,5,3
M,18,4,560,5,0,2,0
M,25,8,13,0,4,3,4
M,25,20,462,2,4,4,2
M,18,16,114,0,0,0,0
F,35,12,231,1,5,4,4
F,18,11,524,3,3,3,0
M,25,9,120,1,1,2,3
M,35,0,983,1,0,2,1
M,45,9,329,4,3,4,4
F,35,5,194,1,0,3,3
M,18,0,27,0,0,3,4
F,1,5,196,0,5,2,0
M,18,1,967,3,4,0,3
M,25,19,180,0,1,5,0
M,25,11,143,5,0,4,4
M,18,11,743,1,2,1,4
M,18,1,471,2,0,1,2
F,56,9,457,3,2,3,4
F,25,8,405,2,0,1,4
M,25,16,26,4,0,2,3
M,1,0,424,5,0,0,4
M,18,3,89,1,1,3,0
M,35,6,875,0,2,3,4
M,25,9,535,0,3,4,4
M,25,17,337,0,2,0,4
M,45,20,488,0,5,1,5
M,35,3,993,1,1,0,1
F,18,11,141,3,1,0,3
M,56,3,118,0,2,1,3
M,35,8,488,0,0,0,0
M,56,8,314,0,1,4,0
M,18,7,83,4,2,0,4
M,18,9,627,0,0,0,0
M,25,14,231,2,3,0,2
M,50,16,969,0,2,5,3
M,18,19,627,3,1,0,5
M,25,9,30,1,3,3,4
M,50,4,62,0,0,5,2
M,25,2,33,4,0,3,5
M,25,3,980,0,5,0,2
F,25,1,602,0,1,1,0
F,35,9,372,3,5,3,4
M,25,5,442,2,4,2,0
M,45,3,334,0,4,3,3
M,35,16,618,0,3,4,4
M,45,18,121,0,4,3,4
M,35,0,302,2,2,4,2
F,18,11,925,0,2,1,4
F,45,0,540,4,5,5,2
M,50,9,905,5,3,0,3
M,45,17,685,0,5,3,4
M,25,2,469,0,1,0,0
F,25,14,65,2,0,3,1
M,45,4,352,2,2,3,5
F,50,7,761,0,0,5,2
F,18,9,421,3,0,0,0
M,25,17,993,4,0,4,3
F,25,17,346,4,0,4,3
M,56,7,492,2,0,3,4
M,56,2,454,4,4,3,0
M,25,8,777,5,2,3,2
M,25,0,45,2,1,0,0
M,35,14,830,2,0,0,3
M,18,7,421,5,1,3,0
M,25,6,186,4,0,2,0
F,25,20,494,0,3,3,4
M,25,16,90,0,3,0,0
M,25,1,731,0,4,5,5
F,18,8,229,0,4,5,4
M,56,16,115,5,0,1,4
M,18,0,525,5,0,4,1
F,18,0,981,3,5,0,3
M,45,2,435,5,1,4,1
F,56,11,878,0,0,4,5
M,35,5,490,3,4,3,0
M,35,12,110,0,0,4,3
M,56,7,229,4,3,0,3
M,45,11,50,2,5,2,0
F,35,7,535,2,1,2,0
F,56,5,131,0,2,3,3
F,56,14,28,0,4,3,3
F,25,9,432,5,2,4,0
M,25,4,875,5,1,3,3
M,50,15,406,0,0,0,0
F,56,6,761,1,0,0,0
F,25,19,971,3,1,0,3
F,18,17,276,5,0,2,0
M,56,4,212,0,0,2,2
M,1,2,56,4,2,0,1
F,56,14,618,4,2,4,1
M,25,6,128,0,0,2,0
M,18,10,148,0,0,0,3
M,35,4,433,0,0,1,0
F,50,0,421,2,2,0,0
M,18,16,968,0,0,4,1
M,18,20,236,2,1,0,0
M,18,10,421,0,1,3,0
F,45,5,826,0,3,0,1
M,25,0,104,0,1,1,0
M,45,13,641,0,1,4,0
M,25,6,900,3,0,0,3
M,18,19,987,1,2,5,0
M,18,20,142,4,5,3,4
M,50,13,722,3,2,5,1
M,25,4,853,2,2,2,2
M,25,20,927,0,4,3,5
M,18,16,900,2,0,2,0
M,25,3,45,3,1,5,0
F,18,19,993,0,4,2,4
M,50,17,940,5,2,1,4
M,18,3,23,2,3,5,0
