Gender,Age,Occupation,ZIP-code,247,1920,2017,2087
F,25,7,221,2,5,4,3
M,35,17,793,1,1,0,4
F,50,14,549,5,3,5,0
F,50,2,22,5,0,0,4
F,18,17,758,0,4,4,2
F,50,16,488,2,5,4,0
M,50,12,30,1,0,0,3
F,45,16,103,1,5,1,4
M,18,7,925,0,3,3,3
M,25,5,450,0,0,0,4
F,56,18,272,5,2,3,5
M,25,14,354,4,5,0,4
M,56,3,301,0,3,1,0
M,56,7,424,0,3,1,3
M,18,7,33,4,3,4,4
F,1,16,450,4,1,4,4
M,50,5,56,2,5,0,4
M,1,19,286,1,0,0,0
F,45,9,652,0,3,4,4
M,56,5,853,2,0,3,0
M,35,1,980,2,3,0,0
F,35,13,302,1,2,4,0
M,1,5,78,0,0,1,4
M,25,15,180,1,0,0,0
M,45,8,915,5,2,3,2
F,35,16,758,0,4,5,0
M,18,1,949,1,0,2,4
F,18,19,598,0,0,4,0
M,18,4,915,2,3,0,0
M,18,5,662,5,3,4,2
M,35,13,915,5,5,0,3
F,18,19,76,2,0,5,4
M,50,13,320,0,5,4,0
F,35,4,811,0,3,5,0
M,45,19,914,0,0,4,5
M,50,17,532,0,1,0,3
F,50,0,535,3,1,0,0
M,50,5,226,0,5,0,0
M,25,11,988,0,3,0,0
F,18,4,161,3,2,3,0
F,18,19,804,4,0,4,5
M,25,5,708,1,5,0,5
F,45,20,804,3,4,4,2
M,50,20,69,0,3,3,2
M,56,6,790,2,2,4,0
F,35,0,820,3,4,0,4
M,1,7,786,3,5,0,2
M,1,19,740,0,0,3,0
M,18,6,208,0,3,4,4
M,18,17,811,0,3,4,0
F,18,7,26,2,0,4,0
F,56,17,782,0,0,3,4
M,1,10,680,0,2,1,3
F,56,16,975,4,0,2,0
M,35,12,325,0,5,2,0
F,56,6,173,3,4,3,0
M,56,14,221,0,0,5,5
M,25,13,98,3,0,0,2
M,18,6,641,0,4,0,1
F,56,17,923,0,2,3,2
F,18,9,820,4,4,5,2
M,18,20,980,0,4,3,0
M,1,2,466,0,3,4,4
M,1,12,826,5,1,1,5
F,45,16,223,0,1,0,3
M,18,17,236,5,3,0,2
M,1,13,272,1,1,0,4
M,45,20,347,0,0,5,3
F,25,1,115,0,0,4,4
F,1,7,210,0,1,0,5
M,45,15,207,0,5,0,5
M,35,13,919,3,0,0,4
M,50,1,157,5,1,3,1
M,1,12,377,3,5,1,4
F,35,15,735,4,0,2,0
F,50,4,815,5,4,4,5
F,25,6,801,5,0,0,4
F,45,2,56,0,2,3,4
M,18,4,841,3,0,0,4
M,50,19,13,0,0,0,3
M,1,4,360,2,0,1,0
F,35,0,980,3,4,0,4
M,45,17,166,4,2,5,2
M,25,0,926,1,3,0,0
F,1,15,946,1,0,3,0
F,1,10,33,5,2,1,0
F,1,11,440,0,1,3,5
M,45,17,863,0,2,0,4
M,18,0,121,0,0,4,4
M,45,9,191,4,4,3,0
F,25,1,240,4,4,2,0
M,25,10,12,0,0,3,4
M,45,0,658,0,1,3,3
F,50,11,571,0,0,2,5
M,45,9,937,0,4,0,3
M,25,19,41,0,5,0,3
M,1,4,780,5,0,5,0
F,18,5,49,3,2,4,4
M,1,6,287,0,0,4,0
M,18,10,157,1,0,4,4
M,50,13,144,0,5,4,4
F,18,15,581,1,1,0,5
F,18,17,334,2,1,4,0
M,1,20,770,1,4,3,4
M,25,7,937,3,5,1,0
M,18,5,152,3,0,3,4
F,18,15,337,0,0,4,3
F,1,1,485,5,4,1,5
F,25,7,23,0,0,0,5
M,18,12,103,0,3,4,2
M,25,14,843,2,2,3,4
M,18,7,83,0,0,0,3
F,18,10,272,4,0,5,3
M,45,16,322,0,1,3,0
M,56,19,430,0,1,3,5
M,25,15,503,4,0,3,0
F,18,14,915,0,1,4,1
F,50,0,494,3,3,4,5
F,45,15,497,0,5,0,0
M,18,14,778,2,0,4,0
F,18,7,981,1,4,5,0
F,45,15,197,3,2,0,5
F,25,20,50,1,1,4,4
F,1,0,157,0,0,5,4
M,56,11,494,0,0,3,0
M,45,1,911,0,0,1,4
M,25,12,640,5,5,0,0
M,18,14,330,2,5,4,3
M,18,6,609,0,4,5,0
M,18,20,520,1,2,0,0
M,56,4,37,4,5,3,0
F,35,19,463,2,0,1,5
M,35,4,777,5,5,0,3
F,56,12,220,4,4,3,4
F,25,15,836,5,4,0,0
M,18,13,321,5,1,5,5
M,56,20,590,2,1,4,3
M,50,14,442,0,0,2,5
M,1,20,603,2,2,2,0
F,25,15,380,5,4,0,0
F,56,16,905,3,4,5,4
M,18,4,916,0,5,0,0
M,25,4,743,0,0,0,4
M,18,3,616,0,2,0,0
M,25,19,37,1,3,0,3
M,18,1,870,5,0,5,5
M,25,7,434,3,3,0,4
F,25,7,758,3,0,1,0
M,1,19,382,5,4,5,5
F,1,14,50,4,0,1,5
M,45,15,459,5,0,5,1
M,56,20,200,4,1,0,2
M,56,11,937,0,4,0,0
F,25,16,606,0,0,4,0
F,1,17,446,0,1,1,4
M,1,20,406,3,1,1,5
M,1,3,245,2,4,1,2
M,50,14,322,2,3,0,3
F,45,14,228,1,3,0,3
M,1,15,554,0,5,1,3
F,25,3,379,4,4,0,0
M,18,13,337,2,3,0,4
M,35,1,704,5,0,5,3
M,1,1,826,1,5,3,3
M,56,9,925,5,1,3,1
F,35,14,727,4,3,2,1
M,35,11,181,0,0,1,4
F,45,1,18,1,0,3,3
M,18,5,64,0,2,4,4
F,35,1,921,0,3,1,4
M,25,1,502,0,0,0,0
